create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs37,inputs37_filetype,inputs38,inputs38_filetype,inputs39,inputs39_filetype,inputs3_filetype,inputs4,inputs40,inputs40_filetype,inputs41,inputs41_filetype,inputs42,inputs42_filetype,inputs43,inputs43_filetype,inputs44,inputs44_filetype,inputs45,inputs45_filetype,inputs46,inputs46_filetype,inputs47,inputs47_filetype,inputs48,inputs48_filetype,inputs49,inputs49_filetype,inputs4_filetype,inputs5,inputs50,inputs50_filetype,inputs51,inputs51_filetype,inputs52,inputs52_filetype,inputs53,inputs53_filetype,inputs54,inputs54_filetype,inputs55,inputs55_filetype,inputs56,inputs56_filetype,inputs57,inputs57_filetype,inputs58,inputs58_filetype,inputs59,inputs59_filetype,inputs5_filetype,inputs6,inputs60,inputs60_filetype,inputs61,inputs61_filetype,inputs62,inputs62_filetype,inputs63,inputs63_filetype,inputs64,inputs64_filetype,inputs65,inputs65_filetype,inputs66,inputs66_filetype,inputs67,inputs67_filetype,inputs68,inputs68_filetype,inputs69,inputs69_filetype,inputs6_filetype,inputs7,inputs70,inputs70_filetype,inputs71,inputs71_filetype,inputs72,inputs72_filetype,inputs73,inputs73_filetype,inputs74,inputs74_filetype,inputs75,inputs75_filetype,inputs76,inputs76_filetype,inputs77,inputs77_filetype,inputs78,inputs78_filetype,inputs79,inputs79_filetype,inputs7_filetype,inputs8,inputs80,inputs80_filetype,inputs81,inputs81_filetype,inputs82,inputs82_filetype,inputs83,inputs83_filetype,inputs84,inputs84_filetype,inputs85,inputs85_filetype,inputs86,inputs86_filetype,inputs87,inputs87_filetype,inputs88,inputs88_filetype,inputs89,inputs89_filetype,inputs8_filetype,inputs9,inputs90,inputs90_filetype,inputs91,inputs91_filetype,inputs92,inputs92_filetype,inputs93,inputs93_filetype,inputs94,inputs94_filetype,inputs95,inputs95_filetype,inputs96,inputs96_filetype,inputs97,inputs97_filetype,inputs98,inputs98_filetype,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.merge.__current_case__,parameters.merge.inputs.values,parameters.merge.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-04 11:26:11.399715,slurm_normal,1515065184.0,0,,1.0,main_w4_handler1,3371668,17943194,False,,7613528,7613528,,,,,,,,,,,,,,,,,,,,,fasta,6433609.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019316,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169704}, {'src': 'hda', 'id': 33169705}]",fasta,32.0,,42975687,1515065179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:26:27.348951,89708.0,5.0
2018-01-04 11:26:48.108123,slurm_normal,1515065223.0,0,,1.0,main_w4_handler0,3371668,17943202,False,,11807928,11807928,,,,,,,,,,,,,,,,,,,,,fasta,12400244.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019326,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169686}, {'src': 'hda', 'id': 33169687}]",fasta,32.0,,42975687,1515065217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:27:05.506729,89708.0,6.0
2018-01-04 11:27:02.232682,slurm_normal,1515065232.0,0,,1.0,main_w4_handler1,3371668,17943203,False,,21741232,21741232,,,,,,,,,,,,,,,,,,,,,fasta,21306651.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019327,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169682}, {'src': 'hda', 'id': 33169683}]",fasta,32.0,,42975687,1515065227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:27:14.088483,89708.0,5.0
2018-01-04 11:27:18.073669,slurm_normal,1515065248.0,0,,1.0,main_w4_handler0,3371668,17943212,False,,11777228,11777228,,,,,,,,,,,,,,,,,,,,,fasta,12780048.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019329,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169680}, {'src': 'hda', 'id': 33169681}]",fasta,32.0,,42975687,1515065242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:27:32.667504,89708.0,6.0
2018-01-04 11:27:48.583145,slurm_normal,1515065279.0,0,,1.0,main_w4_handler1,3371668,17943219,False,,3398092,3398092,,,,,,,,,,,,,,,,,,,,,fasta,3871423.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019338,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169676}, {'src': 'hda', 'id': 33169677}]",fasta,32.0,,42975687,1515065274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:28:01.580121,89708.0,5.0
2018-01-04 11:28:05.309061,slurm_normal,1515065302.0,0,,1.0,main_w4_handler0,3371668,17943222,False,,5019352,5019352,,,,,,,,,,,,,,,,,,,,,fasta,4853869.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019339,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169674}, {'src': 'hda', 'id': 33169675}]",fasta,32.0,,42975687,1515065289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:28:26.190020,89708.0,13.0
2018-01-04 11:31:47.969521,slurm_normal,1515065517.0,0,,1.0,main_w4_handler1,3371668,17943237,False,,6941075,6941075,,,,,,,,,,,,,,,,,,,,,fasta,7556633.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019360,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169659}, {'src': 'hda', 'id': 33169660}]",fasta,32.0,,42975687,1515065511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:31:59.520196,89708.0,6.0
2018-01-04 11:32:28.724066,slurm_normal,1515065557.0,0,,1.0,main_w4_handler1,3371668,17943241,False,,13516290,13516290,,,,,,,,,,,,,,,,,,,,,fasta,14312907.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019366,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169653}, {'src': 'hda', 'id': 33169654}]",fasta,32.0,,42975687,1515065552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:32:39.841293,89708.0,5.0
2018-01-04 11:33:07.726509,slurm_normal,1515065596.0,0,,1.0,main_w3_handler0,3371668,17943244,False,,6024722,6024722,,,,,,,,,,,,,,,,,,,,,fasta,5213375.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019369,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169645}, {'src': 'hda', 'id': 33169646}]",fasta,32.0,,42975687,1515065591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:33:18.912602,89708.0,5.0
2018-01-04 11:36:11.723098,slurm_normal,1515065782.0,0,,1.0,main_w3_handler0,3371668,17943275,False,,14087619,14087619,,,,,,,,,,,,,,,,,,,,,fasta,15089459.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019397,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169614}, {'src': 'hda', 'id': 33169615}]",fasta,32.0,,42975687,1515065777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:36:24.739161,89708.0,5.0
2018-01-04 11:33:28.600339,slurm_normal,1515065616.0,0,,1.0,main_w3_handler0,3371668,17943246,False,,10120194,10120194,,,,,,,,,,,,,,,,,,,,,fasta,10374626.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019371,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169642}, {'src': 'hda', 'id': 33169643}]",fasta,32.0,,42975687,1515065611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:33:38.216793,89708.0,5.0
2018-01-04 11:35:25.322991,slurm_normal,1515065738.0,0,,1.0,main_w3_handler0,3371668,17943264,False,,47499346,47499346,,,,,,,,,,,,,,,,,,,,,fasta,46110865.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12019388,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33169620}, {'src': 'hda', 'id': 33169621}]",fasta,32.0,,42975687,1515065731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-04 11:35:40.272319,89708.0,7.0
