chromInfo,chromInfo_filetype,corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData,parameters.corData.values,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,1163112,deeptools_coverage_matrix,2016-09-08 09:27:45.360615,slurm_normal,1473327141.0,0,1.0,main_w4_handler0,2651279,13804496,False,,8025048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5306dbb3a9c1d022c'}]","""mm9""","""png""","""false""","""PCA_Control_H3K27me3""",32.0,,32789682.0,1473327128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-08 09:32:25.918901,56978,13.0
,,921734,deeptools_coverage_matrix,2016-09-08 10:12:03.349684,slurm_normal,1473329866.0,0,1.0,main_w3_handler0,2651279,13804865,False,,8025465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b566d2a45a1d1f8874'}]","""mm9""","""png""","""false""","""PCA_Control_H3K4me3""",32.0,,32789682.0,1473329842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-08 10:17:48.133625,56978,24.0
,,34692640,deeptools_coverage_matrix,2016-09-08 13:45:50.253142,slurm_normal,1473342445.0,0,1.0,main_w3_handler0,2651279,13806495,False,,8027286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53cc3814d8b3b2a98'}]","""mm9""","""png""","""false""","""PCA_for_ALL""",32.0,,32789682.0,1473342365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-08 13:47:29.314382,56978,80.0
,,22119170,deeptools_coverage_matrix,2016-06-20 09:12:11.692765,slurm_normal,1466414804.0,0,1.0,main_w2_handler1,2729407,13208078,False,,7392524.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca16a83d1e704c62'}]","""sacCer3""","""png""","""true""","""PCA""",32.0,,30959408.0,1466413943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-20 09:26:51.137151,10211,861.0
,,3625292,deeptools_coverage_matrix,2016-06-22 21:17:57.179035,slurm_normal,1466631158.0,0,1.0,main_w1_handler0,2745114,13241698,False,,7427897.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c2ef4bf405fb1a9'}]","""hg19""","""png""","""false""","""""",32.0,,31023017.0,1466631145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-22 21:32:40.391125,57741,13.0
,,3624440,deeptools_coverage_matrix,2016-06-22 21:35:42.595782,slurm_normal,1466633214.0,0,1.0,main_w2_handler0,2745114,13241800,False,,7428048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5325687dcd411ab36'}]","""hg19""","""png""","""false""","""""",32.0,,31023017.0,1466633206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-22 22:06:55.842474,57741,8.0
,,4704638,deeptools_coverage_matrix,2016-06-22 21:36:19.095243,slurm_normal,1466634634.0,0,1.0,main_w1_handler1,2745114,13241807,False,,7428140.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb9fa3e6b94fa63a'}]","""hg19""","""png""","""false""","""""",32.0,,31023017.0,1466634624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-22 22:30:36.043203,57741,10.0
,,3413591,deeptools_coverage_matrix,2016-06-22 15:00:14.715493,slurm_normal,1466610554.0,0,1.0,main_w1_handler1,2745040,13237195,False,,7423516.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c5c1bb200052e94c'}]","""hg19""","""png""","""false""","""""",32.0,,31023017.0,1466610547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-22 15:49:20.759436,57741,7.0
,,3606107,deeptools_coverage_matrix,2016-06-22 15:55:59.165533,slurm_normal,1466612877.0,0,1.0,main_w2_handler1,2745040,13237729,False,,7423803.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ae8ad41443fd97f'}]","""hg19""","""png""","""false""","""""",32.0,,31023017.0,1466612869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-22 16:27:59.054650,57741,8.0
,,19079529,deeptools_coverage_matrix,2016-06-23 18:38:24.201147,slurm_normal,1466718193.0,0,1.0,main_w1_handler0,2748275,13249023,False,,7436156.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa45dacc71354a49'}]","""mm9""","""png""","""false""","""""",32.0,,31046029.0,1466707577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-23 21:43:15.966835,52012,10616.0
,,1386199,deeptools_coverage_matrix,2016-06-27 18:26:37.055065,slurm_normal,1467052038.0,0,1.0,main_w2_handler0,2750163,13269805,False,,7458276.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52828baa997b08fa5'}]","""?""","""png""","""false""","""""",32.0,,31089407.0,1467052027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-27 18:27:30.311217,31442,11.0
,,877586,deeptools_coverage_matrix,2016-06-25 17:13:55.811359,slurm_normal,1466874855.0,0,1.0,main_w1_handler1,2746144,13259633,False,,7446965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ed63e48c09640b4'}]","""mm10""","""png""","""false""","""""",32.0,,31021802.0,1466874842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-25 17:14:17.049770,24174,13.0
,,3168735,deeptools_coverage_matrix,2016-06-26 08:28:09.489884,slurm_normal,1466932791.0,0,1.0,main_w2_handler1,2725171,13261632,False,,7449365.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f70ab38870023fa'}]","""hg38""","""png""","""false""","""""",32.0,,31085005.0,1466932780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-26 09:19:53.896615,85393,11.0
,,964769,deeptools_coverage_matrix,2016-06-27 18:22:35.688295,slurm_normal,1467051801.0,0,1.0,main_w2_handler0,2750163,13269784,False,,7458254.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f1eb3d7ed154761'}]","""?""","""png""","""false""","""""",32.0,,31089407.0,1467051786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-27 18:23:31.240882,31442,15.0
,,990611,deeptools_coverage_matrix,2016-06-27 18:29:03.398593,slurm_normal,1467052174.0,0,1.0,main_w2_handler1,2750163,13269823,False,,7458292.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54fcc9cef10dae6e3'}]","""?""","""png""","""false""","""""",32.0,,31089407.0,1467052167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-27 18:29:48.153052,31442,7.0
,,11224882,deeptools_coverage_matrix,2016-09-12 14:02:04.453788,slurm_normal,1473689068.0,0,1.0,main_w3_handler1,2651279,13831559,False,,8053450.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b595149b2ef77bf4c3'}]","""mm9""","""png""","""false""","""""",32.0,,32789682.0,1473688973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-12 14:04:34.391139,56978,95.0
20.0,len,54275,deeptools_coverage_matrix,2016-06-28 12:03:07.057957,slurm_normal,1467115452.0,0,1.0,main_w1_handler0,2751669,13276897,False,,7466371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/368/dataset_16368406.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4291e6005eac448'}]","""?""","""png""","""false""","""Dickeya LB duplicates""",32.0,,30010096.0,1467115445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-28 12:04:16.196860,77753,7.0
,,1575271,deeptools_coverage_matrix,2016-06-28 13:08:50.538443,slurm_normal,1467119378.0,0,1.0,main_w1_handler0,2749177,13277291,False,,7466762.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556f239e201425ce0'}]","""mm9""","""png""","""false""","""""",32.0,,30192208.0,1467119365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-28 13:09:41.119492,34777,13.0
,,7714692,deeptools_coverage_matrix,2016-06-28 23:45:07.429542,slurm_normal,1467159509.0,0,1.0,main_w1_handler1,2742586,13282661,False,,7472242.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb84d2f23eacc61f'}]","""mm9""","""png""","""false""","""""",32.0,,30192208.0,1467158870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 00:18:31.940984,34777,639.0
,,1625457,deeptools_coverage_matrix,2016-06-28 21:01:08.139152,slurm_normal,1467180885.0,0,1.0,main_w2_handler0,2752214,13281200,False,,7475689.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50fcda071729c183c'}]","""mm9""","""png""","""false""","""""",32.0,,30192208.0,1467180874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 06:14:47.234199,34777,11.0
,,86848140,deeptools_coverage_matrix,2016-06-29 08:30:32.882225,slurm_normal,1467189946.0,0,1.0,main_w2_handler0,2726385,13285320,False,,7479372.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac8cb90993f2dbed'}]","""hg19""","""pdf""","""false""","""""",32.0,,30598208.0,1467189116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 08:45:57.682957,38685,830.0
,,17346007,deeptools_coverage_matrix,2016-06-29 08:32:16.968733,slurm_normal,1467189987.0,0,1.0,main_w1_handler1,2726385,13285330,False,,7479384.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50335c936007c3810'}]","""hg19""","""pdf""","""false""","""""",32.0,,30598208.0,1467189172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 08:46:28.885761,38685,815.0
,,17341348,deeptools_coverage_matrix,2016-06-29 08:32:23.255560,slurm_normal,1467190007.0,0,1.0,main_w2_handler1,2726385,13285331,False,,7479388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e3950b6e3b4eb09'}]","""hg19""","""pdf""","""false""","""""",32.0,,30598208.0,1467189198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 08:46:48.908205,38685,809.0
,,17112262,deeptools_coverage_matrix,2016-06-29 08:32:31.057025,slurm_normal,1467190015.0,0,1.0,main_w2_handler1,2726385,13285332,False,,7479389.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e422a0a9222b408c'}]","""hg19""","""pdf""","""false""","""""",32.0,,30598208.0,1467189192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 08:46:59.804219,38685,823.0
,,17015638,deeptools_coverage_matrix,2016-06-29 08:32:37.090209,slurm_normal,1467189999.0,0,1.0,main_w1_handler1,2726385,13285335,False,,7479392.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c477b9160a5b49e5'}]","""hg19""","""pdf""","""false""","""""",32.0,,30598208.0,1467189202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 08:46:42.128348,38685,797.0
,,16822668,deeptools_coverage_matrix,2016-06-29 08:32:10.677933,slurm_normal,1467189985.0,0,1.0,main_w1_handler0,2726385,13285329,False,,7479387.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526e908e8c854c6cd'}]","""hg19""","""pdf""","""false""","""""",32.0,,30598208.0,1467189192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 08:46:26.013177,38685,793.0
,,147809645,deeptools_coverage_matrix,2016-09-12 16:51:11.713921,slurm_normal,1473702352.0,0,1.0,main_w3_handler1,2817806,13833319,False,,8055471.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6650de475ed1ba0'}]","""mm10""","""png""","""false""","""""",32.0,,31426371.0,1473699085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-12 17:45:53.828446,54046,3267.0
,,4120049,deeptools_coverage_matrix,2016-06-30 04:20:45.912933,slurm_normal,1467260461.0,0,1.0,main_w2_handler1,2742555,13293294,False,,7494664.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57357bfede0f072b4'}]","""hg19""","""pdf""","""true""","""PCA""",32.0,,30935867.0,1467260454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-30 04:21:02.948176,86275,7.0
,,4346722,deeptools_coverage_matrix,2016-09-12 20:14:10.220929,slurm_normal,1473711299.0,0,1.0,main_w4_handler1,2805352,13835587,False,,8057813.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb3776a5394780b2'}]","""rheMac3""","""png""","""false""","""""",32.0,,32869475.0,1473711267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-12 20:15:01.373653,87393,32.0
,,3413549,deeptools_coverage_matrix,2016-06-29 19:47:27.523352,slurm_normal,1467229690.0,0,1.0,main_w2_handler0,2726858,13289504,False,,7486688.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59cf6454863e7b89f'}]","""hg19""","""png""","""false""","""""",32.0,,31178150.0,1467229661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 19:48:18.473861,82005,29.0
,,3414586,deeptools_coverage_matrix,2016-06-29 15:00:46.111948,slurm_normal,1467229680.0,0,1.0,main_w1_handler0,2753233,13287955,False,,7486586.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f945bbd8ebe10f0d'}]","""hg19""","""png""","""false""","""""",32.0,,31173742.0,1467229515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 19:48:23.743270,57741,165.0
,,5438310,deeptools_coverage_matrix,2016-06-29 19:27:31.262857,slurm_normal,1467231237.0,0,1.0,main_w2_handler0,2742586,13289338,False,,7487423.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc94c8e8c308971b'}]","""mm9""","""png""","""false""","""""",32.0,,30192208.0,1467230896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 20:14:04.468811,34777,341.0
,,1293613,deeptools_coverage_matrix,2016-06-29 20:23:05.912589,slurm_normal,1467232362.0,0,1.0,main_w2_handler0,2752214,13289953,False,,7487937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509c2f2a4d347bef2'}]","""mm9""","""png""","""false""","""""",32.0,,30192208.0,1467232325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-29 20:33:11.372479,34777,37.0
,,653683,deeptools_coverage_matrix,2016-09-13 05:21:40.130236,slurm_normal,1473744139.0,0,1.0,main_w3_handler0,2818448,13838671,False,,8061193.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50da4522f54123816'}]","""sacCer3""","""pdf""","""true""","""""",32.0,,32605126.0,1473744117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-13 05:22:22.283892,66633,22.0
