chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.minlen,parameters.minoe,parameters.minpc,parameters.shift,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-06 10:38:51.407311,slurm_normal,1507286369.0,0.0,,1.0,main_w3_handler1,3277497,17038338,False,,59455081,fasta,11095420.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580831}]","""200""","""0.6""","""50.0""","""1500""","""1500""",32.0,,41085132.0,1507286341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 10:39:36.533671,,28.0
,,2017-08-17 11:50:30.163610,slurm_normal,1502970825.0,0.0,,1.0,main_w3_handler0,3224816,16600241,False,,200084918,fasta,10672322.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30902756}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,39927494.0,1502970639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-08-17 11:53:48.903491,,186.0
,,2017-10-06 10:28:44.731580,slurm_normal,1507286207.0,0.0,,1.0,main_w4_handler1,3277486,17038227,False,,59455081,fasta,11095294.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580715}]","""200""","""0.6""","""50.0""","""1""","""1000""",32.0,,41084946.0,1507285729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 10:36:51.969736,,478.0
,,2017-10-06 11:19:13.241768,slurm_normal,1507288797.0,0.0,,1.0,main_w3_handler1,3277525,17038606,False,,59455081,fasta,11095719.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580982}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41085333.0,1507288776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 11:20:08.642462,,21.0
,,2017-10-06 10:52:59.478111,slurm_normal,1507287225.0,0.0,,1.0,main_w3_handler0,3277526,17038422,False,,59455081,fasta,11095507.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580931}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41085334.0,1507287204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 10:53:49.306461,,21.0
,,2017-10-06 11:00:35.005770,slurm_normal,1507287696.0,0.0,,1.0,main_w4_handler1,3277518,17038483,False,,59455081,fasta,11095560.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31581231}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,41085318.0,1507287639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 11:01:41.358650,,57.0
,,2017-08-27 14:45:55.943948,slurm_normal,1503845169.0,0.0,,1.0,main_w3_handler1,3234261,16667930,False,,10878,fasta,10740170.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31006818}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,40099093.0,1503845165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-08-27 14:46:12.603921,93913.0,4.0
,,2017-10-25 11:05:59.612080,slurm_normal,1508929624.0,0.0,,1.0,main_w4_handler0,3276550,17210083,False,,59455081,fasta,11270426,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31570206}]","""200""","""0.6""","""50.0""","""2500""","""5000""",32.0,,41506682.0,1508929583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-25 11:07:08.542314,112877.0,41.0
,,2017-10-03 15:55:15.583884,slurm_normal,1507046186.0,0.0,,1.0,main_w4_handler0,3274367,17011950,False,,59455081,fasta,11067096.roundup,slurm,,132112168.0,corral-repl,,"""2bc7f8caa85311e7856a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 31540061}]","""500""","""0.6""","""50.0""","""1000""","""1000""",32.0,,,1507046165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-03 15:56:34.278505,28762.0,21.0
,,2017-10-06 11:13:33.017706,slurm_normal,1507288470.0,0.0,,1.0,main_w4_handler0,3277515,17038587,False,,59455081,fasta,11095684.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580973}]","""500""","""0.6""","""50.0""","""300""","""300""",32.0,,41085313.0,1507288451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 11:14:39.860977,,19.0
,,2017-10-06 11:18:32.173560,slurm_normal,1507288748.0,0.0,,1.0,main_w4_handler0,3277524,17038601,False,,59455081,fasta,11095713.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580937}]","""200""","""0.6""","""50.0""","""5000""","""10000""",32.0,,41085330.0,1507288736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 11:19:19.362286,,12.0
,,2017-10-26 00:42:15.244581,slurm_normal,1508978565.0,0.0,,1.0,main_w4_handler0,3300195,17219739,False,,59455081,fasta,11280659,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31888222}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41529358.0,1508978547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-26 00:42:50.397895,,18.0
,,2017-10-04 14:34:26.167881,slurm_normal,1507127713.0,0.0,,1.0,main_w3_handler0,3275365,17024067,False,,59455081,fasta,11079494.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556921}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41042318.0,1507127692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:35:23.600034,,21.0
,,2017-10-04 14:23:14.435752,slurm_normal,1507127026.0,0.0,,1.0,main_w4_handler1,3275354,17023972,False,Job output deleted by user before job completed.,59455081,fasta,11079380.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556831}]","""200""","""0.6""","""50.0""","""100000""","""100000""",32.0,,41042008.0,1507127008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:23:56.514035,,18.0
,,2017-10-04 14:21:15.873888,slurm_normal,1507126911.0,0.0,,1.0,main_w3_handler0,3275354,17023953,False,,59455081,fasta,11079353.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556831}]","""200""","""0.6""","""50.0""","""100000""","""100000""",32.0,,41042008.0,1507126883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:21:58.407772,,28.0
,,2017-10-04 14:22:10.906762,slurm_normal,1507126980.0,0.0,,1.0,main_w4_handler0,3275357,17023964,False,,59455081,fasta,11079373.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556815}]","""200""","""0.6""","""50.0""","""100000""","""1000000""",32.0,,41042203.0,1507126951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:23:18.109749,,29.0
,,2017-10-04 14:31:05.028517,slurm_normal,1507127520.0,0.0,,1.0,main_w3_handler0,3275353,17024028,False,,59455081,fasta,11079463.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556959}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,41041998.0,1507127493.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:32:09.132712,,27.0
,,2017-10-04 14:36:52.189199,slurm_normal,1507127842.0,0.0,,1.0,main_w3_handler1,3275349,17024089,False,,59455081,fasta,11079515.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556882}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41041895.0,1507127823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:37:28.590167,,19.0
,,2017-10-04 14:36:34.173554,slurm_normal,1507127826.0,0.0,,1.0,main_w4_handler1,3275361,17024086,False,,59455081,fasta,11079512.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556840}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41042254.0,1507127805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:37:13.087180,,21.0
,,2017-10-06 09:13:16.576870,slurm_normal,1507281223.0,0.0,,1.0,main_w3_handler0,3277413,17037585,False,,59455081,fasta,11094717.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580217}]","""100""","""0.6""","""50.0""","""100""","""100""",32.0,,41083026.0,1507281204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 09:13:46.281762,,19.0
,,2017-10-04 14:38:05.793862,slurm_normal,1507127930.0,0.0,,1.0,main_w3_handler0,3275359,17024103,False,,59455081,fasta,11079534.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556962}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41042240.0,1507127910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:38:54.948746,,20.0
,,2017-10-04 14:37:37.217033,slurm_normal,1507127887.0,0.0,,1.0,main_w4_handler0,3275352,17024095,False,,59455081,fasta,11079520.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556826}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,41041960.0,1507127870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:38:12.641250,,17.0
,,2017-10-04 14:38:39.376838,slurm_normal,1507127955.0,0.0,,1.0,main_w3_handler1,3275358,17024114,False,,59455081,fasta,11079542.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556846}]","""200""","""0.6""","""50.0""","""1000""","""1000""",32.0,,41042205.0,1507127927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:39:22.623317,,28.0
,,2017-10-04 14:40:49.748352,slurm_normal,1507128090.0,0.0,,1.0,main_w3_handler1,3275353,17024132,False,,59455081,fasta,11079561.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556959}]","""200""","""0.6""","""50.0""","""1000""","""1000""",32.0,,41041998.0,1507128077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:41:41.559389,,13.0
,,2017-10-04 14:42:32.743538,slurm_normal,1507128253.0,0.0,,1.0,main_w4_handler0,3275348,17024155,False,,59455081,fasta,11079587.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31557019}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41041891.0,1507128241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:44:23.896218,,12.0
,,2017-10-04 14:44:24.251875,slurm_normal,1507128327.0,0.0,,1.0,main_w3_handler0,3275400,17024177,False,,59455081,fasta,11079599.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31557088}]","""200""","""0.6""","""50.0""","""100000""","""100000""",32.0,,41042448.0,1507128303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:45:37.271025,,24.0
,,2017-10-04 14:47:29.381350,slurm_normal,1507128521.0,0.0,,1.0,main_w4_handler0,3275355,17024208,False,,59455081,fasta,11079635.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31557065}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41042149.0,1507128465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:48:43.322787,,56.0
,,2017-10-04 14:58:21.386287,slurm_normal,1507129124.0,0.0,,1.0,main_w4_handler1,3275342,17024316,False,,59455081,fasta,11079724.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31556974}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41041707.0,1507129112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-04 14:58:49.858352,,12.0
,,2017-09-23 00:47:03.586279,slurm_normal,1506127638.0,0.0,,1.0,main_w3_handler0,2865931,16905435,False,,138468,fasta,10974628.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31334794}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,40694284.0,1506127634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-09-23 00:47:21.035364,92856.0,4.0
,,2017-10-05 10:53:07.587917,slurm_normal,1507200802.0,0.0,,1.0,main_w4_handler1,3276265,17029876,False,,59455081,fasta,11086173.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31567304}]","""200""","""0.6""","""50.0""","""1000000""","""1000000""",32.0,,41056394.0,1507200791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 10:53:26.296744,,11.0
,,2017-10-05 13:57:50.822175,slurm_normal,1507211952.0,0.0,,1.0,main_w3_handler0,3276545,17031509,False,,59455081,fasta,11087884.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569999}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,41061673.0,1507211936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 13:59:29.018827,,16.0
,,2017-10-05 13:59:55.969084,slurm_normal,1507212032.0,0.0,,1.0,main_w4_handler0,3276535,17031557,False,,59455081,fasta,11087901.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569831}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41061547.0,1507212002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:00:38.352717,,30.0
,,2017-10-05 13:58:09.767809,slurm_normal,1507211963.0,0.0,,1.0,main_w3_handler0,3276556,17031516,False,,59455081,fasta,11087886.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31570006}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41061828.0,1507211939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 13:59:49.236942,,24.0
,,2017-10-05 14:01:52.849770,slurm_normal,1507212137.0,0.0,,1.0,main_w4_handler0,3276533,17031573,False,,59455081,fasta,11087934.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569811}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41061543.0,1507212119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:02:24.348337,,18.0
,,2017-10-05 13:59:00.304749,slurm_normal,1507212145.0,0.0,,1.0,main_w3_handler1,3276537,17031532,False,,59455081,fasta,11087935.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569845}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41061561.0,1507212124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:02:58.310797,,21.0
,,2017-10-05 14:02:02.630460,slurm_normal,1507212178.0,0.0,,1.0,main_w3_handler0,3276545,17031576,False,,59455081,fasta,11087945.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569999}]","""200""","""0.6""","""50.0""","""1000""","""1000""",32.0,,41061673.0,1507212160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:03:11.565090,,18.0
,,2017-10-05 14:36:04.302450,slurm_normal,1507214429.0,0.0,,1.0,main_w4_handler1,3276550,17031860,False,,59455081,fasta,11088320.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31570206}]","""200""","""0.75""","""50.0""","""250""","""500""",32.0,,41061761.0,1507214406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:40:31.058493,,23.0
,,2017-10-05 14:05:04.816595,slurm_normal,1507212412.0,0.0,,1.0,main_w3_handler1,3276538,17031605,False,,59455081,fasta,11088003.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569840}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41061569.0,1507212391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:07:43.146612,,21.0
,,2017-10-05 14:07:50.135615,slurm_normal,1507212597.0,0.0,,1.0,main_w3_handler1,3276547,17031643,False,,59455081,fasta,11088043.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569887}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41061675.0,1507212576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:11:44.972432,,21.0
,,2017-10-05 14:17:14.301755,slurm_normal,1507213112.0,0.0,,1.0,main_w3_handler0,3276548,17031754,False,,59455081,fasta,11088145.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569947}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,41061726.0,1507213048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:18:40.108906,,64.0
,,2017-10-05 14:36:18.856592,slurm_normal,1507214225.0,0.0,,1.0,main_w4_handler1,3276546,17031863,False,,59455081,fasta,11088289.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31570000}]","""200""","""0.6""","""50.0""","""25000""","""50000""",32.0,,41061674.0,1507214202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:37:09.420486,,23.0
,,2017-10-05 14:31:28.826587,slurm_normal,1507213921.0,0.0,,1.0,main_w4_handler1,3276546,17031832,False,,59455081,fasta,11088240.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31570000}]","""200""","""0.6""","""50.0""","""1000""","""1000""",32.0,,41061674.0,1507213894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:32:03.326441,,27.0
,,2017-10-05 14:31:29.990158,slurm_normal,1507213978.0,0.0,,1.0,main_w3_handler0,3276551,17031833,False,,59455081,fasta,11088241.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569952}]","""200""","""0.6""","""50.0""","""100""","""10000""",32.0,,41061763.0,1507213906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:33:06.780900,,72.0
,,2017-10-05 14:27:10.904037,slurm_normal,1507213733.0,0.0,,1.0,main_w3_handler0,3276541,17031804,False,,59455081,fasta,11088207.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569973}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,41061594.0,1507213655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:29:01.580003,,78.0
,,2017-10-05 14:30:38.615450,slurm_normal,1507213900.0,0.0,,1.0,main_w3_handler1,3276543,17031829,False,,59455081,fasta,11088238.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31569967}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41061672.0,1507213880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-05 14:31:52.606177,,20.0
,,2017-10-06 10:40:12.246321,slurm_normal,1507286432.0,0.0,,1.0,main_w4_handler1,3277495,17038348,False,,59455081,fasta,11095439.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31580920}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,41085115.0,1507286421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 10:40:34.244266,,11.0
,,2017-10-06 05:53:58.547775,slurm_normal,1507269258.0,0.0,,1.0,main_w3_handler1,3277285,17036839,False,,1714,txt,11093885.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31579488}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,41081428.0,1507269254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2017-10-06 05:54:22.950756,112916.0,4.0
