create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.inputA.values,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-20 08:19:44.142045,slurm_normal,1505895691.0,0,,1.0,main_w3_handler0,3257719,16872400,False,,482104,bed,10937706.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""40000""","[{'src': 'hda', 'id': 31288940}]","""false""",32.0,,39687381,1505895687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-20 08:23:02.586921,97871.0,4.0
2017-09-20 08:33:38.764942,slurm_normal,1505896434.0,0,,1.0,main_w4_handler0,3257719,16872506,False,,482104,bed,10937799.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""40""","[{'src': 'hda', 'id': 31288940}]","""false""",32.0,,39687381,1505896430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-20 08:33:56.418358,97871.0,4.0
2017-09-20 09:53:25.325429,slurm_normal,1505901231.0,0,,1.0,main_w3_handler0,3260151,16873440,False,,482104,bed,10938708.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""20000""","[{'src': 'hda', 'id': 31318564}]","""false""",32.0,,39687381,1505901227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-20 09:53:59.039602,97871.0,4.0
2017-10-10 02:08:41.183234,slurm_normal,1507601329.0,0,,1.0,main_w4_handler0,3280728,17060194,False,,1658020,bed,11117758.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 31619664}]","""true""",32.0,,40692679,1507601323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-10-10 02:08:51.101420,111991.0,6.0
2017-10-10 02:13:05.068822,slurm_normal,1507601613.0,0,,1.0,main_w3_handler1,3280728,17060214,False,,130168914,bed,11117775.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 31619739}]","""true""",32.0,,40692679,1507601595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-10-10 02:13:34.726042,111991.0,18.0
2017-10-13 13:52:28.743315,slurm_normal,1507902762.0,0,,1.0,main_w3_handler0,3286102,17095344,False,,427874,bed,11151800.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","""150""","[{'src': 'hda', 'id': 31678238}]","""false""",32.0,,41264551,1507902757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-10-13 13:52:48.673046,29605.0,5.0
2017-10-13 14:57:36.911954,slurm_normal,1507906675.0,0,,1.0,main_w4_handler0,3285319,17095926,False,,2028,bed,11152467.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""50""","[{'src': 'hda', 'id': 31679446}]","""false""",32.0,,41252960,1507906670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-10-13 14:58:06.452417,63217.0,5.0
2017-10-23 10:18:54.577206,slurm_normal,1508753948.0,0,,1.0,main_w4_handler1,2398541,17173991,False,,143692,bed,11233794,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""50""","[{'src': 'hda', 'id': 31812867}]","""false""",32.0,,40069149,1508753943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-10-23 10:19:09.271414,63758.0,5.0
2017-10-23 12:13:27.896299,slurm_normal,1508760817.0,0,,1.0,main_w3_handler0,2398541,17175083,False,,146780,bed,11235119,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""50""","[{'src': 'hda', 'id': 31815163}]","""false""",32.0,,40069149,1508760812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-10-23 12:13:41.598326,63758.0,5.0
2017-11-08 08:12:26.324039,slurm_normal,1510128791.0,0,,1.0,main_w4_handler0,3313950,17377811,False,,0,bed,11439230,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32143486}]","""false""",32.0,,41459965,1510128787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-08 08:13:18.042108,114191.0,4.0
2017-11-08 21:29:34.133952,slurm_normal,1510176606.0,0,,1.0,main_w4_handler1,3298312,17387444,False,,3411649,bed,11448987,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 32169520}]","""false""",32.0,,41491378,1510176598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-08 21:30:12.383450,,8.0
2017-11-08 21:49:18.871683,slurm_normal,1510177797.0,0,,1.0,main_w3_handler1,3298312,17387651,False,,3411649,bed,11449209,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 32170442}]","""false""",32.0,,41491378,1510177789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-08 21:50:09.767729,,8.0
2017-11-14 05:36:14.910040,slurm_normal,1510637782.0,0,,1.0,main_w4_handler1,3322672,17448831,False,,6067,bed,11506161,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""100""","[{'src': 'hda', 'id': 32300460}]","""false""",32.0,,41953343,1510637777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-14 05:36:23.905967,108562.0,5.0
2017-11-14 05:36:14.551439,slurm_normal,1510637782.0,0,,1.0,main_w4_handler0,3322672,17448830,False,,41756,bed,11506162,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""100""","[{'src': 'hda', 'id': 32299230}]","""false""",32.0,,41953343,1510637777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-14 05:36:23.630563,108562.0,5.0
2017-11-15 17:13:56.956784,slurm_normal,1510766143.0,0,,1.0,main_w3_handler0,3326328,17472738,False,,1115987,bed,11528689,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 32339955}]","""false""",32.0,,42018852,1510766138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-15 17:15:48.990219,,5.0
2017-11-20 06:34:04.287850,slurm_normal,1511159656.0,0,,1.0,main_w4_handler0,3291618,17513380,False,,6417085,bed,11573227,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 32409450}]","""false""",32.0,,42109582,1511159649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-20 06:34:20.681731,113906.0,7.0
2017-11-23 08:39:18.084304,slurm_normal,1511426368.0,0,,1.0,main_w4_handler1,2774989,17558471,False,,13777477,bed,11619388,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32485539}]","""false""",32.0,,42205007,1511426360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-23 08:39:30.949642,87309.0,8.0
2017-11-28 05:39:46.804152,slurm_normal,1511847605.0,0,,1.0,main_w4_handler0,2774989,17613925,False,,17477,bed,11674767,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32576538}]","""false""",32.0,,42205007,1511847601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-11-28 05:40:06.650082,87309.0,4.0
2018-01-16 18:43:48.234209,slurm_normal,1516128261.0,0,,1.0,main_w3_handler0,2592728,18051256,False,,5445493,bed,12128816,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 33336271}]","""false""",32.0,,43227901,1516128254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-01-16 18:44:26.242263,61353.0,7.0
2017-12-07 00:08:05.137767,slurm_normal,1512605302.0,0,,1.0,main_w3_handler0,3354537,17726422,False,,1589,bed,11792521,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 32781290}]","""false""",32.0,,42486763,1512605298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-07 00:08:25.191608,112170.0,4.0
2018-01-17 14:58:04.438857,slurm_normal,1516201104.0,0,,1.0,main_w4_handler1,2885914,18061156,False,,1184635,bed,12139131,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33352220}]","""false""",32.0,,43219239,1516201099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-01-17 14:58:26.187943,93721.0,5.0
2017-12-09 02:23:01.473926,slurm_normal,1512786199.0,0,,1.0,main_w3_handler1,3359211,17753208,False,,30191881,bed,11820649,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32824936}]","""true""",32.0,,42486763,1512786189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-09 02:23:20.994868,112170.0,10.0
2017-12-08 23:17:05.745093,slurm_normal,1512775046.0,0,,1.0,main_w4_handler0,3359211,17752407,False,,30191881,bed,11819736,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32824936}]","""false""",32.0,,42486763,1512775038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-08 23:17:28.542009,112170.0,8.0
2017-12-08 23:21:16.585719,slurm_normal,1512775294.0,0,,1.0,main_w3_handler1,3359211,17752439,False,,33191217,bed,11819771,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32826247}]","""true""",32.0,,42486763,1512775284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-08 23:21:36.369424,112170.0,10.0
2017-12-09 03:47:42.400211,slurm_normal,1512791278.0,0,,1.0,main_w4_handler0,3359211,17753514,False,,11292159,bed,11820918,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""-3""","[{'src': 'hda', 'id': 32827899}]","""false""",32.0,,42486763,1512791272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-09 03:48:00.673307,112170.0,6.0
2017-12-09 02:40:09.335156,slurm_normal,1512787230.0,0,,1.0,main_w4_handler0,3359211,17753274,False,,33192172,bed,11820719,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-3""","[{'src': 'hda', 'id': 32827382}]","""true""",32.0,,42486763,1512787219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-09 02:40:31.966045,112170.0,11.0
2017-12-09 02:19:07.948725,slurm_normal,1512785962.0,0,,1.0,main_w4_handler1,3359211,17753194,False,,6632009,bed,11820637,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32824761}]","""true""",32.0,,42486763,1512785956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-09 02:19:23.864622,112170.0,6.0
2017-12-09 02:41:13.582326,slurm_normal,1512787293.0,0,,1.0,main_w3_handler1,3359211,17753276,False,,36192558,bed,11820720,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-30""","[{'src': 'hda', 'id': 32827478}]","""true""",32.0,,42486763,1512787282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-09 02:41:35.280659,112170.0,11.0
2017-12-12 12:16:38.606701,slurm_normal,1513081016.0,0,,1.0,main_w3_handler1,3318156,17783729,False,,546489,bed,11852124,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 32876350}]","""false""",32.0,,41879609,1513081011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-12 12:16:58.602478,,5.0
2017-12-12 12:20:55.825406,slurm_normal,1513081272.0,0,,1.0,main_w4_handler1,3318156,17783767,False,,585758,bed,11852166,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32876351}]","""false""",32.0,,41879609,1513081268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-12 12:21:14.402518,,4.0
2017-12-12 15:43:16.692252,slurm_normal,1513093430.0,0,,1.0,main_w3_handler1,3318156,17785865,False,,363983,bed,11854125,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32879720}]","""false""",32.0,,41879609,1513093407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-12-12 15:43:53.143926,,23.0
2018-01-25 00:05:48.415918,slurm_normal,1516838801.0,0,,1.0,main_w4_handler0,3390849,18149798,False,,1126304,bed,12230497,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 33488691}]","""true""",32.0,,42598863,1516838789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-01-25 00:06:54.412379,9477.0,12.0
2018-01-26 17:37:18.138409,slurm_normal,1516988279.0,0,,1.0,main_w3_handler1,3397045,18168387,False,,64314,bed,12249941,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33520348}]","""true""",32.0,,43285360,1516988251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-01-26 17:38:02.299770,,28.0
2018-01-31 23:16:42.802552,slurm_normal,1517440627.0,0,,1.0,main_w3_handler0,3346950,18218022,False,,1408150,bed,12298143,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-1""","[{'src': 'hda', 'id': 33600900}]","""true""",32.0,,43353478,1517440622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-01-31 23:17:08.959437,61604.0,5.0
2018-02-01 03:21:43.234205,slurm_normal,1517455317.0,0,,1.0,main_w3_handler1,3342060,18219362,False,,0,bed,12299726,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 33603569}]","""false""",32.0,,42455208,1517455312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-01 03:21:59.684243,19796.0,5.0
2018-02-01 03:21:43.678200,slurm_normal,1517455317.0,0,,1.0,main_w3_handler1,3342060,18219363,False,,0,bed,12299725,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 33603571}]","""false""",32.0,,42455208,1517455312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-01 03:21:57.900128,19796.0,5.0
2018-02-01 03:21:44.060136,slurm_normal,1517455318.0,0,,1.0,main_w3_handler0,3342060,18219364,False,,0,bed,12299727,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 33603573}]","""false""",32.0,,42455208,1517455314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-01 03:21:59.580785,19796.0,4.0
2018-02-01 03:21:42.907094,slurm_normal,1517455314.0,0,,1.0,main_w4_handler0,3342060,18219361,False,,0,bed,12299724,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 33603567}]","""false""",32.0,,42455208,1517455309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-01 03:21:55.610297,19796.0,5.0
2018-02-02 14:19:25.229218,slurm_normal,1517581255.0,0,,1.0,main_w4_handler1,3413050,18235319,False,,3180338,gff3,12316015,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33633851}]","""true""",32.0,,43603100,1517581176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-02 14:20:57.077995,,79.0
2018-02-07 22:34:05.902616,slurm_normal,1518043047.0,0,7680.0,1.0,main_w4_handler0,3417945,18303978,False,,4913223804,bed,12387614,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33733726}]","""false""",32.0,,43699700,1518042857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-07 22:37:28.974682,13294.0,190.0
2018-02-07 22:34:06.746565,slurm_normal,1518043258.0,0,7680.0,1.0,main_w3_handler0,3417945,18303981,False,,5018396167,bed,12387650,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33733729}]","""false""",32.0,,43699700,1518043053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-07 22:41:00.477576,13294.0,205.0
2018-02-07 22:34:06.156776,slurm_normal,1518043102.0,0,7680.0,1.0,main_w4_handler0,3417945,18303979,False,,5998729472,bed,12387616,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33733727}]","""false""",32.0,,43699700,1518042857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-07 22:38:23.874872,13294.0,245.0
2018-02-07 22:34:07.220739,slurm_normal,1518043054.0,0,7680.0,1.0,main_w3_handler1,3417945,18303983,False,,4750346943,bed,12387617,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33733731}]","""false""",32.0,,43699700,1518042862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-07 22:37:36.022208,13294.0,192.0
2018-02-07 22:34:06.462016,slurm_normal,1518043071.0,0,7680.0,1.0,main_w3_handler0,3417945,18303980,False,,5440048613,bed,12387618,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33733728}]","""false""",32.0,,43699700,1518042862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-07 22:37:53.881262,13294.0,209.0
2018-02-07 22:34:06.919879,slurm_normal,1518043263.0,0,7680.0,1.0,main_w3_handler0,3417945,18303982,False,,4804355460,bed,12387653,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""","[{'src': 'hda', 'id': 33733730}]","""false""",32.0,,43699700,1518043059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-07 22:41:04.646297,13294.0,204.0
2018-02-16 19:21:17.223422,slurm_normal,1518808892.0,0,7680.0,1.0,main_w4_handler0,3430957,18414807,False,,8673315,bed,12501085,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch2.len""","""hg19Patch2""","""10""","[{'src': 'hda', 'id': 33904499}]","""false""",32.0,,43900020,1518808884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2018-02-16 19:21:33.266518,93636.0,8.0
