corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2981,deeptools_coverage_matrix,2017-02-21 04:03:40.439224,slurm_normal,1487649982.0,0,1.0,main_w3_handler1,2976733,15092122,False,,9247147.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28438420}]","""spearman""","""hg19""","""true""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,36070155,1487649957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-21 04:06:23.834483,99205.0,25.0
765804,deeptools_coverage_matrix,2017-02-22 14:56:50.229635,slurm_normal,1487775680.0,0,1.0,main_w3_handler0,3005711,15107943,False,,9262930.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 28463082}]","""pearson""","""hg38""","""false""","""pdf""",0,['Blues'],true,YAP control,heatmap,,,"""true""","""true""",32.0,,36178331,1487775515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-22 15:01:26.574541,97687.0,165.0
724918,deeptools_coverage_matrix,2017-02-23 12:32:54.694299,slurm_normal,1487853312.0,0,1.0,main_w4_handler0,2993377,15117645,False,,9271946.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28478079}]","""spearman""","""?""","""false""","""pdf""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36171661,1487853264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-23 12:35:14.408719,99994.0,48.0
121318,deeptools_coverage_matrix,2017-02-23 12:41:48.305663,slurm_normal,1487853841.0,0,1.0,main_w4_handler1,2993377,15117746,False,,9272054.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28478426}]","""spearman""","""?""","""false""","""pdf""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36171661,1487853807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-23 12:44:04.108678,99994.0,34.0
756913,deeptools_coverage_matrix,2017-02-23 23:37:27.731993,slurm_normal,1487893161.0,0,1.0,main_w3_handler0,2776915,15124808,False,,9278802.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","[{'src': 'hda', 'id': 28489694}]","""spearman""","""danRer7""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",32.0,,35748526,1487893142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-23 23:39:25.562086,65128.0,19.0
19548585,deeptools_coverage_matrix,2017-02-24 16:11:18.576243,slurm_normal,1487957622.0,0,1.0,main_w4_handler1,2934787,15131858,False,,9286822.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","[{'src': 'hda', 'id': 28500045}]","""spearman""","""Arabidopsis_thaliana_TAIR10""","""true""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,35851512,1487957473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-24 17:33:43.917058,50090.0,149.0
12980007,deeptools_coverage_matrix,2017-02-26 00:37:59.094625,slurm_normal,1488069637.0,0,1.0,main_w4_handler0,2788464,15144732,False,,9297441.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28519233}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,35333241,1488069617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-26 00:40:38.646121,66832.0,20.0
4688327,deeptools_coverage_matrix,2017-02-26 15:39:12.869632,slurm_normal,1488123748.0,0,1.0,main_w4_handler1,2448228,15147180,False,,9299611.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28522532}]","""spearman""","""mm9""","""false""","""png""",0,['coolwarm'],false,,heatmap,,,"""false""","""false""",32.0,,36289795,1488123729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-26 15:42:29.590229,28645.0,19.0
4688327,deeptools_coverage_matrix,2017-02-26 15:30:08.221359,slurm_normal,1488123131.0,0,1.0,main_w4_handler0,2448228,15147128,False,,9299548.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28522532}]","""spearman""","""mm9""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36289795,1488123110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-26 15:32:16.488598,28645.0,21.0
52827,deeptools_coverage_matrix,2017-02-27 16:30:30.497373,slurm_normal,1488213100.0,0,1.0,main_w4_handler0,2998809,15155832,False,,9307680.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 28534565}]","""pearson""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",1,,,Input,scatterplot,,,"""true""","""true""",32.0,,36228684,1488213092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-27 16:31:41.349235,99151.0,8.0
52827,deeptools_coverage_matrix,2017-02-27 16:33:07.709970,slurm_normal,1488213263.0,0,1.0,main_w4_handler0,2998809,15155852,False,,9307697.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 28534565}]","""spearman""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",1,,,Input,scatterplot,,,"""true""","""true""",32.0,,36228684,1488213253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-27 16:34:26.692294,99151.0,10.0
4243107,deeptools_coverage_matrix,2017-02-27 15:53:09.503476,slurm_normal,1488210974.0,0,1.0,main_w4_handler1,3012003,15155508,False,,9307377.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28533499}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36304356,1488210944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-27 15:56:16.465592,42925.0,30.0
21338115,deeptools_coverage_matrix,2017-02-27 15:39:33.343976,slurm_normal,1488210083.0,0,1.0,main_w3_handler0,2788464,15155383,False,,9307236.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28533971}]","""pearson""","""hg19""","""true""","""pdf""",0,['RdYlBu'],true,,heatmap,,,"""true""","""false""",32.0,,35333241,1488210061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-27 15:41:26.232085,66832.0,22.0
21338115,deeptools_coverage_matrix,2017-02-27 15:34:55.768626,slurm_normal,1488209800.0,0,1.0,main_w3_handler1,2788464,15155356,False,,9307207.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28533971}]","""spearman""","""hg19""","""true""","""pdf""",0,['RdYlBu'],true,,heatmap,,,"""true""","""false""",32.0,,35333241,1488209772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-27 15:36:42.246688,66832.0,28.0
168946,deeptools_coverage_matrix,2017-02-27 16:26:28.268288,slurm_normal,1488212892.0,0,1.0,main_w4_handler0,2998809,15155818,False,,9307667.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 28534541}]","""pearson""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",32.0,,36228684,1488212880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-27 16:28:13.210320,99151.0,12.0
19213225,deeptools_coverage_matrix,2017-02-28 13:47:34.553073,slurm_normal,1488289771.0,0,1.0,main_w4_handler1,2788464,15166480,False,,9317756.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28542379}]","""spearman""","""hg19""","""true""","""pdf""",0,['pink_r'],true,,heatmap,,,"""true""","""false""",32.0,,35483211,1488289754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 13:49:34.038939,66832.0,17.0
1631459,deeptools_coverage_matrix,2017-02-28 15:34:46.713746,slurm_normal,1488296280.0,0,1.0,main_w4_handler1,3012361,15167730,False,,9318843.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38Patch2.len""","[{'src': 'hda', 'id': 28554103}]","""spearman""","""hg38Patch2""","""false""","""png""",0,['Greys'],true,,heatmap,,,"""false""","""false""",32.0,,36309575,1488296229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 15:38:05.697198,64320.0,51.0
1631459,deeptools_coverage_matrix,2017-02-28 15:41:10.820815,slurm_normal,1488296741.0,0,1.0,main_w4_handler1,3012361,15167884,False,,9319004.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38Patch2.len""","[{'src': 'hda', 'id': 28554103}]","""pearson""","""hg38Patch2""","""false""","""png""",0,['Greys'],true,,heatmap,,,"""false""","""false""",32.0,,36309575,1488296674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 15:45:42.716134,64320.0,67.0
7621646,deeptools_coverage_matrix,2017-02-28 16:10:15.941898,slurm_normal,1488298935.0,0,1.0,main_w3_handler0,3009836,15168458,False,,9319395.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28555043}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36179457,1488298373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 16:22:17.164605,57609.0,562.0
9157416,deeptools_coverage_matrix,2017-02-28 16:48:36.468998,slurm_normal,1488302030.0,0,1.0,main_w3_handler1,3009836,15168922,False,,9320049.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28556283}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36179457,1488301933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 17:13:54.242141,57609.0,97.0
10745182,deeptools_coverage_matrix,2017-02-28 19:56:41.400094,slurm_normal,1488312499.0,0,1.0,main_w3_handler0,3009836,15170793,False,,9321742.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28559524}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36179457,1488312459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 20:08:22.885592,57609.0,40.0
9157416,deeptools_coverage_matrix,2017-02-28 21:18:17.199591,slurm_normal,1488317078.0,0,1.0,main_w3_handler0,3009836,15171508,False,,9322420.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28556283}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,36179457,1488317046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 21:24:40.397778,57609.0,32.0
7621646,deeptools_coverage_matrix,2017-02-28 21:18:16.371685,slurm_normal,1488317196.0,0,1.0,main_w4_handler1,3009836,15171507,False,,9322435.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28555043}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,36179457,1488317170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 21:26:42.485716,57609.0,26.0
10745182,deeptools_coverage_matrix,2017-02-28 21:18:18.161080,slurm_normal,1488317196.0,0,1.0,main_w4_handler1,3009836,15171509,False,,9322434.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28559524}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,36179457,1488317170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 21:26:42.263933,57609.0,26.0
601095,deeptools_coverage_matrix,2017-02-28 23:47:50.456338,slurm_normal,1488325829.0,0,1.0,main_w3_handler0,3012361,15172724,False,,9323529.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38Patch2.len""","[{'src': 'hda', 'id': 28562546}]","""spearman""","""hg38Patch2""","""false""","""png""",0,['Greys'],true,,heatmap,,,"""false""","""false""",32.0,,36309575,1488325739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 23:50:30.822660,64320.0,90.0
601095,deeptools_coverage_matrix,2017-02-28 23:48:07.547166,slurm_normal,1488325813.0,0,1.0,main_w4_handler0,3012361,15172727,False,,9323534.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38Patch2.len""","[{'src': 'hda', 'id': 28562546}]","""pearson""","""hg38Patch2""","""false""","""png""",0,['Greys'],true,,heatmap,,,"""false""","""false""",32.0,,36309575,1488325793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-28 23:50:16.610923,64320.0,20.0
774115,deeptools_coverage_matrix,2017-03-01 19:10:49.751615,slurm_normal,1488395669.0,0,1.0,main_w4_handler1,2922150,15181530,False,,9332243.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28504308}]","""spearman""","""mm9""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,36363528,1488395607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-01 19:14:33.411549,46988.0,62.0
774115,deeptools_coverage_matrix,2017-03-01 19:16:12.640505,slurm_normal,1488396098.0,0,1.0,main_w4_handler1,2922150,15181566,False,,9332307.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28504308}]","""spearman""","""mm9""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,36363528,1488395921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-01 19:21:39.099969,46988.0,177.0
170096,deeptools_coverage_matrix,2017-03-01 17:50:53.890315,slurm_normal,1488395180.0,0,1.0,main_w3_handler1,3014467,15181005,False,,9332175.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 28574488}]","""pearson""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",32.0,,36228684,1488395138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-01 19:06:25.022071,99151.0,42.0
774000,deeptools_coverage_matrix,2017-03-01 19:49:10.206860,slurm_normal,1488398059.0,0,1.0,main_w4_handler1,2922150,15181833,False,,9332634.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28575932}]","""spearman""","""mm9""","""false""","""png""",0,['RdYlBu'],false,ATAC-seq STC1 Cells,heatmap,,,"""false""","""false""",32.0,,36363528,1488397938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-01 19:54:23.460698,46988.0,121.0
774115,deeptools_coverage_matrix,2017-03-01 19:30:11.427762,slurm_normal,1488396723.0,0,1.0,main_w3_handler0,2922150,15181673,False,,9332413.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28504308}]","""spearman""","""mm9""","""false""","""png""",1,,,ATAC-seq STC1,scatterplot,,,"""false""","""false""",32.0,,36363528,1488396695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-01 19:32:07.246466,46988.0,28.0
2101895,deeptools_coverage_matrix,2017-03-01 20:51:42.585295,slurm_normal,1488401840.0,0,1.0,main_w4_handler0,2922150,15182334,False,,9333193.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28576814}]","""spearman""","""mm9""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,36363528,1488401685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-01 20:57:23.706965,46988.0,155.0
