chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coverage_dtype,parameters.advanced_options.safe,parameters.chromInfo,parameters.coverage_dtype,parameters.dbkey,parameters.input_bams_0|input_bam|__identifier__,parameters.min_base_quality,parameters.min_mapping_quality,parameters.min_support_depth,parameters.ploidy,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.regions,parameters.use_strand,parameters.variants_only,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-18 10:26:12.839420,slurm_normal_single_16gb,1426675393.0,0,1.0,main_w1_handler0,2181275,8975873,False,,10203060.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218074.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""10""","""10""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18896410}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,21875647.0,1426674387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 10:43:15.432387,39548.0,1006.0
,,2015-03-18 10:27:01.346254,slurm_normal_single_16gb,1426676229.0,0,1.0,main_w1_handler1,2181275,8975878,False,,10202839.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218314.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""5""","""5""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18896811}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,21875647.0,1426675399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 10:57:11.194823,39548.0,830.0
,,2015-03-18 15:00:31.047228,slurm_normal_single_16gb,1426691037.0,0,1.0,main_w1_handler1,2241001,8978314,False,,17435653.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222467.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900489}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,21852477.0,1426690840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:04:00.223243,60963.0,197.0
,,2015-03-18 15:01:58.789836,slurm_normal_single_16gb,1426691113.0,0,1.0,main_w1_handler0,2241026,8978342,False,,17190950.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222517.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""33""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900458}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""False""","""False""",32.0,,,,,,21875633.0,1426690931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:05:18.779547,60961.0,182.0
,,2015-03-18 15:15:10.225036,slurm_normal_single_16gb,1426691887.0,0,1.0,main_w1_handler0,2241027,8978573,False,,18233365.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222849.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900499}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""False""","""False""",32.0,,,,,,21875649.0,1426691721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:18:15.397031,60959.0,166.0
,,2015-03-18 14:58:33.522389,slurm_normal_single_16gb,1426690979.0,0,1.0,main_w1_handler0,2241018,8978299,False,,18233365.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222434.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900434}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21875602.0,1426690726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:03:01.704301,60958.0,253.0
,,2015-03-18 15:14:35.631883,slurm_normal_single_16gb,1426692044.0,0,1.0,main_w1_handler1,2241006,8978567,False,,19322325.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222827.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900665}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21875627.0,1426691684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:20:46.367364,38470.0,360.0
,,2015-03-18 15:18:55.482387,slurm_normal_single_16gb,1426692098.0,0,1.0,main_w2_handler1,2241014,8978623,False,,12620906.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222955.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900582}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,21875641.0,1426691953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:21:42.597945,60915.0,145.0
,,2015-03-18 15:14:33.794943,slurm_normal_single_16gb,1426691772.0,0,1.0,main_w2_handler1,2241015,8978564,False,,18233007.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222831.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900466}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21852458.0,1426691687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:16:15.421794,24603.0,85.0
,,2015-03-18 15:14:35.501492,slurm_normal_single_16gb,1426691885.0,0,1.0,main_w2_handler1,2241001,8978566,False,,17435653.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222835.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900489}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21852477.0,1426691688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:18:08.980912,60963.0,197.0
,,2015-03-18 15:15:55.147144,slurm_normal_single_16gb,1426691890.0,0,1.0,main_w2_handler1,2241010,8978578,False,,17742397.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222859.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900519}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21852433.0,1426691764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:18:14.274921,60953.0,126.0
,,2015-03-18 15:14:35.349972,slurm_normal_single_16gb,1426691752.0,0,1.0,main_w2_handler1,2240962,8978565,False,,3738377.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222833.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900514}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21875654.0,1426691688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:15:54.058459,60964.0,64.0
,,2015-03-18 15:21:31.444722,slurm_normal_single_16gb,1426692175.0,0,1.0,main_w2_handler0,2241004,8978697,False,,19084111.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3223044.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900619}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,"[{""__index__"": 0, ""end"": ""16000"", ""chromosome"": ""chrM"", ""start"": ""1""}]","""True""","""True""",32.0,,,,,,21876117.0,1426692105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:23:00.969800,60920.0,70.0
,,2015-03-18 15:19:29.692328,slurm_normal_single_16gb,1426692075.0,0,1.0,main_w1_handler0,2241027,8978650,False,,18233365.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222968.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900499}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,21875649.0,1426691979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:21:19.220702,60959.0,96.0
,,2015-03-18 15:14:30.693938,slurm_normal_single_16gb,1426691941.0,0,1.0,main_w1_handler0,2241013,8978563,False,,16569915.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222829.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900721}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21852349.0,1426691687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:19:07.897531,60952.0,254.0
,,2015-03-18 15:06:57.569339,slurm_normal_single_16gb,1426691535.0,0,1.0,main_w1_handler0,2241004,8978420,False,,19084111.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222642.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900619}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""False""","""False""",32.0,,,,,,21876117.0,1426691232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:12:18.192029,60920.0,303.0
,,2015-03-18 15:11:46.402456,slurm_normal_single_16gb,1426691647.0,0,1.0,main_w2_handler1,2241012,8978537,False,,16569749.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222774.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18900456}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,21854212.0,1426691519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:14:12.210707,60962.0,128.0
,,2015-03-18 15:18:42.786725,slurm_normal_single_16gb,1426691946.0,0,1.0,main_w1_handler1,2241000,8978613,False,,1436118.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222935.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""",,"""20""","""0""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18900191}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,21876264.0,1426691937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 15:19:10.395294,60965.0,9.0
