chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.boxit,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.input2,parameters.input2.values,parameters.input2|__identifier__,parameters.wordsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-27 02:23:25.823112,rodeo_normal,1425003819.0,1.0,,1.0,main_w1_handler1,2221371,8825836,False,,9928,fasta,9861,fasta,2940165.roundup,slurm,,132112168.0,corral-repl,,"""9aef7822be2711e49ab8005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18665074,,,18665075,,,"""5""",32.0,,21490658,1425003814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-27 02:23:42.744956,59588.0,5.0
,,2017-10-04 14:04:15.038768,slurm_normal,1507125870.0,1.0,,1.0,main_w3_handler0,3275338,17023793,False,,5640,fasta,8728,fasta,11079111.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31557780}]",,,"[{'src': 'hda', 'id': 31557779}]",,"""4""",32.0,,41041683,1507125863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-10-04 14:04:34.069169,,7.0
,,2018-02-16 07:30:39.823182,slurm_normal,1518766254.0,1.0,7680.0,1.0,main_w3_handler1,3431337,18406910,False,,2387,fasta,3041,fasta,12492619,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33890927}]",,,"[{'src': 'hda', 'id': 33891220}]",,"""6""",32.0,,43952758,1518766251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2018-02-16 07:30:55.983100,,3.0
,,2016-01-19 13:20:02.650980,slurm_normal,1453209633.0,1.0,,1.0,main_w2_handler0,2570271,11544863,False,,478,fasta,450,fasta,5811080.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954143,,,22954137,,,"""4""",32.0,,27545749,1453209627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:20:36.879616,,6.0
,,2016-01-19 13:19:39.254766,slurm_normal,1453209617.0,1.0,,1.0,main_w2_handler0,2570278,11544851,False,,453,fasta,468,fasta,5811070.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954022,,,22954111,,,"""10""",32.0,,27545778,1453209606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:20:32.215437,,11.0
,,2016-09-17 16:17:32.468544,slurm_normal,1474129081.0,1.0,,1.0,main_w3_handler1,2699327,13871711,False,,4320569,fasta,281301,fasta,8095033.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3081fbea2c2dceb'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5675cd9360f2fc933'}]",,"""100""",32.0,,33002663,1474129063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-17 16:18:03.265742,84107.0,18.0
,,2016-01-19 13:36:40.883129,slurm_normal,1453210621.0,1.0,,1.0,main_w2_handler0,2570332,11545281,False,,329,fasta,474,fasta,5811602.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954702,,,22954705,,,"""4""",32.0,,27545787,1453210617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:37:05.216657,,4.0
,,2015-02-08 23:59:36.044360,rodeo_normal,1423439996.0,1.0,,1.0,main_w2_handler0,2199514,8684503,False,,88,fasta,120,fasta,2682921.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18446783,,,18446788,,,"""5""",32.0,,20395931,1423439992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-08 23:59:57.107013,25409.0,4.0
,,2016-01-19 13:40:45.640105,slurm_normal,1453210875.0,1.0,,1.0,main_w1_handler2,2570267,11545346,False,,511,fasta,440,txt,5811707.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954930,,,22954401,,,"""2""",32.0,,27545742,1453210871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:41:20.925162,,4.0
,,2015-02-20 02:21:17.049403,rodeo_normal,1424398884.0,1.0,,1.0,main_w1_handler0,2212812,8773279,False,,4780,fasta,5358,fasta,2844307.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18582083,,,18582087,,,"""7""",32.0,,21350524,1424398882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-20 02:21:25.710654,59589.0,2.0
,,2018-01-17 10:35:00.507454,slurm_normal,1516185309.0,1.0,,1.0,main_w4_handler1,3395075,18058405,False,,1758,fasta,21294,fasta,12136214,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33347064}]",,,"[{'src': 'hda', 'id': 33347065}]",,"""10""",32.0,,43242989,1516185305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2018-01-17 10:35:10.938495,,4.0
,,2016-01-19 13:24:01.920012,slurm_normal,1453209882.0,1.0,,1.0,main_w1_handler2,2570275,11544980,False,,445,fasta,435,fasta,5811245.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954043,,,22954235,,,"""4""",32.0,,27545772,1453209876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:24:50.913341,,6.0
,,2017-09-07 16:08:55.104635,slurm_normal,1504800576.0,1.0,,1.0,main_w4_handler0,3238953,16764344,False,,912,fasta,839,fasta,10831312.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31148222}]",,,"[{'src': 'hda', 'id': 31148174}]",,"""50""",32.0,,40334118,1504800550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-09-07 16:09:42.033199,42011.0,26.0
,,2015-12-05 21:25:20.245672,slurm_normal,1449350763.0,1.0,,1.0,main_w1_handler0,2529233,11098628,False,,3623,fasta,3733,fasta,5356829.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22321433,,,22321434,,,"""10""",32.0,,26596831,1449350759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-12-05 21:26:04.598108,74817.0,4.0
,,2015-02-18 07:15:50.025700,rodeo_normal,1424251566.0,1.0,,1.0,main_w1_handler1,2210485,8752079,False,,4780,fasta,3170,fasta,2808647.roundup,slurm,,132112168.0,corral-repl,,"""f6889c72b73d11e4b3af005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18551530,,,18551533,,,"""6""",32.0,,21314146,1424251531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-18 09:26:08.006171,59588.0,35.0
,,2016-09-17 19:02:12.765802,slurm_normal,1474138956.0,1.0,,1.0,main_w4_handler0,2699327,13872112,False,,624385,fasta,82206,fasta,8095407.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df65850ef546c5a7'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa47dd7d7cf72cc4'}]",,"""100""",32.0,,33002663,1474138950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-17 19:02:38.354793,84107.0,6.0
,,2016-01-19 13:15:21.996843,slurm_normal,1453209350.0,1.0,,1.0,main_w1_handler1,2570270,11544730,False,,327,txt,327,txt,5810940.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954136,,,22954136,,,"""4""",32.0,,27545747,1453209346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:15:57.647703,,4.0
,,2016-01-19 13:34:28.962798,slurm_normal,1453210500.0,1.0,,1.0,main_w1_handler0,2570275,11545185,False,,445,fasta,926,fasta,5811554.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954043,,,22954912,,,"""4""",32.0,,27545772,1453210496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:35:05.613917,,4.0
,,2016-01-19 13:35:46.248406,slurm_normal,1453210569.0,1.0,,1.0,main_w1_handler2,2570271,11545248,False,,453,fasta,480,fasta,5811581.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954844,,,22954164,,,"""10""",32.0,,27545749,1453210565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:36:13.577220,,4.0
,,2017-11-07 18:35:01.296387,slurm_normal,1510080351.0,1.0,,1.0,main_w3_handler0,3315353,17371591,False,,2712,fasta,13025,fasta,11429161,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32134278}]",,,"[{'src': 'hda', 'id': 32134276}]",,"""4""",32.0,,41817237,1510080345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-11-07 18:46:19.761646,111620.0,6.0
,,2016-01-20 12:58:38.106698,slurm_normal,1453294733.0,1.0,,1.0,main_w2_handler1,2571960,11559347,False,,329,fasta,469,fasta,5825694.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22974406,,,22974412,,,"""8""",32.0,,27545748,1453294728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-20 12:58:56.317740,,5.0
,,2016-01-19 13:49:44.106185,slurm_normal,1453211417.0,1.0,,1.0,main_w1_handler1,2570279,11545600,False,,400,fasta,1008,fasta,5811931.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954227,,,22954189,,,"""4""",32.0,,27545780,1453211413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:50:25.947563,,4.0
,,2016-10-07 14:34:03.840793,slurm_normal,1475850904.0,1.0,,1.0,main_w3_handler0,2830445,14029800,False,,705,fasta,889,fasta,8247477.roundup,slurm,,132112168.0,corral-repl,,"""1779fc448c9b11e6af6b005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d3daa8c0bb1e077'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58701d00208d6cece'}]",,"""10""",32.0,,33522417,1475850887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-10-07 14:35:07.744719,90330.0,17.0
,,2015-12-06 03:19:15.831422,slurm_normal,1449371998.0,1.0,,1.0,main_w1_handler0,2516121,11100865,False,,3733,fasta,3623,fasta,5359681.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22324420,,,22324418,,,"""10""",32.0,,26609934,1449371994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-12-06 03:20:00.452461,74843.0,4.0
,,2015-02-21 04:44:24.562119,rodeo_normal,1424493875.0,1.0,,1.0,main_w1_handler0,2204914,8781621,False,,3240,fasta,3237,fasta,2858896.roundup,slurm,,132112168.0,corral-repl,,"""4da75f3cb98411e4a00a005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18594434,,,18497613,,,"""10""",32.0,,21233612,1424493873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-21 04:44:36.618296,59587.0,2.0
,,2015-02-18 06:34:43.664420,rodeo_normal,1424241291.0,1.0,,1.0,main_w2_handler0,2210397,8751869,False,,4780,fasta,4705,fasta,2806221.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18551530,,,18551531,,,"""6""",32.0,,21314146,1424241289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-18 06:34:54.635676,59588.0,2.0
,,2017-09-07 16:09:16.807550,slurm_normal,1504800574.0,1.0,,1.0,main_w4_handler0,3234006,16764348,False,,912,fasta,839,fasta,10831318.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31148217}]",,,"[{'src': 'hda', 'id': 31148216}]",,"""5""",32.0,,40095155,1504800568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-09-07 16:09:43.070346,,6.0
,,2016-02-03 08:55:17.507952,slurm_normal,1454489743.0,1.0,,1.0,main_w2_handler0,2587109,11691230,False,,1571,fasta,1571,fasta,5949067.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23156773,,,23156773,,,"""8""",32.0,,27861015,1454489739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-02-03 08:55:47.357177,2108.0,4.0
,,2016-09-17 18:29:50.048322,slurm_normal,1474137024.0,1.0,,1.0,main_w3_handler0,2699327,13872057,False,,624385,fasta,4320569,fasta,8095353.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df65850ef546c5a7'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3081fbea2c2dceb'}]",,"""100""",32.0,,33002663,1474137006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-17 18:30:26.180984,84107.0,18.0
,,2016-01-19 13:30:13.228396,slurm_normal,1453210311.0,1.0,,1.0,main_w2_handler1,2570132,11545102,False,,463,fasta,476,fasta,5811466.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954886,,,22954085,,,"""4""",32.0,,27544603,1453210302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:31:54.145358,,9.0
,,2016-10-07 11:51:09.673344,slurm_normal,1475841125.0,1.0,,1.0,main_w3_handler1,2822299,14028120,False,,39,fasta,38,fasta,8245756.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dda5f5bd9e12cb69'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c312beef3607ce0c'}]",,"""2""",32.0,,33521699,1475841117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-10-07 11:52:09.070328,90339.0,8.0
,,2017-10-06 12:53:25.388765,slurm_normal,1507294412.0,1.0,,1.0,main_w4_handler1,3277652,17039352,False,,292,fasta,292,fasta,11096532.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31583319}]",,,"[{'src': 'hda', 'id': 31583319}]",,"""10""",32.0,,41086795,1507294408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-10-06 12:53:36.348321,111613.0,4.0
,,2016-01-22 13:34:12.030390,slurm_normal,1453469669.0,1.0,,1.0,main_w1_handler1,2570270,11580462,False,,591,fasta,327,fasta,5846141.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23006522,,,22954761,,,"""4""",32.0,,27545747,1453469665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-22 13:34:34.220247,,4.0
,,2016-01-19 13:33:49.623211,slurm_normal,1453210460.0,1.0,,1.0,main_w1_handler0,2570271,11545165,False,,453,fasta,478,fasta,5811533.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954844,,,22954160,,,"""10""",32.0,,27545749,1453210456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:34:22.561596,,4.0
,,2015-12-07 13:20:06.299629,slurm_normal,1449494438.0,1.0,,1.0,main_w2_handler1,2523379,11110310,False,,3623,fasta,3733,fasta,5375860.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22337996,,,22337998,,,"""10""",32.0,,26493870,1449494432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-12-07 13:20:41.878543,74434.0,6.0
,,2016-01-19 21:48:00.354337,slurm_normal,1453240098.0,1.0,,1.0,main_w2_handler0,2571188,11553397,False,,685,fasta,665,fasta,5819796.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22965229,,,22965793,,,"""4""",32.0,,27558303,1453240094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 21:48:25.264623,,4.0
,,2017-09-29 14:16:35.508406,slurm_normal,1506694602.0,1.0,,1.0,main_w3_handler1,3254344,16972959,False,,32,txt,32,txt,11040715.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31481348}]",,,"[{'src': 'hda', 'id': 31481348}]",,"""2""",32.0,,40961142,1506694598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-09-29 14:16:44.346190,111591.0,4.0
,,2017-02-07 01:12:59.813551,slurm_normal,1486429989.0,1.0,,1.0,main_w3_handler1,2967279,14965963,False,,1054,fasta,3701,fasta,9123682.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28072306}]",,,"[{'src': 'hda', 'id': 28070834}]",,"""4""",32.0,,34672828,1486429984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-02-07 01:13:11.638031,96391.0,5.0
