chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.failure_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-03 11:26:00.730053,slurm_normal,1491220089.0,0,,1.0,main_w3_handler1,3046758,15470340,False,,7420545566,vcf,9599960.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 29021924}]",hg_g1k_v37,,cached,32.0,,,,36904746,1491218768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-03 11:48:12.804230,58799.0,1321.0
,,2017-02-20 04:45:33.601903,slurm_normal,1487565942.0,0,,1.0,main_w3_handler1,3001368,15082734,False,,1197906,vcf,9237951.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28422385}]",hg19,,cached,32.0,,,,36102363,1487565937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-20 04:45:44.296789,50387.0,5.0
,,2017-02-27 12:03:35.407514,slurm_normal,1488197027.0,1,,1.0,main_w4_handler1,2967557,15153179,False,,3261,vcf,9305102.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28531244}]",,"[{'src': 'hda', 'id': 28531221}]",history,32.0,1085958457.0,fasta,,35580773,1488197019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-27 12:03:48.816592,98714.0,8.0
,,2017-03-02 18:14:10.752125,slurm_normal,1488478511.0,0,,1.0,main_w3_handler0,3008753,15191293,False,,146927857,vcf,9342103.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""hg19Patch2""","""-x""",0,"[{'src': 'hda', 'id': 28590127}]",hg19,,cached,32.0,,,,35956865,1488478453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-02 18:15:13.954333,12159.0,58.0
,,2017-03-03 17:02:01.630863,slurm_normal,1488560530.0,1,,1.0,main_w4_handler0,2999054,15201857,False,,759889,vcf,9352157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 28606507}]",Arabidopsis_thaliana_TAIR10,,cached,32.0,,,,36255529,1488560525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-03 17:02:13.277250,98626.0,5.0
,,2017-03-07 22:37:58.317422,slurm_normal,1488926776.0,0,,1.0,main_w3_handler1,2939468,15236488,False,,852385675,vcf,9384753.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""-k""",0,"[{'src': 'hda', 'id': 28667861}]",mm10,,cached,32.0,,,,35088484,1488926284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-07 22:46:19.177608,97403.0,492.0
,,2017-03-08 00:00:14.797981,slurm_normal,1488931312.0,1,,1.0,main_w4_handler1,3015884,15237186,False,,21750,vcf,9385459.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28668860}]",hg19,,cached,32.0,,,,36376555,1488931306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-08 00:01:55.853784,101169.0,6.0
,,2017-03-09 01:27:00.241510,slurm_normal,1489022829.0,1,,1.0,main_w3_handler1,3006727,15248874,False,,488924637,vcf,9395303.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28688086}]",,"[{'src': 'hda', 'id': 28688063}]",history,32.0,15812085.0,fasta,,36234551,1489022824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-09 01:27:11.322990,,5.0
,,2017-03-09 14:39:19.288702,slurm_normal,1489070367.0,1,,1.0,main_w3_handler0,3024492,15254009,False,,15980334,vcf,9400016.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-k""",0,"[{'src': 'hda', 'id': 28683730}]",hg19,,cached,32.0,,,,36520708,1489070362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-09 14:39:29.553570,101706.0,5.0
,,2017-03-15 17:58:33.269188,slurm_normal,1489600720.0,1,,1.0,main_w3_handler0,3004687,15305503,False,,3414468,vcf,9447334.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",0,"[{'src': 'hda', 'id': 28709401}]",Arabidopsis_thaliana_TAIR10,,cached,32.0,,,,36553232,1489600716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-15 17:58:43.262493,100628.0,4.0
,,2017-03-15 17:58:56.530854,slurm_normal,1489600743.0,1,,1.0,main_w3_handler1,3004687,15305504,False,,3697566,vcf,9447336.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",0,"[{'src': 'hda', 'id': 28709399}]",Arabidopsis_thaliana_TAIR10,,cached,32.0,,,,36553232,1489600739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-15 17:59:07.730422,100628.0,4.0
,,2017-04-07 07:07:33.575230,slurm_normal,1491548880.0,0,,1.0,main_w3_handler0,2648961,15515520,False,,62530143,vcf,9642257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 29099270}]",,"[{'src': 'hda', 'id': 24034688}]",history,32.0,51007236.0,fasta,,36167677,1491548857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-07 07:08:03.810041,17244.0,23.0
,,2017-04-11 17:53:07.475889,slurm_normal,1491933208.0,1,,1.0,main_w4_handler1,3069107,15557702,False,,309826904,vcf,9681424.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29173075}]",hg19,,cached,32.0,,,,37273134,1491933203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-11 17:53:31.249554,103926.0,5.0
,,2017-06-05 18:38:42.778463,slurm_normal,1496687941.0,1,,1.0,main_w4_handler0,3141015,16018753,False,,13611497,vcf,10110780.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29897272}]",Araly1,,cached,32.0,,,,38452392,1496687937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-05 18:39:03.820053,,4.0
,,2017-06-19 09:01:21.014153,slurm_normal,1497862902.0,0,,1.0,main_w4_handler0,3063235,16130224,False,,365395,vcf,10210455.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 30076922}]",hg19,,cached,32.0,,,,38772260,1497862898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-19 09:01:46.551584,97187.0,4.0
,,2017-06-06 01:54:04.289103,slurm_normal,1496714095.0,0,,1.0,main_w4_handler0,3138379,16022073,False,,27392601,vcf,10113749.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29901906}]",hg19,,cached,32.0,,,,38462079,1496714059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-06 01:54:59.063223,107086.0,36.0
,,2017-06-06 01:54:03.944556,slurm_normal,1496714094.0,0,,1.0,main_w3_handler0,3138379,16022072,False,,27346212,vcf,10113748.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29901904}]",hg19,,cached,32.0,,,,38462079,1496714056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-06 01:54:58.058160,107086.0,38.0
,,2017-04-14 19:55:48.654580,slurm_normal,1492200325.0,1,,1.0,main_w3_handler1,3073582,15589380,False,,2665856230,vcf,9711188.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29222619}]",hg19,,cached,32.0,,,,37335657,1492200321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-14 20:05:28.340445,66287.0,4.0
,,2017-04-14 20:29:31.101064,slurm_normal,1492201786.0,1,,1.0,main_w4_handler0,3073582,15589602,False,,2665856230,vcf,9711365.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29222619}]",hg38,,cached,32.0,,,,37335657,1492201782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-14 20:29:48.473235,66287.0,4.0
,,2017-04-15 09:19:10.289015,slurm_normal,1492247998.0,0,,1.0,main_w4_handler0,2893221,15593781,False,,1542340,vcf,9715208.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29229743}]",hg19,,cached,32.0,,,,37347022,1492247966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-15 09:20:01.081263,8768.0,32.0
,,2017-04-15 21:25:29.365070,slurm_normal,1492291545.0,1,,1.0,main_w4_handler0,2836337,15596107,False,,33332,vcf,9717203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29233183}]",hg19,,cached,32.0,,,,37352240,1492291539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-15 21:25:48.778380,91128.0,6.0
,,2017-06-07 02:18:22.274544,slurm_normal,1496802268.0,0,,1.0,main_w3_handler0,3006727,16035149,False,,1069974935,vcf,10125585.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 29924632}]",,"[{'src': 'hda', 'id': 28688040}]",history,32.0,19888786.0,fasta,,37716007,1496801912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-07 02:24:31.905403,59749.0,356.0
,,2017-06-07 17:38:30.052315,slurm_normal,1496857128.0,1,,1.0,main_w3_handler0,3140123,16043125,False,,306304,vcf,10133047.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29936548}]",hg19,,cached,32.0,,,,36729607,1496857124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-07 17:38:51.395655,12159.0,4.0
,,2017-06-07 17:38:29.695154,slurm_normal,1496857126.0,1,,1.0,main_w3_handler1,3140123,16043124,False,,3862504,vcf,10133046.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29936547}]",hg19,,cached,32.0,,,,36729607,1496857120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-07 17:38:50.195961,12159.0,6.0
,,2017-06-25 13:57:09.330517,slurm_normal,1498399039.0,1,,1.0,main_w4_handler1,3170988,16181515,False,,20148,vcf,10256964.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/CHM1.len""","""CHM1""","""-x""",0,"[{'src': 'hda', 'id': 30150650}]",Araly1,,cached,32.0,,,,38906760,1498399035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-25 13:57:22.177964,,4.0
,,2017-04-27 20:28:41.009959,slurm_normal,1493324939.0,0,,1.0,main_w3_handler1,3089823,15695635,False,,31212,vcf,9808693.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",1,"[{'src': 'hda', 'id': 29389671}]",,"[{'src': 'hda', 'id': 29390092}]",history,32.0,3199905909.0,fasta,,37613211,1493324925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-27 20:29:01.523320,104849.0,14.0
,,2017-04-28 13:17:44.669211,slurm_normal,1493385506.0,0,,1.0,main_w4_handler0,3089839,15700763,False,,401984,vcf,9813601.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 29391750}]",,"[{'src': 'hda', 'id': 29389642}]",history,32.0,791437403.0,fasta,,37255865,1493385496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-28 13:20:08.330297,97287.0,10.0
,,2017-04-27 20:05:42.286523,slurm_normal,1493323550.0,0,,1.0,main_w4_handler1,3089823,15695365,False,,31212,vcf,9808453.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29389671}]",hg19,,cached,32.0,,,,37612653,1493323544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-27 20:05:54.243604,,6.0
,,2017-04-27 20:35:05.072408,slurm_normal,1493325313.0,0,,1.0,main_w3_handler0,3089823,15695681,False,,27290,vcf,9808751.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29390358}]",hg19,,cached,32.0,,,,37613211,1493325307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-27 20:35:13.845077,104849.0,6.0
,,2017-04-27 20:38:50.346944,slurm_normal,1493325538.0,0,,1.0,main_w4_handler0,3089823,15695712,False,,34066,vcf,9808777.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29390377}]",hg19,,cached,32.0,,,,37613211,1493325534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-27 20:39:01.347807,104849.0,4.0
,,2017-04-27 20:56:38.804188,slurm_normal,1493326606.0,0,,1.0,main_w4_handler0,3089823,15695869,False,,31212,vcf,9808894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29389671}]",hg19,,cached,32.0,,,,37613211,1493326602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-27 20:56:48.217000,104849.0,4.0
,,2017-06-08 06:10:25.949640,slurm_normal,1496902245.0,1,,1.0,main_w4_handler0,3143343,16049065,False,,964786521,vcf,10139072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 29945258}]",,"[{'src': 'hda', 'id': 29930714}]",history,32.0,234307807.0,fasta,,38521728,1496902240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-08 06:10:48.703758,107087.0,5.0
,,2017-06-08 06:42:41.817175,slurm_normal,1496904307.0,1,,1.0,main_w3_handler1,3143343,16049474,False,,1012087323,vcf,10139433.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 29945745}]",,"[{'src': 'hda', 'id': 29930714}]",history,32.0,234307807.0,fasta,,38522566,1496904178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-08 06:45:10.657217,107087.0,129.0
,,2017-05-01 07:50:38.168173,slurm_normal,1493625070.0,0,,1.0,main_w3_handler1,2966302,15714153,False,,1566602,vcf,9825495.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29415903}]",hg19,,cached,32.0,,,,37680339,1493625042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-01 07:51:14.302118,85335.0,28.0
,,2017-05-04 03:03:20.932451,slurm_normal,1493874433.0,0,,1.0,main_w4_handler1,2995754,15742407,False,,32096051471,vcf,9852066.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-x""",0,"[{'src': 'hda', 'id': 29461175}]",hg38,,cached,32.0,,,,37745798,1493869047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-04 05:07:15.697237,70559.0,5386.0
,,2017-06-09 16:25:51.060561,slurm_normal,1497025576.0,0,,1.0,main_w4_handler1,3140322,16066153,False,,82045,vcf,10154745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""-x""",0,"[{'src': 'hda', 'id': 29971259}]",hg19,,cached,32.0,,,,38441515,1497025570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-09 16:26:16.914608,,6.0
,,2017-05-04 13:35:33.526333,slurm_normal,1493904944.0,1,,1.0,main_w3_handler0,3097843,15748604,False,,17483,vcf,9857457.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29472263}]",hg19,,cached,32.0,,,,37755762,1493904938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-04 13:35:45.036126,104870.0,6.0
,,2017-05-04 13:30:12.166486,slurm_normal,1493904667.0,0,,1.0,main_w3_handler0,2995754,15748532,False,,66662274,vcf,9857375.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-x""",0,"[{'src': 'hda', 'id': 29471883}]",hg38,,cached,32.0,,,,37741786,1493904618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-04 13:31:14.240297,70559.0,49.0
,,2017-05-04 14:24:26.556506,slurm_normal,1493908017.0,0,,1.0,main_w3_handler1,2995754,15749308,False,,72224656,vcf,9858105.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-x""",0,"[{'src': 'hda', 'id': 29462051}]",hg38,,cached,32.0,,,,37741786,1493907874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-04 14:27:11.186635,70559.0,143.0
,,2017-05-05 15:45:41.975318,slurm_normal,1493999172.0,0,,1.0,main_w4_handler1,2995754,15759617,False,,70339541,vcf,9867596.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-x""",0,"[{'src': 'hda', 'id': 29478106}]",hg38,,cached,32.0,,,,37745798,1493999147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-05 15:46:17.049693,70559.0,25.0
,,2017-06-09 13:14:25.003253,slurm_normal,1497014082.0,1,,1.0,main_w3_handler0,3146265,16064280,False,,318706384,vcf,10153046.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29968323}]",hg19,,cached,32.0,,,,38542466,1497014078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-09 13:14:44.789048,,4.0
,,2017-05-07 18:07:41.179244,slurm_normal,1494180470.0,1,,1.0,main_w4_handler1,3101562,15773231,False,,4361,vcf,9880327.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29507877}]",hg19,,cached,32.0,,,,37781897,1494180466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-07 18:07:53.092609,104258.0,4.0
,,2017-05-08 06:04:54.566080,slurm_normal,1494223503.0,0,,1.0,main_w4_handler0,3088983,15776711,False,,27573,vcf,9883281.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 29512537}]",hg19,,cached,32.0,,,,37598505,1494223499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-08 06:05:05.312561,,4.0
,,2017-05-12 02:01:58.547439,slurm_normal,1494554532.0,0,,1.0,main_w4_handler0,3108077,15821641,False,,1213830,vcf,9924753.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""-x""",0,"[{'src': 'hda', 'id': 29576265}]",hg19,,cached,32.0,,,,37922626,1494554522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-12 02:02:16.251585,,10.0
,,2017-05-12 02:03:16.754729,slurm_normal,1494554604.0,1,,1.0,main_w4_handler1,3108077,15821645,False,,829432,vcf,9924757.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29576254}]",hg_g1k_v37,,cached,32.0,,,,37922626,1494554601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-12 02:03:31.338152,,3.0
,,2017-05-12 01:56:57.885045,slurm_normal,1494554268.0,0,,1.0,main_w4_handler1,3108077,15821627,False,,1213830,vcf,9924732.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29576160}]",hg19,,cached,32.0,,,,37922626,1494554223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-12 01:57:52.934397,,45.0
,,2017-05-12 17:19:02.567822,slurm_normal,1494609614.0,0,,1.0,main_w4_handler0,3108077,15825647,False,,1213830,vcf,9927999.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29576160}]",hg19,,cached,32.0,,,,37934263,1494609549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-12 17:20:16.122899,101880.0,65.0
,,2017-05-15 02:40:32.371793,slurm_normal,1494816041.0,0,,1.0,main_w4_handler1,3064822,15834304,False,,7841,vcf,9935578.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-x""",0,"[{'src': 'hda', 'id': 29161336}]",hg38,,cached,32.0,,,,37970029,1494816035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-15 02:40:42.530322,103677.0,6.0
