chromInfo,chromInfo_filetype,corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData.values,parameters.corData|__identifier__,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,5427315,deeptools_coverage_matrix,2017-04-04 00:28:58.668307,slurm_normal,1491265758.0,0,,1.0,main_w4_handler1,3057293,15477621,False,,9606465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","[{'src': 'hda', 'id': 29051813}]",,"""spearman""","""Arabidopsis_thaliana_TAIR10""","""false""","""png""",0.0,['RdYlBu'],false,H3K27me3 BAM Correlation,heatmap,,,"""true""","""false""",32.0,,35576189.0,1491265741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-04 00:29:21.304230,79278.0,17.0
,,5427315,deeptools_coverage_matrix,2017-04-04 00:33:12.654337,slurm_normal,1491266012.0,0,,1.0,main_w3_handler0,3057293,15477644,False,,9606478.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","[{'src': 'hda', 'id': 29051813}]",,"""pearson""","""Arabidopsis_thaliana_TAIR10""","""false""","""png""",0.0,['RdYlBu'],false,H3K27me3 BAM Correlation,heatmap,,,"""true""","""false""",32.0,,35576189.0,1491265995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-04 00:33:34.099146,79278.0,17.0
,,65598612,deeptools_coverage_matrix,2017-06-03 12:22:44.812199,slurm_normal,1496492619.0,0,,1.0,main_w4_handler0,2762924,16004748,False,,10098637.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 28985895}]",,"""spearman""","""hg38""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,38168138.0,1496492577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-03 12:23:45.424601,87213.0,42.0
,,3730730,deeptools_coverage_matrix,2017-04-04 12:43:28.796727,reserved,1491309823.0,0,,1.0,main_w3_handler1,3058129,15481680,False,,9610120.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 29055531}]",,"""spearman""","""hg38""","""false""","""png""",0.0,['RdYlBu'],true,PIP-seq samples,heatmap,,,"""false""","""false""",32.0,,35746799.0,1491309812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-04 12:43:45.156855,621.0,11.0
,,19084177,deeptools_coverage_matrix,2017-04-04 13:42:22.933884,slurm_normal,1491315105.0,0,,1.0,main_w4_handler1,2788464,15482096,False,,9610446.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29061866}]",,"""spearman""","""hg19""","""false""","""pdf""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,36330861.0,1491315086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-04 14:55:35.578275,66832.0,19.0
,,11653,deeptools_coverage_matrix,2017-04-04 14:26:25.176857,reserved,1491317780.0,0,,1.0,main_w4_handler1,3058234,15482370,False,,9610656.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 29056247}]",,"""spearman""","""sacCer3""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,35746799.0,1491317769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-04 14:57:15.971512,621.0,11.0
,,19081795,deeptools_coverage_matrix,2017-04-04 15:07:26.269860,slurm_normal,1491320557.0,0,,1.0,main_w4_handler0,2788464,15482832,False,,9611425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29063688}]",,"""spearman""","""hg19""","""false""","""pdf""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,36330861.0,1491320533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-04 15:42:42.122751,66832.0,24.0
,,19081795,deeptools_coverage_matrix,2017-04-04 15:50:07.744263,slurm_normal,1491321047.0,0,,1.0,main_w4_handler0,2788464,15484418,False,,9611584.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29063688}]",,"""spearman""","""hg19""","""true""","""pdf""",0.0,['RdYlBu'],true,,heatmap,,,"""true""","""false""",32.0,,36330861.0,1491321023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-04 15:50:54.437453,66832.0,24.0
,,54120,deeptools_coverage_matrix,2017-12-14 23:23:23.223634,slurm_normal,1513293825.0,0,,1.0,main_w3_handler0,3334297,17813185,False,,11881641,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","[{'src': 'hda', 'id': 32940547}]",,"""pearson""","""sacCer3""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,42157249.0,1513293813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-12-14 23:23:47.823735,116852.0,12.0
,,4467857,deeptools_coverage_matrix,2017-04-05 09:21:20.806019,slurm_normal,1491384097.0,0,,1.0,main_w3_handler1,3030926,15492938,False,,9620761.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn4.len""","[{'src': 'hda', 'id': 29079724}]",,"""pearson""","""rn4""","""false""","""png""",0.0,['Greens'],false,,heatmap,,,"""false""","""false""",32.0,,37006163.0,1491384084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-05 09:21:39.379813,80068.0,13.0
,,4467857,deeptools_coverage_matrix,2017-04-05 09:22:21.549009,slurm_normal,1491384216.0,0,,1.0,main_w4_handler1,3030926,15492945,False,,9620771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn4.len""","[{'src': 'hda', 'id': 29079724}]",,"""pearson""","""rn4""","""false""","""png""",0.0,['rainbow_r'],false,,heatmap,,,"""false""","""false""",32.0,,37006163.0,1491384194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-05 09:23:37.966590,80068.0,22.0
,,4467857,deeptools_coverage_matrix,2017-04-05 09:23:03.590619,slurm_normal,1491384215.0,0,,1.0,main_w3_handler0,3030926,15492953,False,,9620774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn4.len""","[{'src': 'hda', 'id': 29079724}]",,"""pearson""","""rn4""","""false""","""png""",0.0,['RdYlGn'],false,,heatmap,,,"""false""","""false""",32.0,,37006163.0,1491384195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-05 09:23:46.479887,80068.0,20.0
,,4467857,deeptools_coverage_matrix,2017-04-05 09:25:36.850089,slurm_normal,1491384350.0,0,,1.0,main_w4_handler1,3030926,15492979,False,,9620800.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn4.len""","[{'src': 'hda', 'id': 29079724}]",,"""pearson""","""rn4""","""false""","""png""",0.0,['RdBu'],false,,heatmap,,,"""false""","""false""",32.0,,37006163.0,1491384340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-05 09:25:52.642608,80068.0,10.0
,,9989,deeptools_coverage_matrix,2017-06-04 16:12:04.012890,slurm_normal,1496592747.0,0,,1.0,main_w3_handler1,2664481,16009766,False,,10102924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29884044}]",,"""spearman""","""?""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,38426204.0,1496592737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-04 16:12:29.158819,49545.0,10.0
,,14099,deeptools_coverage_matrix,2017-06-05 07:27:42.929340,slurm_normal,1496647696.0,0,,1.0,main_w4_handler1,2664481,16013356,False,,10106137.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29889270}]",,"""spearman""","""?""","""false""","""pdf""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,38426204.0,1496647682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 07:28:17.583616,49545.0,14.0
,,2581064,deeptools_coverage_matrix,2017-06-05 07:55:39.240618,slurm_normal,1496649388.0,0,,1.0,main_w4_handler1,3140219,16013434,False,,10106203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29889354}]",,"""pearson""","""mm10""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",32.0,,38046387.0,1496649349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 07:56:30.325801,106132.0,39.0
,,1383476,deeptools_coverage_matrix,2017-04-06 12:50:48.372957,slurm_normal,1491485647.0,0,,1.0,main_w3_handler1,3054009,15507529,False,,9634996.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29099845}]",,"""spearman""","""?""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,37155417.0,1491485635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-06 13:34:10.085046,103353.0,12.0
,,1014561,deeptools_coverage_matrix,2017-04-06 12:50:48.888630,slurm_normal,1491488322.0,0,,1.0,main_w4_handler0,3054009,15507530,False,,9635431.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29099856}]",,"""spearman""","""?""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,37155417.0,1491488309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-06 14:18:45.637256,103353.0,13.0
,,1025153,deeptools_coverage_matrix,2017-04-06 15:04:42.220707,slurm_normal,1491491092.0,0,,1.0,main_w3_handler1,3054009,15509128,False,,9635903.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29100687}]",,"""spearman""","""?""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,37158711.0,1491491085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-06 15:04:55.640731,103353.0,7.0
,,73904,deeptools_coverage_matrix,2017-04-06 16:10:21.392460,slurm_normal,1491495036.0,0,,1.0,main_w3_handler0,478953,15509543,False,,9636340.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29102099}]",,"""spearman""","""?""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,37156932.0,1491495026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-06 16:10:42.838713,8314.0,10.0
,,3828129,deeptools_coverage_matrix,2017-06-05 19:07:28.121461,slurm_normal,1496689669.0,0,,1.0,main_w4_handler1,3127155,16018963,False,,10110981.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29897492}]",,"""spearman""","""mm10""","""false""","""png""",1.0,,,T21 vs 9G7 PU.1 Antibodies,scatterplot,,,"""false""","""false""",32.0,,38197289.0,1496689660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 19:07:52.440802,90156.0,9.0
,,3828129,deeptools_coverage_matrix,2017-06-05 19:12:18.808624,slurm_normal,1496689967.0,0,,1.0,main_w3_handler0,3127155,16018999,False,,10111014.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29897492}]",,"""pearson""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,38197289.0,1496689951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 19:12:49.505772,90156.0,16.0
,,3828129,deeptools_coverage_matrix,2017-06-05 19:20:50.131756,slurm_normal,1496690477.0,0,,1.0,main_w4_handler0,3127155,16019055,False,,10111065.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29897492}]",,"""pearson""","""mm10""","""false""","""png""",1.0,,,,scatterplot,,,"""false""","""false""",32.0,,38197289.0,1496690462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 19:21:20.819817,90156.0,15.0
,,4290164,deeptools_coverage_matrix,2017-04-11 18:21:32.075388,slurm_normal,1491938415.0,0,,1.0,main_w3_handler0,3064383,15557985,False,,9682346.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29174743}]",,"""spearman""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,Young and Old QSCs,heatmap,,,"""false""","""false""",32.0,,37198596.0,1491938395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-11 19:20:25.445086,11728.0,20.0
,,4290618,deeptools_coverage_matrix,2017-04-11 20:57:57.860668,slurm_normal,1491948294.0,0,,1.0,main_w4_handler1,3064383,15559526,False,,9683662.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29178103}]",,"""spearman""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,37198596.0,1491948124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-11 22:05:06.987649,11728.0,170.0
,,11794,deeptools_coverage_matrix,2017-04-12 15:12:03.551647,slurm_normal,1492010009.0,0,,1.0,main_w4_handler1,3070423,15566245,False,,9689831.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer2.len""","[{'src': 'hda', 'id': 29187836}]",,"""spearman""","""sacCer2""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,37288088.0,1492009943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-04-12 15:13:33.371326,103921.0,66.0
,,1838085,deeptools_coverage_matrix,2017-06-05 23:43:16.334308,slurm_normal,1496706577.0,0,,1.0,main_w3_handler1,2836702,16021013,False,,10112965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 29900650}]",,"""spearman""","""sacCer3""","""false""","""pdf""",0.0,['seismic'],true,,heatmap,,,"""false""","""false""",32.0,,37696129.0,1496706566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 23:49:38.739810,52862.0,11.0
,,1838085,deeptools_coverage_matrix,2017-06-05 23:53:30.176148,slurm_normal,1496706831.0,0,,1.0,main_w3_handler1,2836702,16021046,False,,10112978.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 29900650}]",,"""spearman""","""sacCer3""","""false""","""pdf""",1.0,,,,scatterplot,,,"""true""","""false""",32.0,,37696129.0,1496706820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 23:53:52.537839,52862.0,11.0
,,1838085,deeptools_coverage_matrix,2017-06-05 23:51:40.893295,slurm_normal,1496706718.0,0,,1.0,main_w4_handler0,2836702,16021044,False,,10112975.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 29900650}]",,"""spearman""","""sacCer3""","""false""","""png""",0.0,['seismic'],false,,heatmap,1,0.8,"""false""","""false""",32.0,,37696129.0,1496706711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-05 23:52:02.923051,52862.0,7.0
,,1838085,deeptools_coverage_matrix,2017-06-06 00:14:45.706889,slurm_normal,1496708105.0,0,,1.0,main_w3_handler1,2836702,16021287,False,,10113172.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 29900650}]",,"""spearman""","""sacCer3""","""false""","""pdf""",0.0,['RdYlBu'],true,,heatmap,,,"""true""","""false""",32.0,,37696129.0,1496708098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-06 00:15:07.392503,52862.0,7.0
