create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.col1,parameters.col1.__class__,parameters.col1.value,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.keep,parameters.strand_source.__current_case__,parameters.strand_source.strand_choice,parameters.strand_source.strand_col,parameters.uniqpos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-10-24 12:21:40.402822,rodeo_normal,1414153323.0,0.0,1.0,main_w2_handler1,2095525,8037193,False,,6595410,interval,298285,bed,70359.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323248,,17323567,,"""0""",1.0,all_pos,+,"""1""",2.0,,17906145,1414153311.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:22:06.027732,54796.0,12.0
2014-10-24 12:23:02.902664,rodeo_normal,1414153403.0,0.0,1.0,main_w2_handler1,2095168,8037208,False,,5609190,interval,290037,bed,70369.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323195,,17323386,,"""0""",0.0,data_column,6,"""1""",2.0,,17906444,1414153393.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:23:28.229906,54777.0,10.0
2014-10-24 12:20:17.439876,rodeo_normal,1414153228.0,0.0,1.0,main_w1_handler0,2095168,8037177,False,,118532,interval,290037,bed,70348.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323252,,17323386,,"""0""",0.0,data_column,6,"""1""",2.0,,17906444,1414153223.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:20:31.572195,54777.0,5.0
2014-10-24 12:36:12.458735,rodeo_normal,1414154189.0,0.0,1.0,main_w2_handler0,2096243,8037369,False,,48964,interval,45515,bed,70477.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323632,,17323745,,"""0""",1.0,all_pos,+,"""1""",2.0,,17906345,1414154187.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:36:33.893376,54883.0,2.0
2014-10-24 12:42:33.417347,rodeo_normal,1414154567.0,0.0,1.0,main_w2_handler0,2095559,8037450,False,,129411,interval,34714,bed,70532.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""10""",,,"""hg18""",17323639,,17323830,,"""0""",1.0,all_pos,+,"""1""",2.0,,17906424,1414154564.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:42:52.315800,54799.0,3.0
2014-10-24 12:45:17.850133,rodeo_normal,1414154735.0,0.0,1.0,main_w1_handler0,2095211,8037481,False,,7500214,interval,15015,bed,70553.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323759,,17323846,,"""0""",0.0,data_column,6,"""1""",2.0,,17906375,1414154730.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:45:38.332410,54779.0,5.0
2014-10-24 12:43:41.836298,rodeo_normal,1414154638.0,0.0,1.0,main_w1_handler0,2096415,8037469,False,,82102,interval,242970,bed,70544.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""10""",,,"""hg18""",17323194,,17323853,,"""1""",1.0,all_pos,+,"""1""",2.0,,17906170,1414154634.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:44:02.984539,54878.0,4.0
2014-10-24 12:43:38.791998,rodeo_normal,1414154628.0,0.0,1.0,main_w2_handler0,2095566,8037467,False,,41328,interval,43126,bed,70541.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""15""",,,"""hg18""",17323621,,17323854,,"""0""",1.0,all_pos,+,"""1""",2.0,,17906346,1414154625.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:43:52.571864,54800.0,3.0
2014-10-24 12:43:04.101799,rodeo_normal,1414154602.0,0.0,1.0,main_w2_handler1,2095211,8037460,False,,7500214,interval,15015,bed,70538.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",17323759,,17323846,,"""0""",1.0,all_pos,+,"""1""",2.0,,17906375,1414154596.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:43:24.808942,54779.0,6.0
2014-10-24 12:49:22.726225,rodeo_normal,1414154988.0,0.0,1.0,main_w2_handler1,2095694,8037524,False,,10312476,interval,526836,bed,70591.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323156,,17323894,,"""0""",0.0,data_column,6,"""1""",2.0,,17906751,1414154976.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:49:52.656239,54806.0,12.0
2014-10-24 12:54:33.785393,rodeo_normal,1414155289.0,0.0,1.0,main_w2_handler1,2095240,8037570,False,,116655,interval,280233,bed,70627.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323530,,17323964,,"""0""",0.0,data_column,6,"""1""",2.0,,17906412,1414155285.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:54:52.930052,54783.0,4.0
2014-10-24 12:53:56.413165,rodeo_normal,1414155256.0,0.0,1.0,main_w2_handler1,2096311,8037563,False,,6803790,interval,118413,bed,70622.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323774,,17323956,,"""0""",0.0,data_column,6,"""1""",2.0,,17906343,1414155248.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:54:19.968003,54891.0,8.0
2014-10-24 13:01:09.986777,rodeo_normal,1414155684.0,0.0,1.0,main_w1_handler0,2094504,8037611,False,,3258448,interval,32218,bed,70654.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323480,,17324023,,"""0""",0.0,data_column,6,"""1""",2.0,,17906731,1414155679.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 13:01:26.444116,54744.0,5.0
2014-10-24 12:59:11.402035,rodeo_normal,1414155570.0,0.0,1.0,main_w2_handler1,2095592,8037603,False,,85788,interval,274269,bed,70648.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17323314,,17323969,,"""0""",1.0,all_pos,+,"""1""",2.0,,17906729,1414155566.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 12:59:33.946653,54803.0,4.0
2014-10-24 13:43:42.673861,rodeo_normal,1414158241.0,0.0,1.0,main_w2_handler0,2095803,8037839,False,,54333,interval,413663,bed,70794.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17323211,,17324248,,"""0""",1.0,all_pos,+,"""1""",2.0,,17895733,1414158235.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 13:44:06.193307,54850.0,6.0
2014-10-24 12:43:17.982253,rodeo_normal,1414160524.0,0.0,1.0,main_w1_handler1,2095211,8037462,False,Job output deleted by user before job completed.,7500214,interval,15015,bed,70992.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",17323759,,17323846,,"""0""",1.0,all_pos,+,"""1""",1.0,,17906375,1414160517.0,ok,835576.0,hgv_codingSnps,1.0.0,,2014-10-24 14:22:30.442791,54779.0,7.0
2014-10-24 12:18:27.289098,rodeo_normal,1414160515.0,0.0,1.0,main_w1_handler1,2096225,8037159,False,,71692,interval,220174,bed,70977.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17323182,,17323368,,"""1""",0.0,data_column,6,"""1""",2.0,,17906435,1414160503.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-10-24 14:22:02.875004,54880.0,12.0
2014-10-24 12:44:12.540670,rodeo_normal,1414160524.0,0.0,1.0,main_w1_handler1,2095409,8037473,False,,86471,interval,238263,bed,70993.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17323388,,17323822,,"""1""",1.0,all_pos,+,"""1""",1.0,,17906149,1414160517.0,ok,835576.0,hgv_codingSnps,1.0.0,,2014-10-24 14:22:31.664813,54792.0,7.0
2014-11-26 16:29:22.069169,rodeo_normal,1417019380.0,0.0,1.0,main_w2_handler1,2130799,8260146,False,,5767,interval,122154,bed,339823.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17695576,,17696032,,"""0""",1.0,all_pos,+,"""1""",2.0,,19786921,1417019376.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-11-26 16:29:43.556657,55742.0,4.0
2014-11-26 16:34:09.230048,rodeo_normal,1417025547.0,0.0,1.0,main_w2_handler0,2130799,8260198,False,,61539,interval,122154,bed,2127624.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17695621,,17696032,,"""0""",1.0,all_pos,+,"""1""",32.0,,19786921,1417025544.0,ok,1023992.0,hgv_codingSnps,1.0.0,,2014-11-26 18:12:41.596153,55742.0,3.0
2014-11-27 06:38:27.927979,rodeo_normal,1417070334.0,0.0,1.0,main_w2_handler1,1934909,8263842,False,,17134,interval,238263,bed,344683.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",17322649,,17699351,,"""1""",1.0,all_pos,+,"""1""",2.0,,19803677,1417070326.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-11-27 06:38:58.389255,2390.0,8.0
2014-11-28 19:03:45.574073,rodeo_normal,1417201444.0,0.0,1.0,main_w2_handler1,2130362,8264766,False,,568458,interval,238263,bed,345947.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",17695450,,17703699,,"""0""",1.0,all_pos,+,"""1""",2.0,,19806459,1417201439.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-11-28 19:04:07.600150,56496.0,5.0
2014-11-29 10:37:08.190772,rodeo_normal,1417257446.0,0.0,1.0,main_w2_handler1,2130359,8268108,False,,568458,interval,238263,bed,2136477.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17695585,,17708146,,"""0""",1.0,all_pos,+,"""1""",32.0,,19814546,1417257439.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2014-11-29 10:37:28.320143,56493.0,7.0
2014-11-29 12:50:41.913629,rodeo_normal,1417265460.0,0.0,1.0,main_w2_handler0,2130359,8268317,False,,1448490,interval,161650,bed,351451.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17708434,,17708427,,"""0""",1.0,all_pos,+,"""1""",2.0,,19814546,1417265450.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-11-29 12:51:02.968337,56493.0,10.0
2014-12-05 10:08:39.779997,rodeo_normal,1417774151.0,0.0,1.0,main_w2_handler0,2130352,8331886,False,,2988678,interval,238263,bed,435925.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17696614,,17806868,,"""0""",1.0,all_pos,+,"""1""",2.0,,19919688,1417774134.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-12-05 10:09:19.558621,56489.0,17.0
2014-12-05 20:26:18.277128,rodeo_normal,1417811239.0,0.0,1.0,main_w2_handler0,2130362,8338459,False,,359438,interval,163189,bed,2220158.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",17819380,,17819400,,"""1""",1.0,all_pos,+,"""1""",32.0,,19806459,1417811186.0,ok,1023992.0,hgv_codingSnps,1.0.0,,2014-12-05 20:27:22.289039,56496.0,53.0
2014-12-08 14:40:34.115427,rodeo_normal,1418053679.0,0.0,1.0,main_w2_handler1,2130365,8372315,False,Job output deleted by user before job completed.,86471,interval,9828714,bed,2263840.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""10""",,,"""hg18""",17695578,,17868396,,"""0""",1.0,all_pos,+,"""1""",32.0,,19954885,1418052974.0,ok,1023992.0,hgv_codingSnps,1.0.0,,2014-12-08 15:48:06.214848,56497.0,705.0
2014-12-08 14:58:40.449926,rodeo_normal,1418050734.0,0.0,1.0,main_w2_handler0,2130365,8372433,False,,86471,interval,9828714,bed,500379.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""10""",,,"""hg18""",17695578,,17868396,,"""0""",1.0,all_pos,+,"""1""",2.0,,19954885,1418050725.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-12-08 14:58:57.855450,56497.0,9.0
2014-12-08 15:36:50.826797,rodeo_normal,1418053124.0,0.0,1.0,main_w1_handler1,2130365,8372612,False,,86471,interval,9828714,bed,500664.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17695578,,17868396,,"""1""",1.0,all_pos,+,"""1""",2.0,,19954885,1418053119.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-12-08 15:38:48.242815,56497.0,5.0
2014-12-08 15:41:27.856180,rodeo_normal,1418053372.0,0.0,1.0,main_w2_handler1,2130365,8372633,False,,86471,interval,9828714,bed,2263979.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17695578,,17868396,,"""1""",1.0,all_pos,+,"""1""",32.0,,19954885,1418053302.0,ok,1023992.0,hgv_codingSnps,1.0.0,,2014-12-08 15:42:55.577582,56497.0,70.0
2014-12-08 15:38:43.432116,rodeo_normal,1418053221.0,0.0,1.0,main_w2_handler1,2130365,8372622,False,,86471,interval,9828714,bed,2263946.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""10""",,,"""hg18""",17695578,,17868396,,"""1""",1.0,all_pos,+,"""1""",32.0,,19954885,1418053140.0,ok,1023992.0,hgv_codingSnps,1.0.0,,2014-12-08 15:40:27.925456,56497.0,81.0
2014-12-08 15:41:57.763293,rodeo_normal,1418053333.0,0.0,1.0,main_w1_handler1,2130365,8372635,False,,86471,interval,9828714,bed,500727.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17695578,,17868396,,"""1""",1.0,all_pos,+,"""1""",1.0,,19954885,1418053328.0,ok,835576.0,hgv_codingSnps,1.0.0,,2014-12-08 15:42:18.912729,56497.0,5.0
2014-12-08 15:52:29.055491,rodeo_normal,1418053969.0,0.0,1.0,main_w2_handler0,1934909,8372727,False,,17134,interval,9828714,bed,501000.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",17322649,,17868924,,"""1""",1.0,all_pos,+,"""1""",1.0,,19956028,1418053960.0,ok,835576.0,hgv_codingSnps,1.0.0,,2014-12-08 15:52:52.821613,2390.0,9.0
2014-12-08 17:09:55.544139,rodeo_normal,1418063097.0,0.0,1.0,main_w1_handler1,2141827,8373550,False,,86471,interval,238263,bed,2265499.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17869656,,17869658,,"""1""",1.0,all_pos,+,"""1""",32.0,,19957340,1418063044.0,ok,1023992.0,hgv_codingSnps,1.0.0,,2014-12-08 18:24:59.977879,,53.0
2014-12-08 19:06:27.974975,rodeo_normal,1418065597.0,0.0,1.0,main_w2_handler0,2141559,8374295,False,,58330,interval,9828714,bed,503304.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17867636,,17870884,,"""0""",1.0,all_pos,+,"""1""",2.0,,19954443,1418065593.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-12-08 19:06:41.871461,56498.0,4.0
2014-12-08 19:06:15.234575,rodeo_normal,1418065597.0,0.0,1.0,main_w1_handler1,2141559,8374294,False,,58330,interval,9828714,bed,503301.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",17867636,,17870884,,"""0""",1.0,all_pos,+,"""1""",1.0,,19954443,1418065591.0,ok,835576.0,hgv_codingSnps,1.0.0,,2014-12-08 19:07:08.478089,56498.0,6.0
2014-12-09 19:54:53.482070,rodeo_normal,1418154900.0,0.0,1.0,main_w1_handler0,2142995,8384025,False,,1615978,interval,0,interval,2278225.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",17884219,,17885562,,"""0""",1.0,all_pos,+,"""1""",32.0,,19814876,1418154898.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2014-12-09 19:55:01.405969,56495.0,2.0
2014-12-09 19:43:33.459959,rodeo_normal,1418154229.0,0.0,1.0,main_w2_handler0,2142995,8383929,False,,1615978,interval,9828714,bed,2278132.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",17884219,,17885259,,"""0""",1.0,all_pos,+,"""1""",32.0,,19814876,1418154222.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2014-12-09 19:43:50.846304,56495.0,7.0
2014-12-09 19:51:27.094947,rodeo_normal,1418154702.0,0.0,1.0,main_w2_handler0,2142995,8384002,False,,1615978,interval,155056,bed,516644.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",17884219,,17885529,,"""0""",1.0,all_pos,+,"""1""",2.0,,19814876,1418154694.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-12-09 19:51:45.238745,56495.0,8.0
2014-12-09 20:55:15.969110,rodeo_normal,1418158527.0,0.0,1.0,main_w1_handler1,2142995,8384322,False,,649818,bed,155056,bed,517049.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",17886157,,17885529,,"""0""",1.0,all_pos,+,"""1""",2.0,,19814876,1418158519.0,ok,0.0,hgv_codingSnps,1.0.0,,2014-12-09 20:55:30.183295,56495.0,8.0
2014-12-09 21:06:12.299248,rodeo_normal,1418159194.0,0.0,1.0,main_w1_handler1,2142995,8384436,False,,649818,bed,155056,bed,2278982.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",17886157,,17885529,,"""0""",1.0,all_pos,+,"""1""",32.0,,19814876,1418159185.0,ok,1023992.0,hgv_codingSnps,1.0.0,,2014-12-09 21:06:41.813467,56495.0,9.0
2014-12-10 18:35:17.759714,rodeo_normal,1418236530.0,0.0,1.0,main_w2_handler0,2143335,8391380,False,,990603,interval,526836,bed,527610.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""14""",,,"""hg18""",17888340,,17896889,,"""0""",1.0,all_pos,+,"""1""",1.0,,19981897,1418236524.0,ok,835576.0,hgv_codingSnps,1.0.0,,2014-12-10 18:35:35.066664,56492.0,6.0
