chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,first_input,first_input_filetype,galaxy_slots,handler,history_id,id,imported,info,input_files_0|additional_input,input_files_0|additional_input_filetype,input_files_10|additional_input,input_files_10|additional_input_filetype,input_files_11|additional_input,input_files_11|additional_input_filetype,input_files_12|additional_input,input_files_12|additional_input_filetype,input_files_13|additional_input,input_files_13|additional_input_filetype,input_files_14|additional_input,input_files_14|additional_input_filetype,input_files_15|additional_input,input_files_15|additional_input_filetype,input_files_16|additional_input,input_files_16|additional_input_filetype,input_files_17|additional_input,input_files_17|additional_input_filetype,input_files_18|additional_input,input_files_18|additional_input_filetype,input_files_19|additional_input,input_files_19|additional_input_filetype,input_files_1|additional_input,input_files_1|additional_input_filetype,input_files_2|additional_input,input_files_2|additional_input_filetype,input_files_3|additional_input,input_files_3|additional_input_filetype,input_files_4|additional_input,input_files_4|additional_input_filetype,input_files_5|additional_input,input_files_5|additional_input_filetype,input_files_6|additional_input,input_files_6|additional_input_filetype,input_files_7|additional_input,input_files_7|additional_input_filetype,input_files_8|additional_input,input_files_8|additional_input_filetype,input_files_9|additional_input,input_files_9|additional_input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation.__current_case__,parameters.annotation.ignore_nonoverlapping_reference,parameters.annotation.reference_annotation,parameters.annotation.reference_annotation.values,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.first_input,parameters.first_input.values,parameters.first_input|__identifier__,parameters.input_files,parameters.input_files_0|additional_input|__identifier__,parameters.seq_data.__current_case__,parameters.seq_data.seq_source.__current_case__,parameters.seq_data.seq_source.index,parameters.seq_data.seq_source.index.__class__,parameters.seq_data.seq_source.index.value,parameters.seq_data.seq_source.index_source,parameters.seq_data.seq_source.ref_file,parameters.seq_data.seq_source.ref_file.values,parameters.seq_data.use_seq_data,processor_count,ref_file,ref_file_filetype,reference_annotation,reference_annotation_filetype,runner_name,seq_data|ref_file,seq_data|ref_file_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-20 18:06:08.211534,rodeo_normal,1424455862.0,0,159238911,gtf,1.0,main_w2_handler0,2212156,8777960,False,,159264166.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2852219.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18576799,,,"[{""__index__"": 0, ""additional_input"": 18576812}]",,1,0.0,mm10,,,cached,,,Yes,32.0,,,,,,,,21339084.0,1424455600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-20 18:12:54.220397,,262.0
,,2015-02-20 22:17:42.589768,rodeo_normal,1424471218.0,0,30103837,gtf,1.0,main_w2_handler0,2195273,8780325,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856053.roundup,slurm,,132112168.0,corral-repl,,,0,False,18581163.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18581163,,,[],,1,0.0,mm9,,,cached,,,Yes,32.0,,,30103837.0,gtf,,,,21009145.0,1424470682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-20 22:27:03.491757,59197.0,536.0
,,2015-02-21 01:57:25.627847,rodeo_normal,1424483876.0,0,40888814,gtf,1.0,main_w2_handler0,2195513,8781187,False,,36276872.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2858299.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18593103,,,"[{""__index__"": 0, ""additional_input"": 18593095}]",,0,,,,,,,,No,32.0,,,,,,,,21192581.0,1424483855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 01:57:59.520791,59214.0,21.0
,,2015-02-21 06:34:10.089180,rodeo_normal,1424500478.0,0,41114396,gtf,1.0,main_w1_handler0,2195513,8781951,False,,37013396.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2859588.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18593083,,,"[{""__index__"": 0, ""additional_input"": 18593059}]",,0,,,,,,,,No,32.0,,,,,,,,21192581.0,1424500458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 06:34:40.554847,59214.0,20.0
,,2015-02-21 06:31:36.437831,rodeo_normal,1424500327.0,0,41445483,gtf,1.0,main_w2_handler1,2195513,8781946,False,,37065316.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2859578.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18593099,,,"[{""__index__"": 0, ""additional_input"": 18593091}]",,0,,,,,,,,No,32.0,,,,,,,,21192581.0,1424500304.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 06:32:10.507204,59214.0,23.0
,,2015-02-21 06:33:14.641836,rodeo_normal,1424500426.0,0,40835835,gtf,1.0,main_w1_handler1,2195513,8781948,False,,36413517.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2859582.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18593087,,,"[{""__index__"": 0, ""additional_input"": 18593079}]",,0,,,,,,,,No,32.0,,,,,,,,21192581.0,1424500403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 06:33:50.823110,59214.0,23.0
,,2015-02-20 14:01:33.727472,rodeo_normal,1424530386.0,0,114359937,gtf,1.0,main_w2_handler1,2212850,8776132,False,,111307182.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861763.roundup,slurm,,132112168.0,corral-repl,,"""d441441cb90811e4a4a1005056a51846""",0,False,18586146.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18586377,,,"[{""__index__"": 0, ""additional_input"": 18586378}]",,1,0.0,,UnvalidatedValue,mm10,cached,,,Yes,32.0,,,65862268.0,gtf,,,,21240962.0,1424530293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 14:53:10.971186,50641.0,93.0
,,2015-02-21 16:54:52.546715,rodeo_normal,1424537743.0,0,47816195,gtf,1.0,main_w1_handler1,2214114,8783610,False,,47815618.0,gtf,,,,,,,,,,,,,,,,,,,,,47815747.0,gtf,47630243.0,gtf,,,,,,,,,,,,,,,2862647.roundup,slurm,,132112168.0,corral-repl,,,0,False,18597189.0,,Yes,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",18596967,,,"[{""__index__"": 0, ""additional_input"": 18597193}, {""__index__"": 1, ""additional_input"": 18597557}, {""__index__"": 2, ""additional_input"": 18597680}]",,0,,,,,,,,No,32.0,,,63128901.0,gtf,,,,21371225.0,1424537703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 16:55:48.220437,,40.0
,,2015-02-21 19:19:13.987349,rodeo_normal,1424546390.0,0,47930772,gtf,1.0,main_w2_handler1,2214026,8784247,False,,47926075.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863924.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",18598563,,,"[{""__index__"": 0, ""additional_input"": 18598567}]",,1,0.0,ce10,,,cached,,,Yes,32.0,,,,,,,,21377757.0,1424546363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 19:19:53.279370,59969.0,27.0
,,2015-02-21 19:13:16.821003,rodeo_normal,1424546035.0,0,47816195,gtf,1.0,main_w1_handler1,2214026,8784242,False,,47891969.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863911.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",18598555,,,"[{""__index__"": 0, ""additional_input"": 18598559}]",,1,0.0,ce10,,,cached,,,Yes,32.0,,,,,,,,21377757.0,1424546005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 19:13:59.843110,59969.0,30.0
,,2015-02-21 20:26:24.126687,rodeo_normal,1424550426.0,0,43816791,gtf,1.0,main_w1_handler0,2214026,8784597,False,,43816800.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2864633.roundup,slurm,,132112168.0,corral-repl,,,0,False,18598550.0,,Yes,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",18598996,,,"[{""__index__"": 0, ""additional_input"": 18599046}]",,1,0.0,ce10,,,cached,,,Yes,32.0,,,63128901.0,gtf,,,,21377757.0,1424550394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 20:27:09.952671,59969.0,32.0
,,2015-02-21 22:10:53.807440,rodeo_normal,1424556681.0,0,22966816,gtf,1.0,main_w2_handler0,2213395,8784984,False,,30907849.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865380.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18599465,,,"[{""__index__"": 0, ""additional_input"": 18599509}]",,0,,,,,,,,No,32.0,,,,,,,,21372767.0,1424556660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-21 22:11:25.150042,59932.0,21.0
,,2015-02-22 07:43:41.208631,rodeo_normal,1424591149.0,0,4502847,gtf,1.0,main_w2_handler1,2207549,8786163,False,,4599144.0,gtf,,,,,,,,,,,,,,,,,,,,,4587458.0,gtf,4442915.0,gtf,4545277.0,gtf,4528420.0,gtf,,,,,,,,,,,2867591.roundup,slurm,,132112168.0,corral-repl,,,0,False,18601483.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18594409,,,"[{""__index__"": 0, ""additional_input"": 18600739}, {""__index__"": 1, ""additional_input"": 18600713}, {""__index__"": 2, ""additional_input"": 18601338}, {""__index__"": 3, ""additional_input"": 18601349}, {""__index__"": 4, ""additional_input"": 18601361}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,2835890.0,gtf,,,,21274239.0,1424591033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-22 07:45:53.917949,59677.0,116.0
,,2015-02-22 20:17:21.596121,rodeo_normal,1424636275.0,0,18117863,gtf,1.0,main_w2_handler0,2213395,8787927,False,,25087184.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870885.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18604582,,,"[{""__index__"": 0, ""additional_input"": 18604609}]",,1,1.0,,,,history,18591014.0,,Yes,32.0,378523081.0,fasta,,,,,,21372767.0,1424636250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-22 20:17:58.663564,59932.0,25.0
,,2015-02-22 20:18:33.941411,rodeo_normal,1424636349.0,0,18100325,gtf,1.0,main_w1_handler0,2213395,8787930,False,,24867915.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870891.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18604584,,,"[{""__index__"": 0, ""additional_input"": 18604616}]",,1,1.0,,,,history,18591014.0,,Yes,32.0,378523081.0,fasta,,,,,,21372767.0,1424636323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-22 20:19:12.113166,59932.0,26.0
,,2015-02-23 00:04:09.263717,rodeo_normal,1424649924.0,0,97636683,gtf,1.0,main_w2_handler0,2211409,8788773,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872581.roundup,slurm,,132112168.0,corral-repl,,,0,False,18591320.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18591437,,,[],,1,0.0,mm10,,,cached,,,Yes,32.0,,,1927929.0,gtf,,,,21151664.0,1424649860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 00:05:26.837327,51464.0,64.0
,,2015-02-23 05:37:02.544921,rodeo_normal,1424669855.0,0,45396496,gtf,1.0,main_w2_handler1,2213442,8790126,False,,24247367.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875241.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607280,,,"[{""__index__"": 0, ""additional_input"": 18607288}]",,1,1.0,,,,history,18595176.0,,Yes,32.0,378523081.0,fasta,,,,,,21372692.0,1424669830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 05:37:38.096137,59934.0,25.0
,,2015-02-23 05:53:04.743693,rodeo_normal,1424670825.0,0,32567480,gtf,1.0,main_w1_handler1,2213442,8790162,False,,18646515.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875319.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607532,,,"[{""__index__"": 0, ""additional_input"": 18607535}]",,1,1.0,,,,history,18595176.0,,Yes,32.0,378523081.0,fasta,,,,,,21372692.0,1424670793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 05:53:49.503605,59934.0,32.0
,,2015-02-23 09:58:43.409040,rodeo_normal,1424685610.0,0,91560178,gtf,1.0,main_w1_handler0,2212367,8790858,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876623.roundup,slurm,,132112168.0,corral-repl,,,0,False,18602982.0,,Yes,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",18575871,,,[],,1,0.0,rn5,,,cached,,,Yes,32.0,,,170710416.0,gtf,,,,21386101.0,1424685530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 10:00:13.338253,56853.0,80.0
,,2015-02-23 09:58:42.487275,rodeo_normal,1424685616.0,0,79323232,gtf,1.0,main_w2_handler1,2212367,8790857,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876625.roundup,slurm,,132112168.0,corral-repl,,,0,False,18602982.0,,Yes,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",18575867,,,[],,1,0.0,rn5,,,cached,,,Yes,32.0,,,170710416.0,gtf,,,,21386101.0,1424685530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 10:00:18.364459,56853.0,86.0
,,2015-02-23 09:58:40.514447,rodeo_normal,1424685645.0,0,79598128,gtf,1.0,main_w2_handler1,2212367,8790856,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876619.roundup,slurm,,132112168.0,corral-repl,,,0,False,18602982.0,,Yes,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",18575864,,,[],,1,0.0,rn5,,,cached,,,Yes,32.0,,,170710416.0,gtf,,,,21386101.0,1424685527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 10:00:48.030892,56853.0,118.0
,,2015-02-23 10:04:25.835957,rodeo_normal,1424687888.0,0,59056672,gtf,1.0,main_w1_handler1,2212367,8790895,False,,59056672.0,gtf,,,,,,,,,,,,,,,,,,,,,59056672.0,gtf,59056672.0,gtf,59056672.0,gtf,,,,,,,,,,,,,2876916.roundup,slurm,,132112168.0,corral-repl,,,0,False,18602982.0,,Yes,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",18608727,,,"[{""__index__"": 0, ""additional_input"": 18608723}, {""__index__"": 1, ""additional_input"": 18608718}, {""__index__"": 2, ""additional_input"": 18608712}, {""__index__"": 3, ""additional_input"": 18608707}]",,1,0.0,rn5,,,cached,,,Yes,32.0,,,170710416.0,gtf,,,,21386101.0,1424687837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 10:38:10.438558,56853.0,51.0
,,2015-02-23 10:45:22.728505,rodeo_normal,1424688400.0,0,90491289,gtf,1.0,main_w1_handler0,2214965,8791084,False,,90525666.0,gtf,,,,,,,,,,,,,,,,,,,,,90556523.0,gtf,90452929.0,gtf,90490057.0,gtf,90473692.0,gtf,90493271.0,gtf,90488881.0,gtf,90511653.0,gtf,,,,,2876973.roundup,slurm,,132112168.0,corral-repl,,,0,False,18601888.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18601889,,,"[{""__index__"": 0, ""additional_input"": 18601890}, {""__index__"": 1, ""additional_input"": 18601891}, {""__index__"": 2, ""additional_input"": 18608662}, {""__index__"": 3, ""additional_input"": 18608666}, {""__index__"": 4, ""additional_input"": 18608687}, {""__index__"": 5, ""additional_input"": 18608691}, {""__index__"": 6, ""additional_input"": 18608695}, {""__index__"": 7, ""additional_input"": 18608699}]",,0,,,,,,,,No,32.0,,,116963244.0,gtf,,,,20491271.0,1424688341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 10:46:43.079832,42029.0,59.0
,,2015-02-23 13:36:12.133825,rodeo_normal,1424698605.0,0,45439620,gtf,1.0,main_w2_handler1,2213442,8792256,False,,24039223.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879086.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607284,,,"[{""__index__"": 0, ""additional_input"": 18607292}]",,1,1.0,,,,history,18595176.0,,Yes,32.0,378523081.0,fasta,,,,,,21372692.0,1424698579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 13:36:49.101822,59934.0,26.0
,,2015-02-23 14:58:38.826149,rodeo_normal,1424703630.0,0,30103837,gtf,1.0,main_w2_handler0,2195273,8792925,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880155.roundup,slurm,,132112168.0,corral-repl,,,0,False,18611640.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18581163,,,[],,1,0.0,mm9,,,cached,,,Yes,32.0,,,103125067.0,gtf,,,,21009145.0,1424703527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 15:00:33.560611,59197.0,103.0
,,2015-02-23 17:09:57.564723,rodeo_normal,1424715855.0,0,6087300,gtf,1.0,main_w1_handler1,2179910,8794318,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882072.roundup,slurm,,132112168.0,corral-repl,,,0,True,18613533.0,,Yes,"""/galaxy-repl/localdata/chrom/gasAcu1.len""","""gasAcu1""",18613533,,,[],,1,0.0,gasAcu1,,,cached,,,Yes,32.0,,,6087300.0,gtf,,,,21282139.0,1424715789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 18:24:25.925125,58573.0,66.0
,,2015-02-23 17:56:56.148430,rodeo_normal,1424715990.0,0,1402578,gtf,1.0,main_w1_handler0,2179910,8794664,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882202.roundup,slurm,,132112168.0,corral-repl,,,0,False,18613681.0,,Yes,"""/galaxy-repl/localdata/chrom/gasAcu1.len""","""gasAcu1""",18613515,,,[],,1,0.0,gasAcu1,,,cached,,,Yes,32.0,,,2574994.0,gtf,,,,21282139.0,1424715873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 18:26:35.253909,58573.0,117.0
,,2015-02-23 18:15:59.386583,rodeo_normal,1424716824.0,0,3292524,gtf,1.0,main_w1_handler0,2213430,8794743,False,,3287211.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882791.roundup,slurm,,132112168.0,corral-repl,,,0,False,18588770.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18590564,,,"[{""__index__"": 0, ""additional_input"": 18590584}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3012663.0,gtf,,,,21399219.0,1424716815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 18:40:31.398442,56035.0,9.0
,,2015-02-23 19:23:31.165448,rodeo_normal,1424719608.0,0,98959601,gtf,1.0,main_w2_handler0,2208553,8795173,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2883868.roundup,slurm,,132112168.0,corral-repl,,,0,False,18577419.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18563859,,,[],,1,0.0,mm9,,,cached,,,Yes,32.0,,,63246258.0,gtf,,,,21050628.0,1424719421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 19:26:52.085663,32973.0,187.0
,,2015-02-23 19:56:36.290243,rodeo_normal,1424721461.0,0,18254774,gtf,1.0,main_w2_handler1,2216070,8795488,False,,70278207.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884499.roundup,slurm,,132112168.0,corral-repl,,,0,False,18615725.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18615419,,,"[{""__index__"": 0, ""additional_input"": 18615725}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,70278207.0,gtf,,,,21009145.0,1424721405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 19:57:46.585634,59197.0,56.0
,,2015-02-23 20:03:59.221308,rodeo_normal,1424721976.0,0,97636683,gtf,1.0,main_w2_handler0,2211409,8795666,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884840.roundup,slurm,,132112168.0,corral-repl,,,0,False,18615958.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18591437,,,[],,1,0.0,mm10,,,cached,,,Yes,32.0,,,104919.0,gtf,,,,21151664.0,1424721851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-23 20:06:20.836004,51464.0,125.0
,,2015-02-24 04:52:48.055235,rodeo_normal,1424753622.0,0,47926567,gtf,1.0,main_w1_handler1,2216545,8800278,False,,47742112.0,gtf,,,,,,,,,,,,,,,,,,,,,47719677.0,gtf,47719645.0,gtf,,,,,,,,,,,,,,,2892554.roundup,slurm,,132112168.0,corral-repl,,,0,False,18622842.0,,Yes,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",18622828,,,"[{""__index__"": 0, ""additional_input"": 18622834}, {""__index__"": 1, ""additional_input"": 18622838}, {""__index__"": 2, ""additional_input"": 18622842}]",,1,0.0,ce10,,,cached,,,Yes,32.0,,,47719645.0,gtf,,,,21367679.0,1424753581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-24 04:53:45.040631,32358.0,41.0
,,2015-02-24 09:14:51.995067,rodeo_normal,1424769448.0,0,170208781,gtf,1.0,main_w1_handler1,2216350,8801001,False,,170217455.0,gtf,,,,,,,,,,,,,,,,,,,,,170211102.0,gtf,170233746.0,gtf,170207363.0,gtf,170214070.0,gtf,170202481.0,gtf,170204847.0,gtf,170227377.0,gtf,170229144.0,gtf,,,2893769.roundup,slurm,,132112168.0,corral-repl,,,0,False,18614474.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18614477,,,"[{""__index__"": 0, ""additional_input"": 18614480}, {""__index__"": 1, ""additional_input"": 18614814}, {""__index__"": 2, ""additional_input"": 18614826}, {""__index__"": 3, ""additional_input"": 18614833}, {""__index__"": 4, ""additional_input"": 18614840}, {""__index__"": 5, ""additional_input"": 18614851}, {""__index__"": 6, ""additional_input"": 18614875}, {""__index__"": 7, ""additional_input"": 18614894}, {""__index__"": 8, ""additional_input"": 18614911}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,154156354.0,gtf,,,,21137938.0,1424769302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-24 09:17:34.624350,57792.0,146.0
,,2015-02-24 16:38:42.489056,rodeo_normal,1424795941.0,0,36067,gtf,1.0,main_w1_handler1,2217602,8804302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899376.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",18629732,,,[],,1,0.0,danRer7,,,cached,,,Yes,32.0,,,,,,,,20060168.0,1424795931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-24 16:39:04.069123,26049.0,10.0
,,2015-02-24 16:38:41.297459,rodeo_normal,1424796277.0,0,28152,gtf,1.0,main_w1_handler0,2217602,8804300,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899421.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",18629730,,,[],,1,0.0,danRer7,,,cached,,,Yes,32.0,,,,,,,,20060168.0,1424796250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-24 16:44:42.374514,26049.0,27.0
