create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.align,parameters.best,parameters.chromInfo,parameters.dbkey,parameters.gappenalty,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.intronpenalty,parameters.match,parameters.minscore,parameters.mismatch,parameters.mode,parameters.reverse,parameters.seed,parameters.shuffle,parameters.splice,parameters.splicepenalty,parameters.width,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-23 15:56:52.519410,slurm_normal,1443023847.0,0.0,,1.0,main_w1_handler1,2448765,10395038,False,,7718,fasta,13271,fasta,4675376.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",21226866,,21226865,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,25340038,1443023834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-09-23 15:57:30.998688,,13.0
2015-09-27 11:55:28.755588,slurm_normal,1443355975.0,0.0,,1.0,main_w2_handler0,2452759,10439812,False,,2069622,fasta,652577130,fasta,4718246.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",21291728,,21291870,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,25388060,1443354945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-09-27 12:12:57.541240,,1030.0
2015-10-09 05:12:21.695424,slurm_normal,1444367566.0,0.0,,1.0,main_w1_handler0,2465613,10532703,False,,5540,fasta,101193932,fasta,4806985.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",21452263,,21452259,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,24994288,1444367560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-10-09 05:12:47.460666,68477.0,6.0
2015-10-09 05:09:18.105867,slurm_normal,1444367375.0,0.0,,1.0,main_w1_handler0,2465613,10532699,False,,878,fasta,101193932,fasta,4806980.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",21452260,,21452259,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,24994288,1444367371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-10-09 05:09:37.819164,68477.0,4.0
2015-10-09 05:14:12.105601,slurm_normal,1444367673.0,0.0,,1.0,main_w1_handler2,2465613,10532706,False,,5540,fasta,101193932,fasta,4806988.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",21452263,,21452259,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,24994288,1444367669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-10-09 05:14:35.228610,68477.0,4.0
2016-02-05 22:00:14.288075,slurm_normal,1454712697.0,0.0,,1.0,main_w2_handler0,2107480,11726660,False,,1190261,fasta,36437451,fasta,5983190.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/Tb927_V8.1.len""","""Tb927_V8.1""","""2""",18899643,,17919810,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,26276007,1454709631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-02-05 22:51:47.104178,55442.0,3066.0
2017-01-09 22:12:24.359923,slurm_normal,1484000319.0,0.0,,1.0,main_w3_handler1,2928921,14719982,False,,2803943,fasta,13088263,fasta,8888899.roundup,slurm,,132111800.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 27859682}]",,"[{'src': 'hda', 'id': 27858052}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,34831412,1483999957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2017-01-09 22:18:44.051585,96829.0,362.0
2016-09-08 20:16:46.041665,slurm_normal,1473365833.0,0.0,,1.0,main_w4_handler1,2814261,13810772,False,,652,fasta,82874,txt,8031774.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0c6c389cd9c6eca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea032685fecd3136'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32842522,1473365825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:17:15.485970,89354.0,8.0
2016-09-08 20:17:38.435512,slurm_normal,1473365889.0,0.0,,1.0,main_w3_handler0,2808246,13810782,False,,211584,fasta,652,fasta,8031788.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7e71d1aafb54c14'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3ab5b6079cbc184'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717814,1473365875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:18:14.091958,89355.0,14.0
2016-09-08 19:11:18.469592,slurm_normal,1473361933.0,0.0,,1.0,main_w3_handler1,2808213,13810269,False,,652,fasta,211584,fasta,8031210.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fe78e6546acb072'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6082e32d4315ccf'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717591,1473361911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:12:22.676366,89344.0,22.0
2016-09-08 20:30:45.843317,slurm_normal,1473366683.0,0.0,,1.0,main_w4_handler1,2808190,13810952,False,,652,fasta,1735,fasta,8031935.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f26ff14bbcd8df7f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e22a972bf1309718'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717100,1473366660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:31:25.050672,89340.0,23.0
2016-09-08 19:28:25.087370,slurm_normal,1473362946.0,0.0,,1.0,main_w4_handler0,2814267,13810375,False,,652,fasta,1735,fasta,8031322.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a14b472aecd25ff'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd43899532052d8e'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32842082,1473362923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:29:23.772729,,23.0
2016-09-08 19:23:12.981968,slurm_normal,1473362632.0,0.0,,1.0,main_w4_handler0,2814263,13810344,False,,652,fasta,211584,fasta,8031288.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab0a808c42afbce7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d05d795b05734e6e'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32719465,1473362621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:23:57.294001,,11.0
2016-09-08 19:26:48.248657,slurm_normal,1473362886.0,0.0,,1.0,main_w3_handler0,2808241,13810369,False,,211584,fasta,2847,fasta,8031317.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59440a9bdc142d765'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507228696002a27dc'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717764,1473362845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:28:10.062722,89351.0,41.0
2016-09-08 19:31:48.881661,slurm_normal,1473363155.0,0.0,,1.0,main_w3_handler0,2808241,13810389,False,,2847,fasta,211584,fasta,8031346.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507228696002a27dc'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59440a9bdc142d765'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717764,1473363128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:32:43.113814,89351.0,27.0
2016-09-08 19:54:12.281621,slurm_normal,1473364492.0,0.0,,1.0,main_w4_handler0,2808217,13810553,False,,707,fasta,83227,fasta,8031532.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5169ed3ea7ac4fb2f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ddc113e54f1675a5'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32849653,1473364474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:54:54.273224,89345.0,18.0
2016-09-08 19:55:58.352074,slurm_normal,1473364623.0,0.0,,1.0,main_w3_handler1,2808233,13810567,False,,542262,fasta,1735,fasta,8031548.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be601e6b0db0119c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56de1765fa1244b7e'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717677,1473364572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:57:06.377433,89347.0,51.0
2016-09-08 19:54:53.799697,slurm_normal,1473364567.0,0.0,,1.0,main_w3_handler0,2807593,13810556,False,,1861,fasta,542262,fasta,8031537.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efb2647abd8b4cd1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2185bc82fb4b84e'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32705808,1473364511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:56:12.055845,89312.0,56.0
2016-09-08 19:55:19.262263,slurm_normal,1473364609.0,0.0,,1.0,main_w3_handler1,2808247,13810559,False,,827,fasta,83227,fasta,8031545.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588cdfb192dacc79f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50bd0ac58360d9764'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32849695,1473364565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 19:56:53.910837,89356.0,44.0
2016-09-08 20:00:12.352897,slurm_normal,1473364833.0,0.0,,1.0,main_w3_handler1,2808236,13810590,False,,1735,fasta,652,fasta,8031574.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da85ea9c44484581'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2a818dd46677ec9'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717684,1473364829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:00:36.948275,89348.0,4.0
2016-09-08 20:06:31.805609,slurm_normal,1473365237.0,0.0,,1.0,main_w4_handler1,2808243,13810647,False,,1625,fasta,1735,fasta,8031632.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520a9e02b11bd57c4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510b86a7090bcf0b1'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717774,1473365217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:07:23.686926,89353.0,20.0
2016-09-08 19:59:40.044716,slurm_normal,1473364841.0,0.0,,1.0,main_w4_handler1,2807593,13810585,False,,542262,fasta,1861,fasta,8031571.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2185bc82fb4b84e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efb2647abd8b4cd1'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32705808,1473364797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:00:45.169816,89312.0,44.0
2016-09-08 20:00:09.322927,slurm_normal,1473364845.0,0.0,,1.0,main_w3_handler0,2808243,13810589,False,,1735,fasta,1625,fasta,8031575.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e18e185893301c4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520a9e02b11bd57c4'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717774,1473364829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:00:50.611447,89353.0,16.0
2016-09-08 20:03:33.476998,slurm_normal,1473365028.0,0.0,,1.0,main_w3_handler0,2808243,13810618,False,,1735,fasta,1625,fasta,8031603.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e18e185893301c4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520a9e02b11bd57c4'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717774,1473365024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:03:52.885781,89353.0,4.0
2016-09-08 20:22:35.693153,slurm_normal,1473366184.0,0.0,,1.0,main_w3_handler0,2808233,13810842,False,,652,fasta,1735,fasta,8031835.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c9ac5b6797b2cdc'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580898033fdcb0b52'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717677,1473366176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:23:07.312597,89347.0,8.0
2016-09-08 20:08:08.597860,slurm_normal,1473365313.0,0.0,,1.0,main_w4_handler0,2808236,13810669,False,,652,fasta,211584,fasta,8031659.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2a818dd46677ec9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54380ed7b128b069e'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717684,1473365303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:08:36.302763,89348.0,10.0
2016-09-08 20:24:03.234088,slurm_normal,1473366313.0,0.0,,1.0,main_w4_handler0,2808190,13810874,False,,542262,fasta,1735,fasta,8031854.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596be2b37adea23ba'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e22a972bf1309718'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717100,1473366263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:25:16.230842,89340.0,50.0
2016-09-08 19:51:38.311968,slurm_normal,1473382814.0,0.0,,1.0,main_w3_handler0,2807593,13810529,False,,542262,fasta,542262,fasta,8031510.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2185bc82fb4b84e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2185bc82fb4b84e'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32705808,1473364316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-09 01:00:17.194867,89312.0,18498.0
