GCbiasFrequenciesFile,GCbiasFrequenciesFile_filetype,bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.GCbiasFrequenciesFile.values,parameters.GCbiasFrequenciesFile|__identifier__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
22575,tabular,984841884,bam,2017-06-19 09:34:28.323983,slurm_multi,1497884701.0,0,,6.0,main_w4_handler2,3154999,16130403,False,,,,10212658,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30076691}]",,0,no,,"[{'src': 'hda', 'id': 30076503}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,38663649.0,1497884156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-06-19 15:05:03.144433,107669,545.0
22575,tabular,1864193474,bam,2017-06-19 09:35:02.081161,slurm_multi,1497886082.0,0,,6.0,main_w4_handler2,3154999,16130412,False,,,,10212796,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30076693}]",,0,no,,"[{'src': 'hda', 'id': 30076506}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,38663649.0,1497884961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-06-19 15:28:04.547777,107669,1121.0
22575,tabular,788329661,bam,2017-06-19 09:35:16.826028,slurm_multi,1497886900.0,0,,6.0,main_w4_handler2,3154999,16130418,False,,,,10213072,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30076695}]",,0,no,,"[{'src': 'hda', 'id': 30076507}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,38663649.0,1497886560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-06-19 15:42:20.422392,107669,340.0
22575,tabular,3147404757,bam,2017-06-30 06:40:45.691367,slurm_multi,1498807811.0,0,,6.0,main_w3_handler2,3165365,16228340,False,,,,10304495,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30242557}]",,0,no,,"[{'src': 'hda', 'id': 30150652}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39014671.0,1498805448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-06-30 07:30:13.216548,59907,2363.0
22575,tabular,2779137006,bam,2017-06-30 08:58:44.909964,slurm_multi,1498815032.0,0,,6.0,main_w3_handler2,3165365,16229492,False,,,,10305539,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30242561}]",,0,no,,"[{'src': 'hda', 'id': 30150656}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39016769.0,1498813137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-06-30 09:30:34.496085,59907,1895.0
22575,tabular,2614907379,bam,2017-07-05 07:58:21.923261,slurm_multi,1499243483.0,0,,6.0,main_w3_handler2,3165365,16259958,False,,,,10331604,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297774}]",,0,no,,"[{'src': 'hda', 'id': 30150649}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499241674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 08:31:25.474318,59907,1809.0
22575,tabular,3147404757,bam,2017-07-05 07:58:53.122051,slurm_multi,1499245917.0,0,,6.0,main_w3_handler2,3165365,16259971,False,,,,10331802,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297776}]",,0,no,,"[{'src': 'hda', 'id': 30150652}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499243541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 09:11:59.319643,59907,2376.0
22575,tabular,2684600953,bam,2017-07-05 08:00:46.394723,slurm_multi,1499247753.0,0,,6.0,main_w3_handler2,3165365,16259988,False,,,,10332034,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297782}]",,0,no,,"[{'src': 'hda', 'id': 30150657}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499245951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 09:42:35.977914,59907,1802.0
22575,tabular,2573233768,bam,2017-07-05 08:03:00.513714,slurm_multi,1499249633.0,0,,6.0,main_w3_handler2,3165365,16259999,False,,,,10332140,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297790}]",,0,no,,"[{'src': 'hda', 'id': 30252646}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499247798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 10:13:54.897209,59907,1835.0
22575,tabular,2903241617,bam,2017-07-05 08:03:34.005406,slurm_multi,1499251665.0,0,,6.0,main_w3_handler2,3165365,16260003,False,,,,10332251,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297792}]",,0,no,,"[{'src': 'hda', 'id': 30252648}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499249669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 10:47:48.741950,59907,1996.0
22575,tabular,2640395107,bam,2017-07-05 08:04:26.113014,slurm_multi,1499253538.0,0,,6.0,main_w3_handler2,3165365,16260006,False,,,,10332437,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297794}]",,0,no,,"[{'src': 'hda', 'id': 30252650}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499251693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 11:18:59.693175,59907,1845.0
22575,tabular,2639004779,bam,2017-07-05 07:59:26.459758,slurm_multi,1499255395.0,0,,6.0,main_w4_handler2,3165365,16259986,False,,,,10332633,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297778}]",,0,no,,"[{'src': 'hda', 'id': 30150653}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499253563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 11:49:57.484987,59907,1832.0
22575,tabular,2727934115,bam,2017-07-05 08:05:20.866196,slurm_multi,1499257318.0,0,,6.0,main_w3_handler2,3165365,16260015,False,,,,10332800,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297798}]",,0,no,,"[{'src': 'hda', 'id': 30252654}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499255419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 12:22:01.096311,59907,1899.0
22575,tabular,2779137006,bam,2017-07-05 07:59:53.083454,slurm_multi,1499259291.0,0,,6.0,main_w4_handler2,3165365,16259987,False,,,,10332988,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297780}]",,0,no,,"[{'src': 'hda', 'id': 30150656}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499257368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 12:54:53.761769,59907,1923.0
22575,tabular,2688395627,bam,2017-07-05 08:01:06.724037,slurm_multi,1499261205.0,0,,6.0,main_w4_handler2,3165365,16259989,False,,,,10333234,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297784}]",,0,no,,"[{'src': 'hda', 'id': 30150659}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499259335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 13:26:46.303048,59907,1870.0
22575,tabular,2540271573,bam,2017-07-05 08:01:30.089860,slurm_multi,1499263083.0,0,,6.0,main_w4_handler2,3165365,16259991,False,,,,10333558,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297786}]",,0,no,,"[{'src': 'hda', 'id': 30150666}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499261267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 13:58:04.621850,59907,1816.0
22575,tabular,2743777161,bam,2017-07-05 08:04:57.711448,slurm_multi,1499268991.0,0,,6.0,main_w4_handler2,3165365,16260008,False,,,,10335020,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297796}]",,0,no,,"[{'src': 'hda', 'id': 30252652}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499266993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 15:36:32.382799,59907,1998.0
22575,tabular,2614664052,bam,2017-07-05 08:02:04.919740,slurm_multi,1499266937.0,0,,6.0,main_w4_handler2,3165365,16259996,False,,,,10334524,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297788}]",,0,no,,"[{'src': 'hda', 'id': 30250942}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499265111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 15:02:27.404709,59907,1826.0
22575,tabular,2672119046,bam,2017-07-05 08:05:43.541170,slurm_multi,1499265062.0,0,,6.0,main_w3_handler2,3165365,16260017,False,,,,10334017,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30297800}]",,0,no,,"[{'src': 'hda', 'id': 30252656}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""""",0,,mm10,cached,32.0,,39100791.0,1499263113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-05 14:31:05.095651,59907,1949.0
22575,tabular,1673077567,bam,2017-07-15 10:54:54.161012,slurm_multi,1500120721.0,0,,6.0,main_w4_handler2,3185032,16351013,False,,,,10416298,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30501846}]",,0,no,,"[{'src': 'hda', 'id': 30352843}]",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,39330042.0,1500119202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-15 12:12:02.847912,99302,1519.0
22575,tabular,1577752399,bam,2017-07-15 10:56:02.490756,slurm_multi,1500123650.0,0,,6.0,main_w4_handler2,3185032,16351016,False,,,,10416383,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30501859}]",,0,no,,"[{'src': 'hda', 'id': 30352847}]",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,39330042.0,1500122214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-15 13:00:53.870865,99302,1436.0
22575,tabular,959568395,bam,2017-07-17 21:04:38.212736,slurm_multi,1500326743.0,0,,6.0,main_w4_handler2,2953206,16364971,False,,,,10428443,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30525040}]",,0,no,,"[{'src': 'hda', 'id': 30482653}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500325771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-17 21:25:46.282111,83591,972.0
22575,tabular,527673865,bam,2017-07-17 21:05:19.345208,slurm_multi,1500327262.0,0,,6.0,main_w4_handler2,2953206,16364974,False,,,,10428848,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30525039}]",,0,no,,"[{'src': 'hda', 'id': 30482608}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500326762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-17 21:34:27.031944,83591,500.0
22575,tabular,740244530,bam,2017-07-17 21:57:46.458957,slurm_multi,1500335940.0,0,,6.0,main_w4_handler2,2953206,16365562,False,,,,10430292,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30525847}]",,0,no,,"[{'src': 'hda', 'id': 30525663}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500335383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-17 23:59:02.777519,83591,557.0
22575,tabular,1510079259,bam,2017-07-17 21:57:47.091595,slurm_multi,1500337263.0,0,,6.0,main_w4_handler2,2953206,16365563,False,,,,10430365,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30525849}]",,0,no,,"[{'src': 'hda', 'id': 30525831}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500335948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-18 00:21:05.513303,83591,1315.0
22575,tabular,116213339,bam,2017-07-20 17:01:26.745068,slurm_multi,1500573312.0,0,,6.0,main_w4_handler2,3185646,16377321,False,,,,10442376,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542354}]",,0,no,,"[{'src': 'hda', 'id': 30463103}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500573227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 17:55:14.619379,83591,85.0
22575,tabular,146163784,bam,2017-07-20 17:01:27.094760,slurm_multi,1500575559.0,0,,6.0,main_w3_handler2,3185646,16377322,False,,,,10442716,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542356}]",,0,no,,"[{'src': 'hda', 'id': 30463113}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:32:41.643317,83591,112.0
22575,tabular,203673131,bam,2017-07-20 17:01:27.417994,slurm_multi,1500575743.0,0,,6.0,main_w3_handler2,3185646,16377323,False,,,,10442730,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542359}]",,0,no,,"[{'src': 'hda', 'id': 30463128}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:35:45.441703,83591,178.0
22575,tabular,120169920,bam,2017-07-20 17:01:27.661066,slurm_multi,1500575834.0,0,,6.0,main_w3_handler2,3185646,16377324,False,,,,10442742,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542361}]",,0,no,,"[{'src': 'hda', 'id': 30463132}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:37:16.225421,83591,85.0
