create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.mc,parameters.soft,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-16 16:07:59.718504,slurm_normal,1479313244.0,0,3199905909,fasta,1.0,main_w4_handler1,2894487,14357107,False,,7542,bed,8563035.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2eefb6421f3201e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dbf431b8d73383d8'}]","""N""","""false""",32.0,,34048864,1479312516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2016-11-16 16:21:05.306979,93635.0,728.0
2016-11-17 18:11:00.527709,slurm_normal,1479406415.0,0,199909051,fasta,1.0,main_w4_handler0,2832957,14369640,False,,244,bed,8575312.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/278.len""","""278""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5334063d02bbcfebd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa2ebb371d58c4c4'}]","""N""","""true""",32.0,,34309122,1479406265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2016-11-17 18:13:38.546293,60829.0,150.0
2016-11-23 10:07:24.199708,slurm_normal,1479895667.0,0,566819,fasta,1.0,main_w4_handler0,2854537,14412614,False,,85583535,gtf,8617476.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27379873}]","[{'src': 'hda', 'id': 27361243}]","""N""","""false""",32.0,,34416075,1479895651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2016-11-23 10:07:49.521805,54018.0,16.0
2016-12-09 00:26:06.033569,slurm_normal,1481243424.0,0,4444903621,fasta,1.0,main_w4_handler1,2886715,14524531,False,,1431534,bed,8706821.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27552435}]","[{'src': 'hda', 'id': 27552514}]","""N""","""true""",32.0,,34149776,1481243169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2016-12-09 00:30:28.195403,94301.0,255.0
2016-12-14 08:50:53.855845,slurm_normal,1481705568.0,0,2568692541,fasta,1.0,main_w3_handler1,2886715,14573042,False,,3187,bed,8752364.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 27629212}]","[{'src': 'hda', 'id': 27629103}]","""N""","""false""",32.0,,34149776,1481705457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2016-12-14 08:52:50.480897,94301.0,111.0
2017-03-12 18:31:44.974508,slurm_normal,1489343516.0,0,17490278,fasta,1.0,main_w3_handler1,3028163,15275308,False,,12058080,bed,9420233.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28723061}]","[{'src': 'hda', 'id': 28722970}]","""N""","""false""",32.0,,36548467,1489343510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-03-12 18:32:00.415055,93212.0,6.0
2017-01-25 23:31:05.261692,slurm_normal,1485387098.0,0,827448145,fasta,1.0,main_w3_handler1,2787048,14873290,False,,82263,bed,9032739.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28087546}]","[{'src': 'hda', 'id': 28087594}]","""N""","""false""",32.0,,35587778,1485387069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-01-25 23:31:39.346245,87617.0,29.0
2017-02-02 12:21:55.408378,slurm_normal,1486038124.0,0,11048656,fasta,1.0,main_w4_handler1,2976478,14932136,False,,4271454,bed,9088802.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 28179094}]","[{'src': 'hda', 'id': 28163350}]","""N""","""false""",32.0,,35762185,1486038119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-02-02 12:22:05.223310,99192.0,5.0
2017-02-08 12:51:30.607446,slurm_normal,1486558316.0,0,102291899,fasta,1.0,main_w3_handler0,2985754,14982489,False,,10245297,gff3,9139848.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28261981}]","[{'src': 'hda', 'id': 28262020}]","""N""","""false""",32.0,,35870251,1486558294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-02-08 12:51:59.893302,,22.0
2017-02-08 12:51:57.167633,slurm_normal,1486558419.0,0,102291899,fasta,1.0,main_w3_handler0,2985754,14982491,False,,12782863,gff3,9139852.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28262940}]","[{'src': 'hda', 'id': 28262064}]","""N""","""false""",32.0,,35870251,1486558326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-02-08 12:53:42.313638,,93.0
2017-02-20 08:03:59.590005,slurm_normal,1487577855.0,0,12634,fasta,1.0,main_w4_handler0,3002328,15083617,False,,1241,bed,9238773.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28423743}]","[{'src': 'hda', 'id': 28423744}]","""N""","""false""",32.0,,36164756,1487577851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-02-20 08:04:16.829401,,4.0
2017-04-04 01:38:37.869283,slurm_normal,1491288059.0,0,741754375,fasta,1.0,main_w4_handler1,3049915,15477895,False,,47798,gtf,9608035.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28962980}]","[{'src': 'hda', 'id': 29054945}]","""N""","""false""",32.0,,36942311,1491288025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-04-04 06:41:03.006427,103088.0,34.0
2017-02-27 18:44:25.542500,slurm_normal,1488221073.0,0,62250207,fasta,1.0,main_w3_handler1,2558272,15157502,False,,7682,gff,9309160.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28534702}]","[{'src': 'hda', 'id': 28537470}]","""N""","""false""",32.0,,36285321,1488221068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-02-27 18:44:35.386636,76352.0,5.0
2017-04-05 09:00:04.050882,slurm_normal,1491382832.0,0,222618667,fasta,1.0,main_w3_handler1,3060156,15492735,False,,7405,bed,9620551.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29080022}]","[{'src': 'hda', 'id': 29080131}]","""N""","""false""",32.0,,37121861,1491382816.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-04-05 09:00:38.091699,103626.0,16.0
2017-04-05 08:57:23.422116,slurm_normal,1491382659.0,0,222618667,fasta,1.0,main_w4_handler0,3060156,15492676,False,,5201,bed,9620487.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29080022}]","[{'src': 'hda', 'id': 29080029}]","""N""","""false""",32.0,,37121861,1491382646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-04-05 08:57:40.384137,103626.0,13.0
2017-04-05 10:50:31.015285,slurm_normal,1491389454.0,0,222618667,fasta,1.0,main_w3_handler0,3060156,15493539,False,,5201,bed,9621279.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29080022}]","[{'src': 'hda', 'id': 29081244}]","""N""","""false""",32.0,,37121861,1491389442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-04-05 10:51:17.164766,103626.0,12.0
2017-03-12 16:30:07.847242,slurm_normal,1489336262.0,0,250433310,fasta,1.0,main_w3_handler0,3028163,15274828,False,,23171496,bed,9419706.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28723040}]","[{'src': 'hda', 'id': 28726198}]","""N""","""false""",32.0,,36548467,1489336239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-03-12 16:31:04.235220,93212.0,23.0
2017-03-12 22:51:15.938048,slurm_normal,1489359088.0,0,17490278,fasta,1.0,main_w3_handler1,3028163,15276613,False,,12058080,bed,9421340.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28723061}]","[{'src': 'hda', 'id': 28722970}]","""N""","""false""",32.0,,36548467,1489359081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-03-12 22:51:30.046166,93212.0,7.0
2017-03-12 22:56:28.720982,slurm_normal,1489359399.0,0,17490278,fasta,1.0,main_w3_handler0,3028163,15276630,False,,12058080,bed,9421363.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28729214}]","[{'src': 'hda', 'id': 28722970}]","""N""","""false""",32.0,,36548467,1489359392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-03-12 22:56:41.627054,93212.0,7.0
2017-03-17 01:58:26.688298,slurm_normal,1489715915.0,0,2803943,fasta,1.0,main_w4_handler1,3035095,15319417,False,,50859416,gtf,9460583.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28797557}]","[{'src': 'hda', 'id': 28797799}]","""N""","""false""",32.0,,36674665,1489715910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.24.0,2.24.0,,2017-03-17 01:58:37.192194,93403.0,5.0
