create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.removeIfOverlap,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-02 01:40:36.082200,slurm_normal,1496367676.0,0,,1.0,main_w3_handler1,3136612,15994549,False,,192665,bed,911015,bed,10089069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29857942}]","[{'src': 'hda', 'id': 29857943}]","""1e-09""","""""","""""",32.0,,37529627.0,1496367671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-06-02 01:41:17.960040,64655.0,5.0
2017-06-02 01:45:24.238197,slurm_normal,1496367943.0,0,,1.0,main_w4_handler0,3136612,15994561,False,,192665,bed,911015,bed,10089084.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29857942}]","[{'src': 'hda', 'id': 29857943}]","""1e-09""","""-A""","""""",32.0,,37529627.0,1496367938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-06-02 01:45:46.865377,64655.0,5.0
2017-04-12 21:48:07.400691,slurm_normal,1492033914.0,0,,1.0,main_w4_handler0,2788464,15569109,False,,2628847,bed,3043877,bed,9692461.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29013278}]","[{'src': 'hda', 'id': 29017090}]","""1e-09""","""-A""","""""",32.0,,37283654.0,1492033906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-12 21:56:29.417074,66832.0,8.0
2017-06-02 16:33:01.354760,slurm_normal,1496421200.0,0,,1.0,main_w3_handler1,3131555,16000790,False,,264653,bed,283730,bed,10095050.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29868181}]","[{'src': 'hda', 'id': 29863147}]","""1e-09""","""""","""""",32.0,,38289019.0,1496421195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-06-02 16:33:22.786474,106787.0,5.0
2017-06-19 17:04:22.346151,slurm_normal,1497892014.0,0,,1.0,main_w3_handler1,2788464,16134259,False,,231479,bed,4907531,bed,10213759.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30083256}]","[{'src': 'hda', 'id': 29017081}]","""0.1""","""-A""","""""",32.0,,37283654.0,1497892010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-06-19 17:12:16.990983,66832.0,4.0
2017-04-10 02:49:33.684336,slurm_normal,1491792583.0,0,,1.0,main_w4_handler1,3050227,15537383,False,,15602,bed,25625,bed,9662934.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29144857}]","[{'src': 'hda', 'id': 29144841}]","""1e-09""","""-A""","""""",32.0,,36947087.0,1491792577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 02:49:44.648341,,6.0
2017-04-12 05:16:11.513254,slurm_normal,1491974197.0,0,,1.0,main_w3_handler1,2648527,15562239,False,,3986871,bed,284176,bed,9685983.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28706924}]","[{'src': 'hda', 'id': 28706921}]","""0.75""","""-A""","""""",32.0,,37285813.0,1491974191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-12 05:17:05.100690,81493.0,6.0
2017-04-12 22:35:48.145649,slurm_normal,1492036572.0,0,,1.0,main_w3_handler0,2788464,15569580,False,,2628847,bed,2974118,bed,9692932.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29013278}]","[{'src': 'hda', 'id': 28958778}]","""1e-09""","""-A""","""""",32.0,,37283654.0,1492036564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-12 22:36:18.143709,66832.0,8.0
2017-04-24 14:32:22.708343,slurm_normal,1493044364.0,0,,1.0,main_w4_handler1,3033001,15663138,False,,38225,bed,2010752,bed,9779004.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29337381}]","[{'src': 'hda', 'id': 28845346}]","""1e-09""","""-A""","""""",32.0,,37311901.0,1493044357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-24 14:32:48.065883,73571.0,7.0
2017-04-12 11:38:17.021012,slurm_normal,1491997119.0,0,,1.0,main_w4_handler0,2882903,15564536,False,,363494,bed,247709,bed,9688044.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29185812}]","[{'src': 'hda', 'id': 29185813}]","""1e-09""","""-N""","""""",32.0,,37212460.0,1491997111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-12 11:38:43.558282,46988.0,8.0
2017-04-07 14:47:25.586184,slurm_normal,1491576459.0,0,,1.0,main_w4_handler1,3061885,15521480,False,,111,bed,100825,bed,9647836.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29119916}]","[{'src': 'hda', 'id': 29119939}]","""1e-09""","""""","""""",32.0,,37155655.0,1491576453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 14:47:43.747414,,6.0
2017-04-07 00:17:51.979776,slurm_normal,1491524303.0,0,,1.0,main_w3_handler0,3061885,15513882,False,,128,bed,191896,bed,9640708.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100892}]","[{'src': 'hda', 'id': 29109331}]","""1e-09""","""""","""""",32.0,,37155655.0,1491524298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:18:26.266640,,5.0
2017-04-07 00:04:57.822279,slurm_normal,1491523796.0,0,,1.0,main_w4_handler1,3061885,15513754,False,,128,bed,164783,bed,9640615.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100892}]","[{'src': 'hda', 'id': 29109294}]","""1e-09""","""""","""""",32.0,,37155655.0,1491523731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:10:02.731848,,65.0
2017-04-07 00:13:13.270305,slurm_normal,1491524185.0,0,,1.0,main_w3_handler0,3061885,15513837,False,,128,bed,179618,bed,9640689.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100892}]","[{'src': 'hda', 'id': 29109295}]","""1e-09""","""""","""""",32.0,,37155655.0,1491524181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:17:45.522579,,4.0
2017-04-07 00:15:28.575854,slurm_normal,1491524138.0,0,,1.0,main_w4_handler1,3061885,15513857,False,,128,bed,180877,bed,9640678.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100892}]","[{'src': 'hda', 'id': 29109296}]","""1e-09""","""""","""""",32.0,,37155655.0,1491524132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:15:42.048682,,6.0
2017-04-07 00:17:30.522419,slurm_normal,1491524272.0,0,,1.0,main_w4_handler1,3061885,15513878,False,,128,bed,186066,bed,9640701.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100892}]","[{'src': 'hda', 'id': 29109330}]","""1e-09""","""""","""""",32.0,,37155655.0,1491524267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:17:58.656742,,5.0
2017-04-07 00:17:12.526259,slurm_normal,1491524286.0,0,,1.0,main_w4_handler1,3061885,15513873,False,,128,bed,210616,bed,9640705.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100892}]","[{'src': 'hda', 'id': 29109327}]","""1e-09""","""""","""""",32.0,,37155655.0,1491524280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:18:08.087169,,6.0
2017-04-07 00:16:02.261778,slurm_normal,1491524318.0,0,,1.0,main_w4_handler0,3061885,15513864,False,,128,bed,207222,bed,9640714.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100892}]","[{'src': 'hda', 'id': 29109326}]","""1e-09""","""""","""""",32.0,,37155655.0,1491524312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:18:40.525137,,6.0
2017-04-07 00:39:57.019628,slurm_normal,1491525612.0,0,,1.0,main_w4_handler0,3062647,15514017,False,,36976958,bed,40119569,bed,9640826.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29109597}]","[{'src': 'hda', 'id': 29109598}]","""1e-09""","""""","""""",32.0,,37175131.0,1491525599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 00:40:15.637619,,13.0
2017-04-07 14:52:58.861775,slurm_normal,1491576788.0,0,,1.0,main_w3_handler1,3061885,15521594,False,,111,bed,128793,bed,9647911.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29119916}]","[{'src': 'hda', 'id': 29120053}]","""1e-09""","""""","""""",32.0,,37155655.0,1491576783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 14:53:09.868017,,5.0
2017-04-07 14:51:44.367449,slurm_normal,1491576931.0,0,,1.0,main_w4_handler0,3061885,15521579,False,,111,bed,97652,bed,9647941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29119916}]","[{'src': 'hda', 'id': 29120050}]","""1e-09""","""""","""""",32.0,,37155655.0,1491576927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 14:55:33.971313,,4.0
2017-04-07 14:52:33.237054,slurm_normal,1491576764.0,0,,1.0,main_w3_handler1,3061885,15521587,False,,111,bed,113186,bed,9647901.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29119916}]","[{'src': 'hda', 'id': 29120052}]","""1e-09""","""""","""""",32.0,,37155655.0,1491576757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 14:52:47.083753,,7.0
2017-04-07 14:52:15.929917,slurm_normal,1491576774.0,0,,1.0,main_w4_handler1,3061885,15521585,False,,111,bed,113284,bed,9647907.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29119916}]","[{'src': 'hda', 'id': 29120051}]","""1e-09""","""""","""""",32.0,,37155655.0,1491576769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 14:52:59.368616,,5.0
2017-04-07 15:33:36.988131,slurm_normal,1491579230.0,0,,1.0,main_w4_handler1,3061885,15521924,False,,111,bed,112556,bed,9648407.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29119916}]","[{'src': 'hda', 'id': 29120383}]","""1e-09""","""""","""""",32.0,,37155655.0,1491579225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-07 15:33:54.504192,,5.0
2017-04-10 03:06:30.835070,slurm_normal,1491793596.0,0,,1.0,main_w4_handler1,3050227,15537449,False,,25578,bed,15555,bed,9663010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29144945}]","[{'src': 'hda', 'id': 29144943}]","""1e-09""","""-A""","""""",32.0,,36947087.0,1491793592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 03:06:38.712570,,4.0
2017-04-10 02:52:42.945922,slurm_normal,1491792770.0,0,,1.0,main_w4_handler1,3050227,15537398,False,,25625,bed,15602,bed,9662949.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29144841}]","[{'src': 'hda', 'id': 29144857}]","""1e-09""","""-A""","""""",32.0,,36947087.0,1491792765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 02:52:52.499913,,5.0
2017-04-10 03:06:10.640901,slurm_normal,1491793577.0,0,,1.0,main_w4_handler0,3050227,15537447,False,,15555,bed,25578,bed,9663009.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29144943}]","[{'src': 'hda', 'id': 29144945}]","""1e-09""","""-A""","""""",32.0,,36947087.0,1491793572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 03:06:18.205058,,5.0
2017-04-10 21:36:47.764778,slurm_normal,1491860226.0,0,,1.0,main_w4_handler0,2788464,15546832,False,,1523844,bed,3043877,bed,9671447.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29155213}]","[{'src': 'hda', 'id': 29017090}]","""1e-09""","""-A""","""""",32.0,,35333241.0,1491860220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 21:37:09.390705,66832.0,6.0
2017-04-10 20:43:57.212911,slurm_normal,1491857086.0,0,,1.0,main_w3_handler1,2788464,15546313,False,,514391,bed,3171444,bed,9670907.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29155217}]","[{'src': 'hda', 'id': 29154946}]","""1e-09""","""-A""","""""",32.0,,35333241.0,1491857081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 20:45:17.331854,66832.0,5.0
2017-04-10 20:45:21.127271,slurm_normal,1491857144.0,0,,1.0,main_w4_handler1,2788464,15546327,False,,1523844,bed,3045040,bed,9670915.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29155213}]","[{'src': 'hda', 'id': 28954857}]","""0.1""","""""","""""",32.0,,35333241.0,1491857137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 20:45:46.375734,66832.0,7.0
2017-04-10 20:51:28.368918,slurm_normal,1491857515.0,0,,1.0,main_w3_handler0,2788464,15546340,False,,1523844,bed,4357893,bed,9670940.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29155213}]","[{'src': 'hda', 'id': 29017026}]","""0.1""","""-A""","""""",32.0,,35333241.0,1491857509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 20:52:02.478097,66832.0,6.0
2017-04-10 21:11:30.148054,slurm_normal,1491858758.0,0,,1.0,main_w4_handler1,2788464,15546569,False,,514391,bed,2215893,bed,9671201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29155217}]","[{'src': 'hda', 'id': 29013280}]","""0.1""","""-A""","""""",32.0,,35333241.0,1491858753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 21:12:55.070996,66832.0,5.0
2017-04-10 21:34:53.532838,slurm_normal,1491860110.0,0,,1.0,main_w3_handler0,2788464,15546815,False,,1523844,bed,1870414,bed,9671406.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29155213}]","[{'src': 'hda', 'id': 28954514}]","""0.1""","""-A""","""""",32.0,,35333241.0,1491860105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-10 21:35:14.095286,66832.0,5.0
2017-04-12 05:14:38.122358,slurm_normal,1491974136.0,0,,1.0,main_w3_handler0,2648527,15562234,False,,3986871,bed,265306,bed,9685977.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28706924}]","[{'src': 'hda', 'id': 28706922}]","""0.75""","""-A""","""""",32.0,,37285813.0,1491974129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-12 05:15:48.715561,81493.0,7.0
2017-04-12 21:38:17.355974,slurm_normal,1492033118.0,0,,1.0,main_w3_handler0,2788464,15569075,False,,1973837,bed,3171444,bed,9692405.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29191264}]","[{'src': 'hda', 'id': 29154946}]","""1e-09""","""-A""","""""",32.0,,37283654.0,1492033112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-12 21:38:40.364853,66832.0,6.0
