create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-13 12:59:07.491682,slurm_normal,1481633959.0,0,1.0,main_w3_handler1,2926644,14564361,False,,11680,bed,13572,bed,8743554.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588256}]","[{'src': 'hda', 'id': 27588260}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:59:21.153530,96726.0,6.0
2016-12-13 12:57:01.592590,slurm_normal,1481633828.0,0,1.0,main_w4_handler0,2926644,14564341,False,,13572,bed,11680,bed,8743533.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588260}]","[{'src': 'hda', 'id': 27588256}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:57:11.776763,96726.0,3.0
2016-12-13 12:57:03.689600,slurm_normal,1481633832.0,0,1.0,main_w3_handler0,2926644,14564344,False,,13572,bed,8805,bed,8743536.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588260}]","[{'src': 'hda', 'id': 27588264}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:57:13.579307,96726.0,4.0
2016-12-13 12:59:08.809609,slurm_normal,1481633957.0,0,1.0,main_w4_handler1,2926644,14564364,False,,11680,bed,8805,bed,8743557.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588256}]","[{'src': 'hda', 'id': 27588264}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:59:19.176589,96726.0,5.0
2016-12-13 12:57:02.041003,slurm_normal,1481633831.0,0,1.0,main_w4_handler0,2926644,14564342,False,,13572,bed,13572,bed,8743534.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588260}]","[{'src': 'hda', 'id': 27588260}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:57:13.038513,96726.0,3.0
2016-12-13 12:57:04.350159,slurm_normal,1481633832.0,0,1.0,main_w4_handler0,2926644,14564345,False,,13572,bed,19536,bed,8743535.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588260}]","[{'src': 'hda', 'id': 27588266}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:57:14.385051,96726.0,4.0
2016-12-13 12:59:09.621711,slurm_normal,1481633958.0,0,1.0,main_w3_handler1,2926644,14564365,False,,11680,bed,19536,bed,8743556.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588256}]","[{'src': 'hda', 'id': 27588266}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:59:19.736600,96726.0,5.0
2016-12-13 12:59:06.801442,slurm_normal,1481633953.0,0,1.0,main_w4_handler0,2926644,14564360,False,,11680,bed,11680,bed,8743552.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588256}]","[{'src': 'hda', 'id': 27588256}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481633949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:59:15.050592,96726.0,4.0
2016-12-14 14:19:08.408010,slurm_normal,1481725168.0,0,1.0,main_w4_handler1,2926644,14574830,False,,10309,bed,13634,bed,8754221.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27632228}]","[{'src': 'hda', 'id': 27588272}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481725164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 14:19:30.258259,96726.0,4.0
2016-12-14 14:19:07.068434,slurm_normal,1481725164.0,0,1.0,main_w4_handler1,2926644,14574827,False,,10309,bed,9317,bed,8754219.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27632228}]","[{'src': 'hda', 'id': 27588262}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481725161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 14:19:26.595703,96726.0,3.0
2016-12-14 14:19:07.915309,slurm_normal,1481725166.0,0,1.0,main_w4_handler1,2926644,14574829,False,,10309,bed,19536,bed,8754220.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27632228}]","[{'src': 'hda', 'id': 27588266}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481725162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 14:19:28.899696,96726.0,4.0
2016-12-13 17:33:41.327529,slurm_normal,1481650444.0,0,1.0,main_w4_handler1,2928982,14567003,False,,8562,bed,13572,bed,8746048.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27618829}]","[{'src': 'hda', 'id': 27618373}]","""1e-09""","""false""","""false""","""""",32.0,,34831725,1481650437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 17:34:05.144181,96832.0,7.0
2016-12-13 17:33:42.579216,slurm_normal,1481650443.0,0,1.0,main_w4_handler0,2928982,14567005,False,,8562,bed,13634,bed,8746049.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27618829}]","[{'src': 'hda', 'id': 27618378}]","""1e-09""","""false""","""false""","""""",32.0,,34831725,1481650437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 17:34:04.888860,96832.0,6.0
2016-12-13 17:33:41.948501,slurm_normal,1481650449.0,0,1.0,main_w3_handler1,2928982,14567004,False,,8562,bed,8805,bed,8746047.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27618829}]","[{'src': 'hda', 'id': 27618375}]","""1e-09""","""false""","""false""","""""",32.0,,34831725,1481650436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 17:34:11.353796,96832.0,13.0
2016-12-14 13:29:01.401570,slurm_normal,1481722149.0,0,1.0,main_w3_handler0,2926644,14574405,False,,8562,bed,19536,bed,8753778.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27631518}]","[{'src': 'hda', 'id': 27588266}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481722145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 13:29:11.404948,96726.0,4.0
2016-12-14 13:28:59.827837,slurm_normal,1481722152.0,0,1.0,main_w3_handler1,2926644,14574403,False,,8562,bed,9317,bed,8753776.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27631518}]","[{'src': 'hda', 'id': 27588262}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481722146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 13:29:14.070704,96726.0,6.0
2016-12-14 13:26:58.574453,slurm_normal,1481722033.0,0,1.0,main_w4_handler0,2926644,14574397,False,,8562,bed,13572,bed,8753770.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27631518}]","[{'src': 'hda', 'id': 27588260}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481722029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 13:27:14.708857,96726.0,4.0
2016-12-14 13:29:00.636694,slurm_normal,1481722149.0,0,1.0,main_w4_handler1,2926644,14574404,False,,8562,bed,8805,bed,8753777.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27631518}]","[{'src': 'hda', 'id': 27588264}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481722145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 13:29:10.115185,96726.0,4.0
2016-12-14 13:28:59.084126,slurm_normal,1481722146.0,0,1.0,main_w4_handler1,2926644,14574402,False,,8562,bed,11680,bed,8753775.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27631518}]","[{'src': 'hda', 'id': 27588256}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481722142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 13:29:08.001422,96726.0,4.0
2016-12-14 13:29:02.109508,slurm_normal,1481722151.0,0,1.0,main_w4_handler0,2926644,14574406,False,,8562,bed,13634,bed,8753779.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27631518}]","[{'src': 'hda', 'id': 27588272}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481722146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 13:29:13.026548,96726.0,5.0
2016-12-15 15:16:11.229233,slurm_normal,1481814978.0,0,1.0,main_w4_handler1,2931229,14584808,False,,12752,bed,13634,bed,8763881.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647948}]","[{'src': 'hda', 'id': 27647667}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481814974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:16:20.628442,96726.0,4.0
2016-12-15 14:51:13.343220,slurm_normal,1481813480.0,0,1.0,main_w3_handler0,2928982,14584548,False,,20997,bed,11680,bed,8763634.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27618372}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:51:21.359699,96832.0,4.0
2016-12-15 14:51:14.298094,slurm_normal,1481813484.0,0,1.0,main_w4_handler0,2928982,14584551,False,,20997,bed,9317,bed,8763638.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27618374}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:51:26.600337,96832.0,4.0
2016-12-15 14:56:09.555610,slurm_normal,1481813780.0,0,1.0,main_w3_handler0,2931229,14584604,False,,20997,bed,11680,bed,8763684.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647697}]","[{'src': 'hda', 'id': 27647660}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481813776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:56:23.854506,96726.0,4.0
2016-12-15 14:56:11.738006,slurm_normal,1481813783.0,0,1.0,main_w3_handler0,2931229,14584609,False,,20997,bed,13634,bed,8763688.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647697}]","[{'src': 'hda', 'id': 27647667}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481813779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:56:25.557822,96726.0,4.0
2016-12-15 14:51:14.827810,slurm_normal,1481813486.0,0,1.0,main_w4_handler0,2928982,14584552,False,,20997,bed,8805,bed,8763639.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27618375}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:51:27.749804,96832.0,4.0
2016-12-15 14:51:13.837347,slurm_normal,1481813483.0,0,1.0,main_w3_handler1,2928982,14584550,False,,20997,bed,13572,bed,8763636.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27618373}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:51:25.721270,96832.0,4.0
2016-12-15 14:48:51.352334,slurm_normal,1481813342.0,0,1.0,main_w4_handler1,2928982,14584531,False,,20997,bed,11680,bed,8763609.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27647589}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:49:04.514866,96832.0,4.0
2016-12-15 15:16:10.044055,slurm_normal,1481814978.0,0,1.0,main_w4_handler0,2931229,14584805,False,,12752,bed,9317,bed,8763882.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647948}]","[{'src': 'hda', 'id': 27647662}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481814974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:16:19.819301,96726.0,4.0
2016-12-15 14:48:51.949282,slurm_normal,1481813342.0,0,1.0,main_w4_handler1,2928982,14584532,False,,20997,bed,9317,bed,8763610.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27647590}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:49:03.325105,96832.0,4.0
2016-12-15 14:51:15.355497,slurm_normal,1481813482.0,0,1.0,main_w4_handler1,2928982,14584553,False,,20997,bed,19536,bed,8763635.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27618377}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:51:25.614200,96832.0,3.0
2016-12-15 14:51:16.027386,slurm_normal,1481813485.0,0,1.0,main_w3_handler1,2928982,14584554,False,,20997,bed,13634,bed,8763640.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647591}]","[{'src': 'hda', 'id': 27618378}]","""1e-09""","""false""","""false""","""""",32.0,,34869130,1481813481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:51:27.318389,96832.0,4.0
2016-12-15 14:56:10.972679,slurm_normal,1481813781.0,0,1.0,main_w3_handler1,2931229,14584607,False,,20997,bed,8805,bed,8763686.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647697}]","[{'src': 'hda', 'id': 27647663}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481813776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:56:23.691276,96726.0,5.0
2016-12-15 14:56:10.023779,slurm_normal,1481813779.0,0,1.0,main_w3_handler1,2931229,14584605,False,,20997,bed,13572,bed,8763683.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647697}]","[{'src': 'hda', 'id': 27647661}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481813775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:56:21.941744,96726.0,4.0
2016-12-15 14:56:11.369428,slurm_normal,1481813780.0,0,1.0,main_w4_handler1,2931229,14584608,False,,20997,bed,19536,bed,8763685.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647697}]","[{'src': 'hda', 'id': 27647666}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481813776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:56:21.834935,96726.0,4.0
2016-12-15 15:16:08.758293,slurm_normal,1481814977.0,0,1.0,main_w3_handler1,2931229,14584802,False,,12752,bed,11680,bed,8763880.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647948}]","[{'src': 'hda', 'id': 27647660}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481814973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:16:19.135716,96726.0,4.0
2016-12-15 14:56:10.551745,slurm_normal,1481813780.0,0,1.0,main_w3_handler0,2931229,14584606,False,,20997,bed,9317,bed,8763687.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647697}]","[{'src': 'hda', 'id': 27647662}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481813776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 14:56:24.106922,96726.0,4.0
2016-12-15 15:16:10.752119,slurm_normal,1481814979.0,0,1.0,main_w4_handler0,2931229,14584807,False,,12752,bed,19536,bed,8763883.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647948}]","[{'src': 'hda', 'id': 27647666}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481814975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:16:21.284456,96726.0,4.0
2016-12-15 15:16:10.399636,slurm_normal,1481814981.0,0,1.0,main_w3_handler0,2931229,14584806,False,,12752,bed,8805,bed,8763886.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647948}]","[{'src': 'hda', 'id': 27647663}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481814977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:16:23.988955,96726.0,4.0
2016-12-15 15:22:39.191975,slurm_normal,1481815430.0,0,1.0,main_w3_handler0,2931229,14584865,False,,9010,bed,13634,bed,8763954.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27648035}]","[{'src': 'hda', 'id': 27647667}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481815367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:23:51.770832,96726.0,63.0
2016-12-15 15:16:09.506327,slurm_normal,1481814991.0,0,1.0,main_w3_handler0,2931229,14584803,False,,12752,bed,13572,bed,8763879.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27647948}]","[{'src': 'hda', 'id': 27647661}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481814974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:16:32.446046,96726.0,17.0
2016-12-15 15:22:38.708985,slurm_normal,1481815369.0,0,1.0,main_w3_handler0,2931229,14584864,False,,9010,bed,19536,bed,8763953.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27648035}]","[{'src': 'hda', 'id': 27647666}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481815363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:22:50.192174,96726.0,6.0
2016-12-15 15:22:37.080046,slurm_normal,1481815366.0,0,1.0,main_w4_handler0,2931229,14584861,False,,9010,bed,13572,bed,8763949.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27648035}]","[{'src': 'hda', 'id': 27647661}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481815360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:22:47.718433,96726.0,6.0
2016-12-15 15:22:37.669391,slurm_normal,1481815368.0,0,1.0,main_w4_handler0,2931229,14584862,False,,9010,bed,9317,bed,8763951.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27648035}]","[{'src': 'hda', 'id': 27647662}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481815363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:22:49.120040,96726.0,5.0
2016-12-15 15:22:36.542985,slurm_normal,1481815471.0,0,1.0,main_w4_handler1,2931229,14584860,False,,9010,bed,11680,bed,8763950.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27648035}]","[{'src': 'hda', 'id': 27647660}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481815362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:24:32.402311,96726.0,109.0
2016-12-15 15:22:38.259095,slurm_normal,1481815377.0,0,1.0,main_w3_handler1,2931229,14584863,False,,9010,bed,8805,bed,8763952.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27648035}]","[{'src': 'hda', 'id': 27647663}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481815365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-15 15:23:03.003099,96726.0,12.0
2016-12-14 14:19:05.773066,slurm_normal,1481725162.0,0,1.0,main_w3_handler0,2926644,14574825,False,,10309,bed,11680,bed,8754215.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27632228}]","[{'src': 'hda', 'id': 27588256}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481725159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 14:19:24.888398,96726.0,3.0
2016-12-14 14:19:06.452440,slurm_normal,1481725164.0,0,1.0,main_w4_handler1,2926644,14574826,False,,10309,bed,13572,bed,8754218.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27632228}]","[{'src': 'hda', 'id': 27588260}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481725161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 14:19:26.539959,96726.0,3.0
