bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveRawCounts,parameters.output.showOutputSettings,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
4461350239,4461350239,,,,,,,,,,,,,,,,,,,,,bam,4824141542.0,,,bam,3877665197.0,bam,3099482125.0,bam,2552504202.0,bam,,,,,,,,,bam,,,2016-11-17 17:45:51.377581,slurm_multi,1479447671.0,0,6.0,main_w3_handler2,2888084,14369456,False,,8578938,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52385d10bd0c17653'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5196a13034ea7ba3b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b514ae68a24578f2b1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d88dda5b27a6324f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52890cb351ae51196'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34186490,1479446786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-18 05:41:12.575426,94427,885.0
4632841631,4632841631,,,,,,,,,,,,,,,,,,,,,bam,5097120619.0,,,bam,4011839577.0,bam,3191531750.0,bam,2648854490.0,bam,,,,,,,,,bam,,,2016-11-17 17:46:29.495817,slurm_multi,1479451750.0,0,6.0,main_w3_handler2,2888084,14369462,False,,8579195,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b530aadaaba7cd3609'}, {'src': 'hda', 'id': 'bbd44e69cb8906b575d50b2f423faa2e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5046cf00cf277380b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52471dba286f3fa5b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53dd83f52eeffc2d8'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34186490,1479450867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-18 06:49:13.965407,94427,883.0
3447085788,3447085788,,,,,,,,,,,,,,,,,,,,,bam,3656448441.0,,,bam,2166098673.0,bam,,,,,,,,,,,,,bam,,,2016-11-17 17:41:59.962516,slurm_multi,1479462043.0,0,6.0,main_w4_handler2,2890574,14369423,False,,8580315,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bdb1ae6a635ab65f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54b044776da3b255c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b7251003547a5b80'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34186490,1479461806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-18 09:40:47.155701,94427,237.0
1430383069,1430383069,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,2016-11-20 06:21:19.586600,slurm_multi,1479623252.0,0,6.0,main_w3_handler2,1701577,14388608,False,,8594453,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5066c5377b00fb997'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34180478,1479623147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-20 06:27:34.199417,27202,105.0
105420205,105420205,64223642.0,bam,236660470.0,bam,86907566.0,bam,48069551.0,bam,84094257.0,bam,96768359.0,bam,91273407.0,bam,79427498.0,bam,27847054.0,bam,35255513.0,bam,bam,82354768.0,43279183.0,bam,bam,43040115.0,bam,73405418.0,bam,47822115.0,bam,60149887.0,bam,75973765.0,bam,72395582.0,bam,29253185.0,bam,bam,,,2017-01-16 10:43:05.992795,slurm_multi,1484572556.0,0,6.0,main_w3_handler2,2635842,14776461,False,,8939142,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27847731}, {'src': 'hda', 'id': 27847732}, {'src': 'hda', 'id': 27847733}, {'src': 'hda', 'id': 27847735}, {'src': 'hda', 'id': 27847736}, {'src': 'hda', 'id': 27847737}, {'src': 'hda', 'id': 27847738}, {'src': 'hda', 'id': 27847740}, {'src': 'hda', 'id': 27847741}, {'src': 'hda', 'id': 27847743}, {'src': 'hda', 'id': 27865570}, {'src': 'hda', 'id': 27865576}, {'src': 'hda', 'id': 27865581}, {'src': 'hda', 'id': 27865584}, {'src': 'hda', 'id': 27865587}, {'src': 'hda', 'id': 27865591}, {'src': 'hda', 'id': 27865597}, {'src': 'hda', 'id': 27865599}, {'src': 'hda', 'id': 27865603}, {'src': 'hda', 'id': 27865607}]","""/galaxy-repl/localdata/chrom/plasFalc3D7V12.len""","""plasFalc3D7V12""",0,,,no,"""""",32.0,,35259890,1484566736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-16 13:15:59.116293,46190,5820.0
501369417,501369417,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,2016-11-21 03:57:45.907841,slurm_multi,1479701306.0,0,6.0,main_w4_handler2,2782063,14394556,False,,8599887,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d76b7aba42f091be'}]","""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",0,,,no,"""""",32.0,,34361635,1479700807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-21 04:08:28.397971,19390,499.0
7530554,7530554,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,32.0,len,2016-11-24 22:17:20.457443,slurm_multi,1480026010.0,0,6.0,main_w4_handler2,2658961,14427138,False,,8629470,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27403121}]","""/galaxy-repl/main/files/017/488/dataset_17488780.dat""","""?""",0,,,no,"""""",32.0,,34136651,1480025979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-24 22:20:11.481587,82030,31.0
105420205,105420205,64223642.0,bam,,,,,,,,,,,,,,,,,,,bam,82354768.0,,,bam,43040115.0,bam,73405418.0,bam,47822115.0,bam,60149887.0,bam,75973765.0,bam,72395582.0,bam,29253185.0,bam,bam,,,2017-01-16 15:52:20.329338,slurm_multi,1484594077.0,0,6.0,main_w3_handler2,2635842,14779705,False,,8942925,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27847731}, {'src': 'hda', 'id': 27847732}, {'src': 'hda', 'id': 27847733}, {'src': 'hda', 'id': 27847735}, {'src': 'hda', 'id': 27847736}, {'src': 'hda', 'id': 27847737}, {'src': 'hda', 'id': 27847738}, {'src': 'hda', 'id': 27847740}, {'src': 'hda', 'id': 27847741}, {'src': 'hda', 'id': 27847743}]","""/galaxy-repl/localdata/chrom/plasFalc3D7V12.len""","""plasFalc3D7V12""",0,,,no,"""""",32.0,,35259890,1484588006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-16 19:14:39.607689,46190,6071.0
862338854,862338854,,,,,,,,,,,,,,,,,,,,,bam,756454925.0,,,bam,592638314.0,bam,,,,,,,,,,,,,bam,,,2016-11-23 11:03:55.773031,slurm_multi,1479908960.0,0,6.0,main_w3_handler2,2904483,14412946,False,,8618853,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27369704}, {'src': 'hda', 'id': 27369705}, {'src': 'hda', 'id': 27369706}]","""/galaxy-repl/main/files/017/914/dataset_17914164.dat""","""PbANKA_v29""",0,,,no,"""""",32.0,,34418176,1479905727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-23 13:49:22.010182,90526,3233.0
467127858,467127858,,,,,,,,,,,,,,,,,,,,,bam,780016645.0,,,bam,568217558.0,bam,,,,,,,,,,,,,bam,,,2016-11-23 11:04:04.125910,slurm_multi,1479912367.0,0,6.0,main_w3_handler2,2904483,14412948,False,,8619523,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27369700}, {'src': 'hda', 'id': 27369701}, {'src': 'hda', 'id': 27369703}]","""/galaxy-repl/main/files/017/914/dataset_17914164.dat""","""PbANKA_v29""",0,,,no,"""""",32.0,,34418176,1479909160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-23 14:46:08.839390,90526,3207.0
862338854,862338854,,,,,,,,,,,,,,,,,,,,,bam,756454925.0,,,bam,592638314.0,bam,,,,,,,,,,,,,bam,,,2016-11-23 15:01:42.305969,slurm_multi,1479923357.0,0,6.0,main_w3_handler2,2904483,14416041,False,,8622084,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27369704}, {'src': 'hda', 'id': 27369705}, {'src': 'hda', 'id': 27369706}]","""/galaxy-repl/main/files/017/914/dataset_17914164.dat""","""PbANKA_v29""",1,eps,false,yes,"""""",32.0,,34418176,1479922673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-23 17:49:20.443011,90526,684.0
467127858,467127858,,,,,,,,,,,,,,,,,,,,,bam,780016645.0,,,bam,568217558.0,bam,,,,,,,,,,,,,bam,,,2016-11-23 15:02:30.847044,slurm_multi,1479926562.0,0,6.0,main_w4_handler2,2904483,14416046,False,,8622160,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27369700}, {'src': 'hda', 'id': 27369701}, {'src': 'hda', 'id': 27369703}]","""/galaxy-repl/main/files/017/914/dataset_17914164.dat""","""PbANKA_v29""",1,eps,false,yes,"""""",32.0,,34418176,1479923526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-23 18:42:45.807488,90526,3036.0
236660470,236660470,43279183.0,bam,,,,,,,,,,,,,,,,,,,bam,86907566.0,,,bam,48069551.0,bam,84094257.0,bam,96768359.0,bam,91273407.0,bam,79427498.0,bam,27847054.0,bam,35255513.0,bam,bam,,,2017-01-16 15:52:00.570872,slurm_multi,1484587883.0,0,6.0,main_w4_handler2,2635842,14779702,False,,8941742,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27865570}, {'src': 'hda', 'id': 27865576}, {'src': 'hda', 'id': 27865581}, {'src': 'hda', 'id': 27865584}, {'src': 'hda', 'id': 27865587}, {'src': 'hda', 'id': 27865591}, {'src': 'hda', 'id': 27865597}, {'src': 'hda', 'id': 27865599}, {'src': 'hda', 'id': 27865603}, {'src': 'hda', 'id': 27865607}]","""/galaxy-repl/localdata/chrom/plasFalc3D7V12.len""","""plasFalc3D7V12""",0,,,no,"""""",32.0,,35259890,1484582082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-16 17:31:25.128365,46190,5801.0
2512531130,2512531130,,,,,,,,,,,,,,,,,,,,,bam,2093527066.0,,,bam,2149558290.0,bam,,,,,,,,,,,,,bam,,,2016-11-25 08:30:38.472330,slurm_multi,1480063079.0,0,6.0,main_w3_handler2,2907458,14428657,False,,8630366,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27402723}, {'src': 'hda', 'id': 27402725}, {'src': 'hda', 'id': 27402727}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34391173,1480062765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-25 08:38:01.322410,94427,314.0
3422437564,3422437564,,,,,,,,,,,,,,,,,,,,,bam,3625256200.0,,,bam,2149558290.0,bam,,,,,,,,,,,,,bam,,,2016-11-25 08:31:09.131989,slurm_multi,1480063567.0,0,6.0,main_w3_handler2,2907458,14428658,False,,8630391,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27402718}, {'src': 'hda', 'id': 27402720}, {'src': 'hda', 'id': 27402727}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34391173,1480063184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-25 08:46:10.268282,94427,383.0
3422437564,3422437564,,,,,,,,,,,,,,,,,,,,,bam,3625256200.0,,,bam,2512531130.0,bam,2093527066.0,bam,2149558290.0,bam,,,,,,,,,bam,,,2016-11-25 08:38:09.098418,slurm_multi,1480064082.0,0,6.0,main_w3_handler2,2907458,14428683,False,,8630421,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27402718}, {'src': 'hda', 'id': 27402720}, {'src': 'hda', 'id': 27402723}, {'src': 'hda', 'id': 27402725}, {'src': 'hda', 'id': 27402727}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34391173,1480063684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-25 08:54:43.072060,94427,398.0
3649316837,3649316837,,,,,,,,,,,,,,,,,,,,,bam,3612860827.0,,,bam,3418746296.0,bam,3720931193.0,bam,3034168145.0,bam,3394481851.0,bam,4174534090.0,bam,,,,,bam,,,2017-01-17 09:35:42.567148,slurm_multi,1484646906.0,0,6.0,main_w4_handler2,2388324,14786324,False,,8948866,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 25064286}, {'src': 'hda', 'id': 25064292}, {'src': 'hda', 'id': 25065375}, {'src': 'hda', 'id': 25065376}, {'src': 'hda', 'id': 25117772}, {'src': 'hda', 'id': 25117775}, {'src': 'hda', 'id': 27596733}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,svg,false,yes,"""""",32.0,,34695148,1484646014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-17 09:55:08.570223,64160,892.0
2566607036,2566607036,,,,,,,,,,,,,,,,,,,,,bam,2887101358.0,,,bam,1585467116.0,bam,,,,,,,,,,,,,bam,,,2016-11-26 18:29:52.183516,slurm_multi,1480185480.0,0,6.0,main_w4_handler2,2829536,14436598,False,,8635970,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27194617}, {'src': 'hda', 'id': 27194943}, {'src': 'hda', 'id': 27195788}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34389533,1480185135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-11-26 18:38:02.998568,90821,345.0
