create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorList,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-13 06:14:52.244505,slurm_normal,1476339526.0,0,1.0,main_w4_handler1,2852919,14070098,False,,8287155.roundup,slurm,,896112,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,TSS,,,yes,ascend,mean,TSS,0.0,0.0,kmeans,5,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579ff0af1fc12fac5'}]",1,300,eps,false,false,yes,32.0,,32088976,1476339494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 06:18:47.832377,67966,32.0
2016-10-13 06:24:54.636901,slurm_normal,1476340137.0,0,1.0,main_w3_handler0,2852919,14070165,False,,8287216.roundup,slurm,,896112,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,TSS,,,yes,ascend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579ff0af1fc12fac5'}]",1,300,eps,false,false,yes,32.0,,32088976,1476340105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 06:28:59.698460,67966,32.0
2016-10-13 20:32:40.835770,slurm_normal,1476391147.0,0,1.0,main_w3_handler1,2847858,14076786,False,,8293628.roundup,slurm,,1247265,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e018b6c11caaac7e'}]",0,,,,,no,32.0,,33427714,1476391123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 20:39:09.564801,78191,24.0
2016-10-13 16:27:16.421856,slurm_normal,1476376351.0,0,1.0,main_w4_handler0,2852589,14074719,False,,8291551.roundup,slurm,,1053391,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b8b4ef276baa925'}]",0,,,,,no,32.0,,33479290,1476376321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 16:32:37.337260,87393,30.0
2016-10-13 21:15:09.848064,slurm_normal,1476393744.0,0,1.0,main_w3_handler1,2847858,14077069,False,,8293841.roundup,slurm,,1247265,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],+3000,15.0,5.0,black,false,,TSS,,"""DMSO_K4me1"" ""Corin2_K4me1"" ""DMSO_K27ac"" ""Corin2_K27ac""",yes,descend,mean,-3000,0.0,1.0,hclust,,4,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e018b6c11caaac7e'}]",0,,,,,no,32.0,,33427714,1476393704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 21:22:28.824445,78191,40.0
2016-10-13 20:48:47.865948,slurm_normal,1476392139.0,0,1.0,main_w4_handler0,2847858,14076916,False,,8293702.roundup,slurm,,1247265,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Spectral'],+3000,25.0,7.5,black,false,,TSS,,"""DMSO_K4me1"" ""Corin2_K4me1"" ""DMSO_K27ac"" ""Corin2_K27ac""",yes,descend,mean,-3000,0.0,0.0,kmeans,4,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e018b6c11caaac7e'}]",0,,,,,no,32.0,,33427714,1476392013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 20:55:43.982807,78191,126.0
2016-10-13 21:02:26.206475,slurm_normal,1476393152.0,0,1.0,main_w3_handler0,2847858,14077005,False,,8293806.roundup,slurm,,1247265,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],+3000,15.0,5.0,black,false,,TSS,,"""DMSO_K4me1"" ""Corin2_K4me1"" ""DMSO_K27ac"" ""Corin2_K27ac""",yes,descend,mean,-3000,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e018b6c11caaac7e'}]",0,,,,,no,32.0,,33427714,1476393091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 21:13:21.709017,78191,61.0
2016-10-13 20:25:12.186228,slurm_normal,1476390667.0,0,1.0,main_w4_handler0,2677832,14076733,False,,8293572.roundup,slurm,,329128,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c286c3d262939ad0'}]",0,,,,,no,32.0,,33661749,1476390608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 20:31:13.248795,40922,59.0
2016-10-14 05:52:52.344056,slurm_normal,1476424799.0,0,1.0,main_w3_handler1,2113047,14079439,False,,8296027.roundup,slurm,,1671305,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f18a359436f151e5'}]",0,,,,,no,32.0,,32969399,1476424755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 06:00:03.103083,55663,44.0
2016-10-14 02:25:26.516564,slurm_normal,1476412212.0,0,1.0,main_w4_handler0,2685296,14078362,False,,8295082.roundup,slurm,,4794594,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['bwr'],,25.0,7.5,black,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",Distance from peak centre (bp),,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54651add2268c778b'}]",1,200,pdf,false,false,yes,32.0,,33468588,1476412169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 02:30:25.476426,6531,43.0
2016-10-13 23:08:59.810976,slurm_normal,1476400370.0,0,1.0,main_w4_handler1,2852919,14077532,False,,8294287.roundup,slurm,,822253,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534063596bb2800c5'}]",0,,,,,no,32.0,,32088976,1476400347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 23:12:53.583379,67966,23.0
2016-10-13 23:28:26.333007,slurm_normal,1476401559.0,0,1.0,main_w4_handler0,2677832,14077600,False,,8294393.roundup,slurm,,329128,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ffa34336253ea1c0'}]",0,,,,,no,32.0,,33661749,1476401537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-13 23:32:42.613394,40922,22.0
2016-10-14 04:01:46.206091,slurm_normal,1476418869.0,0,1.0,main_w4_handler0,2685296,14079139,False,,8295805.roundup,slurm,,4737168,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['bwr'],,25.0,7.5,black,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",Distance from peak centre (bp),,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dbda21a3932c157a'}]",1,200,pdf,false,false,yes,32.0,,33468588,1476418836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 04:21:11.357621,6531,33.0
2016-10-14 04:01:45.590795,slurm_normal,1476418403.0,0,1.0,main_w4_handler0,2685296,14079138,False,,8295779.roundup,slurm,,4765987,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['bwr'],,25.0,7.5,black,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",Distance from peak centre (bp),,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c840a987c630c73f'}]",1,200,pdf,false,false,yes,32.0,,33468588,1476418327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 04:13:25.870575,6531,76.0
2016-10-14 04:01:46.841293,slurm_normal,1476419233.0,0,1.0,main_w4_handler1,2685296,14079140,False,,8295818.roundup,slurm,,2527152,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['bwr'],,25.0,7.5,black,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",Distance from peak centre (bp),,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535fb955f240e9d9c'}]",1,200,pdf,false,false,yes,32.0,,33468588,1476419203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 04:27:17.999112,6531,30.0
2016-10-14 05:53:21.630644,slurm_normal,1476424785.0,0,1.0,main_w3_handler0,2113047,14079441,False,,8296028.roundup,slurm,,1671305,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f18a359436f151e5'}]",0,,,,,no,32.0,,32969399,1476424755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 05:59:47.004384,55663,30.0
2016-10-14 05:53:37.198285,slurm_normal,1476424885.0,0,1.0,main_w4_handler1,2113047,14079442,False,,8296023.roundup,slurm,,1671305,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,3,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f18a359436f151e5'}]",0,,,,,no,32.0,,32969399,1476424674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 06:01:28.424050,55663,211.0
2016-10-14 05:56:54.440903,slurm_normal,1476427254.0,0,1.0,main_w3_handler0,2854391,14079460,False,,8296287.roundup,slurm,,17130549,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['bwr'],,25.0,7.5,white,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from peak centre (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581d92ae177f1b461'}]",1,200,png,false,false,yes,32.0,,33468588,1476427179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 06:40:57.024435,6531,75.0
2016-10-14 05:56:08.765866,slurm_normal,1476427256.0,0,1.0,main_w4_handler1,2854391,14079453,False,,8296285.roundup,slurm,,17130549,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,"white,blue white,blue white,blue white,blue white,blue white,red white,red white,red white,red white,red white,red white,black white,black white,black white,black white,black white,green white,green white,green white,green white,black white,black white,black white,black",['Reds'],,25.0,7.5,white,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from peak centre (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581d92ae177f1b461'}]",1,200,png,false,false,yes,32.0,,33468588,1476427170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 06:40:59.089810,6531,86.0
2016-10-14 05:56:30.199184,slurm_normal,1476427275.0,0,1.0,main_w4_handler1,2854391,14079457,False,,8296286.roundup,slurm,,17130549,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Reds'],,25.0,7.5,white,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from peak centre (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581d92ae177f1b461'}]",1,200,png,false,false,yes,32.0,,33468588,1476427170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 06:41:18.870544,6531,105.0
2016-10-14 05:56:30.543218,slurm_normal,1476428029.0,0,1.0,main_w3_handler0,2854391,14079458,False,,8296303.roundup,slurm,,18136085,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Reds'],,25.0,7.5,white,false,,,,,yes,no,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from peak centre (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d036c12115a6ebf'}]",1,200,png,false,false,yes,32.0,,33468588,1476427948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-14 06:54:00.602121,6531,81.0
