create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.input,parameters.input.values,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-25 15:21:36.543965,slurm_normal,1461597718.0,0,1.0,1971,gg,main_w2_handler1,2502735,12607285,False,,4037,bed,6808037.roundup,slurm,,132112168.0,corral-repl,,1,lr,,-1,2000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce6911193d07c61e'}]","""false""","""false""",32.0,,29577483,1461597711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 15:22:03.322158,55649.0,7.0
2016-04-24 05:52:54.212131,slurm_normal,1461477189.0,0,1.0,365,gg,main_w2_handler0,2425574,12584849,False,,21863,bed,6788760.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5876e920ded8d5fe7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5405927610f75846b'}]","""false""","""true""",32.0,,29753408,1461477184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-24 05:53:11.917531,3301.0,5.0
2016-04-25 13:40:08.220657,slurm_normal,1461591624.0,0,1.0,1971,gg,main_w1_handler1,2502735,12606214,False,,4037,bed,6805874.roundup,slurm,,132112168.0,corral-repl,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce6911193d07c61e'}]","""false""","""false""",32.0,,29577483,1461591620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 13:40:27.086321,55649.0,4.0
2016-04-25 13:42:28.576193,slurm_normal,1461591761.0,0,1.0,1971,gg,main_w1_handler1,2502735,12606241,False,,4037,bed,6805901.roundup,slurm,,132112168.0,corral-repl,,1,lr,,2000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce6911193d07c61e'}]","""false""","""false""",32.0,,29577483,1461591758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 13:42:42.993442,55649.0,3.0
2016-04-25 15:18:12.926272,slurm_normal,1461597542.0,0,1.0,1971,gg,main_w1_handler2,2502735,12607263,False,,4037,bed,6807980.roundup,slurm,,132112168.0,corral-repl,,1,lr,,2000,-1,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce6911193d07c61e'}]","""false""","""false""",32.0,,29577483,1461597506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 15:19:08.991919,55649.0,36.0
2016-04-25 15:51:49.315907,slurm_normal,1461599541.0,0,1.0,1971,gg,main_w2_handler0,2502735,12607672,False,,4037,bed,6808648.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1999,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce6911193d07c61e'}]","""false""","""false""",32.0,,29577483,1461599534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 15:52:25.826439,55649.0,7.0
2016-04-25 15:52:13.813842,slurm_normal,1461599563.0,0,1.0,1971,gg,main_w2_handler0,2502735,12607675,False,,4037,bed,6808658.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,1999,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce6911193d07c61e'}]","""false""","""false""",32.0,,29577483,1461599556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 15:52:51.989099,55649.0,7.0
2016-04-25 18:27:07.387263,slurm_normal,1461608855.0,0,1.0,1971,gg,main_w2_handler1,2502735,12613449,False,,2543,bed,6810993.roundup,slurm,,132112168.0,corral-repl,,1,lr,,499,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58360bd88c86f0e71'}]","""false""","""false""",32.0,,29577483,1461608850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 18:27:40.216900,55649.0,5.0
2016-04-25 18:27:26.374202,slurm_normal,1461608866.0,0,1.0,1971,gg,main_w2_handler1,2502735,12613480,False,,2543,bed,6810997.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,499,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58360bd88c86f0e71'}]","""false""","""false""",32.0,,29577483,1461608861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 18:27:53.037519,55649.0,5.0
2016-06-07 16:38:58.577990,slurm_normal,1465317575.0,0,1.0,1971,gg,main_w2_handler1,2502735,13098824,False,,27010,bed,7282645.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1999,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e41835d3b1dbf06c'}]","""false""","""false""",32.0,,29577483,1465317570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-07 16:39:40.011716,55649.0,5.0
2016-06-07 16:39:31.223890,slurm_normal,1465317617.0,0,1.0,1971,gg,main_w2_handler1,2502735,13098829,False,,27010,bed,7282656.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,1999,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e41835d3b1dbf06c'}]","""false""","""false""",32.0,,29577483,1465317611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-07 16:40:21.214782,55649.0,6.0
2016-06-08 09:54:12.837959,slurm_normal,1465379729.0,0,1.0,1971,gg,main_w2_handler1,2502735,13105535,False,,4993,bed,7291675.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1999,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e2211278624ab40'}]","""false""","""false""",32.0,,29577483,1465379694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-08 09:55:32.786378,55649.0,35.0
2016-06-08 09:53:40.663162,slurm_normal,1465379703.0,0,1.0,1971,gg,main_w1_handler0,2502735,13105532,False,,4993,bed,7291679.roundup,slurm,,132112168.0,corral-repl,,1,lr,,499,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e2211278624ab40'}]","""false""","""false""",32.0,,29577483,1465379700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-08 09:55:08.546764,55649.0,3.0
2016-06-08 09:54:02.211461,slurm_normal,1465379676.0,0,1.0,1971,gg,main_w2_handler1,2502735,13105533,False,,4993,bed,7291673.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,499,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e2211278624ab40'}]","""false""","""false""",32.0,,29577483,1465379670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-08 09:54:38.843517,55649.0,6.0
2016-06-08 09:54:24.333667,slurm_normal,1465379730.0,0,1.0,1971,gg,main_w1_handler0,2502735,13105538,False,,4993,bed,7291681.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,1999,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e2211278624ab40'}]","""false""","""false""",32.0,,29577483,1465379701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-08 09:55:36.424035,55649.0,29.0
2016-06-08 10:01:35.225704,slurm_normal,1465380142.0,0,1.0,1971,gg,main_w1_handler1,2502735,13105585,False,,4993,bed,7291732.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,999,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e2211278624ab40'}]","""false""","""false""",32.0,,29577483,1465380134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-08 10:02:28.327166,55649.0,8.0
2016-06-08 10:01:21.133945,slurm_normal,1465380142.0,0,1.0,1971,gg,main_w1_handler0,2502735,13105584,False,,4993,bed,7291730.roundup,slurm,,132112168.0,corral-repl,,1,lr,,999,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e2211278624ab40'}]","""false""","""false""",32.0,,29577483,1465380134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-06-08 10:02:28.249691,55649.0,8.0
