bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles48,bamfiles48_filetype,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.exonID,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.metagene,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file.values,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2250288664,2250288664,,,,,,,,,,,,,,,,,,,,,bam,5927639745,,,,,,,,,,,,,,,,,,,,,bam,2964703800.0,,,,,,,,,,,,,,,,,,,,,bam,2227973692.0,,,,,,,,,,,,,,,,,,,bam,777364776.0,bam,858185073.0,bam,,,,,,,bam,18786.0,18786.0,bed,bed,2017-01-19 01:06:33.040430,slurm_multi,1484807352.0,0,6.0,main_w4_handler2,2914789,14806016,False,,8970333,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27521669}, {'src': 'hda', 'id': 27528260}, {'src': 'hda', 'id': 27552264}, {'src': 'hda', 'id': 27552265}, {'src': 'hda', 'id': 27984483}, {'src': 'hda', 'id': 27984492}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,35462994,1484805838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 06:29:13.364059,50986,1514.0
2250288664,2250288664,,,,,,,,,,,,,,,,,,,,,bam,5927639745,,,,,,,,,,,,,,,,,,,,,bam,2964703800.0,,,,,,,,,,,,,,,,,,,,,bam,2227973692.0,,,,,,,,,,,,,,,,,,,bam,777364776.0,bam,858185073.0,bam,,,,,,,bam,18786.0,18786.0,bed,bed,2017-01-19 01:06:12.069999,slurm_multi,1484803891.0,0,6.0,main_w4_handler2,2914789,14806012,False,,8970194,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27521669}, {'src': 'hda', 'id': 27528260}, {'src': 'hda', 'id': 27552264}, {'src': 'hda', 'id': 27552265}, {'src': 'hda', 'id': 27984483}, {'src': 'hda', 'id': 27984492}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,20000,0,bins,,"""false""","""""",32.0,,,,35462994,1484802555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 05:31:34.030286,50986,1336.0
730578282,730578282,587243280.0,bam,611234118.0,bam,779061916.0,bam,,,,,,,,,,,,,,,bam,574423189,,,,,,,,,,,,,,,,,,,,,bam,683924180.0,,,,,,,,,,,,,,,,,,,,,bam,354353228.0,,,,,,,,,,,,,,,,,,,bam,1195569466.0,bam,552038532.0,bam,770967694.0,bam,734027448.0,bam,702989598.0,bam,bam,,,,,2016-12-06 19:44:48.471026,slurm_multi,1481054461.0,0,6.0,main_w3_handler2,2699528,14502457,False,,8686223,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 25751579}, {'src': 'hda', 'id': 25753416}, {'src': 'hda', 'id': 25753466}, {'src': 'hda', 'id': 25753945}, {'src': 'hda', 'id': 25754059}, {'src': 'hda', 'id': 25754095}, {'src': 'hda', 'id': 25756830}, {'src': 'hda', 'id': 25756838}, {'src': 'hda', 'id': 25756849}, {'src': 'hda', 'id': 25756860}, {'src': 'hda', 'id': 25756865}, {'src': 'hda', 'id': 25756875}]","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",0,100000,0,bins,,"""false""","""""",32.0,,,,34068041,1481053672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2016-12-06 20:01:04.162398,46626,789.0
851221236,851221236,,,,,,,,,,,,,,,,,,,,,bam,742264640,,,,,,,,,,,,,,,,,,,,,bam,1226280788.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2017-03-22 14:28:09.415181,slurm_multi,1490195323.0,0,6.0,main_w3_handler2,3037606,15366625,False,,9505702,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28866869}, {'src': 'hda', 'id': 28879594}, {'src': 'hda', 'id': 28879632}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,"""false""","""""",32.0,,,,35276608,1490195044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-03-22 15:08:45.675749,61202,279.0
460130502,460130502,,,,,,,,,,,,,,,,,,,,,bam,314558346,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-12-08 10:30:57.893431,slurm_multi,1481193450.0,0,6.0,main_w4_handler2,2840761,14514004,False,,8696613,slurm,,132111800.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 27536800}, {'src': 'hda', 'id': 27537469}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,"""false""","""""",32.0,,,,34718811,1481193182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2016-12-08 10:37:32.125020,91428,268.0
2523238999,2523238999,,,,,,,,,,,,,,,,,,,,,bam,2882947888,,,,,,,,,,,,,,,,,,,,,bam,3385252105.0,,,,,,,,,,,,,,,,,,,,,bam,3091350545.0,,,,,,,,,,,,,,,,,,,bam,703413340.0,bam,621724226.0,bam,,,,,,,bam,18786.0,18786.0,bed,bed,2017-01-19 01:10:49.946326,slurm_multi,1484800920.0,0,6.0,main_w3_handler2,2914789,14806037,False,,8970091,slurm,,132111800.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27510556}, {'src': 'hda', 'id': 27510559}, {'src': 'hda', 'id': 27552266}, {'src': 'hda', 'id': 27552267}, {'src': 'hda', 'id': 27984472}, {'src': 'hda', 'id': 27984474}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,5000,0,bins,,"""false""","""""",32.0,,,,35462994,1484799685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 04:42:02.822503,50986,1235.0
2428097774,2428097774,,,,,,,,,,,,,,,,,,,,,bam,1911567541,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2017-02-24 18:38:11.886192,slurm_multi,1487962983.0,0,6.0,main_w4_handler2,2922150,15134955,False,,9288965,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 27651529}, {'src': 'hda', 'id': 27656415}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,"""false""","""""",32.0,,,,36268209,1487962770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-02-24 19:03:05.235601,46988,213.0
429475083,429475083,563419685.0,bam,308655855.0,bam,447539431.0,bam,599998203.0,bam,596494000.0,bam,334599143.0,bam,348746636.0,bam,,,,,,,bam,438223263,,,,,,,,,,,,,,,,,,,,,bam,556401466.0,,,,,,,,,,,,,,,,,,,,,bam,479640921.0,,,,,,,,,,,,,,,,,,,bam,776551451.0,bam,635149546.0,bam,383144274.0,bam,399799066.0,bam,395825260.0,bam,bam,,,,,2016-12-08 15:34:26.123236,slurm_multi,1481238261.0,0,6.0,main_w4_handler2,2910770,14517424,False,,8705607,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 27542310}, {'src': 'hda', 'id': 27542311}, {'src': 'hda', 'id': 27542312}, {'src': 'hda', 'id': 27542313}, {'src': 'hda', 'id': 27542314}, {'src': 'hda', 'id': 27542317}, {'src': 'hda', 'id': 27542318}, {'src': 'hda', 'id': 27542319}, {'src': 'hda', 'id': 27542320}, {'src': 'hda', 'id': 27542321}, {'src': 'hda', 'id': 27542322}, {'src': 'hda', 'id': 27542323}, {'src': 'hda', 'id': 27542324}, {'src': 'hda', 'id': 27542325}, {'src': 'hda', 'id': 27542326}, {'src': 'hda', 'id': 27542327}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,"""false""","""""",32.0,,,,34503884,1481236624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2016-12-08 23:04:26.142895,95902,1637.0
33284090,33284090,40978110.0,bam,32481984.0,bam,34373826.0,bam,34442782.0,bam,37088613.0,bam,36774077.0,bam,42363933.0,bam,37256445.0,bam,32216107.0,bam,36935828.0,bam,bam,37516741,33699754.0,bam,,,,,,,,,,,,,,,,,,,bam,32130351.0,,,,,,,,,,,,,,,,,,,,,bam,34257776.0,,,,,,,,,,,,,,,,,,,bam,36127832.0,bam,35427045.0,bam,36195092.0,bam,34468665.0,bam,34161997.0,bam,bam,,,,,2017-01-19 10:20:34.162767,slurm_multi,1484821580.0,0,6.0,main_w3_handler2,1578492,14813023,False,,8972719,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 27865572}, {'src': 'hda', 'id': 27865573}, {'src': 'hda', 'id': 27865575}, {'src': 'hda', 'id': 27865577}, {'src': 'hda', 'id': 27865578}, {'src': 'hda', 'id': 27865579}, {'src': 'hda', 'id': 27865580}, {'src': 'hda', 'id': 27865582}, {'src': 'hda', 'id': 27865583}, {'src': 'hda', 'id': 27865585}, {'src': 'hda', 'id': 27865586}, {'src': 'hda', 'id': 27865588}, {'src': 'hda', 'id': 27865589}, {'src': 'hda', 'id': 27865594}, {'src': 'hda', 'id': 27865596}, {'src': 'hda', 'id': 27865602}, {'src': 'hda', 'id': 27865605}, {'src': 'hda', 'id': 27865610}, {'src': 'hda', 'id': 27865611}, {'src': 'hda', 'id': 27865612}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,350,0,bins,,"""false""","""chr13""",32.0,,,,35262967,1484821476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 10:26:22.881318,30453,104.0
33284090,33284090,40978110.0,bam,32481984.0,bam,34373826.0,bam,34442782.0,bam,37088613.0,bam,36774077.0,bam,42363933.0,bam,37256445.0,bam,32216107.0,bam,36935828.0,bam,bam,37516741,33699754.0,bam,,,,,,,,,,,,,,,,,,,bam,32130351.0,,,,,,,,,,,,,,,,,,,,,bam,34257776.0,,,,,,,,,,,,,,,,,,,bam,36127832.0,bam,35427045.0,bam,36195092.0,bam,34468665.0,bam,34161997.0,bam,bam,,,,,2017-01-19 10:27:27.751998,slurm_multi,1484822170.0,0,6.0,main_w4_handler2,1578492,14813064,False,,8973039,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 27865572}, {'src': 'hda', 'id': 27865573}, {'src': 'hda', 'id': 27865575}, {'src': 'hda', 'id': 27865577}, {'src': 'hda', 'id': 27865578}, {'src': 'hda', 'id': 27865579}, {'src': 'hda', 'id': 27865580}, {'src': 'hda', 'id': 27865582}, {'src': 'hda', 'id': 27865583}, {'src': 'hda', 'id': 27865585}, {'src': 'hda', 'id': 27865586}, {'src': 'hda', 'id': 27865588}, {'src': 'hda', 'id': 27865589}, {'src': 'hda', 'id': 27865594}, {'src': 'hda', 'id': 27865596}, {'src': 'hda', 'id': 27865602}, {'src': 'hda', 'id': 27865605}, {'src': 'hda', 'id': 27865610}, {'src': 'hda', 'id': 27865611}, {'src': 'hda', 'id': 27865612}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10,0,bins,,"""true""","""chr13""",32.0,,,,35262967,1484821940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 10:36:11.793723,30453,230.0
556401466,556401466,,,,,,,,,,,,,,,,,,,,,bam,383144274,,,,,,,,,,,,,,,,,,,,,bam,399799066.0,,,,,,,,,,,,,,,,,,,,,bam,395825260.0,,,,,,,,,,,,,,,,,,,bam,308655855.0,bam,447539431.0,bam,334599143.0,bam,348746636.0,bam,,,bam,,,,,2016-12-09 12:59:56.371105,slurm_multi,1481313597.0,0,6.0,main_w4_handler2,2910770,14529816,False,,8716892,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 27542312}, {'src': 'hda', 'id': 27542318}, {'src': 'hda', 'id': 27542319}, {'src': 'hda', 'id': 27542320}, {'src': 'hda', 'id': 27542322}, {'src': 'hda', 'id': 27542323}, {'src': 'hda', 'id': 27542326}, {'src': 'hda', 'id': 27542327}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,"""false""","""""",32.0,,,,34503884,1481312783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2016-12-09 19:59:59.503920,95902,814.0
429475083,429475083,,,,,,,,,,,,,,,,,,,,,bam,438223263,,,,,,,,,,,,,,,,,,,,,bam,479640921.0,,,,,,,,,,,,,,,,,,,,,bam,776551451.0,,,,,,,,,,,,,,,,,,,bam,635149546.0,bam,563419685.0,bam,599998203.0,bam,596494000.0,bam,,,bam,,,,,2016-12-09 13:00:39.942579,slurm_multi,1481314625.0,0,6.0,main_w3_handler2,2910770,14529817,False,,8717043,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 27542310}, {'src': 'hda', 'id': 27542311}, {'src': 'hda', 'id': 27542313}, {'src': 'hda', 'id': 27542314}, {'src': 'hda', 'id': 27542317}, {'src': 'hda', 'id': 27542321}, {'src': 'hda', 'id': 27542324}, {'src': 'hda', 'id': 27542325}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,"""false""","""""",32.0,,,,34503884,1481313778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2016-12-09 20:17:06.288892,95902,847.0
1345541690,1345541690,2236985684.0,bam,1188749238.0,bam,1354396977.0,bam,,,,,,,,,,,,,,,bam,1767950009,,,,,,,,,,,,,,,,,,,,,bam,1804448488.0,,,,,,,,,,,,,,,,,,,,,bam,1784538599.0,,,,,,,,,,,,,,,,,,,bam,1624839255.0,bam,1566573824.0,bam,1788413423.0,bam,2205359213.0,bam,2449670920.0,bam,bam,18786.0,18786.0,bed,bed,2017-01-19 01:15:17.134731,slurm_multi,1484805621.0,0,6.0,main_w3_handler2,2914789,14806060,False,,8970245,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27510561}, {'src': 'hda', 'id': 27547676}, {'src': 'hda', 'id': 27552256}, {'src': 'hda', 'id': 27552257}, {'src': 'hda', 'id': 27552258}, {'src': 'hda', 'id': 27552259}, {'src': 'hda', 'id': 27552260}, {'src': 'hda', 'id': 27552261}, {'src': 'hda', 'id': 27552262}, {'src': 'hda', 'id': 27552263}, {'src': 'hda', 'id': 27984571}, {'src': 'hda', 'id': 27984615}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,5000,0,bins,,"""false""","""""",32.0,,,,35462994,1484804134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 06:00:22.699278,50986,1487.0
2250288664,2250288664,,,,,,,,,,,,,,,,,,,,,bam,5927639745,,,,,,,,,,,,,,,,,,,,,bam,2964703800.0,,,,,,,,,,,,,,,,,,,,,bam,2227973692.0,,,,,,,,,,,,,,,,,,,bam,777364776.0,bam,858185073.0,bam,,,,,,,bam,18786.0,18786.0,bed,bed,2017-01-19 01:07:05.884363,slurm_multi,1484808680.0,0,6.0,main_w4_handler2,2914789,14806022,False,,8970427,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27521669}, {'src': 'hda', 'id': 27528260}, {'src': 'hda', 'id': 27552264}, {'src': 'hda', 'id': 27552265}, {'src': 'hda', 'id': 27984483}, {'src': 'hda', 'id': 27984492}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,5000,0,bins,,"""false""","""""",32.0,,,,35462994,1484807488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 06:51:22.498093,50986,1192.0
2523238999,2523238999,,,,,,,,,,,,,,,,,,,,,bam,2882947888,,,,,,,,,,,,,,,,,,,,,bam,3385252105.0,,,,,,,,,,,,,,,,,,,,,bam,3091350545.0,,,,,,,,,,,,,,,,,,,bam,703413340.0,bam,621724226.0,bam,,,,,,,bam,18786.0,18786.0,bed,bed,2017-01-19 01:09:33.149729,slurm_multi,1484811123.0,0,6.0,main_w4_handler2,2914789,14806032,False,,8970646,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27510556}, {'src': 'hda', 'id': 27510559}, {'src': 'hda', 'id': 27552266}, {'src': 'hda', 'id': 27552267}, {'src': 'hda', 'id': 27984472}, {'src': 'hda', 'id': 27984474}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,20000,0,bins,,"""false""","""""",32.0,,,,35462994,1484810110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 07:32:05.416997,50986,1013.0
2523238999,2523238999,,,,,,,,,,,,,,,,,,,,,bam,2882947888,,,,,,,,,,,,,,,,,,,,,bam,3385252105.0,,,,,,,,,,,,,,,,,,,,,bam,3091350545.0,,,,,,,,,,,,,,,,,,,bam,703413340.0,bam,621724226.0,bam,,,,,,,bam,18786.0,18786.0,bed,bed,2017-01-19 01:10:20.080272,slurm_multi,1484812165.0,0,6.0,main_w4_handler2,2914789,14806036,False,,8970728,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27510556}, {'src': 'hda', 'id': 27510559}, {'src': 'hda', 'id': 27552266}, {'src': 'hda', 'id': 27552267}, {'src': 'hda', 'id': 27984472}, {'src': 'hda', 'id': 27984474}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,35462994,1484811258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 07:49:27.188026,50986,907.0
2250288664,2250288664,,,,,,,,,,,,,,,,,,,,,bam,5927639745,,,,,,,,,,,,,,,,,,,,,bam,2964703800.0,,,,,,,,,,,,,,,,,,,,,bam,2227973692.0,,,,,,,,,,,,,,,,,,,bam,777364776.0,bam,858185073.0,bam,,,,,,,bam,18786.0,18786.0,bed,bed,2017-01-19 01:07:26.130132,slurm_multi,1484809985.0,0,6.0,main_w4_handler2,2914789,14806027,False,,8970559,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27521669}, {'src': 'hda', 'id': 27528260}, {'src': 'hda', 'id': 27552264}, {'src': 'hda', 'id': 27552265}, {'src': 'hda', 'id': 27984483}, {'src': 'hda', 'id': 27984492}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,2500,0,bins,,"""false""","""""",32.0,,,,35462994,1484808874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 07:13:06.266225,50986,1111.0
1345541690,1345541690,2236985684.0,bam,1188749238.0,bam,1354396977.0,bam,,,,,,,,,,,,,,,bam,1767950009,,,,,,,,,,,,,,,,,,,,,bam,1804448488.0,,,,,,,,,,,,,,,,,,,,,bam,1784538599.0,,,,,,,,,,,,,,,,,,,bam,1624839255.0,bam,1566573824.0,bam,1788413423.0,bam,2205359213.0,bam,2449670920.0,bam,bam,18786.0,18786.0,bed,bed,2017-01-19 01:14:41.747186,slurm_multi,1484815575.0,0,6.0,main_w4_handler2,2914789,14806055,False,,8970895,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27510561}, {'src': 'hda', 'id': 27547676}, {'src': 'hda', 'id': 27552256}, {'src': 'hda', 'id': 27552257}, {'src': 'hda', 'id': 27552258}, {'src': 'hda', 'id': 27552259}, {'src': 'hda', 'id': 27552260}, {'src': 'hda', 'id': 27552261}, {'src': 'hda', 'id': 27552262}, {'src': 'hda', 'id': 27552263}, {'src': 'hda', 'id': 27984571}, {'src': 'hda', 'id': 27984615}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,35462994,1484814130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 08:46:18.952798,50986,1445.0
1345541690,1345541690,2236985684.0,bam,1188749238.0,bam,1354396977.0,bam,,,,,,,,,,,,,,,bam,1767950009,,,,,,,,,,,,,,,,,,,,,bam,1804448488.0,,,,,,,,,,,,,,,,,,,,,bam,1784538599.0,,,,,,,,,,,,,,,,,,,bam,1624839255.0,bam,1566573824.0,bam,1788413423.0,bam,2205359213.0,bam,2449670920.0,bam,bam,18786.0,18786.0,bed,bed,2017-01-19 01:15:36.861862,slurm_multi,1484817386.0,0,6.0,main_w4_handler2,2914789,14806063,False,,8970999,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 27547652}]",false,2.0,custom,500,exon,false,0,false,0,1,,,yes,transcript,transcript_id,"[{'src': 'hda', 'id': 27510561}, {'src': 'hda', 'id': 27547676}, {'src': 'hda', 'id': 27552256}, {'src': 'hda', 'id': 27552257}, {'src': 'hda', 'id': 27552258}, {'src': 'hda', 'id': 27552259}, {'src': 'hda', 'id': 27552260}, {'src': 'hda', 'id': 27552261}, {'src': 'hda', 'id': 27552262}, {'src': 'hda', 'id': 27552263}, {'src': 'hda', 'id': 27984571}, {'src': 'hda', 'id': 27984615}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,2500,0,bins,,"""false""","""""",32.0,,,,35462994,1484815804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.6.0,2.3.6.0,,2017-01-19 09:16:28.412095,50986,1582.0
