create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.sum,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-12 21:21:09.229404,slurm_normal,1518470480.0,0.0,7680.0,1.0,main_w3_handler0,3406640,18355858,False,,665,txt,12440747,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33816461}]","""yes""",32.0,,43463275,1518470477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-12 21:21:22.646909,120748.0,3.0
2018-02-13 10:26:15.201417,slurm_normal,1518517587.0,0.0,7680.0,1.0,main_w3_handler0,3427310,18363634,False,,1998913,fasta,12448497,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrFur2.len""","""pyrFur2""",,"[{'src': 'hda', 'id': 33826349}]","""yes""",32.0,,43882040,1518517584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-13 10:26:29.412892,120809.0,3.0
2018-02-13 22:01:52.745694,slurm_normal,1518559500.0,0.0,7680.0,1.0,main_w3_handler1,3410824,18374474,False,,758,fasta,12459118,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33841608}]","""yes""",32.0,,43555962,1518559497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-13 22:05:06.723397,120955.0,3.0
2018-02-13 22:08:32.879859,slurm_normal,1518559741.0,0.0,7680.0,1.0,main_w3_handler1,3410824,18374512,False,,673,fasta,12459167,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33841422}]","""yes""",32.0,,43555962,1518559734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-13 22:09:05.312579,120955.0,7.0
2018-02-13 22:07:54.817856,slurm_normal,1518559695.0,0.0,7680.0,1.0,main_w3_handler0,3410824,18374508,False,,758,fasta,12459163,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33841608}]","""yes""",32.0,,43555962,1518559692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-13 22:08:18.385605,120955.0,3.0
2018-02-13 22:19:20.234677,slurm_normal,1518560373.0,0.0,7680.0,1.0,main_w3_handler1,3428219,18374601,False,,673,fasta,12459257,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33841933}]","""yes""",32.0,,43555949,1518560370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-13 22:19:36.163365,120951.0,3.0
2018-02-14 23:09:06.069118,slurm_normal,1518649758.0,0.0,7680.0,1.0,main_w4_handler0,3406640,18388890,False,,415,wordcount,12473913,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33864533}]","""yes""",32.0,,43463275,1518649755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-14 23:09:20.083960,120748.0,3.0
2018-02-15 00:15:04.359323,slurm_normal,1518653714.0,0.0,7680.0,1.0,main_w3_handler1,3429627,18389727,False,,673,fasta,12474645,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33865551}]","""yes""",32.0,,43556047,1518653711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2018-02-15 00:15:16.380209,120960.0,3.0
2015-05-04 19:03:01.615422,slurm_normal,1430766213.0,0.0,,1.0,main_w1_handler0,2257279,9390124,False,,2804278,fasta,3722906.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/63.len""","""63""",19565096,,"""yes""",32.0,,22205568,1430766208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-04 19:03:37.364119,61864.0,5.0
2015-05-06 07:36:08.824218,slurm_normal,1430897793.0,0.0,,1.0,main_w1_handler0,2180330,9407128,False,,154,fasta,3737775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588982,,"""yes""",32.0,,22618366,1430897790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:36:42.943837,58303.0,3.0
2015-05-06 07:36:07.502542,slurm_normal,1430897784.0,0.0,,1.0,main_w2_handler1,2180330,9407127,False,,154,fasta,3737771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588980,,"""yes""",32.0,,22618366,1430897781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:36:27.378010,58303.0,3.0
2015-05-06 07:36:11.141673,slurm_normal,1430897803.0,0.0,,1.0,main_w2_handler0,2180330,9407130,False,,155,fasta,3737780.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588984,,"""yes""",32.0,,22618366,1430897800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:36:45.385765,58303.0,3.0
2015-05-06 07:36:16.880135,slurm_normal,1430897818.0,0.0,,1.0,main_w2_handler0,2180330,9407135,False,,151,fasta,3737787.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588990,,"""yes""",32.0,,22618366,1430897815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:37:09.836823,58303.0,3.0
2015-05-06 07:36:13.927362,slurm_normal,1430897852.0,0.0,,1.0,main_w1_handler0,2180330,9407132,False,,151,fasta,3737797.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588987,,"""yes""",32.0,,22618366,1430897849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:37:44.683817,58303.0,3.0
2015-05-06 07:36:10.013019,slurm_normal,1430897826.0,0.0,,1.0,main_w1_handler0,2180330,9407129,False,,155,fasta,3737788.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588983,,"""yes""",32.0,,22618366,1430897823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:37:13.139464,58303.0,3.0
2015-05-06 07:36:06.345887,slurm_normal,1430897791.0,0.0,,1.0,main_w1_handler0,2180330,9407126,False,,154,fasta,3737774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588978,,"""yes""",32.0,,22618366,1430897788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:36:41.964813,58303.0,3.0
2015-05-06 07:36:12.841852,slurm_normal,1430897827.0,0.0,,1.0,main_w1_handler0,2180330,9407131,False,,154,fasta,3737789.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588986,,"""yes""",32.0,,22618366,1430897824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:37:13.500773,58303.0,3.0
2015-05-06 07:36:15.958404,slurm_normal,1430897855.0,0.0,,1.0,main_w1_handler0,2180330,9407134,False,,155,fasta,3737798.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588989,,"""yes""",32.0,,22618366,1430897852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:37:47.679384,58303.0,3.0
2015-05-06 07:36:14.972585,slurm_normal,1430897818.0,0.0,,1.0,main_w2_handler0,2180330,9407133,False,,151,fasta,3737786.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19588988,,"""yes""",32.0,,22618366,1430897815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-06 07:37:05.883639,58303.0,3.0
2015-04-30 10:29:52.355561,slurm_normal,1430389814.0,0.0,,1.0,main_w1_handler1,2263198,9367678,False,,1066349,fasta,3703791.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19523044,,"""yes""",32.0,,22517770,1430389809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-04-30 10:30:22.258206,62407.0,5.0
2015-05-27 10:22:10.741972,slurm_normal,1432722151.0,0.0,,1.0,main_w2_handler1,2320723,9543332,False,,4760402,txt,3857274.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19826604,,"""yes""",32.0,,23294467,1432722147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-27 10:22:33.717399,,4.0
2015-05-27 10:22:11.862111,slurm_normal,1432722160.0,0.0,,1.0,main_w1_handler0,2320723,9543333,False,,16140,fasta,3857275.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19826605,,"""yes""",32.0,,23294467,1432722157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-05-27 10:22:42.280190,,3.0
2015-08-25 16:23:46.570122,slurm_normal,1440519856.0,0.0,,1.0,main_w2_handler0,2418668,10197740,False,,23795208,fasta,4468201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20902115,,"""yes""",32.0,,24833458,1440519849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-08-25 16:24:20.150993,,7.0
2015-10-27 10:50:02.121589,slurm_normal,1445943104.0,0.0,,1.0,main_w1_handler1,2448537,10742857,False,,17320,fasta,5002673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21764626,,"""yes""",32.0,,25354255,1445943026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-10-27 10:51:47.399925,28762.0,78.0
2015-10-30 08:24:21.188628,slurm_normal,1446193520.0,0.0,,1.0,main_w1_handler0,2490194,10770042,False,,17320,fasta,5028691.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21806913,,"""yes""",32.0,,25992246,1446193517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-10-30 08:25:25.303439,,3.0
2015-10-30 08:48:51.734879,slurm_normal,1446195001.0,0.0,,1.0,main_w2_handler1,2490240,10770391,False,,17320,fasta,5029033.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21807299,,"""yes""",32.0,,25992347,1446194967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-10-30 08:50:02.935753,,34.0
2016-01-30 21:07:50.752310,slurm_normal,1454188087.0,0.0,,1.0,main_w1_handler1,2583523,11641472,False,,5696,fasta,5903321.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23094663,,"""yes""",32.0,,27253416,1454188084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-01-30 21:08:09.135655,76299.0,3.0
2015-11-04 19:50:06.145776,slurm_normal,1446666623.0,0.0,,1.0,main_w2_handler0,2494311,10819496,False,,36983,fasta,5075063.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21862140,,"""yes""",32.0,,26074369,1446666616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-11-04 19:50:32.118682,,7.0
2015-11-12 11:38:53.542085,slurm_normal,1447328370.0,0.0,,1.0,main_w2_handler0,2443724,10884274,False,,740492,fasta,5137809.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21974798,,"""yes""",32.0,,25252713,1447328366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-11-12 11:39:32.480472,69633.0,4.0
2015-11-10 19:41:42.103945,slurm_normal,1447184521.0,0.0,,1.0,main_w2_handler0,2443724,10869154,False,,14504950,fasta,5122660.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21950222,,"""no""",32.0,,25252713,1447184515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-11-10 19:42:04.292455,69633.0,6.0
2015-11-10 19:45:17.549300,slurm_normal,1447184738.0,0.0,,1.0,main_w2_handler0,2443724,10869198,False,,14504950,fasta,5122676.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21950222,,"""yes""",32.0,,25252713,1447184732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-11-10 19:45:41.875016,69633.0,6.0
2015-11-10 19:49:31.020726,slurm_normal,1447184996.0,0.0,,1.0,main_w1_handler0,2443724,10869227,False,,14504947,fasta,5122702.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21950528,,"""yes""",32.0,,25252713,1447184989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-11-10 19:50:02.160152,69633.0,7.0
2015-11-10 19:50:04.770642,slurm_normal,1447185025.0,0.0,,1.0,main_w1_handler0,2443724,10869229,False,,14504947,fasta,5122706.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21950528,,"""no""",32.0,,25252713,1447185020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2015-11-10 19:50:29.972438,69633.0,5.0
2016-09-08 04:18:51.842837,slurm_normal,1473308353.0,0.0,,1.0,main_w4_handler0,2796298,13803293,False,,4104,fasta,8023815.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f455a4ab031eb750'}]","""yes""",32.0,,32766319,1473308349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-09-08 04:19:14.834147,88711.0,4.0
2016-02-03 02:14:18.342209,slurm_normal,1454465688.0,0.0,,1.0,main_w2_handler0,2558289,11690036,False,,8618,fasta,5946149.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155059,,"""yes""",32.0,,27335703,1454465684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:14:55.966322,76354.0,4.0
2016-02-03 02:14:15.625275,slurm_normal,1454465686.0,0.0,,1.0,main_w2_handler1,2580680,11690035,False,,176,fasta,5946147.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23155079,,"""yes""",32.0,,27453510,1454465682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:14:55.067329,76798.0,4.0
2016-02-03 02:12:01.854674,slurm_normal,1454465549.0,0.0,,1.0,main_w2_handler1,2580680,11690013,False,,8989,fasta,5946108.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""pyrAer1""",23155055,,"""yes""",32.0,,27453510,1454465545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:12:37.259271,76798.0,4.0
2016-02-03 02:18:44.409648,slurm_normal,1454465945.0,0.0,,1.0,main_w1_handler2,2587006,11690088,False,,8618,fasta,5946207.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155089,,"""yes""",32.0,,27603594,1454465939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:19:08.051777,76285.0,6.0
2016-02-03 02:15:11.330866,slurm_normal,1454465743.0,0.0,,1.0,main_w2_handler0,2585500,11690048,False,,8618,fasta,5946168.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155074,,"""yes""",32.0,,28019794,1454465739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:15:47.460466,,4.0
2016-02-03 02:15:33.399627,slurm_normal,1454465759.0,0.0,,1.0,main_w1_handler0,2581835,11690052,False,,10258,fasta,5946172.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155082,,"""yes""",32.0,,27252723,1454465756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:16:02.833285,76295.0,3.0
2016-02-03 02:17:33.854064,slurm_normal,1454465878.0,0.0,,1.0,main_w2_handler0,2580680,11690076,False,,2258220,fasta,5946197.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""pyrAer1""",23155122,,"""yes""",32.0,,27453510,1454465873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:18:00.615814,76798.0,5.0
2016-02-03 02:17:19.726319,slurm_normal,1454465858.0,0.0,,1.0,main_w1_handler0,2580722,11690072,False,,8618,fasta,5946193.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155099,,"""yes""",32.0,,27566300,1454465854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:17:40.958266,76288.0,4.0
2016-02-03 02:18:15.863931,slurm_normal,1454465927.0,0.0,,1.0,main_w2_handler0,2557455,11690080,False,,8618,fasta,5946203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155131,,"""yes""",32.0,,27250304,1454465923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:18:52.504415,76286.0,4.0
2016-02-03 02:19:04.102669,slurm_normal,1454465968.0,0.0,,1.0,main_w2_handler1,2565093,11690090,False,,8618,fasta,5946211.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155117,,"""yes""",32.0,,27453531,1454465965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:19:34.515522,76794.0,3.0
2016-02-03 02:19:19.004147,slurm_normal,1454465980.0,0.0,,1.0,main_w1_handler0,2557465,11690092,False,,8618,fasta,5946213.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155140,,"""yes""",32.0,,27250334,1454465977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:19:41.707558,76289.0,3.0
