chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-15 13:20:52.862535,slurm_normal,1510752103.0,0,1.0,main_w4_handler1,3326050,17469391,False,200737122,bedgraph,,11526613,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pseuAeru.len""","""pseuAeru""",,"[{'src': 'hda', 'id': 32333938}]",,32.0,,42012568.0,1510752085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-15 13:21:50.603107,,18.0
,,2017-11-15 23:04:53.461880,slurm_normal,1510787111.0,0,1.0,main_w4_handler1,3326691,17475673,False,82520,tabular,,11532809,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32344383}]",,32.0,,41900839.0,1510787107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-15 23:05:15.209489,81513.0,4.0
,,2017-11-15 23:10:03.756756,slurm_normal,1510787431.0,0,1.0,main_w3_handler0,3326691,17475684,False,82520,tabular,,11532824,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32344385}]",,32.0,,41900839.0,1510787427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-15 23:10:37.573752,81513.0,4.0
,,2017-11-15 23:05:01.254992,slurm_normal,1510787141.0,0,1.0,main_w3_handler0,3326691,17475675,False,152156,tabular,,11532811,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32344384}]",,32.0,,41900839.0,1510787126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-15 23:05:48.168404,81513.0,15.0
,,2017-11-16 10:10:39.736772,slurm_normal,1510827057.0,0,1.0,main_w3_handler0,3079409,17479331,False,19226,bed,,11536924,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32349769}]",,32.0,,41181921.0,1510827053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-16 10:11:00.593371,91804.0,4.0
,,2017-11-20 19:40:13.795938,slurm_normal,1511206892.0,0,1.0,main_w4_handler1,3326292,17523781,False,395548429,tabular,,11583443,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32430301}]",,32.0,,42107928.0,1511206837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-20 19:41:34.076375,116169.0,55.0
,,2017-11-26 05:57:27.247291,slurm_normal,1511675853.0,0,1.0,main_w4_handler1,3339804,17587349,False,2597,tabular,,11645729,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32537431}]",,32.0,,41862339.0,1511675849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-26 05:57:35.198823,115718.0,4.0
,,2017-11-28 06:39:07.743998,slurm_normal,1511851158.0,0,1.0,main_w4_handler1,3342319,17614140,False,927055,bed,,11674995,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 32576829}]",,32.0,,42141393.0,1511851154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-28 06:39:20.207782,116395.0,4.0
,,2017-11-30 20:04:31.131561,slurm_normal,1512072310.0,0,1.0,main_w3_handler0,3347049,17653302,False,205295267,vcf,Job output deleted by user before job completed.,11713359,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32652822}]",,32.0,,42163371.0,1512072287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-11-30 20:05:13.831791,42011.0,23.0
,,2017-12-05 06:44:06.171794,slurm_normal,1512456277.0,0,1.0,main_w3_handler1,3344818,17699241,False,2971280294,tabular,,11763826,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32699028}]",,32.0,,42437661.0,1512456252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2017-12-05 06:44:40.163510,97792.0,25.0
,,2016-06-16 21:50:32.930844,slurm_normal,1466113853.0,0,1.0,main_w1_handler1,2712080,13188061,False,1452741,bed,,7372905.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5356c839c5ff801c7'}]",,32.0,,30333474.0,1466113846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-16 21:50:54.689616,,7.0
,,2016-03-10 15:26:46.593979,slurm_normal,1457623645.0,0,1.0,main_w2_handler0,2442139,12096641,False,230722922,tabular,,6320985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",21159883,,,32.0,,28097399.0,1457623631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-10 15:27:29.230384,61115.0,14.0
,,2016-04-28 12:55:52.321995,slurm_normal,1461848183.0,0,1.0,main_w1_handler0,2683515,12669810,False,1158780,tabular,,6870089.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae8195238184d951'}]",,32.0,,28855654.0,1461848179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-04-28 12:56:26.597264,2579.0,4.0
,,2016-03-14 09:25:56.309533,slurm_normal,1457947584.0,0,1.0,main_w1_handler0,2618041,12125713,False,26501531,tabular,,6346273.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23825167,,,32.0,,28743661.0,1457947576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-14 09:26:26.994227,,8.0
,,2016-03-14 10:27:50.860557,slurm_normal,1457951320.0,0,1.0,main_w1_handler2,2442139,12126281,False,431597171,tabular,,6346767.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",23826109,,,32.0,,28097399.0,1457951300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-14 10:28:43.109876,61115.0,20.0
,,2016-06-21 09:04:36.248011,slurm_normal,1466499919.0,0,1.0,main_w1_handler0,2714226,13221837,False,18790601,tabular,,7406257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d26f85aa58e65ab2'}]",,32.0,,30409554.0,1466499894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-21 09:05:20.209589,83212.0,25.0
,,2016-05-02 17:31:40.544053,slurm_normal,1462210345.0,0,1.0,main_w1_handler0,2692091,12735719,False,1069167,tabular,,6934924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c420b63ca3adbdf3'}]",,32.0,,29996744.0,1462210342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-05-02 17:32:32.467517,,3.0
,,2016-09-10 00:06:47.942126,slurm_normal,1473466022.0,0,1.0,main_w4_handler0,2748522,13819374,False,3285088,tabular,,8041019.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f4aa99bb529890f'}]",,32.0,,32854754.0,1473466019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-09-10 00:07:04.879766,75599.0,3.0
,,2016-06-21 20:00:38.761412,slurm_normal,1466539251.0,0,1.0,main_w1_handler1,2746128,13228443,False,1296779,vcf,,7413238.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c90204e44cc2f448'}]",,32.0,,31005785.0,1466539248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-21 20:00:53.311024,84529.0,3.0
,,2016-03-03 10:29:51.412587,slurm_normal,1457001098.0,0,1.0,main_w2_handler1,2442139,12004646,False,114007351,tabular,,6234654.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",23639404,,,32.0,,28097399.0,1457001081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-03 10:31:41.598554,61115.0,17.0
,,2016-09-10 10:30:19.461932,slurm_normal,1473503466.0,0,1.0,main_w4_handler1,2781165,13820277,False,490917251,tabular,,8041939.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b527c353e764aba1cc'}]",,32.0,,32624765.0,1473503437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-09-10 10:31:09.174244,69219.0,29.0
,,2016-05-04 00:59:28.421257,slurm_normal,1462323609.0,0,1.0,main_w1_handler0,2326875,12763361,False,1628805,interval,,6963774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57056d233d9ed5b81'}]",,32.0,,30020690.0,1462323604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-05-04 01:00:10.884092,21918.0,5.0
,,2016-03-03 10:24:25.544695,slurm_normal,1457000838.0,0,1.0,main_w1_handler0,2442139,12004611,False,1023489518,tabular,,6234566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",23573575,,,32.0,,28097399.0,1457000778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-03 10:27:30.308906,61115.0,60.0
,,2016-03-03 10:31:31.972548,slurm_normal,1457001156.0,0,1.0,main_w1_handler0,2442139,12004654,False,550972542,tabular,,6234661.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",23573981,,,32.0,,28097399.0,1457001122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-03 10:32:50.280031,61115.0,34.0
,,2016-06-23 18:10:03.832973,slurm_normal,1466705435.0,0,1.0,main_w1_handler0,2748187,13248836,False,416918,bed,,7435902.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5808d53be541ed0ad'}]",,32.0,,31047044.0,1466705432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-23 18:10:38.893042,86531.0,3.0
,,2016-06-24 04:10:44.579434,slurm_normal,1466741498.0,0,1.0,main_w1_handler1,2695920,13251547,False,26556905,tabular,,7438640.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539c54dcac8417062'}]",,32.0,,30054151.0,1466741482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-24 04:11:41.655018,,16.0
,,2016-03-04 00:24:47.330170,slurm_normal,1457051193.0,0,1.0,main_w2_handler0,2442139,12015783,False,556611539,tabular,,6244330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",23662717,,,32.0,,27383822.0,1457051155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-04 00:26:37.613748,61115.0,38.0
,,2016-06-24 18:53:36.832421,slurm_normal,1466794485.0,0,1.0,main_w2_handler0,2748255,13256318,False,510204730,tabular,Job output deleted by user before job completed.,7443347.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514d1e298054e4805'}]","""Mock6.txt""",32.0,,31047820.0,1466794465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-24 18:54:48.605535,86540.0,20.0
,,2016-06-24 18:53:37.268339,slurm_normal,1466794469.0,0,1.0,main_w2_handler1,2748255,13256320,False,551357056,tabular,Job output deleted by user before job completed.,7443342.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b570b7a17497e73eb3'}]","""Mock48.txt""",32.0,,31047820.0,1466794441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-24 18:54:31.826375,86540.0,28.0
,,2016-06-28 23:42:01.354708,slurm_normal,1467157370.0,0,1.0,main_w2_handler0,2747569,13282452,False,38144,tabular,,7471978.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55296b8b73322454a'}]",,32.0,,30362023.0,1467157366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-06-28 23:42:53.516354,35039.0,4.0
,,2016-05-09 19:56:30.607390,slurm_normal,1462823825.0,0,1.0,main_w2_handler0,427426,12835518,False,504922,bed,,7036786.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5550bc0624c32ef0d'}]",,32.0,,30111135.0,1462823822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-05-09 19:57:10.271240,6676.0,3.0
,,2016-05-10 13:33:34.596331,slurm_normal,1462887263.0,0,1.0,main_w1_handler2,1932273,12844684,False,199875,tabular,,7044812.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3a49cced5053287'}]",,32.0,,30010971.0,1462887259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-05-10 13:34:25.848694,49802.0,4.0
,,2016-05-10 21:08:35.779159,slurm_normal,1462914559.0,0,1.0,main_w2_handler1,2688601,12848494,False,424343660,tabular,,7048520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5843d34dc3391ccde'}]",,32.0,,30109910.0,1462914545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-05-10 21:09:24.916217,14772.0,14.0
,,2016-05-12 09:54:47.731124,slurm_normal,1463046933.0,0,1.0,main_w1_handler1,2703502,12866168,False,282566,tabular,,7066882.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2ac1c13b24aacc9'}]",,32.0,,30187929.0,1463046930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-05-12 09:55:35.537658,,3.0
,,2016-07-02 21:58:22.385948,slurm_normal,1467496739.0,0,1.0,main_w2_handler1,2754499,13315687,False,330420,tabular,,7519434.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58346de3460087138'}]",,32.0,,31237916.0,1467496734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-02 21:59:01.422909,84685.0,5.0
,,2016-07-07 09:22:32.533999,slurm_normal,1467883396.0,0,1.0,main_w1_handler1,2759474,13351415,False,398693,tabular,,7560944.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599160a7551fa1e64'}]",,32.0,,31273783.0,1467883387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-07 09:23:19.707873,85551.0,9.0
,,2016-03-09 17:48:18.351215,slurm_normal,1457545826.0,0,1.0,main_w1_handler2,2442139,12085876,False,18765124,tabular,,6310286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/431/dataset_14431216.dat""","""TRAC""",23763286,,,32.0,,27383822.0,1457545819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-09 17:50:28.758207,61115.0,7.0
,,2016-07-15 05:11:49.384914,slurm_normal,1468559580.0,0,1.0,main_w2_handler0,2766856,13416999,False,10549,tabular,,7629259.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579a31e370966ebc2'}]",,32.0,,30362023.0,1468559576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:13:03.302991,35039.0,4.0
,,2016-07-15 05:11:57.724813,slurm_normal,1468559643.0,0,1.0,main_w2_handler1,2766856,13417012,False,6838,tabular,,7629275.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b378b5a74f72e7d'}]",,32.0,,30362023.0,1468559638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:14:04.516570,35039.0,5.0
,,2016-09-17 19:37:32.378231,slurm_normal,1474141142.0,0,1.0,main_w4_handler1,2696145,13872209,False,841926416,sam,,8095525.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c73cde3b572c244'}]",,32.0,,32411109.0,1474141065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-09-17 19:39:04.699163,83024.0,77.0
,,2016-03-23 02:43:55.804659,slurm_normal,1458701097.0,0,1.0,main_w1_handler0,2637294,12231882,False,333829032,tabular,,6446314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23971184,,,32.0,,27516951.0,1458701068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-03-23 02:44:58.867769,35965.0,29.0
