chromInfo,chromInfo_filetype,corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,5236360,deeptools_coverage_matrix,2016-08-27 15:50:11.724258,slurm_normal,1472313047.0,0,1.0,main_w4_handler1,2802843,13731437,False,,7949957.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54414acfe033480e3'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,32594617.0,1472313028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-08-27 15:50:49.350165,89095,19.0
,,208017,deeptools_coverage_matrix,2016-09-01 04:52:20.804551,slurm_normal,1472705568.0,0,1.0,main_w4_handler1,2807554,13760338,False,,7981688.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm6.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55170353de4fa400c'}]","""spearman""","""dm6""","""false""","""pdf""",0,hot,true,Spearman correlation Add1 chip-seqs and arquitectural proteins,heatmap,,,"""false""","""true""",32.0,,32705421.0,1472705557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 04:52:49.141712,85178,11.0
,,7400978,deeptools_coverage_matrix,2016-08-31 21:29:45.477412,slurm_normal,1472707046.0,0,1.0,main_w3_handler1,2806818,13758985,False,,7981744.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563daa7d76c00ced6'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""true""",32.0,,32695016.0,1472707025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 05:17:27.703376,89286,21.0
,,241349,deeptools_coverage_matrix,2016-09-01 06:21:48.803971,slurm_normal,1472710936.0,0,1.0,main_w3_handler0,2807554,13760512,False,,7981874.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm6.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55dfbf99bcc865ccb'}]","""spearman""","""dm6""","""false""","""pdf""",0,hot,true,Spearman correlation Add1 datasets and arquitectural proteins,heatmap,,,"""false""","""true""",32.0,,32705421.0,1472710925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 06:22:17.379247,85178,11.0
,,4746700,deeptools_coverage_matrix,2016-09-01 09:03:10.744734,slurm_normal,1472720636.0,0,1.0,main_w3_handler0,2805268,13760980,False,,7982385.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5401b53581457508a'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""false""",32.0,,32687306.0,1472720606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 09:03:59.194751,89291,30.0
,,121765,deeptools_coverage_matrix,2016-09-01 11:30:29.451058,slurm_normal,1472729452.0,0,1.0,main_w4_handler0,2805268,13761664,False,,7983093.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e4905c5e28e8e1f'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,32687306.0,1472729445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 11:30:53.696904,89291,7.0
,,4565677,deeptools_coverage_matrix,2016-09-01 14:13:00.803708,slurm_normal,1472743189.0,0,1.0,main_w3_handler0,2793784,13762440,False,,7984261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a64fa9381f39f44e'}]","""spearman""","""SC5314_A19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32290113.0,1472743145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 15:20:06.304880,77683,44.0
,,2649936,deeptools_coverage_matrix,2016-09-01 14:50:21.269845,slurm_normal,1472742418.0,0,1.0,main_w4_handler0,2739523,13762684,False,,7984172.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb7cb64aabe57ae9'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,30959893.0,1472742396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 15:07:02.365916,36650,22.0
,,8545281,deeptools_coverage_matrix,2016-09-30 01:19:32.238247,slurm_normal,1475198805.0,0,1.0,main_w4_handler0,2826662,13979580,False,,8198986.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e368dd3934e0186'}]","""spearman""","""?""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,33234053.0,1475198551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-30 01:26:49.847296,90870,254.0
,,2203293,deeptools_coverage_matrix,2016-09-30 01:49:28.435825,slurm_normal,1475200235.0,0,1.0,main_w4_handler1,2826662,13979658,False,,8199080.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d96f6e967d2e94a'}]","""pearson""","""?""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",32.0,,33234053.0,1475200226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-30 01:50:38.124102,90870,9.0
,,10493529,deeptools_coverage_matrix,2016-09-30 01:46:14.272833,slurm_normal,1475200248.0,0,1.0,main_w3_handler0,2826662,13979652,False,,8199065.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b513f093ffab28d879'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,33234053.0,1475200042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-30 01:50:49.454135,90870,206.0
,,2203293,deeptools_coverage_matrix,2016-09-30 01:52:08.353433,slurm_normal,1475200462.0,0,1.0,main_w3_handler1,2826662,13979665,False,,8199087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d96f6e967d2e94a'}]","""pearson""","""?""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,33234053.0,1475200426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-30 01:54:28.554169,90870,36.0
,,10493529,deeptools_coverage_matrix,2016-09-30 01:54:17.404125,slurm_normal,1475200830.0,0,1.0,main_w4_handler1,2826662,13979670,False,,8199099.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b513f093ffab28d879'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,33234053.0,1475200563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-30 02:00:32.291435,90870,267.0
,,10493494,deeptools_coverage_matrix,2016-09-30 02:13:15.219417,slurm_normal,1475201885.0,0,1.0,main_w4_handler0,2826662,13979780,False,,8199181.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532b972274bccefb8'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,33234053.0,1475201627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-30 02:18:07.277302,90870,258.0
,,10493494,deeptools_coverage_matrix,2016-09-30 02:13:36.255851,slurm_normal,1475201923.0,0,1.0,main_w3_handler0,2826662,13979786,False,,8199183.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532b972274bccefb8'}]","""pearson""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,33234053.0,1475201676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-30 02:18:44.589938,90870,247.0
,,17915478,deeptools_coverage_matrix,2016-09-01 20:13:38.905105,slurm_normal,1472761040.0,0,1.0,main_w4_handler0,2807415,13765639,False,,7986956.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c3d401018cdd579'}]","""spearman""","""hg19""","""false""","""pdf""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32719097.0,1472760833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 20:17:25.337423,52760,207.0
,,4287898,deeptools_coverage_matrix,2016-09-01 20:06:38.355466,slurm_normal,1472760453.0,0,1.0,main_w4_handler1,2807415,13765581,False,,7986891.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5898f94ac35c1153a'}]","""spearman""","""hg19""","""false""","""pdf""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32719097.0,1472760420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 20:07:45.980829,52760,33.0
,,5358809,deeptools_coverage_matrix,2016-09-01 18:24:36.396077,slurm_normal,1472766723.0,0,1.0,main_w3_handler0,2806818,13764684,False,,7987397.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f48fdb22b389b32'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""true""","""true""",32.0,,32695016.0,1472766648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 21:52:08.085282,89286,75.0
,,33222,deeptools_coverage_matrix,2016-09-01 23:17:52.405866,slurm_normal,1472771954.0,0,1.0,main_w4_handler1,2806455,13766745,False,,7988121.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5c472dc1e24493e'}]","""spearman""","""mm10""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,32088976.0,1472771894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-01 23:19:16.524774,67966,60.0
,,4565631,deeptools_coverage_matrix,2016-09-02 07:54:21.662225,slurm_normal,1472806567.0,0,1.0,main_w4_handler0,2793784,13768132,False,,7989718.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c20f61e2ea35d94'}]","""spearman""","""SC5314_A19""","""true""","""png""",0,RdYlBu,true,Correlation of C. albicans uniquely mapped reads,heatmap,,,"""false""","""false""",32.0,,32290113.0,1472806552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 08:56:09.753577,77683,15.0
,,12698401,deeptools_coverage_matrix,2016-09-02 17:02:25.902989,slurm_normal,1472835805.0,0,1.0,main_w4_handler1,2771636,13771202,False,,7992377.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ba171692e438cc5'}]","""spearman""","""hg19""","""false""","""pdf""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31578981.0,1472835762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 17:03:29.393997,73080,43.0
,,12698401,deeptools_coverage_matrix,2016-09-02 17:04:34.535329,slurm_normal,1472835933.0,0,1.0,main_w3_handler0,2771636,13771209,False,,7992386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ba171692e438cc5'}]","""spearman""","""hg19""","""false""","""pdf""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,31578981.0,1472835886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 17:05:33.790581,73080,47.0
,,70873,deeptools_coverage_matrix,2016-09-02 21:56:07.301296,slurm_normal,1472853425.0,0,1.0,main_w4_handler0,2808970,13772915,False,,7994138.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b513e6bafae84670d9'}]","""spearman""","""dm6""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32318248.0,1472853408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 21:57:08.177611,59928,17.0
,,74657,deeptools_coverage_matrix,2016-09-02 21:56:06.297058,slurm_normal,1472853387.0,0,1.0,main_w4_handler0,2808970,13772913,False,,7994133.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a303328c7622c66'}]","""spearman""","""dm6""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32318248.0,1472853380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 21:56:29.337225,59928,7.0
,,72716,deeptools_coverage_matrix,2016-09-02 21:53:09.449380,slurm_normal,1472853213.0,0,1.0,main_w3_handler0,2808970,13772906,False,,7994126.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9944e510f06fbbf'}]","""spearman""","""dm6""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,32318248.0,1472853202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 21:53:36.022249,59928,11.0
,,69520,deeptools_coverage_matrix,2016-09-02 21:56:07.639084,slurm_normal,1472853391.0,0,1.0,main_w4_handler1,2808970,13772916,False,,7994134.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5414e65b9f0d23f44'}]","""spearman""","""dm6""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32318248.0,1472853380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 21:56:34.766112,59928,11.0
,,69520,deeptools_coverage_matrix,2016-09-02 21:53:10.757735,slurm_normal,1472853301.0,0,1.0,main_w4_handler1,2808970,13772908,False,,7994130.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5414e65b9f0d23f44'}]","""spearman""","""dm6""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,32318248.0,1472853285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 21:55:06.010949,59928,16.0
,,72716,deeptools_coverage_matrix,2016-09-02 21:56:06.955086,slurm_normal,1472853384.0,0,1.0,main_w3_handler0,2808970,13772914,False,,7994132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9944e510f06fbbf'}]","""spearman""","""dm6""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32318248.0,1472853377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 21:56:27.028190,59928,7.0
,,493897,deeptools_coverage_matrix,2016-09-02 22:02:41.372666,slurm_normal,1472854645.0,0,1.0,main_w4_handler1,2808970,13772984,False,,7994230.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533c5eb922d9ed78a'}]","""spearman""","""dm6""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,32318248.0,1472854603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-09-02 22:17:32.077490,59928,42.0
