chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-31 23:20:21.401933,slurm_normal_16gb,1459467038.0,0,1.0,main_w1_handler1,2648239,12305668,False,,246033596,bam,6513665.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027990,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:30:40.751864,80620,87.0
,,2016-03-31 23:20:22.248277,slurm_normal_16gb,1459466855.0,0,1.0,main_w2_handler1,2648239,12305670,False,,216206043,bam,6513655.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027992,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:27:38.295223,80620,58.0
,,2016-03-31 23:20:27.535064,slurm_normal_16gb,1459467108.0,0,1.0,main_w1_handler2,2648239,12305675,False,,443954441,bam,6513671.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027997,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:31:51.804183,80620,24.0
,,2016-03-31 23:20:31.755703,slurm_normal_16gb,1459466940.0,0,1.0,main_w2_handler1,2648239,12305681,False,,204119916,bam,6513661.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028003,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:29:03.958624,80620,17.0
,,2016-03-31 23:20:25.124967,slurm_normal_16gb,1459467037.0,0,1.0,main_w1_handler2,2648239,12305673,False,,285256495,bam,6513664.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027995,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:30:39.197395,80620,90.0
,,2016-03-31 23:20:20.967735,slurm_normal_16gb,1459466484.0,0,1.0,main_w1_handler2,2648239,12305667,False,,238431655,bam,6513628.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027989,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:21:28.926416,80620,30.0
,,2016-03-31 23:20:09.935221,slurm_normal_16gb,1459466566.0,0,1.0,main_w1_handler1,2648239,12305658,False,,322595595,bam,6513631.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027980,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:22:50.440099,80620,77.0
,,2016-03-31 23:20:28.508707,slurm_normal_16gb,1459467074.0,0,1.0,main_w1_handler1,2648239,12305676,False,,277608253,bam,6513668.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027998,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:31:21.726279,80620,30.0
,,2016-03-31 23:20:29.759536,slurm_normal_16gb,1459467102.0,0,1.0,main_w1_handler1,2648239,12305678,False,,219600036,bam,6513674.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028000,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:31:48.311693,80620,15.0
,,2016-03-31 23:20:08.347626,slurm_normal_16gb,1459466435.0,0,1.0,main_w2_handler1,2648239,12305656,False,,188671102,bam,6513626.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027978,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:20:41.305001,80620,18.0
,,2016-03-31 23:20:12.356514,slurm_normal_16gb,1459466488.0,0,1.0,main_w2_handler0,2648239,12305660,False,,175617421,bam,6513627.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027982,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:21:31.973954,80620,39.0
,,2016-03-31 23:20:13.750291,slurm_normal_16gb,1459466643.0,0,1.0,main_w1_handler1,2648239,12305662,False,,119160070,bam,6513642.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027984,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:24:12.335475,80620,45.0
,,2016-03-31 23:20:07.022705,slurm_normal_16gb,1459466975.0,0,1.0,main_w1_handler0,2648239,12305655,False,,162331675,bam,6513663.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027977,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:29:36.684076,80620,28.0
,,2016-03-31 23:20:17.983458,slurm_normal_16gb,1459467074.0,0,1.0,main_w1_handler0,2648239,12305664,False,,193763226,bam,6513670.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027986,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:31:19.367936,80620,27.0
,,2016-03-31 23:20:09.196131,slurm_normal_16gb,1459466633.0,0,1.0,main_w2_handler1,2648239,12305657,False,,119780202,bam,6513638.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027979,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:23:58.542748,80620,55.0
,,2016-03-31 23:20:30.340691,slurm_normal_16gb,1459467454.0,0,1.0,main_w1_handler2,2648239,12305679,False,,253861648,bam,6513686.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028001,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:37:35.610118,80620,158.0
,,2016-03-31 23:20:29.231932,slurm_normal_16gb,1459467278.0,0,1.0,main_w1_handler2,2648239,12305677,False,,343410459,bam,6513677.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027999,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:34:44.938170,80620,159.0
,,2016-03-31 23:20:23.969477,slurm_normal_16gb,1459467583.0,0,1.0,main_w1_handler0,2648239,12305672,False,,250509618,bam,6513703.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027994,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:39:48.462424,80620,75.0
,,2016-03-31 23:20:15.682687,slurm_normal_16gb,1459466705.0,0,1.0,main_w1_handler1,2648239,12305663,False,,133905198,bam,6513648.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027985,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:25:13.645931,80620,33.0
,,2016-03-31 23:20:31.000070,slurm_normal_16gb,1459466739.0,0,1.0,main_w2_handler0,2648239,12305680,False,,218284942,bam,6513645.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028002,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:25:43.582014,80620,82.0
,,2016-03-31 23:20:19.923766,slurm_normal_16gb,1459467103.0,0,1.0,main_w1_handler0,2648239,12305666,False,,268436920,bam,6513673.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027988,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:31:48.888937,80620,16.0
,,2016-03-31 23:20:35.248806,slurm_normal_16gb,1459467647.0,0,1.0,main_w1_handler2,2648239,12305683,False,,239330552,bam,6513702.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028005,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:40:49.318517,80620,140.0
,,2016-03-31 23:20:23.139609,slurm_normal_16gb,1459466890.0,0,1.0,main_w2_handler1,2648239,12305671,False,,222592380,bam,6513659.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027993,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459466867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:28:14.524804,80620,23.0
,,2016-03-31 23:20:26.514777,slurm_normal_16gb,1459467076.0,0,1.0,main_w1_handler2,2648239,12305674,False,,250639272,bam,6513669.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027996,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:31:19.626741,80620,29.0
,,2016-03-31 23:20:36.248432,slurm_normal_16gb,1459467146.0,0,1.0,main_w1_handler1,2648239,12305684,False,,119809460,bam,6513676.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028006,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:32:29.054581,80620,30.0
,,2016-03-31 23:20:21.936040,slurm_normal_16gb,1459467491.0,0,1.0,main_w1_handler0,2648239,12305669,False,,249514238,bam,6513697.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027991,,"""False""",1,24087638,,history,"""LENIENT""",32.0,26455.0,fasta,,29009079,1459467466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-03-31 23:38:15.855666,80620,25.0
,,2016-04-04 03:12:31.880812,slurm_normal_16gb,1459739715.0,0,1.0,main_w1_handler0,2656359,12329702,False,,145174368,bam,6536160.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24129543,,"""False""",0,hg19canon,,cached,"""LENIENT""",32.0,,,,29230534,1459739563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-04-04 03:15:16.789307,78891,152.0
,,2016-04-04 10:50:22.326137,slurm_normal_16gb,1459772848.0,0,1.0,main_w1_handler0,2654436,12332110,False,,145174368,bam,6539221.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24133998,,"""False""",0,hg19canon,,cached,"""LENIENT""",32.0,,,,29230534,1459772764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-04-04 12:27:31.905298,78891,84.0
,,2016-04-10 20:07:50.923449,slurm_normal_16gb,1460318930.0,0,1.0,main_w2_handler1,2661730,12411128,False,,13484278,bam,6610642.roundup,slurm,,132112168.0,corral-repl,,"""True""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24217654,,"""True""",0,hg19,,cached,"""LENIENT""",32.0,,,,29183914,1460318902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-04-10 20:08:54.429186,81158,28.0
,,2016-09-22 07:23:46.046332,slurm_normal_16gb,1474529479.0,0,1.0,main_w3_handler1,2826905,13913626,False,,677949647,sam,8135995.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0e89ecd2e45f517'}]","""false""",0,Arabidopsis_thaliana_TAIR10,,cached,"""LENIENT""",32.0,,,,33063720,1474529332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-09-22 07:31:23.302288,90649,147.0
