chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.number,parameters.out_format1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-26 10:35:15.893397,rodeo_normal,1427366132.0,0.0,1.0,main_w2_handler1,2249563,9045352,False,,3412,fasta,3329990.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19004789,,"""4""","""fasta""",32.0,,21553115,1427366129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2015-03-26 10:35:38.553456,60460.0,3.0
,,2015-03-26 10:35:29.313034,rodeo_normal,1427366146.0,0.0,1.0,main_w2_handler0,2249563,9045361,False,,3412,fasta,3329993.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19004789,,"""6""","""fasta""",32.0,,21553115,1427366143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2015-03-26 10:35:49.399146,60460.0,3.0
,,2015-09-01 11:35:31.413252,slurm_normal,1441107358.0,0.0,1.0,main_w2_handler1,2424994,10235923,False,,7032,fasta,4515491.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20971758,,"""1""","""fasta""",32.0,,24949577,1441107353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2015-09-01 11:36:01.732410,17910.0,5.0
1574.0,len,2015-10-09 13:23:12.976368,slurm_normal,1444397020.0,0.0,1.0,main_w1_handler1,2465680,10535397,False,,2646110,fasta,4809575.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/012/728/dataset_12728169.dat""","""?""",21455330,,"""8""","""fasta""",32.0,,25590554,1444397015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2015-10-09 13:23:42.415555,6835.0,5.0
,,2015-10-12 14:41:53.638194,slurm_normal,1444660967.0,0.0,1.0,main_w2_handler0,2465970,10548728,False,,2646110,fasta,4821965.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21456070,,"""8""","""fasta""",32.0,,25635367,1444660934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2015-10-12 14:42:52.655507,6835.0,33.0
,,2015-12-04 12:33:26.228551,slurm_normal,1449232477.0,0.0,1.0,main_w1_handler0,2528563,11087017,False,,7032,fasta,5339584.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22299023,,"""1""","""fasta""",32.0,,26587519,1449232471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2015-12-04 12:34:45.378067,,6.0
,,2015-12-04 17:35:32.352036,reserved,1449250566.0,0.0,1.0,main_w2_handler0,2528200,11090128,False,,1010,fasta,5342313.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22295231,,"""1""","""fasta""",32.0,,26502901,1449250552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2015-12-04 17:36:09.237146,5254.0,14.0
,,2017-01-27 16:12:37.967149,slurm_normal,1485533867.0,0.0,1.0,main_w3_handler1,2970755,14890056,False,,2818486359,fasta,9049289.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""",,"[{'src': 'hda', 'id': 28113076}]","""1""","""fasta""",32.0,,35620757,1485533861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2017-01-27 16:17:48.908607,98932.0,6.0
20.0,len,2017-02-14 13:34:18.407897,slurm_normal,1487079269.0,0.0,1.0,main_w3_handler0,2990943,15034386,False,,2559088,fasta,9190846.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/798/dataset_18798652.dat""","""?""",,"[{'src': 'hda', 'id': 28310447}]","""1""","""fasta""",32.0,,35998567,1487079264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2017-02-14 13:34:30.857516,99889.0,5.0
20.0,len,2017-02-14 13:34:59.540899,slurm_normal,1487079314.0,0.0,1.0,main_w4_handler0,2990943,15034404,False,,26059339,fasta,9190856.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/798/dataset_18798652.dat""","""?""",,"[{'src': 'hda', 'id': 28308486}]","""1""","""fasta""",32.0,,35998567,1487079306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2017-02-14 13:35:17.789795,99889.0,8.0
,,2014-09-29 22:20:28.909150,roundup_single,1412029243.0,0.0,1.0,main_w2_handler1,1854828,7897638,False,,154392765,fasta,1878115,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/main/files/007/372/dataset_7372293.dat""","""and controls""",17090382,,"""1""","""fasta""",32.0,,17191989,1412029241.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2014-09-29 22:20:46.239521,35312.0,2.0
,,2014-09-29 23:09:15.346768,roundup_single,1412032166.0,0.0,1.0,main_w2_handler1,1854828,7897872,False,,154392765,fasta,1878338,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/main/files/007/467/dataset_7467978.dat""","""MP""",17090403,,"""1""","""fasta""",32.0,,17191989,1412032164.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2014-09-29 23:09:27.409343,35312.0,2.0
,,2014-10-08 11:09:20.131037,roundup_single,1412766574.0,0.0,1.0,main_w1_handler0,1789501,7946775,False,,37510585,fasta,1924478,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17169499,,"""1""","""fasta""",32.0,,17233273,1412766570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2014-10-08 11:09:36.349558,22218.0,4.0
,,2014-11-15 16:48:16.700561,rodeo_normal,1416070239.0,0.0,1.0,main_w2_handler0,975936,8174506,False,,3157591057,fasta,219333.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17553654,,"""24""","""fasta""",2.0,,18558911,1416070103.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2014-11-15 16:50:44.715091,22418.0,136.0
,,2014-12-09 21:08:17.849740,rodeo_normal,1418159312.0,0.0,1.0,main_w1_handler0,2143183,8384455,False,,1047188,fasta,2279010.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17885998,,"""200""","""fasta""",32.0,,19978880,1418159307.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2014-12-09 21:08:33.025568,57179.0,5.0
,,2014-12-09 20:51:43.704203,rodeo_normal,1418158311.0,0.0,1.0,main_w2_handler1,2143183,8384312,False,,1047188,fasta,517039.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17885998,,"""1""","""fasta""",2.0,,19978880,1418158309.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2014-12-09 20:51:55.778034,57179.0,2.0
,,2014-12-19 23:43:46.724836,rodeo_normal,1419032645.0,0.0,1.0,main_w1_handler1,2078015,8447605,False,,460344709,fasta,607152.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/main/files/009/609/dataset_9609209.dat""","""AgamP3__New""",18034653,,"""1000""","""fasta""",2.0,,17445940,1419032642.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: nthseq62/5.0.0,5.0.0,,2014-12-19 23:44:09.616129,53939.0,3.0
