chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.action.__current_case__,parameters.action.action_select,parameters.action.number,parameters.action.step_size,parameters.action.step_size.__current_case__,parameters.action.step_size.step_size,parameters.action.step_size.step_size_select,parameters.action.windowsize,parameters.chromInfo,parameters.dbkey,parameters.sourcename,parameters.type.__current_case__,parameters.type.genome.values,parameters.type.input.values,parameters.type.type_select,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-28 18:25:24.724375,slurm_normal,1488342493.0,0,1.0,,,main_w3_handler0,3013927,15169886,False,,517.0,bed,9325605.roundup,slurm,,132112168.0,corral-repl,,"""442b67a0fde311e68a97005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:28:15.123025,31286.0,10.0
,,2017-02-28 18:22:36.974322,slurm_normal,1488306675.0,0,1.0,,,main_w3_handler1,3013918,15169841,False,,517.0,bed,9320898.roundup,slurm,,132112168.0,corral-repl,,"""e02a9744fde211e6a50d005056a52a46""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:31:18.320310,31286.0,31.0
,,2017-02-28 18:29:52.394076,slurm_normal,1488342506.0,0,1.0,,,main_w4_handler0,3013937,15169948,False,,517.0,bed,9325604.roundup,slurm,,132112168.0,corral-repl,,"""e43815d6fde311e6a127005056a51846""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:28:28.015289,31286.0,27.0
,,2017-02-28 18:24:46.578902,slurm_normal,1488306612.0,0,1.0,,,main_w4_handler0,3013924,15169880,False,,517.0,bed,9320893.roundup,slurm,,132112168.0,corral-repl,,"""2cfc761efde311e6aa2b005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:30:13.725832,31286.0,10.0
,,2017-02-28 18:23:08.245910,slurm_normal,1488306652.0,0,1.0,,,main_w4_handler0,3013921,15169850,False,,517.0,bed,9320889.roundup,slurm,,132112168.0,corral-repl,,"""f144f506fde211e6aa2b005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:30:55.479917,31286.0,70.0
,,2017-02-28 15:30:52.629340,slurm_normal,1488295919.0,0,1.0,,,main_w4_handler1,3012389,15167660,False,,517.0,bed,9318768.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,36319439.0,1488295861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 15:32:06.194305,31286.0,58.0
,,2017-02-28 15:26:20.496343,slurm_normal,1488295645.0,0,1.0,,,main_w4_handler0,3012389,15167621,False,,517.0,bed,9318726.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,36319439.0,1488295585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 15:27:29.032044,31286.0,60.0
,,2017-02-28 15:25:17.076144,slurm_normal,1488295526.0,0,1.0,517.0,bed,main_w4_handler1,3012389,15167612,False,,,,9318717.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",1,"[{'src': 'hda', 'id': 28552462}]",,genome,32.0,,36319439.0,1488295520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 15:25:29.274201,31286.0,6.0
,,2017-02-28 17:00:41.648417,slurm_normal,1488301714.0,0,1.0,,,main_w3_handler1,3013813,15169045,False,,517.0,bed,9319994.roundup,slurm,,132112168.0,corral-repl,,"""6e4832d6fdd711e696b0005056a52a46""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488301623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 17:08:35.700401,31286.0,91.0
,,2017-02-28 17:56:09.883126,slurm_normal,1488304603.0,0,1.0,,,main_w4_handler1,3013879,15169568,False,,517.0,bed,9320533.roundup,slurm,,132112168.0,corral-repl,,"""2e5e7042fddf11e686c6005056a51846""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488304573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 17:56:44.851038,31286.0,30.0
,,2017-02-28 17:56:10.331696,slurm_normal,1488304606.0,0,1.0,,,main_w3_handler1,3013879,15169569,False,,517.0,bed,9320534.roundup,slurm,,132112168.0,corral-repl,,"""2e5e7042fddf11e686c6005056a51846""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488304573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 17:56:48.107112,31286.0,33.0
,,2017-02-28 18:24:11.470134,slurm_normal,1488342518.0,0,1.0,,,main_w3_handler1,3013923,15169867,False,,517.0,bed,9325606.roundup,slurm,,132112168.0,corral-repl,,"""1840c8cefde311e6afcd005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:28:40.650755,31286.0,9.0
,,2017-02-28 18:28:06.772543,slurm_normal,1488342786.0,0,1.0,,,main_w3_handler1,3013931,15169918,False,,517.0,bed,9325624.roundup,slurm,,132112168.0,corral-repl,,"""a4e35bacfde311e6b560005056a51846""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:33:08.676048,31286.0,48.0
,,2017-02-28 18:24:11.179634,slurm_normal,1488310267.0,0,1.0,,,main_w3_handler1,3013923,15169866,False,,517.0,bed,9321418.roundup,slurm,,132112168.0,corral-repl,,"""1840c8cefde311e6afcd005056a52a46""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488310238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 19:31:11.662117,31286.0,29.0
,,2017-02-28 18:21:14.894540,slurm_normal,1488306131.0,0,1.0,,,main_w4_handler0,3013914,15169826,False,,517.0,bed,9320837.roundup,slurm,,132112168.0,corral-repl,,"""af2b1b46fde211e69ea6005056a52a46""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:22:14.177276,31286.0,36.0
,,2017-02-28 18:25:58.462167,slurm_normal,1488342021.0,0,1.0,,,main_w4_handler0,3013928,15169895,False,,517.0,bed,9325489.roundup,slurm,,132112168.0,corral-repl,,"""57f1e444fde311e68ae2005056a51846""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:20:21.680365,31286.0,9.0
,,2017-02-28 18:25:24.523695,slurm_normal,1488306736.0,0,1.0,,,main_w4_handler0,3013927,15169885,False,,517.0,bed,9320901.roundup,slurm,,132112168.0,corral-repl,,"""442b67a0fde311e68a97005056a52a46""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:32:22.630735,31286.0,75.0
,,2017-02-28 18:22:37.401709,slurm_normal,1488310215.0,0,1.0,,,main_w3_handler1,3013918,15169842,False,,517.0,bed,9321415.roundup,slurm,,132112168.0,corral-repl,,"""e02a9744fde211e6a50d005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488310204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 19:30:18.620684,31286.0,11.0
,,2017-02-28 18:28:37.338910,slurm_normal,1488310310.0,0,1.0,,,main_w4_handler1,3013932,15169926,False,,517.0,bed,9321423.roundup,slurm,,132112168.0,corral-repl,,"""b6bafedefde311e6a690005056a51846""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488310275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 19:31:55.870466,31286.0,35.0
,,2017-02-28 18:25:58.116365,slurm_normal,1488310234.0,0,1.0,,,main_w4_handler0,3013928,15169894,False,,517.0,bed,9321414.roundup,slurm,,132112168.0,corral-repl,,"""57f1e444fde311e68ae2005056a51846""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488310201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 19:30:36.767004,31286.0,33.0
,,2017-02-28 18:27:28.522743,slurm_normal,1488342239.0,0,1.0,,,main_w4_handler0,3013930,15169910,False,,517.0,bed,9325493.roundup,slurm,,132112168.0,corral-repl,,"""8da7c194fde311e684f2005056a51846""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:24:01.243241,31286.0,27.0
,,2017-02-28 18:29:02.722900,slurm_normal,1488342272.0,0,1.0,,,main_w4_handler0,3013933,15169934,False,,517.0,bed,9325498.roundup,slurm,,132112168.0,corral-repl,,"""c5ed7c38fde311e68a4d005056a51846""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:24:35.618026,31286.0,27.0
,,2017-02-28 18:24:46.040450,slurm_normal,1488342733.0,0,1.0,,,main_w3_handler1,3013924,15169879,False,,517.0,bed,9325621.roundup,slurm,,132112168.0,corral-repl,,"""2cfc761efde311e6aa2b005056a52a46""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488342706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 04:32:16.622032,31286.0,27.0
,,2017-02-28 18:28:07.034477,slurm_normal,1488374025.0,0,1.0,,,main_w3_handler1,3013931,15169919,False,,517.0,bed,9328636.roundup,slurm,,132112168.0,corral-repl,,"""a4e35bacfde311e6b560005056a51846""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488374014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 13:13:46.875532,31286.0,11.0
,,2017-02-28 18:28:37.665257,slurm_normal,1488373787.0,0,1.0,,,main_w3_handler0,3013932,15169927,False,,517.0,bed,9328614.roundup,slurm,,132112168.0,corral-repl,,"""b6bafedefde311e6a690005056a51846""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488373774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-01 13:09:50.292022,31286.0,13.0
,,2017-04-28 13:21:36.362706,slurm_normal,1493385711.0,0,1.0,1405.0,gg,main_w3_handler1,3007080,15700794,False,,,,9813627.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,5000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",1,"[{'src': 'hda', 'id': 28562586}]",,genome,32.0,,37604621.0,1493385704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-04-28 13:21:55.934596,57579.0,7.0
