chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.action.__current_case__,parameters.action.action_select,parameters.action.number,parameters.action.step_size,parameters.action.step_size.__current_case__,parameters.action.step_size.step_size,parameters.action.step_size.step_size_select,parameters.action.windowsize,parameters.chromInfo,parameters.dbkey,parameters.sourcename,parameters.type.__current_case__,parameters.type.genome.values,parameters.type.input.values,parameters.type.type_select,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-20 12:31:39.339265,slurm_normal,1474374714.0,0,1.0,,,main_w3_handler0,2826160,13892345,False,,951515.0,bed,8115918.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i winnum""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5133cae72c5c4c141'}]",bed,32.0,,33055199.0,1474374710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-20 12:31:57.140196,75132.0,4.0
,,2016-09-20 12:33:01.922312,slurm_normal,1474374807.0,0,1.0,,,main_w4_handler0,2826160,13892375,False,,951515.0,bed,8115950.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,100,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i winnum""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5133cae72c5c4c141'}]",bed,32.0,,33055199.0,1474374796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-20 12:33:28.931518,75132.0,11.0
,,2017-02-28 17:00:42.038490,slurm_normal,1488301660.0,0,1.0,,,main_w3_handler0,3013813,15169046,False,,517.0,bed,9319995.roundup,slurm,,132112168.0,corral-repl,,"""6e4832d6fdd711e696b0005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488301648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 17:07:42.745212,31286.0,12.0
,,2017-02-28 18:21:59.833068,slurm_normal,1488306149.0,0,1.0,,,main_w4_handler0,3013917,15169834,False,,517.0,bed,9320839.roundup,slurm,,132112168.0,corral-repl,,"""ca74d7b6fde211e6ba07005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:22:31.775715,31286.0,12.0
,,2017-02-28 18:21:15.134172,slurm_normal,1488306089.0,0,1.0,,,main_w3_handler0,3013914,15169827,False,,517.0,bed,9320835.roundup,slurm,,132112168.0,corral-repl,,"""af2b1b46fde211e69ea6005056a52a46""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:21:31.098068,31286.0,12.0
,,2017-02-28 18:21:59.579284,slurm_normal,1488306637.0,0,1.0,,,main_w4_handler1,3013917,15169833,False,,517.0,bed,9320892.roundup,slurm,,132112168.0,corral-repl,,"""ca74d7b6fde211e6ba07005056a52a46""",0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:30:42.064395,31286.0,36.0
,,2017-02-28 18:27:28.732488,slurm_normal,1488306656.0,0,1.0,,,main_w4_handler1,3013930,15169911,False,,517.0,bed,9320897.roundup,slurm,,132112168.0,corral-repl,,"""8da7c194fde311e684f2005056a51846""",0,windowsize,,,0.0,5,yes,10,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",0,,"[{'src': 'hda', 'id': 28552462}]",bed,32.0,,,1488306643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 18:30:58.054198,31286.0,13.0
,,2017-02-28 23:43:48.836880,slurm_normal,1488325443.0,0,1.0,1405.0,gg,main_w3_handler1,3007080,15172662,False,,,,9323459.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,10000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",1,"[{'src': 'hda', 'id': 28562586}]",,genome,32.0,,36343306.0,1488325434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-28 23:44:05.096408,57579.0,9.0
,,2016-09-24 16:10:38.914268,slurm_normal,1474733860.0,0,1.0,490.0,tabular,main_w3_handler1,2507376,13932302,False,,,,8154800.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,20,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,31234034.0,1474733489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-24 16:17:42.168209,1284.0,371.0
,,2016-09-25 08:51:38.698991,slurm_normal,1474800967.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13935246,False,,,,8157799.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 10:56:09.184554,1284.0,7412.0
,,2016-09-25 08:56:21.147368,slurm_normal,1474793893.0,0,1.0,490.0,tabular,main_w4_handler0,2507376,13935258,False,,,,8157812.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1750,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 08:58:17.766279,1284.0,33.0
,,2016-09-25 08:56:55.441159,slurm_normal,1474793919.0,0,1.0,490.0,tabular,main_w4_handler0,2507376,13935261,False,,,,8157816.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,2000,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 08:58:44.226877,1284.0,12.0
,,2016-09-25 08:54:43.100393,slurm_normal,1474793777.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13935255,False,,,,8157810.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1250,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 08:56:18.513817,1284.0,13.0
,,2016-09-25 08:53:29.829534,slurm_normal,1474793723.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13935250,False,,,,8157807.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1000,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 08:55:24.406278,1284.0,11.0
,,2016-09-25 08:57:45.049178,slurm_normal,1474793959.0,0,1.0,490.0,tabular,main_w4_handler0,2507376,13935263,False,,,,8157818.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,3000,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 08:59:21.482958,1284.0,9.0
,,2016-09-25 08:59:07.693599,slurm_normal,1474794058.0,0,1.0,490.0,tabular,main_w3_handler1,2507376,13935270,False,,,,8157824.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,10000,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474794044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 09:00:58.872145,1284.0,14.0
,,2016-09-25 08:55:19.267180,slurm_normal,1474793826.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13935257,False,,,,8157811.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1500,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 08:57:07.464983,1284.0,11.0
,,2016-09-25 08:58:34.369558,slurm_normal,1474793983.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13935268,False,,,,8157822.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,5000,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,32858570.0,1474793975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-25 08:59:45.415062,1284.0,8.0
,,2016-09-24 16:11:33.321290,slurm_normal,1474733635.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13932311,False,,,,8154809.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,100,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,31234034.0,1474733566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-24 16:13:57.973887,1284.0,69.0
,,2016-09-24 16:00:54.580621,slurm_normal,1474733281.0,0,1.0,490.0,tabular,main_w3_handler1,2507376,13932254,False,,,,8154755.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,20,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i srcwinnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,31234034.0,1474732911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-24 16:08:03.333553,1284.0,370.0
,,2016-09-24 16:13:27.120657,slurm_normal,1474733662.0,0,1.0,490.0,tabular,main_w4_handler1,2507376,13932327,False,,,,8154818.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,31234034.0,1474733643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-24 16:14:24.503268,1284.0,19.0
,,2016-09-24 16:11:04.469100,slurm_normal,1474733683.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13932306,False,,,,8154805.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,50,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,31234034.0,1474733526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-24 16:14:45.510072,1284.0,157.0
,,2016-09-24 16:12:50.204678,slurm_normal,1474733682.0,0,1.0,490.0,tabular,main_w3_handler0,2507376,13932322,False,,,,8154821.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,250,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025773202be59b1b'}]",,genome,32.0,,31234034.0,1474733650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-09-24 16:14:43.142520,1284.0,32.0
,,2016-06-16 08:33:24.239500,slurm_normal,1466066078.0,0,1.0,,,main_w1_handler0,2729092,13180662,False,,24693620.0,bed,7365204.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,300,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-i srcwinnum""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9bb6035846061e8'}]",bed,32.0,,30879758.0,1466066014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-06-16 08:34:39.783996,72800.0,64.0
,,2016-06-16 08:29:58.155884,slurm_normal,1466065823.0,0,1.0,1249402843.0,gtf,main_w2_handler0,2729092,13180647,False,,,,7365185.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,300,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-i srcwinnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5082f4af56c775c00'}]",,genome,32.0,,30879758.0,1466065808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-06-16 08:30:24.338643,72800.0,15.0
,,2016-06-16 09:09:04.237565,slurm_normal,1466068165.0,0,1.0,1249402843.0,gtf,main_w1_handler1,2729092,13181054,False,,,,7365592.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,300,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-i srcwinnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5082f4af56c775c00'}]",,genome,32.0,,30879758.0,1466068153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-06-16 09:09:28.239673,72800.0,12.0
,,2016-10-20 18:10:29.732028,slurm_normal,1476987060.0,0,1.0,,,main_w3_handler0,2854046,14133717,False,,2093999.0,gtf,8347975.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,300,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c667c84d1e9e300'}]",bed,32.0,,33828006.0,1476987032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-10-20 18:11:04.251167,40000.0,28.0
,,2016-10-01 18:49:45.767039,slurm_normal,1475348015.0,0,1.0,,,main_w4_handler1,2785172,13988641,False,,259623.0,bed,8208161.roundup,slurm,,132112168.0,corral-repl,,,1,number,1,10000,,,,,"""/galaxy-repl/main/files/015/232/dataset_15232717.dat""","""_v1""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50ad16cec01429626'}]",bed,32.0,,31977006.0,1475348011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-10-01 18:53:40.915077,82416.0,4.0
,,2016-10-01 18:49:45.035458,slurm_normal,1475348016.0,0,1.0,,,main_w4_handler0,2785172,13988640,False,,259675.0,bed,8208162.roundup,slurm,,132112168.0,corral-repl,,,1,number,1,10000,,,,,"""/galaxy-repl/main/files/015/232/dataset_15232717.dat""","""_v1""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5366d35a7306f6667'}]",bed,32.0,,31977006.0,1475348012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-10-01 18:53:41.789265,82416.0,4.0
,,2016-10-31 20:46:13.042893,slurm_normal,1477949552.0,0,1.0,3209295211.0,tabular,main_w4_handler0,2806314,14220620,False,,,,8430693.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56dd320db12f9426a'}]",,genome,32.0,,32667467.0,1477949465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-10-31 21:32:36.323628,68233.0,87.0
,,2016-10-06 13:19:00.472701,slurm_normal,1475760573.0,0,1.0,3099763242.0,tabular,main_w4_handler0,2843977,14019938,False,,,,8238147.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,50000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcdc704dc58a8457'}]",,genome,32.0,,33494174.0,1475760487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-10-06 13:29:37.010066,70409.0,86.0
,,2016-10-07 09:03:57.112096,slurm_normal,1475831119.0,0,1.0,3099763242.0,tabular,main_w4_handler1,2843977,14027058,False,,,,8244906.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,50000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-i winnum""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e596cb5436a10e49'}]",,genome,32.0,,33494174.0,1475831080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-10-07 09:05:21.070498,70409.0,39.0
,,2017-03-21 13:47:58.597213,slurm_normal,1490104322.0,0,1.0,257.0,tabular,main_w4_handler1,2951117,15354192,False,,,,9493565.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,200,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""-i winnum""",1,"[{'src': 'hda', 'id': 28712067}]",,genome,32.0,,36572267.0,1490104314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-21 13:58:45.638783,44999.0,8.0
