create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input2.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-21 05:59:39.373841,slurm_normal,1482299995.0,0,,1.0,main_w3_handler1,2932413,14620973,False,,45757,vcf,7594,vcf,8797496.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27702637}]","[{'src': 'hda', 'id': 27702782}]",32.0,,34640886.0,1482299990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-21 05:59:57.300017,95361.0,5.0
2016-12-21 06:02:24.104152,slurm_normal,1482300158.0,0,,1.0,main_w3_handler0,2932413,14620987,False,,45757,vcf,8579,vcf,8797520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27703138}]","[{'src': 'hda', 'id': 27702791}]",32.0,,34640886.0,1482300150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-21 06:02:40.316946,95361.0,8.0
2016-12-28 10:02:08.691731,slurm_normal,1482919396.0,0,,1.0,main_w4_handler1,2937496,14656564,False,,229888,vcf,170513994,vcf,8829973.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27758581}]","[{'src': 'hda', 'id': 27758629}]",32.0,,35041826.0,1482919334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-28 10:03:19.442182,97288.0,62.0
2016-12-28 10:00:54.726881,slurm_normal,1482919328.0,0,,1.0,main_w4_handler1,2937496,14656563,False,,229888,vcf,170513994,vcf,8829969.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27758581}]","[{'src': 'hda', 'id': 27758629}]",32.0,,35041826.0,1482919263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-28 10:02:09.858504,97288.0,65.0
2017-05-09 08:13:49.014031,slurm_normal,1494317640.0,0,,1.0,main_w3_handler1,3058444,15787445,False,,67963,vcf,72743,vcf,9893495.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29528724}]","[{'src': 'hda', 'id': 29528723}]",32.0,,37092424.0,1494317634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-09 08:14:03.606564,,6.0
2017-01-02 19:32:34.416417,slurm_normal,1483385591.0,0,,1.0,main_w4_handler1,2094269,14676645,False,,357199,vcf,425981,vcf,8847205.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27793226}]","[{'src': 'hda', 'id': 27793227}]",32.0,,35149348.0,1483385577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-02 19:33:19.435880,47785.0,14.0
2017-04-27 20:10:47.024584,slurm_normal,1493323922.0,0,,1.0,main_w4_handler0,3089823,15695447,False,,27286,vcf,7572857398,vcf,9808520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29389959}]","[{'src': 'hda', 'id': 29390090}]",32.0,,37613211.0,1493323915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-27 20:13:00.344141,104849.0,7.0
2017-04-27 20:37:12.399368,slurm_normal,1493325440.0,0,,1.0,main_w4_handler0,3089823,15695694,False,,27290,vcf,7572857398,vcf,9808764.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29390360}]","[{'src': 'hda', 'id': 29390090}]",32.0,,37613211.0,1493325435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-27 20:37:23.490306,104849.0,5.0
2017-05-08 07:48:39.020441,slurm_normal,1494229786.0,0,,1.0,main_w3_handler1,3102056,15777314,False,,154032544,vcf,124822061,vcf,9883814.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29513230}]","[{'src': 'hda', 'id': 29512323}]",32.0,,37824756.0,1494229722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-08 07:49:48.972823,,64.0
2017-06-12 08:35:28.471913,slurm_normal,1497256557.0,0,,1.0,main_w3_handler1,2770732,16079140,False,,1314901,vcf,1314907,vcf,10166188.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29990972}]","[{'src': 'hda', 'id': 29991586}]",32.0,,37798333.0,1497256542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-12 08:35:58.327474,73421.0,15.0
2017-05-22 13:11:08.272124,slurm_normal,1495458684.0,0,,1.0,main_w3_handler0,3121704,15906119,False,,9699,vcf,54809,vcf,10004407.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29716059}]","[{'src': 'hda', 'id': 29716057}]",32.0,,38132025.0,1495458679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-22 13:11:25.877270,,5.0
2017-06-22 11:56:57.201355,slurm_normal,1498132635.0,0,,1.0,main_w4_handler1,3165867,16163428,False,,432001,vcf,462526,vcf,10241105.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30121594}]","[{'src': 'hda', 'id': 30121595}]",32.0,,38810815.0,1498132630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-22 11:57:18.044480,47785.0,5.0
2017-06-28 22:03:06.991370,slurm_normal,1498687475.0,0,,1.0,main_w3_handler0,3175654,16217646,False,,159645951,vcf,218237548,vcf,10293889.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30226410}]","[{'src': 'hda', 'id': 30226448}]",32.0,,38980608.0,1498687403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-28 22:04:37.618483,,72.0
2017-09-29 08:02:07.973397,slurm_normal,1506672140.0,0,,1.0,main_w3_handler1,3266797,16970658,False,,3614993,vcf,70522,vcf,11038265.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31467352}]","[{'src': 'hda', 'id': 31467627}]",32.0,,40844150.0,1506672134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-29 08:02:22.348920,,6.0
2017-09-29 08:27:11.468754,slurm_normal,1506673645.0,0,,1.0,main_w3_handler1,3266797,16970949,False,,171161,vcf,3614993,vcf,11038553.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31477879}]","[{'src': 'hda', 'id': 31477795}]",32.0,,40844150.0,1506673640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-29 08:27:27.454101,,5.0
2017-07-26 13:32:11.944887,slurm_normal,1501075946.0,0,,1.0,main_w4_handler0,2965411,16423564,False,,357718,vcf,320475,vcf,10489575.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30620670}]","[{'src': 'hda', 'id': 30620672}]",32.0,,39426885.0,1501075942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-07-26 13:32:30.952084,98582.0,4.0
2017-12-15 21:14:50.551205,slurm_normal,1513372502.0,0,,1.0,main_w3_handler1,3367405,17822350,False,,325889,vcf,326237,vcf,11890917,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32955697}]","[{'src': 'hda', 'id': 32955698}]",32.0,,41370873.0,1513372496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-15 21:15:04.250781,113891.0,6.0
2017-09-16 18:50:04.886455,slurm_normal,1505587942.0,0,,1.0,main_w3_handler0,3209252,16845132,False,,323655300,vcf,1333865624,vcf,10912065.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31276557}]","[{'src': 'hda', 'id': 31276683}]",32.0,,40197356.0,1505587815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-16 18:52:25.391692,109665.0,127.0
2018-02-17 10:57:39.402208,slurm_normal,1518866069.0,0,7680.0,1.0,main_w3_handler1,3409034,18420690,False,,82175075,vcf,10796220779,vcf,12508834,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33718331}]","[{'src': 'hda', 'id': 33653494}]",32.0,,43974455.0,1518865072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-17 11:14:29.970505,84504.0,997.0
2017-12-22 12:13:39.121968,slurm_normal,1513944832.0,0,,1.0,main_w4_handler0,3373344,17879104,False,,2160746,vcf,2130215,vcf,11952229,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33050472}]","[{'src': 'hda', 'id': 33050565}]",32.0,,42806414.0,1513944827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-22 12:13:55.775027,112133.0,5.0
2017-10-15 18:36:29.745508,slurm_normal,1508092606.0,0,,1.0,main_w3_handler1,3282544,17105687,False,,14596315,vcf,15127167,vcf,11162846.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31695010}]","[{'src': 'hda', 'id': 31695009}]",32.0,,41207958.0,1508092593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-15 18:36:47.282041,54965.0,13.0
2017-10-24 19:16:08.913967,slurm_normal,1508872658.0,0,,1.0,main_w3_handler0,3298392,17202143,False,,356954942,vcf,62060329,vcf,11261336,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31856188}]","[{'src': 'hda', 'id': 31856190}]",32.0,,41496051.0,1508872580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-24 19:17:41.841491,114396.0,78.0
2017-10-24 19:35:29.840323,slurm_normal,1508873820.0,0,,1.0,main_w4_handler0,3298392,17202287,False,,356954942,vcf,62060329,vcf,11261618,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31856188}]","[{'src': 'hda', 'id': 31856190}]",32.0,,41496051.0,1508873748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-24 19:37:07.398818,114396.0,72.0
2018-02-06 12:32:53.550792,slurm_normal,1517921428.0,0,7680.0,1.0,main_w3_handler0,3409034,18270104,False,,20570580,vcf,10796220779,vcf,12351894,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33691129}]","[{'src': 'hda', 'id': 33653494}]",32.0,,43708173.0,1517920386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-06 12:50:30.847419,84504.0,1042.0
2017-11-09 15:10:09.527808,slurm_normal,1510240224.0,0,,1.0,main_w3_handler1,3318634,17397710,False,,2932459,vcf,567632,vcf,11459492,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32196196}]","[{'src': 'hda', 'id': 32196195}]",32.0,,41889454.0,1510240218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-09 15:10:26.746265,,6.0
2017-11-14 04:43:14.892443,slurm_normal,1510637837.0,0,,1.0,main_w4_handler1,1366712,17448643,False,,65630686,vcf,119147129,vcf,11506166,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32286540}]","[{'src': 'hda', 'id': 32292295}]",32.0,,41867835.0,1510637804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 05:37:20.036857,32709.0,33.0
2017-11-24 21:39:21.121570,slurm_normal,1511559628.0,0,,1.0,main_w3_handler0,3338785,17575449,False,,44074,vcf,963919722,vcf,11637881,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32520293}]","[{'src': 'hda', 'id': 32520496}]",32.0,,42241401.0,1511559564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-24 21:40:30.693430,101149.0,64.0
2018-01-13 16:44:42.405341,slurm_normal,1515861890.0,0,,1.0,main_w3_handler1,3386740,18026832,False,,706898,vcf,2130215,vcf,12104127,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33301129}]","[{'src': 'hda', 'id': 33301058}]",32.0,,42361161.0,1515861885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-13 16:44:51.758581,117558.0,5.0
2018-01-13 16:15:10.740023,slurm_normal,1515860119.0,0,,1.0,main_w3_handler0,3386740,18026705,False,,2227435,vcf,2130215,vcf,12104060,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33249364}]","[{'src': 'hda', 'id': 33301058}]",32.0,,42361161.0,1515860113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-13 16:15:20.819086,117558.0,6.0
2018-01-16 13:22:22.379769,slurm_normal,1516108949.0,0,,1.0,main_w4_handler0,2923102,18048477,False,,159947,vcf,157475,vcf,12125913,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33331736}]","[{'src': 'hda', 'id': 33331735}]",32.0,,43204573.0,1516108945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-16 13:22:31.038422,80775.0,4.0
2017-12-05 19:13:36.399215,slurm_normal,1512501252.0,0,,1.0,main_w4_handler1,3295694,17708111,False,,24805786,vcf,28157078,vcf,11772777,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32752221}]","[{'src': 'hda', 'id': 32752243}]",32.0,,42129604.0,1512501230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-05 19:14:16.959934,114159.0,22.0
2017-12-05 19:20:54.358781,slurm_normal,1512501692.0,0,,1.0,main_w4_handler1,3295694,17708244,False,,28157078,vcf,24805786,vcf,11772927,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32752243}]","[{'src': 'hda', 'id': 32752221}]",32.0,,42129604.0,1512501663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-05 19:21:38.362276,114159.0,29.0
