create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__index__,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-21 18:18:50.986288,slurm_normal,1506017980.0,127,1.0,main_w4_handler0,3260996,16891742,False,,3146544,fasta,10960055.roundup,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31354713}]",32.0,,40691503,1506017976.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-09-21 18:19:48.638274,111990.0,4.0
2017-09-21 18:18:52.597896,slurm_normal,1506017962.0,127,1.0,main_w3_handler1,3260996,16891746,False,,3379638,fasta,10960050.roundup,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31354715}]",32.0,,40691503,1506017958.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-09-21 18:19:27.252503,111990.0,4.0
2017-09-21 18:18:51.708267,slurm_normal,1506017967.0,127,1.0,main_w4_handler1,3260996,16891744,False,,3173803,fasta,10960052.roundup,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31354714}]",32.0,,40691503,1506017961.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-09-21 18:19:37.224281,111990.0,6.0
2017-09-22 07:41:52.798011,slurm_normal,1506066128.0,127,1.0,main_w3_handler1,3262674,16896537,False,,6128815,sdf,10965419.roundup,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31362954}]",32.0,,40752177,1506066125.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-09-22 07:42:11.201781,112066.0,3.0
2017-10-23 00:11:58.656199,slurm_normal,1508717529.0,127,1.0,main_w4_handler1,3295613,17170290,False,,39613542,sdf,11230275,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31803401}]",32.0,,41450328,1508717523.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-10-23 00:12:10.522461,,6.0
2017-10-23 04:34:00.085986,slurm_normal,1508733249.0,127,1.0,main_w4_handler1,3295840,17171571,False,,39613542,sdf,11231594,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31806586}]",32.0,,41455299,1508733244.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-10-23 04:34:11.833206,,5.0
2017-10-30 11:08:52.352604,slurm_normal,1509361766.0,127,1.0,main_w4_handler0,3284933,17263404,False,,21851539,sdf,11322426,slurm,,132112168.0,corral-repl,,,0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31667065}]",32.0,,41618310,1509361762.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-10-30 11:09:29.511958,113553.0,4.0
2017-10-30 11:08:51.870908,slurm_normal,1509361757.0,127,1.0,main_w3_handler1,3284933,17263403,False,,20846867,sdf,11322423,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31667136}]",32.0,,41618310,1509361751.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-10-30 11:09:22.099515,113553.0,6.0
2018-01-09 18:01:40.865005,slurm_normal,1515520962.0,127,1.0,main_w4_handler0,3386569,17984617,False,,13158954,fasta,12060758,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33233991}]",32.0,,43093649,1515520957.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2018-01-09 18:02:44.272503,119575.0,5.0
2017-11-26 23:49:00.066697,slurm_normal,1511740147.0,127,1.0,main_w3_handler1,3321465,17596152,False,,827850753,sdf,11655230,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32549987}]",32.0,,41936749,1511740143.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-11-26 23:49:08.301983,,4.0
