chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.c.__current_case__,parameters.c.consensus,parameters.c.fraction,parameters.c.hapNum,parameters.c.phredProb,parameters.c.theta,parameters.chromInfo,parameters.dbkey,parameters.indels,parameters.lastCol,parameters.mapCap,parameters.refOrHistory.__current_case__,parameters.refOrHistory.input1,parameters.refOrHistory.input1.values,parameters.refOrHistory.ownFile,parameters.refOrHistory.ownFile.values,parameters.refOrHistory.reference,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-09-01 17:10:35.175232,slurm_normal,1504286549.0,0,,1.0,main_w4_handler0,2819332,16712715,False,,960243267,bam,10784944.roundup,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 31039978}]",,,indexed,32.0,,40205677.0,1504285845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-09-01 17:22:33.088704,51278.0,704.0
,,2017-09-06 19:06:33.428656,slurm_normal,1504725143.0,0,,1.0,main_w4_handler1,3236489,16749962,False,,960243267,bam,10818996.roundup,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 31112574}]",,,indexed,32.0,,40311479.0,1504724808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-09-06 19:12:33.142149,110654.0,335.0
,,2017-09-06 19:06:32.940300,slurm_normal,1504725075.0,0,,1.0,main_w3_handler1,3236489,16749961,False,,687231801,bam,10818991.roundup,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 31112572}]",,,indexed,32.0,,40311479.0,1504724802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-09-06 19:11:17.122424,110654.0,273.0
,,2018-03-02 20:41:55.298477,slurm_normal,1520023563.0,0,7680.0,1.0,main_w3_handler1,3437642,18586242,False,,687231801,bam,12681118,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 33997970}]",,,indexed,32.0,,44297597.0,1520023321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-02 20:46:06.064621,24355.0,242.0
,,2018-03-02 20:41:55.702092,slurm_normal,1520023621.0,0,7680.0,1.0,main_w4_handler1,3437642,18586243,False,,960243267,bam,12681120,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 33997972}]",,,indexed,32.0,,44297597.0,1520023328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-02 20:47:02.923409,24355.0,293.0
,,2017-11-01 18:58:06.678252,slurm_normal,1509563044.0,0,,1.0,main_w4_handler0,3304768,17288742,False,,960243267,bam,11350578,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32006735}]",,,indexed,32.0,,41678682.0,1509562720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-01 19:04:10.353146,24355.0,324.0
,,2017-11-01 18:58:06.448293,slurm_normal,1509563016.0,0,,1.0,main_w3_handler1,3304768,17288741,False,,687231801,bam,11350575,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32006733}]",,,indexed,32.0,,41678682.0,1509562707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-01 19:03:41.264951,24355.0,309.0
,,2017-11-07 04:54:50.266761,slurm_normal,1510030847.0,0,,1.0,main_w4_handler0,3313844,17354362,False,,960243267,bam,11417934,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32105403}]",,,indexed,32.0,,41791424.0,1510030520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-07 05:00:54.698789,115466.0,327.0
,,2017-11-07 04:54:50.029722,slurm_normal,1510030770.0,0,,1.0,main_w3_handler0,3313844,17354361,False,,687231801,bam,11417932,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32105401}]",,,indexed,32.0,,41791424.0,1510030515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-07 04:59:34.899793,115466.0,255.0
,,2017-11-08 15:37:44.676178,slurm_normal,1510155782.0,0,,1.0,main_w4_handler0,3315211,17381753,False,,960243267,bam,11443534,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32131926}]",,,indexed,32.0,,41794323.0,1510155491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-08 15:43:07.556787,115481.0,291.0
,,2017-11-08 15:37:44.165965,slurm_normal,1510155726.0,0,,1.0,main_w4_handler0,3315211,17381751,False,,687231801,bam,11443533,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32131922}]",,,indexed,32.0,,41794323.0,1510155491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-08 15:42:11.960901,115481.0,235.0
,,2018-03-06 03:33:36.615679,slurm_normal,1520307468.0,0,7680.0,1.0,main_w3_handler1,3452809,18618170,False,,687231801,bam,12714339,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 34229663}]",,,indexed,32.0,,44363002.0,1520307226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-06 03:37:50.490246,123351.0,242.0
,,2018-03-06 03:33:36.913526,slurm_normal,1520307576.0,0,7680.0,1.0,main_w4_handler0,3452809,18618171,False,,960243267,bam,12714338,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 34229665}]",,,indexed,32.0,,44363002.0,1520307225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-06 03:39:38.078569,123351.0,351.0
,,2017-11-09 20:57:21.897602,slurm_normal,1510261422.0,0,,1.0,main_w3_handler0,3313845,17403243,False,,687231801,bam,11464592,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32199315}]",,,indexed,32.0,,41791245.0,1510261054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-09 21:03:44.214069,115463.0,368.0
,,2017-11-09 20:57:19.992276,slurm_normal,1510261452.0,0,,1.0,main_w4_handler0,3313845,17403241,False,,960243267,bam,11464590,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32199313}]",,,indexed,32.0,,41791245.0,1510261054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-09 21:04:14.343019,115463.0,398.0
,,2017-11-10 18:30:27.137681,slurm_normal,1510338829.0,0,,1.0,main_w4_handler1,3313846,17413391,False,,687231801,bam,11475292,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32235106}]",,,indexed,32.0,,41791279.0,1510338633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-10 18:36:21.100677,115464.0,196.0
,,2017-11-10 18:30:26.738958,slurm_normal,1510338938.0,0,,1.0,main_w4_handler1,3313846,17413390,False,,960243267,bam,11475291,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 32235104}]",,,indexed,32.0,,41791279.0,1510338630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2017-11-10 18:36:21.435713,115464.0,308.0
,,2018-01-23 18:28:42.344054,slurm_normal,1516732179.0,0,,1.0,main_w3_handler1,3400159,18136935,False,,8846829,bam,12216621,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 33467029}]",,,indexed,32.0,,43389514.0,1516732131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-01-23 18:29:41.439208,120336.0,48.0
,,2018-01-23 18:28:41.042645,slurm_normal,1516732178.0,0,,1.0,main_w3_handler1,3400159,18136934,False,,9407279,bam,12216620,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 33467020}]",,,indexed,32.0,,43389514.0,1516732132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-01-23 18:29:40.509320,120336.0,46.0
,,2018-03-08 21:37:32.978385,slurm_normal,1520548855.0,0,7680.0,1.0,main_w3_handler0,3452824,18663972,False,,1418591976,bam,12760771,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 34306916}]",,,indexed,32.0,,44491108.0,1520548535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-08 22:40:58.004068,123356.0,320.0
,,2018-03-09 17:10:04.520243,slurm_normal,1520615864.0,0,7680.0,1.0,main_w4_handler0,3452824,18674407,False,,687231801,bam,12770652,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 34327293}]",,,indexed,32.0,,44491108.0,1520615667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-09 17:17:45.701645,123356.0,197.0
,,2018-03-09 17:10:05.557563,slurm_normal,1520616521.0,0,7680.0,1.0,main_w3_handler1,3452824,18674409,False,,687231801,bam,12770748,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 34327297}]",,,indexed,32.0,,44491108.0,1520616330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-09 17:28:44.906045,123356.0,191.0
,,2018-03-09 17:10:06.468757,slurm_normal,1520616557.0,0,7680.0,1.0,main_w3_handler1,3452824,18674410,False,,960243267,bam,12770747,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""no""","""no""","""60""",0,,"[{'src': 'hda', 'id': 34327299}]",,,indexed,32.0,,44491108.0,1520616324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2018-03-09 17:29:19.751663,123356.0,233.0
,,2015-05-04 16:34:28.536317,slurm_normal,1430758616.0,0,,1.0,main_w2_handler0,2272754,9389245,False,,57430278,bam,3722153.roundup,slurm,,132112168.0,corral-repl,,,,"""6a9725fcf27b11e4a867005056a51846""",0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,19563149.0,,,,indexed,32.0,,22370397.0,1430757991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-05-04 16:57:00.815482,59732.0,625.0
,,2015-05-04 16:34:29.460488,slurm_normal,1430758920.0,0,,1.0,main_w1_handler0,2272754,9389246,False,,57951188,bam,3722156.roundup,slurm,,132112168.0,corral-repl,,,,"""6a9725fcf27b11e4a867005056a51846""",0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,19563151.0,,,,indexed,32.0,,22370397.0,1430758061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-05-04 17:02:06.346548,59732.0,859.0
17.0,len,2015-03-30 19:52:42.251089,rodeo_normal,1427745344.0,0,,1.0,main_w2_handler0,2252345,9093150,False,,10758,bam,3377097.roundup,slurm,,132112168.0,corral-repl,16691.0,fasta,,"""4bdc1170d71611e484c7005056a52a46""",0,no,,,,,"""/galaxy-repl/main/files/010/827/dataset_10827998.dat""","""?""","""no""","""no""","""60""",1,19071636.0,,19040691.0,,history,32.0,,22021412.0,1427745341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-03-30 19:55:53.985569,43765.0,3.0
17.0,len,2015-03-30 19:52:39.506177,rodeo_normal,1427745337.0,0,,1.0,main_w2_handler0,2252345,9093148,False,,10487,bam,3377096.roundup,slurm,,132112168.0,corral-repl,16691.0,fasta,,"""4bdc1170d71611e484c7005056a52a46""",0,no,,,,,"""/galaxy-repl/main/files/010/827/dataset_10827998.dat""","""?""","""no""","""no""","""60""",1,19071635.0,,19040691.0,,history,32.0,,22021412.0,1427745332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-03-30 19:55:42.339343,43765.0,5.0
,,2015-03-30 20:25:37.299378,rodeo_normal,1427747257.0,0,,1.0,main_w1_handler1,2254488,9093398,False,,8962,bam,3377504.roundup,slurm,,132112168.0,corral-repl,16691.0,fasta,,"""ea7069ead71a11e4a6aa005056a51846""",0,no,,,,,"""/galaxy-repl/main/files/010/790/dataset_10790205.dat""","""SalpinusMtGenome""","""no""","""no""","""60""",1,19072058.0,,19071877.0,,history,32.0,,22021412.0,1427747254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-03-30 20:27:39.520318,43765.0,3.0
,,2015-03-30 20:48:35.976118,rodeo_normal,1427748541.0,0,,1.0,main_w1_handler1,2254488,9093566,False,,297328,bam,3377821.roundup,slurm,,132112168.0,corral-repl,16691.0,fasta,,,0,no,,,,,"""/galaxy-repl/main/files/010/790/dataset_10790205.dat""","""SalpinusMtGenome""","""no""","""no""","""60""",1,19072259.0,,19071877.0,,history,32.0,,22021412.0,1427748537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-03-30 20:49:07.668794,43765.0,4.0
,,2015-03-30 23:53:08.274436,rodeo_normal,1427759702.0,0,,1.0,main_w2_handler0,2254603,9094840,False,,10758,bam,3380502.roundup,slurm,,132112168.0,corral-repl,16691.0,fasta,,"""e3282304d73711e4b294005056a52a46""",0,no,,,,,"""/galaxy-repl/main/files/010/790/dataset_10790205.dat""","""SalpinusMtGenome""","""no""","""no""","""60""",1,19074187.0,,19073863.0,,history,32.0,,22021412.0,1427759699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-03-30 23:55:06.046266,43765.0,3.0
,,2015-03-30 23:53:06.375763,rodeo_normal,1427759711.0,0,,1.0,main_w1_handler0,2254603,9094839,False,,10487,bam,3380504.roundup,slurm,,132112168.0,corral-repl,16691.0,fasta,,"""e3282304d73711e4b294005056a52a46""",0,no,,,,,"""/galaxy-repl/main/files/010/790/dataset_10790205.dat""","""SalpinusMtGenome""","""no""","""no""","""60""",1,19074186.0,,19073863.0,,history,32.0,,22021412.0,1427759707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-03-30 23:55:12.445715,43765.0,4.0
,,2015-05-05 17:12:07.626473,slurm_normal,1430846792.0,0,,1.0,main_w2_handler0,2272754,9401782,False,,57430278,bam,3732690.roundup,slurm,,132112168.0,corral-repl,,,,"""d635fa9ef34911e4b1c5005056a51846""",0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,19589949.0,,,,indexed,32.0,,22370397.0,1430846571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-05-05 17:26:36.570192,59732.0,221.0
,,2015-05-05 17:12:08.265894,slurm_normal,1430846703.0,0,,1.0,main_w1_handler1,2272754,9401783,False,,57951188,bam,3732689.roundup,slurm,,132112168.0,corral-repl,,,,"""d635fa9ef34911e4b1c5005056a51846""",0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,19589950.0,,,,indexed,32.0,,22370397.0,1430846567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-05-05 17:25:06.153569,59732.0,136.0
17.0,len,2015-03-28 18:11:23.186617,rodeo_normal,1427566406.0,0,,1.0,main_w2_handler1,2252345,9074120,False,,10487,bam,3360305.roundup,slurm,,132112168.0,corral-repl,16691.0,fasta,,"""d1eda618d57511e481c7005056a52a46""",0,no,,,,,"""/galaxy-repl/main/files/010/827/dataset_10827998.dat""","""?""","""no""","""no""","""60""",1,19046282.0,,19040691.0,,history,32.0,,22021412.0,1427566403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-03-28 18:13:29.292643,43765.0,3.0
,,2015-04-07 15:51:43.830440,slurm_normal,1428422631.0,0,,1.0,main_w1_handler0,2258218,9160475,False,,1431961016,bam,3442277.roundup,slurm,,132112168.0,corral-repl,,,,,0,no,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""","""no""","""60""",0,19138131.0,,,,indexed,32.0,,22295884.0,1428421922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.1,1.1.1,,2015-04-07 16:03:54.883198,24355.0,709.0
