chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.coverage,parameters.dbkey,parameters.format_type.__current_case__,parameters.format_type.base_column,parameters.format_type.cvrg_column,parameters.format_type.format,parameters.format_type.loc_column,parameters.format_type.seq_column,parameters.format_type.which_base,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-30 04:34:32.920506,slurm_normal,1514608859.0,0,,1.0,main_w3_handler1,3378444,17917396,False,,17139379308,tabular,11992683,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""5""","""Arabidopsis_thaliana_TAIR10""",0,,,six,,,,,"[{'src': 'hda', 'id': 33117521}]",32.0,,42912424.0,1514608475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-12-30 04:41:01.757280,12670.0,384.0
,,2017-10-23 21:30:59.023541,slurm_normal,1508794269.0,0,,1.0,main_w4_handler0,2646197,17183603,False,,320013274,tabular,11244123,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""3""","""?""",1,,,ten,,,second,,"[{'src': 'hda', 'id': 31823383}]",32.0,,41425936.0,1508794263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-10-23 21:31:10.841599,81381.0,6.0
,,2018-01-21 04:01:28.217040,slurm_normal,1516507302.0,0,,1.0,main_w3_handler1,2691788,18098702,False,,727056,interval,12178610,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",0,,,six,,,,,"[{'src': 'hda', 'id': 33414318}]",32.0,,43328320.0,1516507296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-01-21 04:01:43.465155,83698.0,6.0
,,2018-01-21 10:06:07.604302,slurm_normal,1516529182.0,0,,1.0,main_w4_handler0,2691788,18100066,False,,370116,interval,12180186,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",0,,,six,,,,,"[{'src': 'hda', 'id': 33416632}]",32.0,,43328320.0,1516529176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-01-21 10:06:23.194613,83698.0,6.0
,,2018-01-21 10:06:07.973649,slurm_normal,1516529181.0,0,,1.0,main_w3_handler1,2691788,18100067,False,,340064,interval,12180185,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",0,,,six,,,,,"[{'src': 'hda', 'id': 33416633}]",32.0,,43328320.0,1516529176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-01-21 10:06:23.125457,83698.0,5.0
,,2017-10-28 23:03:23.903174,slurm_normal,1509232751.0,0,,1.0,main_w3_handler0,3300422,17251780,False,,22667469251,tabular,11311959,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""10""","""hg19""",0,,,six,,,,,"[{'src': 'hda', 'id': 31941673}]",32.0,,41537579.0,1509231817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-10-28 23:19:20.373401,114535.0,934.0
,,2017-11-02 11:02:04.391310,slurm_normal,1509620579.0,0,,1.0,main_w3_handler1,2949679,17298096,False,,266981950,tabular,11360172,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32022270}]",32.0,,41693937.0,1509620540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-02 11:03:10.486514,97753.0,39.0
,,2017-11-07 05:40:43.744014,slurm_normal,1510033285.0,0,,1.0,main_w3_handler1,3300204,17354611,False,,274464834,tabular,11418183,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32106534}]",32.0,,41529596.0,1510033258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-07 05:41:27.202585,111505.0,27.0
,,2017-11-07 05:41:42.747886,slurm_normal,1510035279.0,0,,1.0,main_w3_handler1,3300204,17354621,False,,24228258254,tabular,11418194,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32106532}]",32.0,,41529596.0,1510033318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-07 06:14:46.338376,111505.0,1961.0
,,2017-11-09 15:38:37.399068,slurm_normal,1510241951.0,0,,1.0,main_w4_handler1,3315496,17398083,False,,163670492,tabular,11459827,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",0,,,six,,,,,"[{'src': 'hda', 'id': 32196866}]",32.0,,41813673.0,1510241946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-09 15:39:15.750476,114497.0,5.0
,,2018-01-11 02:26:15.918160,slurm_normal,1515637662.0,0,,1.0,main_w3_handler0,3387006,17999393,False,,112273374,tabular,12076043,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 33257968}]",32.0,,43103232.0,1515637580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-01-11 02:27:44.267918,119605.0,82.0
,,2018-01-11 02:25:57.386945,slurm_normal,1515637625.0,0,,1.0,main_w3_handler1,3387006,17999391,False,,562876358,tabular,12076041,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 33257956}]",32.0,,43103232.0,1515637561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-01-11 02:27:08.230340,119605.0,64.0
,,2017-11-10 19:54:40.860657,slurm_normal,1510343729.0,0,,1.0,main_w3_handler0,3320675,17414697,False,,82295,sam,11476555,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""3""","""mm9""",1,,,ten,,,first,,"[{'src': 'hda', 'id': 32237686}]",32.0,,41919611.0,1510343685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-10 19:55:31.597895,115869.0,44.0
,,2017-11-13 19:33:44.371600,slurm_normal,1510601631.0,0,,1.0,main_w4_handler0,3320872,17441232,False,,102452,tabular,11499974,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""3""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32249218}]",32.0,,41321824.0,1510601627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-13 19:33:52.280151,113742.0,4.0
,,2017-11-14 15:06:39.818061,slurm_normal,1510672019.0,0,,1.0,main_w4_handler0,3324479,17454441,False,,9571281,tabular,11512110,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""300""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32306236}]",32.0,,41980046.0,1510672014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-14 15:07:01.709694,15893.0,5.0
,,2017-11-14 23:04:28.041816,slurm_normal,1510700691.0,0,,1.0,main_w4_handler1,3304703,17461187,False,,533759,pileup,11519286,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""3""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32239361}]",32.0,,41612281.0,1510700687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-14 23:05:00.819016,87944.0,4.0
,,2018-03-06 08:55:57.916509,slurm_normal,1520326645.0,0,7680.0,1.0,main_w3_handler0,3450242,18620176,False,,640645294,tabular,12716436,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 34232576}]",32.0,,44367509.0,1520326569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-03-06 08:57:28.401290,111557.0,76.0
,,2017-11-15 19:04:25.236508,slurm_normal,1510772731.0,0,,1.0,main_w3_handler1,3326520,17473745,False,,2358818,tabular,11530214,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",1,,,ten,,,second,,"[{'src': 'hda', 'id': 32341388}]",32.0,,41917445.0,1510772727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-15 19:05:35.322004,107146.0,4.0
,,2018-01-11 20:57:40.932757,slurm_normal,1515704268.0,0,,1.0,main_w4_handler1,3381119,18007384,False,,27870922,tabular,12084582,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""3""","""mm10""",0,,,six,,,,,"[{'src': 'hda', 'id': 33270815}]",32.0,,42986673.0,1515704263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-01-11 20:57:49.486517,70329.0,5.0
,,2017-11-19 15:41:05.052767,slurm_normal,1511106074.0,0,,1.0,main_w3_handler1,3330811,17508415,False,,94349,tabular,11568858,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",0,,,six,,,,,"[{'src': 'hda', 'id': 32399426}]",32.0,,41280788.0,1511106069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-19 15:41:15.469854,113640.0,5.0
,,2017-11-21 09:18:26.009234,slurm_normal,1511255937.0,0,,1.0,main_w4_handler1,2949679,17532316,False,,274464834,pileup,11591533,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32392609}]",32.0,,42060945.0,1511255908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-21 09:18:59.590515,97753.0,29.0
,,2017-11-21 09:18:44.081163,slurm_normal,1511257896.0,0,,1.0,main_w4_handler0,2949679,17532318,False,,24228258254,pileup,11591536,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32392608}]",32.0,,42060945.0,1511255929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-21 09:51:38.583437,97753.0,1967.0
,,2017-11-23 11:31:27.578082,slurm_normal,1511436697.0,0,,1.0,main_w4_handler1,2949679,17560645,False,,81396,tabular,11621617,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32489583}]",32.0,,42060945.0,1511436693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-23 11:31:42.572800,97753.0,4.0
,,2017-11-23 11:33:06.351162,slurm_normal,1511436848.0,0,,1.0,main_w3_handler1,2949679,17560672,False,,43382,tabular,11621643,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32489689}]",32.0,,42060945.0,1511436844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-23 11:34:10.473761,97753.0,4.0
,,2017-11-23 10:17:41.994936,slurm_normal,1511432271.0,0,,1.0,main_w4_handler0,2949679,17559533,False,,1812867,tabular,11620496,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32487134}]",32.0,,42060945.0,1511432266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-23 10:17:55.693570,97753.0,5.0
,,2017-11-23 11:33:07.484184,slurm_normal,1511436882.0,0,,1.0,main_w4_handler0,2949679,17560678,False,,43748,tabular,11621651,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32489759}]",32.0,,42060945.0,1511436877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-23 11:34:45.275734,97753.0,5.0
,,2017-11-23 11:33:05.878984,slurm_normal,1511436839.0,0,,1.0,main_w3_handler1,2949679,17560670,False,,51978,tabular,11621641,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32489674}]",32.0,,42060945.0,1511436831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-23 11:34:02.215207,97753.0,8.0
,,2017-11-23 11:33:05.352767,slurm_normal,1511436838.0,0,,1.0,main_w4_handler0,2949679,17560667,False,,57356,tabular,11621642,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32489653}]",32.0,,42060945.0,1511436834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-23 11:34:00.779727,97753.0,4.0
,,2017-11-23 11:33:07.294505,slurm_normal,1511436875.0,0,,1.0,main_w4_handler0,2949679,17560677,False,,57271,tabular,11621649,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 32489731}]",32.0,,42060945.0,1511436870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-11-23 11:34:38.825706,97753.0,5.0
