chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs37,inputs37_filetype,inputs38,inputs38_filetype,inputs39,inputs39_filetype,inputs3_filetype,inputs4,inputs40,inputs40_filetype,inputs41,inputs41_filetype,inputs42,inputs42_filetype,inputs43,inputs43_filetype,inputs44,inputs44_filetype,inputs45,inputs45_filetype,inputs46,inputs46_filetype,inputs47,inputs47_filetype,inputs48,inputs48_filetype,inputs49,inputs49_filetype,inputs4_filetype,inputs5,inputs50,inputs50_filetype,inputs51,inputs51_filetype,inputs52,inputs52_filetype,inputs53,inputs53_filetype,inputs54,inputs54_filetype,inputs55,inputs55_filetype,inputs56,inputs56_filetype,inputs57,inputs57_filetype,inputs58,inputs58_filetype,inputs59,inputs59_filetype,inputs5_filetype,inputs6,inputs60,inputs60_filetype,inputs61,inputs61_filetype,inputs62,inputs62_filetype,inputs63,inputs63_filetype,inputs64,inputs64_filetype,inputs65,inputs65_filetype,inputs66,inputs66_filetype,inputs67,inputs67_filetype,inputs68,inputs68_filetype,inputs69,inputs69_filetype,inputs6_filetype,inputs7,inputs70,inputs70_filetype,inputs71,inputs71_filetype,inputs72,inputs72_filetype,inputs73,inputs73_filetype,inputs74,inputs74_filetype,inputs75,inputs75_filetype,inputs76,inputs76_filetype,inputs77,inputs77_filetype,inputs78,inputs78_filetype,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation.__current_case__,parameters.annotation.ignore_nonoverlapping_reference,parameters.annotation.ignore_nonoverlapping_transfrags,parameters.annotation.reference_annotation.values,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.discard_intron_redundant_transfrags,parameters.discard_single_exon,parameters.inputs.values,parameters.max_dist_exon,parameters.max_dist_group,parameters.seq_data.__current_case__,parameters.seq_data.seq_source.__current_case__,parameters.seq_data.seq_source.index,parameters.seq_data.seq_source.index_source,parameters.seq_data.seq_source.ref_file.values,parameters.seq_data.use_seq_data,processor_count,reference_annotation,reference_annotation_filetype,runner_name,seq_data|ref_file,seq_data|ref_file_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-11 09:13:28.480241,slurm_normal,1499765584.0,0,,1.0,main_w3_handler1,3143521,16307761,False,,1107776842,1107776842,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10375435.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""""","[{'src': 'hda', 'id': 30330009}]","""100""","""100""",1,1.0,,history,"[{'src': 'hda', 'id': 30345530}]",Yes,32.0,,,,48774762596.0,fasta,39152186.0,1499764425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-11 09:35:30.208285,85357.0,1159.0
,,2017-04-12 20:56:19.121098,slurm_normal,1492030658.0,0,,1.0,main_w3_handler0,3030056,15568879,False,,944270,944270,,,,,,,,,,,,,,,,,,,,,gtf,51191643.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,9692147.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/main/files/019/283/dataset_19283847.dat""","""Sko_v3""","""false""","""""","[{'src': 'hda', 'id': 29192056}, {'src': 'hda', 'id': 29192057}]","""100""","""100""",1,1.0,,history,"[{'src': 'hda', 'id': 28742717}]",Yes,32.0,,,,767218420.0,fasta,36695187.0,1492030608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-04-12 20:58:08.381251,22860.0,50.0
,,2017-05-06 10:19:42.615162,slurm_normal,1494066190.0,0,,1.0,main_w4_handler0,2943924,15766081,False,,2823147,2823147,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,9873702.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29331493}]",Yes,"""/galaxy-repl/localdata/chrom/vicPac1.len""","""vicPac1""","""false""","""""","[{'src': 'hda', 'id': 29468531}]","""100""","""100""",1,0.0,vicPac1,cached,,Yes,32.0,238695801.0,gtf,,,,37798536.0,1494065988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-05-06 10:23:57.508516,97530.0,202.0
,,2017-04-12 21:02:22.874237,slurm_normal,1492031053.0,0,,1.0,main_w3_handler0,3030056,15568916,False,,461027,461027,,,,,,,,,,,,,,,,,,,,,gtf,944270.0,,,,,,,,,,,,,,,,,,,,,gtf,51191643.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,9692194.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/main/files/019/283/dataset_19283847.dat""","""Sko_v3""","""false""","""""","[{'src': 'hda', 'id': 29192053}, {'src': 'hda', 'id': 29192056}, {'src': 'hda', 'id': 29192057}]","""100""","""100""",1,1.0,,history,"[{'src': 'hda', 'id': 28742717}]",Yes,32.0,,,,767218420.0,fasta,36695187.0,1492030986.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-04-12 21:04:17.453153,22860.0,67.0
,,2017-04-19 17:02:33.771739,slurm_normal,1492622509.0,0,,1.0,main_w4_handler1,3078092,15627386,False,,2758549,2758549,,,,,,,,,,,,,,,,,,,,,gtf,1414675.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,9746150.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29265511}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 29280625}, {'src': 'hda', 'id': 29280738}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,568339939.0,gtf,,,,37132874.0,1492621378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-04-19 17:21:53.545435,47638.0,1131.0
,,2017-06-01 13:42:11.968908,slurm_normal,1496325498.0,0,,1.0,main_w4_handler0,3057600,15988986,False,,50083548,50083548,,,,,,,,,,,,,,,,,,,,,gtf,159945525.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10083835.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/main/files/019/283/dataset_19283847.dat""","""Sko_v3""","""false""","""""","[{'src': 'hda', 'id': 29265031}, {'src': 'hda', 'id': 29849363}]","""100""","""100""",1,1.0,,history,"[{'src': 'hda', 'id': 29202063}]",Yes,32.0,,,,767218420.0,fasta,36695187.0,1496325432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-06-01 13:58:28.699680,22860.0,66.0
,,2017-05-08 10:12:28.970615,slurm_normal,1494238380.0,0,,1.0,main_w4_handler1,3090426,15778103,False,,16436625,16436625,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,9884540.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29394506}]",Yes,"""/galaxy-repl/localdata/chrom/droVir3.len""","""droVir3""","""false""","""""","[{'src': 'hda', 'id': 29514600}]","""100""","""100""",1,0.0,droVir3,cached,,Yes,32.0,59622482.0,gtf,,,,37576491.0,1494238355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-05-08 10:13:01.989479,104699.0,25.0
,,2017-05-08 10:17:20.295864,slurm_normal,1494238677.0,0,,1.0,main_w3_handler0,3090426,15778183,False,,41517801,41517801,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,9884618.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29394506}]",Yes,"""/galaxy-repl/localdata/chrom/droVir3.len""","""droVir3""","""false""","""""","[{'src': 'hda', 'id': 29514671}]","""100""","""100""",1,0.0,droVir3,cached,,Yes,32.0,59622482.0,gtf,,,,37576491.0,1494238646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-05-08 10:18:01.393465,104699.0,31.0
,,2017-06-02 09:29:33.647847,slurm_normal,1496396000.0,0,,1.0,main_w4_handler1,3108604,15997748,False,,170478,170478,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10092113.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29579108}]",Yes,"""/galaxy-repl/localdata/chrom/droVir3.len""","""droVir3""","""false""","""""","[{'src': 'hda', 'id': 29862582}]","""100""","""100""",0,,,,,No,32.0,59622482.0,gtf,,,,37927595.0,1496395993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-06-02 09:33:23.491696,104699.0,7.0
,,2017-04-10 21:39:43.720095,slurm_normal,1491860525.0,0,,1.0,main_w3_handler0,3059580,15546847,False,,39207494,39207494,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,9671500.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29157451}]",Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""""","[{'src': 'hda', 'id': 29157451}]","""100""","""100""",1,0.0,hg19,cached,,Yes,32.0,39207494.0,gtf,,,,37155368.0,1491860398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-04-10 21:42:07.601289,98016.0,127.0
,,2017-06-04 16:10:32.885242,slurm_normal,1496592665.0,0,,1.0,main_w3_handler0,2775520,16009753,False,,35195357,35195357,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10102910.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29884094}]",Yes,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""""","[{'src': 'hda', 'id': 29884094}]","""100""","""100""",0,,,,,No,32.0,35195357.0,gtf,,,,38430455.0,1496592650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-06-04 16:11:07.428551,70316.0,15.0
