GCbiasFrequenciesFile,GCbiasFrequenciesFile_filetype,bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.GCbiasFrequenciesFile.values,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
3825,tabular,635149546,bam,320.0,len,2017-03-19 13:19:55.424576,slurm_multi,1489931583.0,0,6.0,main_w4_handler2,2910771,15335762,False,,3595453.0,twobit,9475942,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28814849}]",0,no,"[{'src': 'hda', 'id': 27511256}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489930494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-03-19 13:53:05.141312,95902,1089.0
22575,tabular,471368408,bam,15.0,len,2016-10-30 02:12:32.706734,slurm_multi,1477795016.0,0,6.0,main_w3_handler2,2116942,14207793,False,,1321890.0,twobit,8419181,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f158dce8d398fa89'}]",0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596ced66c3858747a'}]","""/galaxy-repl/main/files/017/639/dataset_17639115.dat""","""UCLA9""",0,5000000,specific,"""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb6a837c5547351a'}]",,history,32.0,,32653184,1477794744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2016-10-30 02:36:58.999062,19450,272.0
22575,gg,512363,bam,,,2016-10-28 17:45:56.202145,slurm_multi,1477676968.0,0,6.0,main_w4_handler2,2844248,14201826,False,,300.0,twobit,8413436,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53168d6413994c298'}]",0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f024eb1ff4497ab1'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,23011544,specific,"""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529db520f53c6ec22'}]",,history,32.0,,32272681,1477676948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2016-10-28 17:49:29.523596,28,20.0
22575,tabular,3369639342,bam,,,2016-11-05 06:43:48.475627,slurm_multi,1478330835.0,0,6.0,main_w4_handler2,2804768,14259562,False,,,,8468198,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e49250cf5534657'}]",0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7352547e0dbbed2'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,34080729,1478328452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2016-11-05 07:27:18.036304,89181,2383.0
22575,tabular,3075993907,bam,,,2016-11-04 12:44:02.077674,slurm_multi,1478280756.0,0,6.0,main_w4_handler2,2804768,14251679,False,,,,8462909,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543c0842bbcc93edd'}]",0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55dae22992e6e166d'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,34080729,1478278313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2016-11-04 17:32:38.451390,89181,2443.0
22575,tabular,4519557824,bam,,,2016-11-04 12:43:15.556651,slurm_multi,1478285617.0,0,6.0,main_w3_handler2,2804768,14251673,False,,,,8463461,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56fc0c32f96616143'}]",0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e12489b5c77dca4a'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,34080729,1478281739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2016-11-04 18:53:54.165183,89181,3878.0
22575,tabular,3563401817,bam,,,2016-11-04 16:03:47.685540,slurm_multi,1478291920.0,0,6.0,main_w3_handler2,2804768,14253976,False,,,,8464180,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522fc5e6b92977606'}]",0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559f2b1fd9e3eeeb1'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,34080729,1478288555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2016-11-04 20:38:50.837438,89181,3365.0
3825,tabular,399797899,bam,320.0,len,2017-03-21 08:07:56.732827,slurm_multi,1490085563.0,0,6.0,main_w3_handler2,2910771,15350815,False,,3595453.0,twobit,9490320,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28847188}]",0,no,"[{'src': 'hda', 'id': 28845471}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36745912,1490084459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-03-21 08:39:24.091437,95902,1104.0
3825,tabular,308657276,bam,320.0,len,2017-03-21 08:08:40.420942,slurm_multi,1490087365.0,0,6.0,main_w3_handler2,2910771,15350820,False,,3595453.0,twobit,9490486,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28847194}]",0,no,"[{'src': 'hda', 'id': 28845447}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36745912,1490086120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-03-21 09:09:27.828272,95902,1245.0
11325,tabular,510260939,bam,,,2017-01-04 10:52:26.351630,slurm_multi,1483537387.0,0,6.0,main_w4_handler2,2911214,14687890,False,,1597935.0,twobit,8858781,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 27809002}]",0,no,"[{'src': 'hda', 'id': 27797269}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,6338405,specific,"""""",1,"[{'src': 'hda', 'id': 27797409}]",,history,32.0,,33756292,1483536973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-01-04 13:43:09.304381,75878,414.0
3825,tabular,395825260,bam,320.0,len,2017-03-17 16:16:24.962290,slurm_multi,1489781659.0,0,6.0,main_w3_handler2,2910771,15325874,False,,3595453.0,twobit,9468410,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28806290}]",0,no,"[{'src': 'hda', 'id': 27514930}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489780361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-03-17 20:14:20.528585,95902,1298.0
3825,tabular,556401466,bam,320.0,len,2017-03-17 18:33:27.947576,slurm_multi,1489785313.0,0,6.0,main_w3_handler2,2910771,15327006,False,,3595453.0,twobit,9468662,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 28806288}]",0,no,"[{'src': 'hda', 'id': 27495617}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489782027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-03-17 21:15:15.086747,95902,3286.0
3825,tabular,308655855,bam,320.0,len,2017-03-17 20:14:56.148397,slurm_multi,1489787508.0,0,6.0,main_w3_handler2,2910771,15327767,False,,3595453.0,twobit,9468989,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28806292}]",0,no,"[{'src': 'hda', 'id': 27526859}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489786293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-03-17 21:51:50.215011,95902,1215.0
3825,tabular,447539431,bam,320.0,len,2017-03-18 16:45:57.558814,slurm_multi,1489875223.0,0,6.0,main_w3_handler2,2910771,15331722,False,,3595453.0,twobit,9473300,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 28815252}]",0,no,"[{'src': 'hda', 'id': 27527207}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489873462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 22:13:45.147166,95902,1761.0
