count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.ucl,parameters.chimealns,parameters.chromInfo,parameters.chunks,parameters.dbkey,parameters.dereplicate,parameters.dn,parameters.fasta.values,parameters.idsmoothwindow,parameters.maxlen,parameters.maxp,parameters.minchunk,parameters.mindiv,parameters.minh,parameters.minlen,parameters.skipgaps,parameters.skipgaps2,parameters.template.__current_case__,parameters.template.abskew,parameters.template.count.values,parameters.template.group.values,parameters.template.name.values,parameters.template.reference.values,parameters.template.source,parameters.xa,parameters.xn,processor_count,reference,reference_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-01 00:04:52.174215,slurm_normal,1488337325.0,0,49877018,fasta,1.0,,,main_w3_handler0,1609768,15173019,False,,9323673.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 28312695}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 28562978}]",hist,"""1.0""","""8.0""",32.0,259121631.0,fasta,,35959694,1488326696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-03-01 03:02:09.850748,28561.0,10629.0
,,2017-03-09 12:33:55.132441,slurm_normal,1489062844.0,0,1043722,fasta,1.0,,,main_w4_handler1,3025243,15252808,False,,9398989.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 28694020}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 28694020}]",hist,"""1.0""","""8.0""",32.0,1043722.0,fasta,,36529561,1489062838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-03-09 12:34:05.312904,,6.0
,,2017-04-10 02:20:39.984801,slurm_normal,1491790850.0,0,20979682,fasta,1.0,,,main_w3_handler1,2962163,15537301,False,,9662848.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29144708}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29144717}]",hist,"""1.0""","""8.0""",32.0,51186240.0,fasta,,35491776,1491790845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-04-10 02:20:52.688012,,5.0
287270834.0,tabular,2017-06-06 14:58:36.183021,slurm_normal,1496761144.0,0,1032122214,fasta,1.0,,,main_w4_handler1,3139642,16027846,False,,10119065.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29902134}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38454959,1496761138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-06 14:59:15.857996,37766.0,6.0
287270834.0,tabular,2017-06-06 16:47:44.761671,slurm_normal,1496767998.0,0,1032122214,fasta,1.0,528.0,tabular,main_w3_handler1,3139642,16028914,False,,10119982.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29902134}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",2.0,1.9,"[{'src': 'hda', 'id': 29902133}]","[{'src': 'hda', 'id': 29913180}]",,,self,"""1.0""","""8.0""",32.0,,,,38454959,1496767993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-06 16:53:21.450134,37766.0,5.0
128759891.0,mothur.count_table,2017-06-06 17:03:49.524491,slurm_normal,1496768864.0,0,462524582,fasta,1.0,,,main_w3_handler1,3139642,16029074,False,,10120101.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38454959,1496768857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-06 17:07:53.745808,37766.0,7.0
287270834.0,tabular,2017-06-06 18:10:06.168759,slurm_normal,1496773040.0,0,10320143981,fasta,1.0,,,main_w4_handler1,3139642,16029646,False,,10120611.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29886494}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38454959,1496773030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-06 18:17:24.659830,37766.0,10.0
128759891.0,mothur.count_table,2017-06-06 18:44:58.925247,slurm_normal,1496774904.0,0,462524582,fasta,1.0,,,main_w3_handler0,3139642,16030218,False,,10121082.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38483558,1496774897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-06 18:48:26.238620,37766.0,7.0
287270834.0,tabular,2017-06-06 13:31:21.135874,slurm_normal,1496755903.0,0,1032122214,fasta,1.0,,,main_w3_handler1,3139642,16026794,False,,10117991.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29902134}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38454959,1496755897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-06 13:31:45.107337,37766.0,6.0
128759891.0,mothur.count_table,2017-06-06 22:16:41.273929,slurm_normal,1496787422.0,0,462524582,fasta,1.0,,,main_w3_handler0,3139642,16032454,False,,10123341.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38483558,1496787417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-06 22:17:04.981971,37766.0,5.0
128759891.0,mothur.count_table,2017-06-07 00:29:30.448615,slurm_normal,1496795393.0,0,462524582,fasta,1.0,,,main_w4_handler0,3139642,16033827,False,,10124535.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38483558,1496795389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-07 00:29:58.108344,37766.0,4.0
,,2017-06-07 00:52:59.630792,slurm_normal,1496796810.0,0,462524582,fasta,1.0,,,main_w3_handler0,3139642,16034209,False,,10124787.roundup,slurm,,132112168.0,128759891.0,mothur.count_table,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",3.0,,,,"[{'src': 'hda', 'id': 29913651}]",,names,"""1.0""","""8.0""",32.0,,,,38483558,1496796805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-07 00:53:37.165028,37766.0,5.0
,,2017-06-07 00:57:37.156893,slurm_normal,1496797319.0,0,462524582,fasta,1.0,,,main_w3_handler0,3139642,16034297,False,,10124835.roundup,slurm,,132112168.0,128759891.0,mothur.count_table,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",3.0,,,,"[{'src': 'hda', 'id': 29913651}]",,names,"""1.0""","""8.0""",32.0,,,,38483558,1496797077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-07 01:02:12.853269,37766.0,242.0
,,2017-06-07 01:12:25.265031,slurm_normal,1496797974.0,0,462524582,fasta,1.0,128759891.0,mothur.count_table,main_w3_handler0,3139642,16034482,False,,10125039.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38483558,1496797963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-07 01:12:58.166165,37766.0,11.0
,,2017-04-20 16:01:48.610143,slurm_normal,1492704222.0,0,33129474,fasta,1.0,,,main_w3_handler1,2953152,15637151,False,,9754976.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29294115}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29294115}]",hist,"""1.0""","""8.0""",32.0,33129474.0,fasta,,36760514,1492704206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-04-20 16:03:48.075763,80469.0,16.0
,,2017-04-20 16:01:47.205309,slurm_normal,1492716988.0,0,19853757,fasta,1.0,,,main_w4_handler1,2953152,15637149,False,,9754958.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29294113}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29294115}]",hist,"""1.0""","""8.0""",32.0,33129474.0,fasta,,36760514,1492704133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-04-20 19:36:30.876166,80469.0,12855.0
,,2017-04-20 16:01:47.961339,slurm_normal,1492731547.0,0,39705125,fasta,1.0,,,main_w4_handler1,2953152,15637150,False,,9754959.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29294114}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29294115}]",hist,"""1.0""","""8.0""",32.0,33129474.0,fasta,,36760514,1492704138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-04-20 23:39:14.374841,80469.0,27409.0
,,2017-04-20 16:01:46.608379,slurm_normal,1492740868.0,0,47381204,fasta,1.0,,,main_w3_handler1,2953152,15637148,False,,9754972.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29294112}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29294115}]",hist,"""1.0""","""8.0""",32.0,33129474.0,fasta,,36760514,1492704200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-04-21 02:14:32.203398,80469.0,36668.0
128759891.0,mothur.count_table,2017-06-07 18:33:29.152230,slurm_normal,1496860425.0,0,462524582,fasta,1.0,,,main_w4_handler0,3139642,16043871,False,,10133640.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 29913652}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",,,,,,,,"""1.0""","""8.0""",32.0,,,,38483558,1496860420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-06-07 18:33:48.204812,37766.0,5.0
,,2017-05-11 15:09:41.267071,slurm_normal,1494516301.0,0,2803004994,fasta,1.0,,,main_w3_handler0,3106125,15818269,False,,9921409.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29569969}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29554112}]",hist,"""1.0""","""8.0""",32.0,3273489229.0,fasta,,37886156,1494516252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-05-11 15:25:05.686702,99883.0,49.0
,,2017-05-11 20:08:53.580481,slurm_normal,1494533692.0,0,239602873,fasta,1.0,,,main_w3_handler0,3106125,15820118,False,,9923221.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29573107}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29554112}]",hist,"""1.0""","""8.0""",32.0,3273489229.0,fasta,,37886156,1494533681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-05-11 20:14:59.004493,99883.0,11.0
,,2017-05-15 09:27:07.212351,slurm_normal,1494840438.0,0,112310126,fastq,1.0,,,main_w4_handler1,3108414,15836548,False,,9937686.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29598839}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29598951}]",hist,"""1.0""","""8.0""",32.0,40535241.0,fasta,,36306894,1494840432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-05-15 09:27:22.401999,100197.0,6.0
,,2017-05-15 15:19:59.938780,slurm_normal,1494861610.0,0,74801720,fasta,1.0,,,main_w4_handler1,3106125,15839446,False,,9940428.roundup,slurm,,132112168.0,,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29585040}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1.0,,,,,"[{'src': 'hda', 'id': 29554112}]",hist,"""1.0""","""8.0""",32.0,3273489229.0,fasta,,37980121,1494861604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-05-15 15:20:12.919108,99883.0,6.0
