chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam,parameters.input_bam.values,parameters.option_set.__current_case__,parameters.option_set.change_identical,parameters.option_set.compute_cap,parameters.option_set.extended_baq,parameters.option_set.modify_quality,parameters.option_set.option_sets,parameters.reference_source.__current_case__,parameters.reference_source.ref_fasta,parameters.reference_source.ref_fasta.values,parameters.reference_source.reference_source_selector,processor_count,ref_fasta,ref_fasta_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-28 15:19:55.905939,slurm_normal,1477668343.0,0,1.0,main_w3_handler0,2872398,14200872,False,,176848917,bam,8412608.roundup,slurm,,132112168.0,corral-repl,,"""fac715d69d2111e6b87e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5543c2ad3401b16d5'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52caacf335f2ede0a'}]",history,32.0,5709.0,fasta,,33943098.0,1477668264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-28 15:25:49.732241,53244.0,79.0
,,2016-11-04 03:14:28.581317,slurm_normal,1478229311.0,0,1.0,main_w3_handler0,2871013,14247674,False,,57317373,bam,8456795.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c85f6a89f908362'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5634cb2212d82d5a6'}]",history,32.0,16452.0,fasta,,33936830.0,1478229273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-04 03:15:15.033635,93165.0,38.0
,,2016-11-04 03:12:53.362761,slurm_normal,1478229203.0,0,1.0,main_w3_handler0,2871013,14247665,False,,66651322,bam,8456786.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563abe999d08c9085'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a5124a2ba56180a'}]",history,32.0,16452.0,fasta,,33936830.0,1478229176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-04 03:13:26.651500,93165.0,27.0
,,2016-11-03 06:10:59.761711,slurm_normal,1478153491.0,0,1.0,main_w4_handler1,2871013,14238552,False,,66651322,bam,8448122.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563abe999d08c9085'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5009f3441244e71'}]",history,32.0,16450.0,fasta,,33936830.0,1478153462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-03 06:11:34.073679,93165.0,29.0
,,2016-11-07 06:10:34.991820,slurm_normal,1478499076.0,0,1.0,main_w3_handler0,2883475,14269284,False,,73233659,bam,8477856.roundup,slurm,,132112168.0,corral-repl,,"""e531a8eea4b011e6ba02005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5832a8c054a10f03f'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dfbebfe9e1c0690d'}]",history,32.0,5707.0,fasta,,33958179.0,1478499042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-07 06:11:19.149767,53244.0,34.0
,,2016-11-11 09:30:41.013655,slurm_normal,1478856762.0,0,1.0,main_w4_handler0,2871037,14314376,False,,66846384,bam,8522517.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e81bf49c8c51f1f'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5085f4cfea871d431'}]",history,32.0,16449.0,fasta,,33936925.0,1478856644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-11 09:32:46.001732,93170.0,118.0
,,2016-11-08 08:29:50.608288,slurm_normal,1478594650.0,0,1.0,main_w4_handler0,2871037,14280910,False,,57505684,bam,8489792.roundup,slurm,,132112168.0,corral-repl,,"""7d792a8ca58d11e6af22005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a4e4bfe46e4da91d'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f57d527d8620c6b'}]",history,32.0,16449.0,fasta,,33936925.0,1478594551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-08 08:44:14.486091,93170.0,99.0
,,2016-11-08 07:56:14.266538,slurm_normal,1478592354.0,0,1.0,main_w4_handler1,2885583,14280662,False,,694,bam,8489439.roundup,slurm,,132112168.0,corral-repl,,"""cb1997c2a58811e6af22005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c511500f961c36a'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1b35279dd3bf40c'}]",history,32.0,16448.0,fasta,,33936808.0,1478592351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-08 08:05:58.121857,81637.0,3.0
,,2016-11-08 08:02:39.993793,slurm_normal,1478592617.0,0,1.0,main_w4_handler0,2885590,14280714,False,,693,bam,8489471.roundup,slurm,,132112168.0,corral-repl,,"""b432c974a58911e6a0d7005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a77f53f85bf63c6d'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e2897af258d0713'}]",history,32.0,16448.0,fasta,,33936808.0,1478592604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-08 08:10:19.675809,81637.0,13.0
,,2016-11-08 08:16:41.337217,slurm_normal,1478593648.0,0,1.0,main_w4_handler1,2871037,14280792,False,,730,bam,8489608.roundup,slurm,,132112168.0,corral-repl,,"""aaeaff24a58b11e69f29005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce5b182d28f38d56'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f57d527d8620c6b'}]",history,32.0,16449.0,fasta,,33936925.0,1478593643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-08 08:27:30.761802,93170.0,5.0
,,2017-01-13 08:37:28.443873,slurm_normal,1484298321.0,0,1.0,main_w3_handler1,2939630,14756726,False,,557275900,bam,8921211.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27750718}]",1,false,true,true,true,advanced,0,hg19,,cached,32.0,,,,35360866.0,1484296652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-01-13 09:05:32.081155,90948.0,1669.0
,,2016-11-11 09:31:04.505702,slurm_normal,1478856691.0,0,1.0,main_w4_handler0,2871037,14314379,False,,57504330,bam,8522520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56590a318fdb3dd59'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5085f4cfea871d431'}]",history,32.0,16449.0,fasta,,33936925.0,1478856669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-11-11 09:31:34.301123,93170.0,22.0
,,2016-12-13 04:38:33.844903,slurm_normal,1481603937.0,0,1.0,main_w4_handler0,2871037,14560713,False,,57504330,bam,8740015.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27215259}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 27610100}]",history,32.0,16451.0,fasta,,34816081.0,1481603916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-12-13 04:38:59.276197,93170.0,21.0
,,2016-12-13 04:38:02.036757,slurm_normal,1481603908.0,0,1.0,main_w3_handler0,2871037,14560700,False,,66846384,bam,8740012.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27215255}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 27610099}]",history,32.0,16451.0,fasta,,34816081.0,1481603885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-12-13 04:38:29.284684,93170.0,23.0
,,2016-12-23 07:00:26.047371,slurm_normal,1482476444.0,0,1.0,main_w4_handler1,2938055,14636579,False,,42914916,bam,8812208.roundup,slurm,,132111800.0,corral-repl,,"""7a4cde76c8dd11e69278005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27727087}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 27727410}]",history,32.0,10831.0,fasta,,,1482476428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-12-23 07:00:45.768487,53244.0,16.0
,,2016-12-23 08:17:55.285591,slurm_normal,1482481094.0,0,1.0,main_w3_handler1,2938055,14636797,False,,42914916,bam,8812425.roundup,slurm,,132112168.0,corral-repl,,"""4d8cfb22c8e811e6be0a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27727087}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 27727878}]",history,32.0,10684.0,fasta,,,1482481079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-12-23 08:18:17.269505,53244.0,15.0
,,2016-12-23 07:43:32.165412,slurm_normal,1482479032.0,0,1.0,main_w3_handler1,2938055,14636696,False,,42914916,bam,8812312.roundup,slurm,,132112168.0,corral-repl,,"""7fa61fd0c8e311e6b729005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27727087}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 27727660}]",history,32.0,10684.0,fasta,,,1482479016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-12-23 07:43:54.491611,53244.0,16.0
,,2016-12-23 08:37:06.677457,slurm_normal,1482482245.0,0,1.0,main_w4_handler0,2938055,14636874,False,,42914916,bam,8812488.roundup,slurm,,132112168.0,corral-repl,,"""fb8ebddac8ea11e6af28005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27727087}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 27727878}]",history,32.0,10684.0,fasta,,,1482482229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-12-23 08:37:26.286351,53244.0,16.0
,,2017-01-30 10:15:10.518973,slurm_normal,1485771393.0,0,1.0,main_w3_handler0,2966536,14903268,False,,173608814,bam,9059470.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 28093786}]",0,,,,,default,0,hg_g1k_v37,,cached,32.0,,,,35570794.0,1485771314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-01-30 10:16:35.909706,76423.0,79.0
,,2017-01-30 19:49:25.375162,slurm_normal,1485807922.0,0,1.0,main_w4_handler1,2424266,14908210,False,,8149377011,bam,9064268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28141114}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 28114045}]",history,32.0,480038753.0,fasta,,35694624.0,1485805767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-01-30 20:25:26.954299,30357.0,2155.0
,,2017-02-24 18:49:50.203123,slurm_normal,1487962293.0,0,1.0,main_w3_handler1,3000338,15135341,False,,277853120,bam,9288681.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,"[{'src': 'hda', 'id': 28504719}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 28403884}]",history,32.0,4708035.0,fasta,,36125502.0,1487962225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-02-24 18:51:38.137942,100418.0,68.0
,,2017-03-12 16:17:57.207624,slurm_normal,1489336513.0,0,1.0,main_w3_handler1,3026732,15274675,False,,4149144132,bam,9419675.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28717807}]",0,,,,,default,0,hg38,,cached,32.0,,,,36471620.0,1489335480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-03-12 16:35:15.495064,61964.0,1033.0
,,2017-03-12 16:17:46.477702,slurm_normal,1489336524.0,0,1.0,main_w3_handler1,3026732,15274674,False,,4149144132,bam,9419672.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28717807}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 28717791}]",history,32.0,3144230986.0,fasta,,36471620.0,1489335469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-03-12 16:35:26.896151,61964.0,1055.0
,,2017-03-13 10:56:04.984128,slurm_normal,1489410812.0,0,1.0,main_w3_handler0,3026732,15280363,False,,4149144132,bam,9424704.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28717807}]",1,false,true,false,true,advanced,1,,"[{'src': 'hda', 'id': 28717791}]",history,32.0,3144230986.0,fasta,,36551022.0,1489402572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-03-13 13:13:37.887854,61964.0,8240.0
,,2017-03-13 11:01:55.937732,slurm_normal,1489411560.0,0,1.0,main_w3_handler0,3026732,15280425,False,,4149144132,bam,9424793.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28717807}]",1,false,true,false,true,advanced,0,hg38,,cached,32.0,,,,36551022.0,1489402918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-03-13 13:26:04.289515,61964.0,8642.0
,,2017-05-09 10:24:26.311854,slurm_normal,1494325630.0,0,1.0,main_w3_handler0,3095959,15789294,False,,211494299,bam,9895259.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29530129}]",0,,,,,default,0,hg19,,cached,32.0,,,,37707551.0,1494325470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2017-05-09 10:27:12.550386,93815.0,160.0
