BED,BED1,BED1_filetype,BED2,BED2_filetype,BED3,BED3_filetype,BED4,BED4_filetype,BED5,BED5_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.BED.values,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.outRawCounts,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
7233,7233,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:31:51.546980,slurm_normal,1477644963.0,0,1.0,main_w3_handler1,2854578,14198201,False,,8409926.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52921fe9a230a8e04'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477644243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 08:56:06.752646,77683,720.0
544,544,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:24:34.176545,slurm_normal,1477644737.0,0,1.0,main_w4_handler0,2854578,14198176,False,,8409906.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c94d5405c9f94739'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477644047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 08:52:21.254084,77683,690.0
15851,15851,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:31:34.564123,slurm_normal,1477644905.0,0,1.0,main_w4_handler0,2854578,14198200,False,,8409911.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3579d071a45baf1'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477644123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 08:55:11.136523,77683,782.0
413708,413708,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:25:53.973050,slurm_normal,1477645797.0,0,1.0,main_w3_handler0,2854578,14198182,False,,8409983.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d594f7fae58f6dd'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477644976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:10:02.333372,77683,821.0
22694,22694,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 08:30:42.570480,slurm_normal,1477645297.0,0,1.0,main_w4_handler1,2854578,14198194,False,,8409903.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520c06dccd3ca2afa'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477643954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:01:41.602612,77683,1343.0
6542,6542,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:13:52.472684,slurm_normal,1477647376.0,0,1.0,main_w4_handler1,2854578,14198456,False,,8410117.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f4dd98c61a58197'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477646668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:36:18.006614,77683,708.0
2560,2560,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:32:23.743315,slurm_normal,1477645589.0,0,1.0,main_w3_handler1,2854578,14198204,False,,8409973.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563cb3e0144c26550'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477644837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:06:32.124854,77683,752.0
352,352,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 08:21:34.927036,slurm_normal,1477645877.0,0,1.0,main_w3_handler0,2854578,14198153,False,,8409981.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b55aa7d991eed045'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477644959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:11:20.068743,77683,918.0
68778,68778,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:26:14.022967,slurm_normal,1477645970.0,0,1.0,main_w3_handler0,2854578,14198183,False,,8410005.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521d484f272f92197'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477645134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:12:52.610660,77683,836.0
352,352,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:27:15.203490,slurm_normal,1477646011.0,0,1.0,main_w3_handler0,2854578,14198186,False,,8410012.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b55aa7d991eed045'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477645176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:13:35.183304,77683,835.0
21803,21803,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 08:31:06.198867,slurm_normal,1477646424.0,0,1.0,main_w3_handler0,2854578,14198198,False,,8410029.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f6dc207cd959993'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477645505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:20:27.556198,77683,919.0
331513,331513,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:12:47.729788,slurm_normal,1477647637.0,0,1.0,main_w4_handler1,2854578,14198448,False,,8410112.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecea402146bc5862'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477646629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:40:40.912677,77683,1008.0
302,302,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:32:44.298013,slurm_normal,1477646465.0,0,1.0,main_w3_handler0,2854578,14198206,False,,8410050.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec89d71112d7aacc'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477645779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:21:09.185129,77683,686.0
302,302,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:15:33.912964,slurm_normal,1477647619.0,0,1.0,main_w4_handler0,2854578,14198471,False,,8410116.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec89d71112d7aacc'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477646668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:40:22.536723,77683,951.0
422,422,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 08:33:11.767645,slurm_normal,1477646707.0,0,1.0,main_w3_handler0,2854578,14198208,False,,8410064.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520ee7a05f825594f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477646016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:25:09.547941,77683,691.0
331513,331513,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:10:17.207442,slurm_normal,1477647270.0,0,1.0,main_w3_handler1,2854578,14198433,False,,8410073.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecea402146bc5862'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477646165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:34:32.776436,77683,1105.0
44,44,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:14:06.362776,slurm_normal,1477648061.0,0,1.0,main_w4_handler1,2854578,14198459,False,,8410172.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574799fc63ba988d8'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477647297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:47:45.408549,77683,764.0
4059,4059,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:10:47.664021,slurm_normal,1477648542.0,0,1.0,main_w3_handler1,2854578,14198435,False,,8410215.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce92e91b3b95aa7d'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477647646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:55:46.232577,77683,896.0
750,750,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:10:33.359227,slurm_normal,1477647040.0,0,1.0,main_w3_handler0,2854578,14198434,False,,8410069.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d7c2d31f86a189a'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477646091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:30:44.972003,77683,949.0
44,44,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:12:33.317476,slurm_normal,1477647494.0,0,1.0,main_w4_handler1,2854578,14198446,False,,8410081.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574799fc63ba988d8'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477646258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:38:18.489994,77683,1236.0
422,422,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:20:29.407274,slurm_normal,1477648542.0,0,1.0,main_w4_handler0,2854578,14198497,False,,8410219.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520ee7a05f825594f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477647682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:55:46.572718,77683,860.0
