create_time,destination_id,end_epoch,exit_code,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.group.values,parameters.groupnames.__current_case__,parameters.groupnames.source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-21 17:01:07.410844,slurm_normal,1492794092.0,0,1.0,1326156,vcf,main_w4_handler0,3072364,15645837,False,,9763233.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29309962}]",0.0,none,32.0,,37478873,1492794081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-04-21 17:01:37.150244,100935,11.0
2017-04-21 17:04:32.428376,slurm_normal,1492794354.0,0,1.0,1326156,vcf,main_w3_handler0,3072364,15645862,False,,9763252.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29309962}]",,,32.0,,37478873,1492794326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-04-21 17:05:59.032560,100935,28.0
2017-04-23 16:10:53.451852,slurm_normal,1492963870.0,0,1.0,6897,mothur.shared,main_w4_handler0,3078150,15654939,False,,9771572.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29294544}]",0.0,none,32.0,,37457910,1492963863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-04-23 16:11:11.490793,37766,7.0
2017-06-07 19:04:50.342272,slurm_normal,1496862305.0,0,1.0,1476534994,fastq,main_w4_handler1,3125824,16044058,False,,10133990.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29936941}]",0.0,none,32.0,,38478240,1496862301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-06-07 19:05:11.096352,106559,4.0
2017-04-26 18:58:02.527144,slurm_normal,1493233093.0,0,1.0,1659,mothur.shared,main_w3_handler0,3078150,15684065,False,,9798065.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29369798}]",0.0,none,32.0,,37531771,1493233088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-04-26 18:58:17.949172,37766,5.0
2017-04-27 18:09:13.554060,slurm_normal,1493316562.0,0,1.0,4685678,fastqsanger,main_w3_handler1,2989073,15693681,False,,9807015.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29387115}]",0.0,none,32.0,,37609847,1493316557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-04-27 18:09:25.284877,99784,5.0
2017-04-27 18:09:14.385175,slurm_normal,1493316564.0,0,1.0,4753930,fastqsanger,main_w4_handler0,2989073,15693683,False,,9807017.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29387119}]",0.0,none,32.0,,37609847,1493316560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-04-27 18:09:28.850238,99784,4.0
2017-06-15 12:22:23.135562,slurm_normal,1497529361.0,0,1.0,4784112482,fastq,main_w3_handler0,3003798,16108289,False,,10191831.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29934816}]",0.0,none,32.0,,38304398,1497529357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-06-15 12:22:46.403725,100568,4.0
2017-06-15 12:23:21.540564,slurm_normal,1497529419.0,0,1.0,4941404411,sam,main_w4_handler0,3003798,16108295,False,,10191838.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30026327}]",0.0,none,32.0,,38304398,1497529413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-06-15 12:23:44.465127,100568,6.0
2017-06-19 19:44:31.517707,slurm_normal,1497901495.0,0,1.0,34906,mothur.shared,main_w4_handler1,3139642,16135940,False,,10215670.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30072969}]",0.0,none,32.0,,38483558,1497901490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-06-19 19:44:59.554288,37766,5.0
2017-06-19 19:43:45.698999,slurm_normal,1497901472.0,0,1.0,128759891,mothur.count_table,main_w3_handler1,3139642,16135935,False,,10215660.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29913651}]",0.0,none,32.0,,38483558,1497901440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-06-19 19:44:36.708413,37766,32.0
2017-06-21 04:45:29.095366,slurm_normal,1498020349.0,0,1.0,442163478,fastqsanger,main_w4_handler0,3158798,16150309,False,,10229154.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30106204}]",0.0,none,32.0,,38823004,1498020344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_count_groups/1.23.0,1.23.0,,2017-06-21 04:45:51.399751,107796,5.0
