create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.column,parameters.dbkey,parameters.delimiter,parameters.infile.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-05 04:46:25.044985,slurm_normal,1517805999.0,0,,1.0,main_w4_handler1,3035344,18254567,False,161094,tabular,,12336404,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""14""","""?""",""",""","[{'src': 'hda', 'id': 33665765}]",32.0,,43678169,1517805994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-05 04:46:41.484822,51515.0,5.0
2018-02-05 05:19:42.378016,slurm_normal,1517807995.0,0,,1.0,main_w4_handler0,3035344,18254648,False,160400,tabular,,12336490,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""",""","[{'src': 'hda', 'id': 33665913}]",32.0,,43678169,1517807989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-05 05:19:56.608461,51515.0,6.0
2018-02-07 21:17:18.711855,slurm_normal,1518038265.0,0,7680.0,1.0,main_w4_handler0,3419061,18303068,False,4032929,tabular,,12386788,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""" ""","[{'src': 'hda', 'id': 33731100}]",32.0,,43718089,1518038248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-07 21:17:48.790603,,17.0
2018-02-07 21:15:43.786953,slurm_normal,1518038158.0,0,7680.0,1.0,main_w3_handler1,3419061,18303048,False,4032929,tabular,,12386772,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""" ""","[{'src': 'hda', 'id': 33731100}]",32.0,,43718089,1518038154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-07 21:16:00.337867,,4.0
2018-02-09 14:49:45.105594,slurm_normal,1518187807.0,0,7680.0,1.0,main_w3_handler0,3423697,18330064,False,41681743,tabular,,12414352,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""",""",""","[{'src': 'hda', 'id': 33775162}]",32.0,,43801002,1518187794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-09 14:50:09.013589,93735.0,13.0
2018-02-13 16:21:51.355862,slurm_normal,1518538931.0,0,7680.0,1.0,main_w3_handler1,1545807,18367072,False,585912,tabular,,12451739,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""",""","[{'src': 'hda', 'id': 33830167}]",32.0,,43708286,1518538923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-13 16:22:19.505238,37600.0,8.0
2018-02-13 14:49:31.420939,slurm_normal,1518533388.0,0,7680.0,1.0,main_w3_handler0,1545807,18365718,False,580752,tabular,,12450578,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""",""","[{'src': 'hda', 'id': 33830151}]",32.0,,43708286,1518533380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-13 14:49:50.649984,37600.0,8.0
2018-02-13 16:23:26.525579,slurm_normal,1518539020.0,0,7680.0,1.0,main_w3_handler1,1545807,18367104,False,585912,tabular,,12451793,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""",""","[{'src': 'hda', 'id': 33830167}]",32.0,,43708286,1518539015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-13 16:23:42.618551,37600.0,5.0
2018-02-13 16:19:50.324630,slurm_normal,1518538805.0,0,7680.0,1.0,main_w3_handler1,1545807,18366990,False,1332,tabular,,12451679,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""",""","[{'src': 'hda', 'id': 33831700}]",32.0,,43708286,1518538800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-13 16:20:07.927179,37600.0,5.0
2018-02-13 16:33:43.284049,slurm_normal,1518539640.0,0,7680.0,1.0,main_w4_handler0,1545807,18367541,False,585912,tabular,,12452128,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""",""","[{'src': 'hda', 'id': 33830167}]",32.0,,43708286,1518539634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-13 16:34:01.997328,37600.0,6.0
2018-02-13 16:28:56.554838,slurm_normal,1518539357.0,0,7680.0,1.0,main_w4_handler1,1545807,18367318,False,585912,tabular,,12451986,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""",""","[{'src': 'hda', 'id': 33830167}]",32.0,,43708286,1518539352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-13 16:29:19.175379,37600.0,5.0
2018-02-15 11:00:12.927959,slurm_normal,1518692425.0,0,7680.0,1.0,main_w3_handler0,3430126,18394982,False,2231,tabular,,12480632,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""" ""","[{'src': 'hda', 'id': 33873176}]",32.0,,43934740,1518692421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-15 11:00:27.708186,122037.0,4.0
2018-02-15 16:23:20.285540,slurm_normal,1518711857.0,0,7680.0,1.0,main_w3_handler1,3108992,18398876,False,41784905,interval,,12484521,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""",""".""","[{'src': 'hda', 'id': 29581429}]",32.0,,43941198,1518711812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-15 16:24:20.358250,28422.0,45.0
2018-02-15 20:15:07.892280,slurm_normal,1518725721.0,0,7680.0,1.0,main_w3_handler0,3396177,18402351,False,3298800,tabular,,12488286,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""hg19""",""" ""","[{'src': 'hda', 'id': 33884571}]",32.0,,42702178,1518725715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-15 20:15:22.792202,38960.0,6.0
2018-02-16 10:06:47.732294,slurm_normal,1518775619.0,0,7680.0,1.0,main_w4_handler0,3423378,18409197,False,309314,tabular,,12495159,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""","""|""","[{'src': 'hda', 'id': 33771399}]",32.0,,43799667,1518775616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-16 10:07:02.821282,121504.0,3.0
2018-02-25 05:15:12.897156,slurm_normal,1519535731.0,0,7680.0,1.0,main_w4_handler1,3309354,18510065,False,8284079,tabular,,12606295,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""3""","""?""",""",""","[{'src': 'hda', 'id': 34052899}]",32.0,,44145492,1519535721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-25 05:15:33.325001,72145.0,10.0
2018-02-27 01:42:47.450864,slurm_normal,1519695793.0,0,7680.0,1.0,main_w4_handler1,3443175,18530169,False,20854499,tabular,,12626575,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""",""",""","[{'src': 'hda', 'id': 34086081}]",32.0,,43979138,1519695776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-27 01:43:15.567714,3741.0,17.0
