chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,in_sam,in_sam_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.in_sam,parameters.in_sam.values,parameters.m,parameters.n,parameters.saveDiscarded,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-21 15:29:09.937698,slurm_normal,1511279016.0,0,,1.0,main_w4_handler1,3334030,17537807,False,227,sam,,11597169,slurm,,132112168.0,corral-repl,,"""ab69a314ced011e7b891005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32453724}]","""5""","""5""","""false""",32.0,,,1511279010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-21 15:43:39.174762,84316.0,6.0
,,2017-11-21 15:29:09.403049,slurm_normal,1511279103.0,0,,1.0,main_w4_handler0,3334030,17537806,False,256,sam,,11597193,slurm,,132112168.0,corral-repl,,"""ab69a314ced011e7b891005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32453723}]","""5""","""5""","""false""",32.0,,,1511279098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-21 15:45:04.388085,84316.0,5.0
,,2017-11-21 15:26:33.068528,slurm_normal,1511285962.0,0,,1.0,main_w3_handler1,3334023,17537718,False,227,sam,,11598749,slurm,,132112168.0,corral-repl,,"""4a532d84ced011e7837d005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32453612}]","""5""","""5""","""false""",32.0,,,1511285958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-21 17:39:24.384474,84316.0,4.0
,,2017-11-21 15:26:34.125917,slurm_normal,1511285939.0,0,,1.0,main_w4_handler0,3334023,17537719,False,4845,sam,,11598731,slurm,,132112168.0,corral-repl,,"""4a532d84ced011e7837d005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32453613}]","""5""","""5""","""false""",32.0,,,1511285920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-21 17:39:03.575979,84316.0,19.0
,,2017-11-22 09:52:02.041821,slurm_normal,1511344423.0,0,,1.0,main_w4_handler1,3285999,17547220,False,1016519035,sam,,11607193,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/20079.len""","""20079""",,"[{'src': 'hda', 'id': 32468524}]","""0""","""0""","""false""",32.0,,41620760.0,1511344326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-22 09:53:45.457037,113600.0,97.0
,,2017-11-22 14:38:18.348612,slurm_normal,1511364939.0,0,,1.0,main_w4_handler1,3335549,17550289,False,2521,sam,,11611009,slurm,,132112168.0,corral-repl,,"""b7d7df90cf9211e79288005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32473234}]","""5""","""5""","""false""",32.0,,,1511364934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-22 15:35:41.950177,84316.0,5.0
,,2017-11-22 14:38:17.233226,slurm_normal,1511364919.0,0,,1.0,main_w3_handler1,3335549,17550288,False,227,sam,,11611002,slurm,,132112168.0,corral-repl,,"""b7d7df90cf9211e79288005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32473233}]","""5""","""5""","""false""",32.0,,,1511364915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-22 15:35:21.228261,84316.0,4.0
,,2017-11-22 14:40:05.783842,slurm_normal,1511362296.0,0,,1.0,main_w3_handler1,3335552,17550336,False,52197,sam,,11610655,slurm,,132112168.0,corral-repl,,"""f8754bf0cf9211e78ecd005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32473294}]","""5""","""5""","""false""",32.0,,,1511362288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-22 14:51:38.254996,84316.0,8.0
,,2017-11-23 10:03:23.272994,slurm_normal,1511436064.0,0,,1.0,main_w3_handler0,3336639,17559391,False,227,sam,,11621501,slurm,,132112168.0,corral-repl,,"""7fc90c2ad03511e79bf4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32487035}]","""5""","""5""","""false""",32.0,,,1511436059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-23 11:21:05.724512,84316.0,5.0
,,2017-11-23 10:03:23.718957,slurm_normal,1511436079.0,0,,1.0,main_w3_handler1,3336639,17559393,False,227,sam,,11621507,slurm,,132112168.0,corral-repl,,"""7fc90c2ad03511e79bf4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32487038}]","""5""","""5""","""false""",32.0,,,1511436075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-23 11:21:22.221162,84316.0,4.0
,,2017-11-24 09:00:05.529550,slurm_normal,1511524708.0,0,,1.0,main_w4_handler0,3338050,17569900,False,37646829,sam,,11633251,slurm,,132112168.0,corral-repl,,"""d07428a6d0f511e7958e005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32512089}]","""5""","""5""","""false""",32.0,,,1511524702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-24 11:58:30.887736,84316.0,6.0
,,2017-11-24 09:00:05.961498,slurm_normal,1511524873.0,0,,1.0,main_w3_handler1,3338050,17569901,False,254270229,sam,,11633369,slurm,,132112168.0,corral-repl,,"""d07428a6d0f511e7958e005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32512090}]","""5""","""5""","""false""",32.0,,,1511524853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-24 12:01:14.036803,84316.0,20.0
,,2017-11-24 13:08:32.924546,slurm_normal,1511539677.0,0,,1.0,main_w3_handler1,3338393,17571839,False,33941918,sam,,11636390,slurm,,132112168.0,corral-repl,,"""87cd267ad11811e783dc005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32515217}]","""5""","""5""","""false""",32.0,,,1511539671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-24 16:08:00.553118,84316.0,6.0
,,2017-11-24 13:08:34.045459,slurm_normal,1511539957.0,0,,1.0,main_w3_handler1,3338393,17571840,False,359881740,sam,,11636434,slurm,,132112168.0,corral-repl,,"""87cd267ad11811e783dc005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32515218}]","""5""","""5""","""false""",32.0,,,1511539932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-24 16:12:42.577515,84316.0,25.0
,,2018-03-06 13:43:08.257908,slurm_normal,1520351519.0,0,7680.0,1.0,main_w3_handler1,3453781,18623800,False,27658662,sam,,12721709,slurm,,132112168.0,corral-repl,,"""3e1810c2214411e8857c005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34238701}]","""5""","""5""","""false""",32.0,,,1520351514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-03-06 15:52:02.258574,84316.0,5.0
,,2017-11-27 16:09:16.298660,slurm_normal,1511898849.0,0,,1.0,main_w4_handler0,3341624,17606190,False,25,sam,,11686573,slurm,,132112168.0,corral-repl,,"""2a7f7cbcd38d11e7a102005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32565394}]","""5""","""5""","""false""",32.0,,,1511898846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-28 19:54:12.303644,84316.0,3.0
,,2018-03-06 13:43:09.317433,slurm_normal,1520352358.0,0,7680.0,1.0,main_w4_handler0,3453781,18623801,False,535039357,sam,,12721942,slurm,,132112168.0,corral-repl,,"""3e1810c2214411e8857c005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34238702}]","""5""","""5""","""false""",32.0,,,1520352319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-03-06 16:06:00.240100,84316.0,39.0
,,2017-11-27 16:09:13.987317,slurm_normal,1511898785.0,0,,1.0,main_w4_handler1,3341624,17606189,False,260,sam,,11686537,slurm,,132112168.0,corral-repl,,"""2a7f7cbcd38d11e7a102005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32565393}]","""5""","""5""","""false""",32.0,,,1511898781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-11-28 19:53:07.755853,84316.0,4.0
,,2017-12-01 08:36:55.596005,slurm_normal,1512171553.0,0,,1.0,main_w3_handler1,3348027,17658279,False,962680660,sam,,11730531,slurm,,132112168.0,corral-repl,,"""bde96cf0d67211e78ff0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32663446}]","""5""","""5""","""false""",32.0,,,1512171497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-12-01 23:39:14.518894,84316.0,56.0
,,2017-12-01 08:36:55.256086,slurm_normal,1512170944.0,0,,1.0,main_w4_handler0,3348027,17658278,False,231,sam,,11730426,slurm,,132112168.0,corral-repl,,"""bde96cf0d67211e78ff0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32663445}]","""5""","""5""","""false""",32.0,,,1512170940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-12-01 23:29:05.160214,84316.0,4.0
,,2018-01-16 12:47:53.849217,slurm_normal,1516159363.0,0,,1.0,main_w3_handler1,3393948,18048196,False,605532595,sam,,12133281,slurm,,132112168.0,corral-repl,,"""6df1da9efabb11e78434005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33331383}]","""5""","""5""","""false""",32.0,,,1516159320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-17 03:22:45.116360,84316.0,43.0
,,2018-01-19 21:18:19.796530,slurm_normal,1516430332.0,0,,1.0,main_w4_handler1,3398637,18088715,False,781596930,sam,,12171135,slurm,,132112168.0,corral-repl,,"""3c2ba0d0fd5e11e7ac5a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33399138}]","""5""","""15""","""false""",32.0,,,1516430286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-20 06:38:54.528877,73233.0,46.0
,,2018-01-16 12:47:53.092325,slurm_normal,1516159009.0,0,,1.0,main_w3_handler0,3393948,18048195,False,40711693,sam,,12133233,slurm,,132112168.0,corral-repl,,"""6df1da9efabb11e78434005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33331382}]","""5""","""5""","""false""",32.0,,,1516159001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-17 03:16:51.663411,84316.0,8.0
,,2018-01-19 21:18:19.597765,slurm_normal,1516430279.0,0,,1.0,main_w3_handler0,3398637,18088713,False,149952244,sam,,12171132,slurm,,132112168.0,corral-repl,,"""3c2ba0d0fd5e11e7ac5a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33399137}]","""5""","""15""","""false""",32.0,,,1516430266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-20 06:38:00.447237,73233.0,13.0
,,2018-03-06 09:05:46.959384,slurm_normal,1520406163.0,0,7680.0,1.0,main_w4_handler0,3453422,18620344,False,25719138,sam,,12731679,slurm,,132112168.0,corral-repl,,"""827dcdc8211d11e89baf005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34233499}]","""5""","""5""","""false""",32.0,,,1520406159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-03-07 07:02:45.799466,84316.0,4.0
,,2017-12-08 15:53:27.064374,slurm_normal,1512748419.0,0,,1.0,main_w4_handler0,3358803,17748033,False,1460,sam,,11814927,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32818757}]","""5""","""5""","""false""",32.0,,42457792.0,1512748415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-12-08 15:53:40.143367,73233.0,4.0
,,2018-03-06 09:05:47.750481,slurm_normal,1520406558.0,0,7680.0,1.0,main_w3_handler0,3453422,18620345,False,518057007,sam,,12731740,slurm,,132112168.0,corral-repl,,"""827dcdc8211d11e89baf005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34233500}]","""5""","""5""","""false""",32.0,,,1520406520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-03-07 07:09:20.433456,84316.0,38.0
,,2017-12-08 16:13:41.823309,slurm_normal,1512777313.0,0,,1.0,main_w3_handler1,3358888,17748249,False,466617202,sam,,11819974,slurm,,132112168.0,corral-repl,,"""b39d8090dc3211e783e0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32819087}]","""5""","""15""","""false""",32.0,,,1512777281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-12-08 23:55:14.408334,73233.0,32.0
,,2017-12-08 16:13:41.430253,slurm_normal,1512777162.0,0,,1.0,main_w4_handler1,3358888,17748248,False,110959960,sam,,11819959,slurm,,132112168.0,corral-repl,,"""b39d8090dc3211e783e0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32819086}]","""5""","""15""","""false""",32.0,,,1512777151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-12-08 23:52:44.114770,73233.0,11.0
,,2017-12-12 14:53:34.193041,slurm_normal,1513133920.0,0,,1.0,main_w3_handler0,3362970,17785267,False,33158691,sam,,11861818,slurm,,132112168.0,corral-repl,,"""2cae43ccdf4c11e79a0d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32878581}]","""5""","""5""","""false""",32.0,,,1513133914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-12-13 02:58:45.476993,84316.0,6.0
,,2017-12-12 14:53:34.858518,slurm_normal,1513134130.0,0,,1.0,main_w3_handler0,3362970,17785268,False,453985737,sam,,11861861,slurm,,132112168.0,corral-repl,,"""2cae43ccdf4c11e79a0d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32878582}]","""5""","""5""","""false""",32.0,,,1513134097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-12-13 03:02:16.402605,84316.0,33.0
,,2018-01-19 21:19:23.779445,slurm_normal,1516429821.0,0,,1.0,main_w4_handler0,3398638,18088764,False,628135204,sam,,12171082,slurm,,132112168.0,corral-repl,,"""5f884b0afd5e11e7ac5a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33399207}]","""5""","""15""","""false""",32.0,,,1516429782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-20 06:30:23.093628,73233.0,39.0
,,2018-01-19 21:19:23.577734,slurm_normal,1516429556.0,0,,1.0,main_w4_handler1,3398638,18088763,False,125448623,sam,,12171051,slurm,,132112168.0,corral-repl,,"""5f884b0afd5e11e7ac5a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33399206}]","""5""","""15""","""false""",32.0,,,1516429544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-20 06:25:58.362342,73233.0,12.0
,,2018-01-19 21:17:17.384568,slurm_normal,1516466026.0,0,,1.0,main_w4_handler0,3398636,18088668,False,169787003,sam,,12174146,slurm,,132112168.0,corral-repl,,"""120c18defd5e11e795eb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33399084}]","""5""","""15""","""false""",32.0,,,1516466012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-20 16:33:47.528242,73233.0,14.0
,,2018-01-22 11:19:35.832834,slurm_normal,1516671078.0,0,,1.0,main_w3_handler1,3400461,18117526,False,48556233,sam,,12206874,slurm,,132112168.0,corral-repl,,"""18e5b85eff6611e782cb005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33439018}]","""5""","""5""","""false""",32.0,,,1516671071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-23 01:31:23.299102,84316.0,7.0
,,2018-01-22 11:19:36.873709,slurm_normal,1516671413.0,0,,1.0,main_w3_handler1,3400461,18117527,False,605771675,sam,,12206911,slurm,,132112168.0,corral-repl,,"""18e5b85eff6611e782cb005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33439019}]","""5""","""5""","""false""",32.0,,,1516671373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-23 01:36:55.335873,84316.0,40.0
,,2018-01-25 09:39:31.187724,slurm_normal,1516925339.0,0,,1.0,main_w3_handler0,3404805,18152653,False,44045139,sam,,12241405,slurm,,132112168.0,corral-repl,,"""5857a55201b311e88af4005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33493638}]","""5""","""5""","""false""",32.0,,,1516925332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2018-01-26 00:09:00.784824,84316.0,7.0
