chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.include_no_calls,parameters.inputFile,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-28 18:17:53.773123,slurm_normal_16gb,1454008837.0,0,1.0,main_w1_handler2,2579722,11625242,False,,1288888773,bam,5889446.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060230,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454008683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 19:20:42.382136,77468.0,154.0
,,2016-01-28 18:14:48.152844,slurm_normal_16gb,1454006849.0,0,1.0,main_w1_handler0,2579722,11625226,False,,970459024,bam,5889340.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060219,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:47:33.399191,77468.0,90.0
,,2015-10-26 02:01:33.308179,slurm_normal_16gb,1445825170.0,0,1.0,main_w2_handler0,2303189,10728919,False,,3610579128,sam,4990525.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20123576,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,25890050,1445824921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-10-26 02:06:13.171748,50992.0,249.0
,,2015-09-04 12:21:23.095809,slurm_normal_16gb,1441369443.0,0,1.0,main_w1_handler0,2427352,10258992,False,,753824997,bam,4546277.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/sulSol1.len""","""sulSol1""","""False""",20997156,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,24999407,1441369303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-09-04 12:24:07.358608,,140.0
,,2015-09-06 20:06:41.532688,slurm_normal_16gb,1441570028.0,0,1.0,main_w2_handler1,2427713,10268274,False,,12382479,bam,4554789.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""False""",21023440,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,25040054,1441570020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-09-06 20:07:10.286531,68519.0,8.0
,,2015-10-06 19:01:39.282071,slurm_normal_16gb,1444158291.0,0,1.0,main_w1_handler1,2020960,10512586,False,,1643318024,bam,4787776.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",21419710,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,25075862,1444158118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-10-06 19:04:52.032259,52107.0,173.0
,,2015-10-08 11:54:10.721994,slurm_normal_16gb,1444305308.0,0,1.0,main_w1_handler0,2464631,10527240,False,,25464537,bam,4801706.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21441140,"""False""",1,21441109,history,"""LENIENT""",32.0,402913918.0,fasta,,25569024,1444305276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-10-08 11:55:13.453654,,32.0
,,2015-10-29 12:24:59.846271,slurm_normal_16gb,1446122712.0,0,1.0,main_w2_handler1,2489184,10763080,False,,82769,bam,5022105.roundup,slurm,,132112168.0,corral-repl,,"""0d1035567e3811e58431005056a52a46""","""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21796395,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,25974315,1446122705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-10-29 12:45:18.354210,70316.0,7.0
,,2015-10-15 15:23:20.783009,slurm_normal_16gb,1444922775.0,0,1.0,main_w2_handler1,2471975,10584473,False,,164778107,bam,4854662.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",21534437,"""True""",0,hg19,cached,"""LENIENT""",32.0,,,,25695817,1444922631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-10-15 15:26:19.424297,64111.0,144.0
,,2016-02-01 10:12:16.589107,slurm_normal_16gb,1454321567.0,0,1.0,main_w2_handler1,2372583,11654570,False,,60993223,bam,5915635.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/wolbEndo_OF_DROSOPHIL.len""","""wolbEndo_OF_DROSOPHIL""","""False""",20328381,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,27986302,1454321557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-02-01 10:12:52.431238,65991.0,10.0
75.0,len,2015-11-20 16:22:16.650090,slurm_normal_16gb,1448036812.0,0,1.0,main_w2_handler0,2506449,10962889,False,,1957244728,bam,5224475.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/main/files/013/195/dataset_13195165.dat""","""Arabidopsis_v1""","""False""",22085114,"""False""",1,22000518,history,"""LENIENT""",32.0,121662238.0,fasta,,26275650,1448036562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-11-20 16:26:58.521296,73455.0,250.0
75.0,len,2015-11-20 16:22:41.829814,slurm_normal_16gb,1448036933.0,0,1.0,main_w2_handler0,2506449,10962903,False,,1510783584,bam,5224614.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/main/files/013/195/dataset_13195165.dat""","""Arabidopsis_v1""","""False""",22085108,"""False""",1,22000518,history,"""LENIENT""",32.0,121662238.0,fasta,,26275650,1448036832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-11-20 16:28:59.501631,73455.0,101.0
,,2015-12-04 01:46:15.879569,slurm_normal_16gb,1449193642.0,0,1.0,main_w2_handler0,2524247,11083804,False,,752631815,bam,5336462.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",22292077,"""False""",0,burkPseu_K96243,cached,"""LENIENT""",32.0,,,,26559752,1449193603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-12-04 01:47:24.858968,74636.0,39.0
,,2016-02-02 06:47:30.650735,slurm_normal_16gb,1454395735.0,0,1.0,main_w1_handler1,2444309,11668953,False,,508775443,bam,5928654.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21171742,"""False""",1,21171751,history,"""SILENT""",32.0,494371808.0,fasta,,27523804,1454395675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-02-02 06:48:59.939605,57539.0,60.0
,,2016-02-02 07:01:21.788824,slurm_normal_16gb,1454396564.0,0,1.0,main_w2_handler0,2444309,11668977,False,,824890364,bam,5928749.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21171750,"""False""",1,21171751,history,"""LENIENT""",32.0,494371808.0,fasta,,27523804,1454396500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-02-02 07:02:52.527794,57539.0,64.0
,,2016-02-02 07:02:17.588491,slurm_normal_16gb,1454396659.0,0,1.0,main_w1_handler1,2444309,11668984,False,,937018482,bam,5928765.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21171739,"""False""",0,Araly1,cached,"""SILENT""",32.0,,,,27523804,1454396587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-02-02 07:04:29.584406,57539.0,72.0
,,2016-02-02 07:02:06.931280,slurm_normal_16gb,1454396824.0,0,1.0,main_w1_handler0,2444309,11668981,False,,937018482,bam,5928784.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21171739,"""False""",1,21171751,history,"""LENIENT""",32.0,494371808.0,fasta,,27523804,1454396683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-02-02 07:07:09.980109,57539.0,141.0
,,2015-12-21 15:41:03.922952,slurm_normal_16gb,1450712583.0,0,1.0,main_w2_handler1,2543163,11285942,False,,719070230,bam,5565564.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""False""",22535862,"""False""",0,hg_g1k_v37,cached,"""LENIENT""",32.0,,,,26901897,1450712489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-12-21 15:43:06.919077,75589.0,94.0
,,2015-12-28 09:58:00.216775,slurm_normal_16gb,1451307016.0,0,1.0,main_w2_handler1,2210340,11340976,False,,24011283264,bam,5617051.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",22674818,"""True""",0,hg19,cached,"""LENIENT""",32.0,,,,27034126,1451305263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-12-28 12:50:20.266875,59804.0,1753.0
,,2015-12-26 20:49:05.975106,slurm_normal_16gb,1451163091.0,0,1.0,main_w1_handler0,2548188,11330906,False,,33460629,bam,5607925.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",22659615,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,25866055,1451162969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-12-26 20:51:33.354755,41721.0,122.0
,,2015-12-27 02:00:04.989021,slurm_normal_16gb,1451181734.0,0,1.0,main_w1_handler0,2548188,11332062,False,,13537190,bam,5609039.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",22660177,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,25866055,1451181647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-12-27 02:02:16.537137,41721.0,87.0
,,2015-12-27 02:00:07.809783,slurm_normal_16gb,1451181668.0,0,1.0,main_w1_handler2,2548188,11332064,False,,10228481,bam,5609038.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",22660183,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,25866055,1451181644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-12-27 02:01:10.126063,41721.0,24.0
,,2016-01-08 12:12:30.509625,slurm_normal_16gb,1452255181.0,0,1.0,main_w2_handler0,1529978,11415771,False,,35738852,bam,5682160.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/sulfAcid1.len""","""sulfAcid1""","""False""",22790093,"""False""",1,13172954,history,"""LENIENT""",32.0,2257773.0,fasta,,25858811,1452255172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-08 12:13:05.904736,37147.0,9.0
,,2016-01-10 13:05:09.813976,slurm_normal_16gb,1452431177.0,0,1.0,main_w2_handler1,2458900,11440432,False,,252819629,bam,5705720.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",22818493,"""False""",1,22440029,history,"""LENIENT""",32.0,498893572.0,fasta,,27326984,1452431129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-10 13:06:21.572946,70405.0,48.0
,,2016-02-09 06:34:52.512495,slurm_normal_16gb,1454999737.0,0,1.0,main_w2_handler0,2276715,11755218,False,,289708122,bam,6011404.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23238546,"""False""",1,23239970,history,"""LENIENT""",32.0,32853167.0,fasta,,28229489,1454999719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-02-09 06:35:41.439713,62597.0,18.0
,,2016-01-18 18:51:10.662212,slurm_normal_16gb,1453143177.0,0,1.0,main_w1_handler2,2351879,11538083,False,,1425591,bam,5805284.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",22727676,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,26837840,1453143084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-18 18:52:59.360925,65152.0,93.0
,,2016-01-26 22:17:42.633053,slurm_normal_16gb,1453846687.0,0,1.0,main_w1_handler0,2014465,11610648,False,,2796226,bam,5875412.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",22910588,"""False""",1,22910561,history,"""LENIENT""",32.0,16882.0,fasta,,26864906,1453846682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-26 22:18:11.997179,52092.0,5.0
,,2016-01-27 13:44:55.006423,slurm_normal_16gb,1453902548.0,0,1.0,main_w2_handler0,2579722,11614629,False,,987934741,bam,5879210.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23056539,"""False""",0,mm10,cached,"""LENIENT""",32.0,,,,27822628,1453902307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-27 13:49:13.158285,77468.0,241.0
,,2015-03-05 11:01:50.748083,slurm_normal_single_16gb,1425553575.0,0,1.0,main_w1_handler1,2154447,8870593,False,,131086658,bam,3024271.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",18733352,"""False""",0,Homo_sapiens_nuHg19_mtrCRS,cached,"""LENIENT""",32.0,,,,21596629,1425553485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-03-05 11:06:16.934934,57402.0,90.0
