corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData.values,parameters.corData|__identifier__,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,parameters.rowCenter,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
6820955,deeptools_coverage_matrix,2017-04-02 15:20:20.370985,slurm_normal,1491146468.0,0,,1.0,main_w4_handler1,605821,15462229,False,,9592570.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29026479}]",,"""mm9""","""png""","""false""","""""","""false""",32.0,,36198913.0,1491146423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-02 15:21:08.952842,12956,45.0
2596540,deeptools_coverage_matrix,2017-04-02 16:32:24.453494,slurm_normal,1491150759.0,0,,1.0,main_w4_handler0,3051145,15462554,False,,9592846.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29026691}]",,"""mm9""","""png""","""false""","""""","""false""",32.0,,37050006.0,1491150749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-02 16:32:41.454971,58780,10.0
1882739,deeptools_coverage_matrix,2017-04-02 20:16:30.918194,slurm_normal,1491164720.0,0,,1.0,main_w3_handler1,2312654,15463438,False,,9593735.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29028883}]",,"""?""","""png""","""true""","""PCA for single cell data set ""","""false""",32.0,,36698875.0,1491164693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-02 20:25:25.739141,63768,27.0
2587943,deeptools_coverage_matrix,2017-06-02 16:09:49.046765,slurm_normal,1496419873.0,0,,1.0,main_w3_handler1,3136382,16000600,False,,10094879.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29867839}]",,"""mm10""","""png""","""false""","""PCA plot""","""false""",32.0,,38377048.0,1496419821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-06-02 16:11:17.454895,95098,52.0
223136,deeptools_coverage_matrix,2017-04-03 14:41:02.496986,slurm_normal,1491230478.0,0,,1.0,main_w4_handler1,2938587,15472512,False,,9601810.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29045220}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491230465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-03 14:41:19.725941,97415,13.0
99336,deeptools_coverage_matrix,2017-04-07 18:23:23.024740,slurm_normal,1491589419.0,0,,1.0,main_w3_handler1,2938587,15524805,False,,9651105.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29110193}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491589409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-07 18:23:43.982282,97415,10.0
3730730,deeptools_coverage_matrix,2017-04-04 12:42:56.305774,reserved,1491309804.0,0,,1.0,main_w3_handler1,3058129,15481677,False,,9610113.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 29055531}]",,"""hg38""","""png""","""false""","""PIP-seq samples""","""false""",32.0,,35746799.0,1491309780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 12:43:25.380488,621,24.0
1945600,deeptools_coverage_matrix,2017-04-04 08:30:44.672624,slurm_normal,1491296294.0,0,,1.0,main_w3_handler1,3053517,15480084,False,,9608926.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29058147}]",,"""mm10""","""png""","""false""","""MTOR""","""false""",32.0,,37092007.0,1491296272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 08:58:16.610541,103308,22.0
19084177,deeptools_coverage_matrix,2017-04-04 15:06:54.125601,slurm_normal,1491318487.0,0,,1.0,main_w4_handler0,2788464,15482823,False,,9610985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29061866}]",,"""hg19""","""pdf""","""false""","""""","""false""",32.0,,36330861.0,1491318466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 15:08:16.236266,66832,21.0
12984707,deeptools_coverage_matrix,2017-04-04 18:43:05.426504,slurm_normal,1491331435.0,0,,1.0,main_w4_handler0,3051416,15487114,False,,9614250.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 29067412}]",,"""hg38""","""png""","""false""","""""","""false""",32.0,,36986721.0,1491331419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 18:43:59.163691,88412,16.0
19081795,deeptools_coverage_matrix,2017-04-04 15:06:54.477220,slurm_normal,1491320568.0,0,,1.0,main_w4_handler0,2788464,15482824,False,,9611424.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29063688}]",,"""hg19""","""pdf""","""false""","""""","""false""",32.0,,36330861.0,1491320533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 15:42:59.150419,66832,35.0
16896504,deeptools_coverage_matrix,2017-04-04 16:00:22.299843,slurm_normal,1491321657.0,0,,1.0,main_w3_handler1,2788464,15485456,False,,9611763.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29045753}]",,"""hg19""","""pdf""","""false""","""""","""false""",32.0,,36330861.0,1491321643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 16:01:14.795662,66832,14.0
3349,deeptools_coverage_matrix,2017-04-04 18:57:46.982131,slurm_normal,1491332446.0,0,,1.0,main_w4_handler1,2938587,15487245,False,,9614458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29068338}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491332272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 19:00:55.394108,97415,174.0
21128147,deeptools_coverage_matrix,2017-04-04 20:58:03.975199,slurm_normal,1491339502.0,0,,1.0,main_w4_handler1,2929242,15488213,False,,9616104.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 28020859}]",,"""rheMac3""","""png""","""false""","""""","""false""",32.0,,37109726.0,1491339488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 20:58:25.178136,87393,14.0
22329,deeptools_coverage_matrix,2017-04-04 23:55:23.117534,slurm_normal,1491350135.0,0,,1.0,main_w4_handler0,2938587,15489543,False,,9617580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29072514}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491350125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-04 23:55:39.029797,97415,10.0
4290618,deeptools_coverage_matrix,2017-04-12 08:06:08.007290,slurm_normal,1491984399.0,0,,1.0,main_w4_handler1,3064383,15563312,False,,9686909.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29178103}]",,"""mm10""","""png""","""false""","""""","""false""",32.0,,37183252.0,1491984381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-12 08:06:43.012352,11728,18.0
4467857,deeptools_coverage_matrix,2017-04-05 09:23:18.869429,slurm_normal,1491384212.0,0,,1.0,main_w3_handler1,3030926,15492957,False,,9620780.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn4.len""","[{'src': 'hda', 'id': 29079724}]",,"""rn4""","""png""","""false""","""""","""false""",32.0,,37006163.0,1491384204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-05 09:23:38.678731,80068,8.0
4713934,deeptools_coverage_matrix,2017-04-05 13:50:42.954460,slurm_normal,1491400277.0,0,,1.0,main_w4_handler0,3051061,15494791,False,,9622492.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29081717}]",,"""hg19""","""png""","""false""","""""","""false""",32.0,,37124611.0,1491400264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-05 13:51:34.124471,58780,13.0
15589072,deeptools_coverage_matrix,2017-04-05 15:58:14.212303,slurm_normal,1491411845.0,0,,1.0,main_w4_handler0,3051416,15496233,False,,9624136.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 29085295}]",,"""hg38""","""png""","""false""","""""","""false""",32.0,,36986721.0,1491411833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-05 17:04:06.875261,88412,12.0
1101577,deeptools_coverage_matrix,2017-04-06 06:48:48.760096,slurm_normal,1491461371.0,0,,1.0,main_w3_handler1,2591762,15502965,False,,9630261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29015475}]",,"""mm10""","""png""","""true""","""Flk""","""false""",32.0,,35735761.0,1491461337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 06:49:34.752891,48306,34.0
4487193,deeptools_coverage_matrix,2017-04-06 08:10:00.123566,slurm_normal,1491466230.0,0,,1.0,main_w4_handler0,2591762,15503717,False,,9630959.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29094505}]",,"""mm10""","""eps""","""true""","""""","""false""",32.0,,35735761.0,1491466203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 08:10:33.194391,48306,27.0
4487193,deeptools_coverage_matrix,2017-04-06 08:11:40.083271,slurm_normal,1491466321.0,0,,1.0,main_w4_handler1,2591762,15503734,False,,9630967.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29094505}]",,"""mm10""","""pdf""","""false""","""""","""false""",32.0,,35735761.0,1491466304.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 08:12:02.746448,48306,17.0
1383476,deeptools_coverage_matrix,2017-04-06 12:51:18.942326,slurm_normal,1491485661.0,0,,1.0,main_w3_handler1,3054009,15507535,False,,9634997.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29099845}]",,"""?""","""png""","""true""","""""","""false""",32.0,,37155417.0,1491485635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 13:34:25.319046,103353,26.0
147032,deeptools_coverage_matrix,2017-04-06 13:52:36.419017,slurm_normal,1491486800.0,0,,1.0,main_w4_handler0,2938587,15508177,False,,9635207.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29091848}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491486790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 13:53:23.763343,97415,10.0
1014561,deeptools_coverage_matrix,2017-04-06 12:51:19.380700,slurm_normal,1491488325.0,0,,1.0,main_w4_handler0,3054009,15507536,False,,9635432.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29099856}]",,"""?""","""png""","""true""","""""","""false""",32.0,,37155417.0,1491488312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 14:18:50.120963,103353,13.0
1025153,deeptools_coverage_matrix,2017-04-06 13:39:02.818073,slurm_normal,1491490384.0,0,,1.0,main_w3_handler1,3054009,15507986,False,,9635727.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29100687}]",,"""?""","""png""","""true""","""""","""false""",32.0,,37155417.0,1491490364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 14:53:07.151234,103353,20.0
1025153,deeptools_coverage_matrix,2017-04-06 15:03:50.723276,slurm_normal,1491491041.0,0,,1.0,main_w3_handler0,3054009,15509120,False,,9635896.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29100687}]",,"""?""","""png""","""true""","""""","""false""",32.0,,37158711.0,1491491033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-06 15:04:05.577877,103353,8.0
135902,deeptools_coverage_matrix,2017-04-07 01:57:40.689939,slurm_normal,1491530272.0,0,,1.0,main_w4_handler0,2938587,15514272,False,,9641104.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29109390}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491530264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-07 01:57:55.121281,97415,8.0
4741606,deeptools_coverage_matrix,2017-04-07 13:46:09.430927,slurm_normal,1491572832.0,0,,1.0,main_w3_handler0,3051061,15520258,False,,9646890.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29116834}]",,"""hg19""","""png""","""false""","""""","""false""",32.0,,37188655.0,1491572811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-07 13:49:22.460732,58780,21.0
50603,deeptools_coverage_matrix,2017-04-09 01:38:37.903546,slurm_normal,1491703038.0,0,,1.0,main_w4_handler0,2938587,15532439,False,,9658662.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29136844}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491703023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-09 02:06:54.363278,97415,15.0
50631,deeptools_coverage_matrix,2017-04-09 02:48:27.720040,slurm_normal,1491706131.0,0,,1.0,main_w3_handler1,2938587,15532599,False,,9658776.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29137148}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491706111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-09 02:48:53.928974,97415,20.0
14652,deeptools_coverage_matrix,2017-04-09 20:34:31.658654,slurm_normal,1491770114.0,0,,1.0,main_w3_handler1,2938587,15535703,False,,9661424.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29141718}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491770104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-09 20:35:24.881334,97415,10.0
22320,deeptools_coverage_matrix,2017-04-09 22:39:40.519386,slurm_normal,1491777617.0,0,,1.0,main_w4_handler1,2938587,15536226,False,,9661911.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29142588}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491777607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-09 22:40:18.852399,97415,10.0
31387,deeptools_coverage_matrix,2017-04-09 23:52:37.214765,slurm_normal,1491781969.0,0,,1.0,main_w4_handler0,2938587,15536478,False,,9662122.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29143219}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491781961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-09 23:52:51.911810,97415,8.0
9931,deeptools_coverage_matrix,2017-04-10 02:41:27.604789,slurm_normal,1491792103.0,0,,1.0,main_w4_handler1,2938587,15537345,False,,9662910.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29144579}]",,"""?""","""png""","""false""","""""","""false""",32.0,,36536785.0,1491792090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-10 02:41:45.312429,97415,13.0
16035329,deeptools_coverage_matrix,2017-04-14 04:54:11.249116,slurm_normal,1492147693.0,0,,1.0,main_w4_handler1,3064383,15585140,False,,9707358.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29216254}]",,"""mm10""","""png""","""false""","""""","""false""",32.0,,37183252.0,1492147677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-14 05:28:15.232289,11728,16.0
8061000,deeptools_coverage_matrix,2017-04-14 05:40:37.754854,slurm_normal,1492150999.0,0,,1.0,main_w4_handler1,3064383,15585330,False,,9707548.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 29216607}]",,"""mm10""","""png""","""false""","""""","""false""",32.0,,37183252.0,1492150982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-04-14 06:23:21.384367,11728,17.0
