chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1_file,input1_file_filetype,input2_file,input2_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1_file.values,parameters.input1_file|__identifier__,parameters.input2_file.values,parameters.input2_file|__identifier__,parameters.paste_sequence,parameters.style,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-02 13:20:49.959002,slurm_normal_16gb,1509644703.0,0,,1.0,main_w4_handler1,2862814,17300741,False,,3620304035,fastqsanger,3610715823,fastqsanger,11364732,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32025312}]",,"[{'src': 'hda', 'id': 32025313}]",,"""""","""old""",32.0,,41396855.0,1509641699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-11-02 17:45:15.180452,13675.0,3004.0
,,2017-10-16 07:30:44.283590,slurm_normal_16gb,1508139060.0,0,,1.0,main_w4_handler1,3140145,17108852,False,,12833950,fastqsanger,12833950,fastqsanger,11166019.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31697115}]",,"[{'src': 'hda', 'id': 31697118}]",,"""""","""old""",32.0,,41303793.0,1508139046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-16 07:31:01.618340,107121.0,14.0
,,2017-10-16 07:33:35.698620,slurm_normal_16gb,1508139278.0,0,,1.0,main_w3_handler1,3140145,17108866,False,,71255591,fastqsanger,71255591,fastqsanger,11166033.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31697136}]",,"[{'src': 'hda', 'id': 31697154}]",,"""""","""old""",32.0,,41303793.0,1508139218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-16 07:34:39.977828,107121.0,60.0
,,2017-10-09 18:29:31.616342,slurm_normal_16gb,1507573808.0,0,,1.0,main_w4_handler1,3280633,17057737,False,,32234153,fastqsanger,32214157,fastqsanger,11115077.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31614088}]",,"[{'src': 'hda', 'id': 31614089}]",,"""""","""old""",32.0,,41153287.0,1507573774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-09 18:30:11.047122,112346.0,34.0
,,2017-10-09 18:29:47.251208,slurm_normal_16gb,1507573837.0,0,,1.0,main_w3_handler0,3280633,17057739,False,,25380148,fastqsanger,25369648,fastqsanger,11115081.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31614090}]",,"[{'src': 'hda', 'id': 31614091}]",,"""""","""old""",32.0,,41153287.0,1507573812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-09 18:30:41.800540,112346.0,25.0
,,2018-03-02 08:27:40.851180,slurm_normal_16gb,1519979466.0,0,15360.0,1.0,main_w4_handler1,3447434,18577467,False,,184927084,fastqsanger,184602990,fastqsanger,12671880,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 34164150}]",,"[{'src': 'hda', 'id': 34164222}]",,"""""","""old""",32.0,,44252615.0,1519979306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-03-02 08:31:14.600792,123062.0,160.0
,,2017-12-15 13:51:41.835635,slurm_normal_16gb,1513345947.0,0,,1.0,main_w4_handler0,3366170,17818660,False,,25389640,fastqsanger,25390880,fastqsanger,11887464,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32938140}]",,"[{'src': 'hda', 'id': 32938160}]",,"""""","""old""",32.0,,42552938.0,1513345920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-15 13:52:32.329813,116810.0,27.0
,,2017-12-15 13:42:47.126484,slurm_normal_16gb,1513346010.0,0,,1.0,main_w4_handler0,1766501,17818593,False,,763780809,fastqsanger,763780809,fastqsanger,11887371,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32947270}]",,"[{'src': 'hda', 'id': 32947270}]",,"""""","""old""",32.0,,42500586.0,1513345378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-15 13:53:37.386875,3443.0,632.0
,,2018-01-21 22:12:13.684293,slurm_normal_16gb,1516572917.0,0,,1.0,main_w4_handler1,2929475,18107422,False,,205205946,fastqsanger,205376434,fastqsanger,12186768,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32660417}]",,"[{'src': 'hda', 'id': 32660427}]",,"""""","""new""",32.0,,42374353.0,1516572745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-21 22:15:19.187046,97440.0,172.0
,,2017-12-15 13:00:19.314885,slurm_normal_16gb,1513342869.0,0,,1.0,main_w3_handler0,3366170,17818204,False,,32247479,fastqsanger,32246969,fastqsanger,11886682,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32938127}]",,"[{'src': 'hda', 'id': 32938131}]",,"""""","""old""",32.0,,42552938.0,1513342831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-15 13:01:12.422667,116810.0,38.0
,,2018-02-08 23:36:07.411946,slurm_normal_16gb,1518133006.0,0,15360.0,1.0,main_w3_handler1,3422814,18322083,False,,38084,fastqsanger,665713,fastqsanger,12405995,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763611}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:36:47.835683,57779.0,4.0
,,2018-02-08 23:54:03.866101,slurm_normal_16gb,1518134109.0,0,15360.0,1.0,main_w3_handler1,3422846,18322266,False,,5132,fastqsanger,659136,fastqsanger,12406227,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763845}]",,"[{'src': 'hda', 'id': 33763857}]",,"""""","""old""",32.0,,43651531.0,1518134106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:55:11.186347,57779.0,3.0
,,2018-02-09 00:38:48.652637,slurm_normal_16gb,1518136889.0,0,15360.0,1.0,main_w3_handler1,3422870,18322685,False,,8457,fastqsanger,655938,fastqsanger,12406685,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33764331}]",,"[{'src': 'hda', 'id': 33764333}]",,"""""","""old""",32.0,,43651531.0,1518136886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-09 00:41:31.456082,57779.0,3.0
,,2018-02-08 23:36:12.297642,slurm_normal_16gb,1518133034.0,0,15360.0,1.0,main_w3_handler1,3422814,18322090,False,,5140,fastqsanger,665713,fastqsanger,12406004,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763618}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:37:16.194349,57779.0,3.0
,,2018-02-08 23:36:05.414069,slurm_normal_16gb,1518133040.0,0,15360.0,1.0,main_w4_handler0,3422814,18322080,False,,5741,fastqsanger,665713,fastqsanger,12406005,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763607}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:37:21.710565,57779.0,3.0
,,2018-02-08 23:36:17.292836,slurm_normal_16gb,1518133048.0,0,15360.0,1.0,main_w3_handler1,3422814,18322097,False,,7560,fastqsanger,665713,fastqsanger,12406008,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763625}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:37:29.725511,57779.0,3.0
,,2018-02-08 23:36:05.919757,slurm_normal_16gb,1518133073.0,0,15360.0,1.0,main_w4_handler0,3422814,18322081,False,,21150,fastqsanger,665713,fastqsanger,12406015,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763609}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:37:54.555670,57779.0,3.0
,,2018-02-08 23:53:59.465160,slurm_normal_16gb,1518134141.0,0,15360.0,1.0,main_w4_handler0,3422846,18322257,False,,25388,fastqsanger,659136,fastqsanger,12406236,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763836}]",,"[{'src': 'hda', 'id': 33763857}]",,"""""","""old""",32.0,,43651531.0,1518134138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:55:43.652832,57779.0,3.0
,,2018-02-09 00:29:21.100842,slurm_normal_16gb,1518136352.0,0,15360.0,1.0,main_w3_handler1,3422868,18322544,False,,11481,fastqsanger,602127,fastqsanger,12406564,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33764191}]",,"[{'src': 'hda', 'id': 33764205}]",,"""""","""old""",32.0,,43651531.0,1518136349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-09 00:32:35.022786,57779.0,3.0
,,2018-02-08 23:54:06.713707,slurm_normal_16gb,1518134212.0,0,15360.0,1.0,main_w4_handler0,3422846,18322272,False,,28398,fastqsanger,659136,fastqsanger,12406265,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763850}]",,"[{'src': 'hda', 'id': 33763857}]",,"""""","""old""",32.0,,43651531.0,1518134208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:56:53.270102,57779.0,4.0
,,2018-02-09 00:29:17.207148,slurm_normal_16gb,1518136221.0,0,15360.0,1.0,main_w4_handler1,3422868,18322538,False,,2415,fastqsanger,602127,fastqsanger,12406519,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33764185}]",,"[{'src': 'hda', 'id': 33764205}]",,"""""","""old""",32.0,,43651531.0,1518136214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-09 00:30:22.874258,57779.0,7.0
,,2018-02-09 00:29:20.568884,slurm_normal_16gb,1518136321.0,0,15360.0,1.0,main_w3_handler1,3422868,18322543,False,,18127,fastqsanger,602127,fastqsanger,12406548,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33764190}]",,"[{'src': 'hda', 'id': 33764205}]",,"""""","""old""",32.0,,43651531.0,1518136318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-09 00:32:05.353767,57779.0,3.0
,,2018-02-08 23:36:08.168383,slurm_normal_16gb,1518133106.0,0,15360.0,1.0,main_w4_handler0,3422814,18322084,False,,17993,fastqsanger,665713,fastqsanger,12406025,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763612}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:38:28.772580,57779.0,2.0
,,2018-02-08 23:36:06.717306,slurm_normal_16gb,1518133097.0,0,15360.0,1.0,main_w4_handler0,3422814,18322082,False,,6950,fastqsanger,665713,fastqsanger,12406023,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763610}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:38:19.109068,57779.0,3.0
,,2018-02-08 23:36:11.202414,slurm_normal_16gb,1518133139.0,0,15360.0,1.0,main_w4_handler0,3422814,18322088,False,,7554,fastqsanger,665713,fastqsanger,12406036,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763616}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:39:00.745675,57779.0,3.0
,,2018-02-08 23:36:09.251508,slurm_normal_16gb,1518133120.0,0,15360.0,1.0,main_w4_handler0,3422814,18322086,False,,6345,fastqsanger,665713,fastqsanger,12406029,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763614}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:38:42.868274,57779.0,3.0
,,2018-02-08 23:36:10.518724,slurm_normal_16gb,1518133128.0,0,15360.0,1.0,main_w4_handler0,3422814,18322087,False,,18128,fastqsanger,665713,fastqsanger,12406032,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763615}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:38:49.803772,57779.0,3.0
,,2018-02-08 23:36:12.967559,slurm_normal_16gb,1518133149.0,0,15360.0,1.0,main_w4_handler0,3422814,18322091,False,,30213,fastqsanger,665713,fastqsanger,12406038,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763619}]",,"[{'src': 'hda', 'id': 33763627}]",,"""""","""old""",32.0,,43651531.0,1518133146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:39:11.575134,57779.0,3.0
,,2018-02-09 00:29:16.637124,slurm_normal_16gb,1518136227.0,0,15360.0,1.0,main_w3_handler0,3422868,18322537,False,,18745,fastqsanger,602127,fastqsanger,12406521,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33764184}]",,"[{'src': 'hda', 'id': 33764205}]",,"""""","""old""",32.0,,43651531.0,1518136224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-09 00:30:28.484523,57779.0,3.0
,,2018-02-09 00:29:26.802009,slurm_normal_16gb,1518136229.0,0,15360.0,1.0,main_w4_handler1,3422868,18322554,False,,23266,fastqsanger,602127,fastqsanger,12406520,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33764200}]",,"[{'src': 'hda', 'id': 33764205}]",,"""""","""old""",32.0,,43651531.0,1518136224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-09 00:30:30.578236,57779.0,5.0
,,2018-02-08 23:54:05.607740,slurm_normal_16gb,1518134145.0,0,15360.0,1.0,main_w3_handler1,3422846,18322269,False,,26594,fastqsanger,659136,fastqsanger,12406237,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33763848}]",,"[{'src': 'hda', 'id': 33763857}]",,"""""","""old""",32.0,,43651531.0,1518134141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-02-08 23:55:47.068391,57779.0,4.0
