create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_vcf.values,parameters.input_vcf|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-18 15:23:27.256225,slurm_normal,1505748221.0,0,1.0,main_w3_handler0,3058690,16856089,False,,12827,vcf,10922917.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31148762}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40328815.0,1505748217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-18 15:23:44.711824,103548,4.0
2017-09-23 22:09:37.505764,slurm_normal,1506208004.0,0,1.0,main_w4_handler0,3264079,16910062,False,,11568,vcf,10979525.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31384177}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40787391.0,1506208000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-23 23:08:54.970134,112157,4.0
2017-09-24 10:56:28.129482,slurm_normal,1506250611.0,0,1.0,main_w4_handler1,3264079,16912295,False,,11568,vcf,10981899.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31387380}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40787391.0,1506250605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-24 10:56:57.679903,112157,6.0
2017-09-25 11:59:38.384738,slurm_normal,1506340791.0,0,1.0,main_w4_handler1,3264858,16921769,False,,11569,vcf,10990519.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401625}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40820753.0,1506340787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:59:54.522343,112198,4.0
2017-09-25 11:31:00.938036,slurm_normal,1506339079.0,0,1.0,main_w3_handler0,3264342,16921369,False,,11569,vcf,10990297.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401631}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40798795.0,1506339076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:31:23.392988,112169,3.0
2017-09-25 11:29:35.760485,slurm_normal,1506338994.0,0,1.0,main_w3_handler0,3265204,16921345,False,,12391660,vcf,10990282.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/vicPac1.len""","""vicPac1""","[{'src': 'hda', 'id': 31401614}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40328815.0,1506338989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:29:59.134869,103548,5.0
2017-09-25 11:36:50.466151,slurm_normal,1506339421.0,0,1.0,main_w3_handler1,3264540,16921403,False,,11567,vcf,10990322.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401654}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40813179.0,1506339417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:37:05.150563,112180,4.0
2017-09-25 11:30:26.926474,slurm_normal,1506339040.0,0,1.0,main_w3_handler0,3258938,16921362,False,,11569,vcf,10990292.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401627}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40828880.0,1506339036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:42.246021,111850,4.0
2017-09-25 11:34:02.855512,slurm_normal,1506339253.0,0,1.0,main_w3_handler0,3264756,16921384,False,,11569,vcf,10990310.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401564}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819862.0,1506339249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:34:16.140879,112192,4.0
2017-09-25 11:36:48.095896,slurm_normal,1506339425.0,0,1.0,main_w4_handler1,3208930,16921402,False,,12391809,vcf,10990323.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/vicPac1.len""","""vicPac1""","[{'src': 'hda', 'id': 31401621}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,39634724.0,1506339420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:37:06.566902,109644,5.0
2017-09-25 11:29:52.039723,slurm_normal,1506339009.0,0,1.0,main_w3_handler1,3259531,16921352,False,,11569,vcf,10990286.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401616}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40830752.0,1506339004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:15.002475,111890,5.0
2017-09-25 11:30:03.089913,slurm_normal,1506339020.0,0,1.0,main_w4_handler1,3264047,16921353,False,,11569,vcf,10990287.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401612}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40830761.0,1506339016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:22.587104,112156,4.0
2017-09-25 11:30:31.208515,slurm_normal,1506339052.0,0,1.0,main_w3_handler1,3258988,16921365,False,,11569,vcf,10990295.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401618}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40794984.0,1506339047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:56.001675,111863,5.0
2017-09-25 11:29:36.368890,slurm_normal,1506338993.0,0,1.0,main_w3_handler0,3264758,16921346,False,,11569,vcf,10990283.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401613}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819914.0,1506338989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:29:59.454896,112193,4.0
2017-09-25 11:35:05.738501,slurm_normal,1506339320.0,0,1.0,main_w3_handler1,3262031,16921392,False,,11569,vcf,10990315.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401620}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40728548.0,1506339316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:35:25.099993,112035,4.0
2017-09-25 11:30:57.532628,slurm_normal,1506339070.0,0,1.0,main_w3_handler0,3264642,16921368,False,,11569,vcf,10990296.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401607}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40818652.0,1506339066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:31:15.194553,112185,4.0
2017-09-25 11:43:11.080559,slurm_normal,1506339804.0,0,1.0,main_w3_handler0,3264651,16921447,False,,11569,vcf,10990360.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401770}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40817238.0,1506339801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:43:27.876910,112186,3.0
2017-09-25 11:29:42.705547,slurm_normal,1506339000.0,0,1.0,main_w4_handler1,3264838,16921349,False,,11569,vcf,10990285.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401605}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40820510.0,1506338996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:01.538323,112196,4.0
2017-09-25 11:35:25.990098,slurm_normal,1506339341.0,0,1.0,main_w4_handler1,3265282,16921396,False,,244293,vcf,10990317.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401593}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40827711.0,1506339338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:35:44.577777,112216,3.0
2017-09-25 11:30:03.750946,slurm_normal,1506339021.0,0,1.0,main_w4_handler1,2868029,16921354,False,,11569,vcf,10990288.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401622}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40787581.0,1506339017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:25.855925,92992,4.0
2017-09-25 11:31:01.072263,slurm_normal,1506339082.0,0,1.0,main_w3_handler0,3261841,16921370,False,,11569,vcf,10990298.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401611}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40719841.0,1506339079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:31:28.998617,112024,3.0
2017-09-25 11:35:17.816711,slurm_normal,1506339330.0,0,1.0,main_w3_handler0,3263223,16921395,False,,11569,vcf,10990316.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401693}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40759787.0,1506339325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:35:33.123508,112128,5.0
2017-09-25 11:30:27.262414,slurm_normal,1506339041.0,0,1.0,main_w3_handler1,3264905,16921363,False,,11569,vcf,10990293.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401642}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40821121.0,1506339037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:47.366984,112201,4.0
2017-09-25 11:30:48.763271,slurm_normal,1506340875.0,0,1.0,main_w4_handler0,2868014,16921367,False,,11569,vcf,10990533.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401548}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40831478.0,1506340871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 12:23:25.768962,92983,4.0
2017-09-25 11:35:06.446331,slurm_normal,1506340937.0,0,1.0,main_w4_handler0,3264858,16921393,False,,11569,vcf,10990544.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401625}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40820753.0,1506340932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 12:23:46.744217,112198,5.0
2017-09-25 11:34:10.813800,slurm_normal,1506339267.0,0,1.0,main_w3_handler1,3264852,16921385,False,,11569,vcf,10990311.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401600}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40820646.0,1506339264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:34:30.216111,112197,3.0
2017-09-25 11:30:30.101069,slurm_normal,1506339048.0,0,1.0,main_w4_handler1,3265316,16921364,False,,11568,vcf,10990294.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401560}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40828027.0,1506339044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:30:49.936994,112217,4.0
2017-09-25 11:45:43.516251,slurm_normal,1506339961.0,0,1.0,main_w4_handler1,3265282,16921484,False,,11528,vcf,10990389.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401502}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40827711.0,1506339957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:46:03.676084,112216,4.0
2017-09-25 11:35:48.777188,slurm_normal,1506340354.0,0,1.0,main_w3_handler0,3264723,16921398,False,,11569,vcf,10990447.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401619}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819302.0,1506340351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:52:38.596571,112190,3.0
2017-09-25 11:44:12.834823,slurm_normal,1506339867.0,0,1.0,main_w4_handler1,3208930,16921462,False,,12391809,vcf,10990371.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/vicPac1.len""","""vicPac1""","[{'src': 'hda', 'id': 31401785}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,39634724.0,1506339861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 11:44:28.404391,109644,6.0
2017-09-25 12:01:50.322338,slurm_normal,1506340932.0,0,1.0,main_w3_handler1,3208930,16921854,False,,12391809,vcf,10990540.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/vicPac1.len""","""vicPac1""","[{'src': 'hda', 'id': 31402204}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,39634724.0,1506340927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 12:02:16.453834,109644,5.0
2017-09-25 11:38:59.853693,slurm_normal,1506340994.0,0,1.0,main_w4_handler0,3265471,16921423,False,,11100,vcf,10990557.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401733}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40831776.0,1506340990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 12:24:08.452938,112163,4.0
2017-09-25 11:39:41.845573,slurm_normal,1506342238.0,0,1.0,main_w3_handler0,3264679,16921428,False,,11569,vcf,10990690.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31401712}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40817967.0,1506342234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 12:24:04.816226,112189,4.0
2017-09-25 12:54:48.532958,slurm_normal,1506344318.0,0,1.0,main_w4_handler0,3208930,16922578,False,,12391809,vcf,10991059.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/vicPac1.len""","""vicPac1""","[{'src': 'hda', 'id': 31403488}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,39634724.0,1506344312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-25 13:02:28.913515,109644,6.0
