chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile1,infile1_filetype,infile2,infile2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.column1,parameters.column2,parameters.dbkey,parameters.empty_string_filler,parameters.header,parameters.ignore_case,parameters.infile1.values,parameters.infile2.values,parameters.jointype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-15 19:25:38.172140,slurm_normal,1513365953.0,0,,1.0,main_w3_handler0,3367342,17821407,False,390,tabular,955425,bed,,11890168,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""4""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32954604}]","[{'src': 'hda', 'id': 32954350}]",""" """,32.0,,42684575.0,1513365947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-15 19:25:54.221508,116038.0,6.0
,,2018-01-22 04:04:34.240501,slurm_normal,1516593917.0,0,,1.0,main_w4_handler0,3400137,18114548,False,10417622,tabular,2480277,tabular,,12193668,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""true""","""false""","[{'src': 'hda', 'id': 33433969}]","[{'src': 'hda', 'id': 33434441}]",""" """,32.0,,42996320.0,1516593906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-22 04:05:22.062006,18923.0,11.0
,,2017-12-16 01:07:06.408977,slurm_normal,1513386442.0,0,,1.0,main_w4_handler1,3367515,17823432,False,390,tabular,955425,bed,,11891942,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""1""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32958582}]","[{'src': 'hda', 'id': 32958493}]",""" """,32.0,,42691209.0,1513386437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 01:07:23.267641,,5.0
,,2017-12-16 01:08:55.936317,slurm_normal,1513386549.0,0,,1.0,main_w4_handler0,3367515,17823436,False,640,bed,955425,bed,,11891990,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""4""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32958610}]","[{'src': 'hda', 'id': 32958493}]",""" """,32.0,,42691209.0,1513386545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 01:09:11.547628,,4.0
,,2017-12-16 01:11:02.524406,slurm_normal,1513386678.0,0,,1.0,main_w4_handler0,3367515,17823438,False,390,tabular,955425,bed,,11892022,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""4""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32958582}]","[{'src': 'hda', 'id': 32958493}]",""" """,32.0,,42691209.0,1513386673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 01:11:19.810157,,5.0
,,2017-12-16 01:31:06.261915,slurm_normal,1513387881.0,0,,1.0,main_w3_handler0,3367548,17823474,False,410,tabular,1620495,bed,,11892269,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""4""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32958658}]","[{'src': 'hda', 'id': 32958636}]",""" """,32.0,,42692955.0,1513387876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 01:31:22.833969,116014.0,5.0
,,2017-12-16 01:43:38.589869,slurm_normal,1513388633.0,0,,1.0,main_w3_handler0,3367553,17823513,False,410,tabular,1620495,bed,,11892420,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""4""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32958698}]","[{'src': 'hda', 'id': 32958672}]",""" """,32.0,,42692955.0,1513388628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 01:43:54.836246,116014.0,5.0
,,2017-12-16 05:42:15.638459,slurm_normal,1513402952.0,0,,1.0,main_w4_handler0,3367364,17824077,False,395,tabular,1657772,bed,,11894571,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""4""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32959561}]","[{'src': 'hda', 'id': 32959502}]",""" """,32.0,,42248524.0,1513402946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 05:42:34.114787,116030.0,6.0
,,2017-12-16 04:46:45.252579,slurm_normal,1513399620.0,0,,1.0,main_w3_handler0,3339169,17823941,False,1166,tabular,1166,tabular,,11894161,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""2""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32959318}]","[{'src': 'hda', 'id': 32959318}]",""" """,32.0,,41929625.0,1513399614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 04:47:01.797351,116016.0,6.0
,,2017-12-16 04:52:29.660693,slurm_normal,1513399963.0,0,,1.0,main_w3_handler0,3339169,17823956,False,0,tabular,2736273,bed,,11894217,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""4""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32959354}]","[{'src': 'hda', 'id': 32959278}]",""" """,32.0,,41929625.0,1513399956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-16 04:52:44.921355,116016.0,7.0
,,2018-01-19 16:23:07.223291,slurm_normal,1516379001.0,0,,1.0,main_w4_handler0,3128114,18085476,False,72856,tabular,41111,tabular,,12164801,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""",""".""","""false""","""false""","[{'src': 'hda', 'id': 33394008}]","[{'src': 'hda', 'id': 33392526}]",""" """,32.0,,41808057.0,1516378996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-19 16:23:22.595698,102541.0,5.0
,,2018-01-19 16:40:24.874761,slurm_normal,1516380040.0,0,,1.0,main_w3_handler0,3128114,18085600,False,61402,tabular,54257,tabular,,12164956,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""",""".""","""false""","""false""","[{'src': 'hda', 'id': 33394195}]","[{'src': 'hda', 'id': 33392117}]",""" """,32.0,,41808057.0,1516380034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-19 16:40:41.017505,102541.0,6.0
,,2018-01-25 06:17:46.019225,slurm_normal,1516861082.0,0,,1.0,main_w3_handler1,3397992,18151562,False,1518042,tabular,7184999,tabular,,12232478,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""1""","""3""","""mm9""","""-""","""true""","""false""","[{'src': 'hda', 'id': 33491964}]","[{'src': 'hda', 'id': 33490897}]","""-v 2""",32.0,,43368451.0,1516861075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-25 06:18:03.980414,106540.0,7.0
,,2018-03-02 20:07:39.573248,slurm_normal,1520021285.0,0,7680.0,1.0,main_w3_handler0,3309354,18585894,False,2629,tabular,23322,tabular,,12680724,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""nr""","""false""","""true""","[{'src': 'hda', 'id': 34177836}]","[{'src': 'hda', 'id': 34177834}]","""-v 2""",32.0,,44145492.0,1520021279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 20:08:07.763159,72145.0,6.0
,,2018-03-02 20:04:14.721958,slurm_normal,1520021106.0,0,7680.0,1.0,main_w4_handler0,3309354,18585869,False,2629,tabular,23322,tabular,,12680679,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""nr""","""false""","""true""","[{'src': 'hda', 'id': 34177836}]","[{'src': 'hda', 'id': 34177834}]","""-a 2""",32.0,,44145492.0,1520021071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 20:05:08.110391,72145.0,35.0
,,2018-03-02 19:12:19.436134,slurm_normal,1520017957.0,0,7680.0,1.0,main_w4_handler1,3449714,18585338,False,19290,tabular,19290,tabular,,12680094,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""2""","""2""","""hg19""","""0""","""true""","""false""","[{'src': 'hda', 'id': 34175219}]","[{'src': 'hda', 'id': 34175218}]","""-a 1 -a 2""",32.0,,44296690.0,1520017948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 19:12:41.838710,121228.0,9.0
,,2018-03-02 19:12:36.187040,slurm_normal,1520017979.0,0,7680.0,1.0,main_w3_handler0,3449224,18585342,False,1706993,tabular,9254576,tabular,,12680099,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""",""".""","""false""","""false""","[{'src': 'hda', 'id': 34176961}]","[{'src': 'hda', 'id': 34166943}]","""-a 1""",32.0,,44033930.0,1520017966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 19:13:01.980581,120834.0,13.0
,,2018-03-02 19:16:06.367960,slurm_normal,1520018183.0,0,7680.0,1.0,main_w3_handler0,3449714,18585379,False,768334,tabular,953206,tabular,,12680145,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""2""","""2""","""hg19""","""0""","""true""","""false""","[{'src': 'hda', 'id': 34175244}]","[{'src': 'hda', 'id': 34175243}]","""-a 1 -a 2""",32.0,,44296690.0,1520018176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 19:16:26.561132,121228.0,7.0
,,2018-03-02 19:19:15.454057,slurm_normal,1520018440.0,0,7680.0,1.0,main_w3_handler1,3449224,18585413,False,1706993,tabular,9254576,tabular,,12680173,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""",""".""","""true""","""false""","[{'src': 'hda', 'id': 34176961}]","[{'src': 'hda', 'id': 34166943}]","""-a 1""",32.0,,44033930.0,1520018428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 19:20:43.957331,120834.0,12.0
,,2018-01-19 18:55:56.883072,slurm_normal,1516388171.0,0,,1.0,main_w3_handler0,3398408,18087096,False,645,tabular,26,tabular,,12166408,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""1""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33396522}]","[{'src': 'hda', 'id': 33396525}]",""" """,32.0,,43310692.0,1516388166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-19 18:56:12.425020,120281.0,5.0
,,2017-12-18 16:49:25.826378,slurm_normal,1513615790.0,0,,1.0,main_w3_handler1,3369367,17839644,False,2221,tabular,25614951,tabular,,11913931,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""6""","""hg19""","""empty""","""false""","""false""","[{'src': 'hda', 'id': 32986590}]","[{'src': 'hda', 'id': 32990095}]","""-a 2""",32.0,,40671351.0,1513615774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-18 16:49:52.357000,99563.0,16.0
,,2018-01-22 04:05:58.600479,slurm_normal,1516593977.0,0,,1.0,main_w3_handler1,3400137,18114556,False,12174003,tabular,2297002,tabular,,12193686,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""true""","""false""","[{'src': 'hda', 'id': 33434446}]","[{'src': 'hda', 'id': 33434442}]",""" """,32.0,,42996320.0,1516593965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-22 04:06:18.508097,18923.0,12.0
,,2018-03-02 20:06:28.214096,slurm_normal,1520021224.0,0,7680.0,1.0,main_w4_handler0,3448738,18585887,False,5677,tabular,611457,tabular,,12680711,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""true""","""true""","[{'src': 'hda', 'id': 34177846}]","[{'src': 'hda', 'id': 34159500}]",""" """,32.0,,42708754.0,1520021219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 20:07:06.674749,111676.0,5.0
,,2017-12-18 20:17:02.223071,slurm_normal,1513628233.0,0,,1.0,main_w3_handler1,3363313,17841400,False,30,tabular,7217,tabular,,11915655,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""4""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32992872}]","[{'src': 'hda', 'id': 32939253}]",""" """,32.0,,42670532.0,1513628228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-18 20:17:15.945282,118530.0,5.0
,,2017-12-18 20:17:25.740773,slurm_normal,1513628259.0,0,,1.0,main_w4_handler0,3363313,17841403,False,30,tabular,7217,tabular,,11915659,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""4""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32992873}]","[{'src': 'hda', 'id': 32939253}]",""" """,32.0,,42670532.0,1513628254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-18 20:17:40.847698,118530.0,5.0
,,2017-12-18 20:13:31.984347,slurm_normal,1513628023.0,0,,1.0,main_w3_handler0,3363313,17841379,False,30,tabular,7217,tabular,,11915641,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""6""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32992872}]","[{'src': 'hda', 'id': 32939253}]",""" """,32.0,,42670532.0,1513628017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-18 20:13:44.570595,118530.0,6.0
,,2017-12-18 20:13:03.569976,slurm_normal,1513627995.0,0,,1.0,main_w3_handler1,3363313,17841377,False,79,tabular,7217,tabular,,11915640,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""6""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32992792}]","[{'src': 'hda', 'id': 32939253}]",""" """,32.0,,42670532.0,1513627990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-18 20:13:16.379451,118530.0,5.0
,,2017-12-18 20:14:16.689463,slurm_normal,1513628067.0,0,,1.0,main_w3_handler1,3363313,17841383,False,30,tabular,7217,tabular,,11915645,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""6""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32992873}]","[{'src': 'hda', 'id': 32939253}]",""" """,32.0,,42670532.0,1513628062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-18 20:14:28.336513,118530.0,5.0
,,2017-12-18 21:53:59.997137,slurm_normal,1513634058.0,0,,1.0,main_w3_handler1,3273029,17841950,False,982020,tabular,1110375,tabular,,11916232,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""1""","""hg19""","""0""","""true""","""false""","[{'src': 'hda', 'id': 32993906}]","[{'src': 'hda', 'id': 32993905}]",""" """,32.0,,41003797.0,1513634051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-18 21:54:19.670875,8352.0,7.0
,,2018-01-25 06:39:18.632514,slurm_normal,1516862371.0,0,,1.0,main_w4_handler0,3397992,18151660,False,6232307,tabular,7184999,tabular,,12232578,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""1""","""3""","""mm9""","""-""","""true""","""false""","[{'src': 'hda', 'id': 33492188}]","[{'src': 'hda', 'id': 33490897}]","""-v 2""",32.0,,43368451.0,1516862364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-25 06:39:32.608182,106540.0,7.0
,,2018-03-02 20:57:18.344451,slurm_normal,1520024255.0,0,7680.0,1.0,main_w3_handler0,2343416,18586519,False,18123656,tabular,210879098,tabular,,12681449,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 34175566}]","[{'src': 'hda', 'id': 34177599}]","""-v 1""",32.0,,44262206.0,1520024246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-02 20:57:37.504773,64904.0,9.0
,,2017-12-19 05:13:27.785344,slurm_normal,1513660420.0,0,,1.0,main_w4_handler1,3339347,17844049,False,232612,tabular,23926729,tabular,,11918349,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""1""","""1""","""mm10""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32604474}]","[{'src': 'hda', 'id': 32968435}]",""" """,32.0,,42342312.0,1513660415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-19 05:13:41.993279,66521.0,5.0
,,2017-12-19 05:13:27.422936,slurm_normal,1513660421.0,0,,1.0,main_w3_handler0,3339347,17844048,False,261923,tabular,23926729,tabular,,11918348,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""1""","""1""","""mm10""","""0""","""false""","""false""","[{'src': 'hda', 'id': 32604374}]","[{'src': 'hda', 'id': 32968435}]",""" """,32.0,,42342312.0,1513660414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2017-12-19 05:13:42.080776,66521.0,7.0
