chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_input,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.isect_union,parameters.loci,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.reference_source_selector,parameters.vcf_input1,parameters.vcf_input2,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input1,vcf_input1_filetype,vcf_input2,vcf_input2_filetype,runtime
,,2015-03-18 22:52:53.065121,rodeo_normal,1426722049.0,0,1.0,main_w2_handler0,2171805,8982862,False,,3230776.roundup,slurm,,132112168.0,corral-repl,,"""7d560868cdc111e4a191005056a52a46""",1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,hg19,,,cached,18907657,18907658,"""30""",32.0,,,,21892934,1426722046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-18 23:40:53.629569,58040.0,14470,vcf,2156,vcf,3.0
,,2015-03-18 23:56:35.965574,rodeo_normal,1426725729.0,0,1.0,main_w2_handler1,2171805,8983163,False,,3231935.roundup,slurm,,132112168.0,corral-repl,,"""63f5a758cdca11e48f6f005056a51846""",1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,hg19,,,cached,18908057,18908058,"""30""",32.0,,,,21892934,1426725726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-19 00:42:14.367141,58040.0,17238,vcf,2156,vcf,3.0
,,2015-03-19 00:01:16.757140,rodeo_normal,1426725909.0,0,1.0,main_w2_handler1,2203038,8983196,False,,3232019.roundup,slurm,,132112168.0,corral-repl,,"""0ad6eec4cdcb11e498b7005056a52a46""",1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,hg19,,,cached,18908101,18908102,"""30""",32.0,,,,21893189,1426725907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-19 00:45:13.184907,58037.0,17266,vcf,2156,vcf,2.0
,,2015-03-23 02:15:38.237747,rodeo_normal,1427076977.0,0,1.0,main_w1_handler0,2245614,9010102,False,,3281863.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18954961,18954962,"""30""",32.0,,,,21957767,1427076949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 02:16:18.761644,,1345472,vcf,1324801,vcf,28.0
,,2015-03-24 19:49:04.746566,rodeo_normal,1427226593.0,0,1.0,main_w1_handler0,2210200,9027162,False,,3312266.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978695,18978690,"""30""",32.0,,,,21311320,1427226560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:49:56.544793,,1393460,vcf,1348503,vcf,33.0
,,2015-03-24 19:49:15.329337,rodeo_normal,1427226653.0,0,1.0,main_w1_handler1,2210200,9027172,False,,3312282.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978766,18978763,"""30""",32.0,,,,21311320,1427226648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:50:55.033639,,1341624,vcf,1274573,vcf,5.0
,,2015-03-23 15:33:48.469965,rodeo_normal,1427125110.0,0,1.0,main_w1_handler0,2196257,9015416,False,,3292623.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg_g1k_v37,,,cached,18962679,18962716,"""30""",32.0,,,,21192882,1427124903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 15:38:32.773237,59354.0,36534107,vcf,32045368,vcf,207.0
,,2015-03-24 19:49:09.602362,rodeo_normal,1427226614.0,0,1.0,main_w2_handler0,2210200,9027166,False,,3312273.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978714,18978713,"""30""",32.0,,,,21311320,1427226601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:50:19.640178,,1334271,vcf,1284082,vcf,13.0
,,2015-03-24 19:49:13.817231,rodeo_normal,1427226671.0,0,1.0,main_w2_handler0,2210200,9027170,False,,3312283.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978749,18978744,"""30""",32.0,,,,21311320,1427226659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:51:15.885999,,1332922,vcf,1269087,vcf,12.0
,,2015-03-24 19:49:10.491998,rodeo_normal,1427226575.0,0,1.0,main_w2_handler1,2210200,9027167,False,,3312267.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978721,18978719,"""30""",32.0,,,,21311320,1427226561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:49:40.456608,,669504,vcf,594060,vcf,14.0
,,2015-03-24 19:49:11.807862,rodeo_normal,1427226636.0,0,1.0,main_w2_handler1,2210200,9027168,False,,3312278.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978731,18978726,"""30""",32.0,,,,21311320,1427226625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:50:41.436903,,1357570,vcf,1304852,vcf,11.0
,,2015-03-24 19:49:14.612037,rodeo_normal,1427226727.0,0,1.0,main_w2_handler1,2210200,9027171,False,,3312295.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978758,18978753,"""30""",32.0,,,,21311320,1427226723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:52:11.476889,,1339810,vcf,1232812,vcf,4.0
,,2015-03-24 19:49:17.702004,rodeo_normal,1427226716.0,0,1.0,main_w2_handler0,2210200,9027174,False,,3312287.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978782,18978779,"""30""",32.0,,,,21311320,1427226683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:52:00.464556,,1441961,vcf,1379115,vcf,33.0
,,2015-03-23 15:41:08.745068,rodeo_normal,1427125326.0,0,1.0,main_w2_handler1,2196257,9015784,False,,3293051.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg_g1k_v37,,,cached,18962831,18962757,"""30""",32.0,,,,21192882,1427125283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 15:42:09.172712,59354.0,23979983,vcf,35653104,vcf,43.0
,,2015-03-24 19:49:23.575635,rodeo_normal,1427226836.0,0,1.0,main_w1_handler0,2210200,9027179,False,,3312307.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978823,18978818,"""30""",32.0,,,,21311320,1427226800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:53:59.030158,,1394340,vcf,1336127,vcf,36.0
,,2015-03-24 19:49:12.894476,rodeo_normal,1427226964.0,0,1.0,main_w1_handler0,2210200,9027169,False,,3312342.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978739,18978734,"""30""",32.0,,,,21311320,1427226958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:56:05.862648,,1180944,vcf,1103669,vcf,6.0
,,2015-03-24 19:49:08.745862,rodeo_normal,1427226862.0,0,1.0,main_w1_handler0,2210200,9027165,False,,3312315.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978712,18978708,"""30""",32.0,,,,21311320,1427226846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:54:25.726224,,1328303,vcf,1270555,vcf,16.0
,,2015-03-24 19:49:07.433695,rodeo_normal,1427226795.0,0,1.0,main_w1_handler0,2210200,9027164,False,,3312298.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978703,18978699,"""30""",32.0,,,,21311320,1427226733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:53:18.247762,,1366358,vcf,1303102,vcf,62.0
,,2015-03-24 19:49:19.360814,rodeo_normal,1427226948.0,0,1.0,main_w2_handler1,2210200,9027176,False,,3312336.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978800,18978794,"""30""",32.0,,,,21311320,1427226938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:55:51.556361,,1404292,vcf,1348458,vcf,10.0
,,2015-03-23 16:15:46.791447,rodeo_normal,1427127446.0,0,1.0,main_w1_handler1,2196257,9016271,False,,3294561.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg_g1k_v37,,,cached,18963780,18963769,"""30""",32.0,,,,21192882,1427127439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 16:17:27.865290,59354.0,5257231,vcf,9104027,vcf,7.0
,,2015-03-24 19:49:21.157725,rodeo_normal,1427226983.0,0,1.0,main_w2_handler1,2210200,9027177,False,,3312347.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978807,18978804,"""30""",32.0,,,,21311320,1427226973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:56:30.256204,,1416838,vcf,1367163,vcf,10.0
,,2015-03-24 19:49:32.278662,rodeo_normal,1427226913.0,0,1.0,main_w2_handler0,2210200,9027187,False,,3312326.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18978861,18978860,"""30""",32.0,,,,21311320,1427226895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-24 19:55:16.728771,,1318775,vcf,1250377,vcf,18.0
,,2015-03-23 16:14:07.833936,rodeo_normal,1427127301.0,0,1.0,main_w1_handler1,2196257,9016256,False,,3294539.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg_g1k_v37,,,cached,18963768,18963765,"""30""",32.0,,,,21192882,1427127259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 16:15:06.233089,59354.0,7904497,vcf,8645455,vcf,42.0
,,2015-03-23 20:00:21.711605,rodeo_normal,1427140891.0,0,1.0,main_w2_handler1,2210200,9018163,False,,3298249.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18966388,18966387,"""30""",32.0,,,,21311320,1427140879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 20:01:35.266849,,1360033,vcf,1352037,vcf,12.0
,,2015-03-23 17:55:02.282867,rodeo_normal,1427133334.0,0,1.0,main_w1_handler0,2210200,9016965,False,,3295991.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964601,18964600,"""30""",32.0,,,,21311320,1427133329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 17:55:38.204397,,1376743,vcf,1357843,vcf,5.0
,,2015-03-23 17:39:38.466755,rodeo_normal,1427132406.0,0,1.0,main_w1_handler0,2210200,9016817,False,,3295670.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964474,18964472,"""30""",32.0,,,,21311320,1427132395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 17:40:09.406599,,1332117,vcf,1326674,vcf,11.0
,,2015-03-23 17:55:01.771275,rodeo_normal,1427133323.0,0,1.0,main_w2_handler1,2210200,9016964,False,,3295987.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964598,18964593,"""30""",32.0,,,,21311320,1427133312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 17:55:26.339016,,1396049,vcf,1372758,vcf,11.0
,,2015-03-23 18:37:34.688877,rodeo_normal,1427135955.0,0,1.0,main_w1_handler0,2210200,9017397,False,,3296739.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964791,18964792,"""30""",32.0,,,,21311320,1427135934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:39:20.257182,,1426273,vcf,1347257,vcf,21.0
,,2015-03-23 18:37:32.925853,rodeo_normal,1427135924.0,0,1.0,main_w1_handler0,2210200,9017396,False,,3296725.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964789,18964790,"""30""",32.0,,,,21311320,1427135865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:38:50.212428,,1367850,vcf,1403300,vcf,59.0
,,2015-03-23 18:37:31.174379,rodeo_normal,1427136131.0,0,1.0,main_w2_handler1,2210200,9017394,False,,3296755.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964785,18964786,"""30""",32.0,,,,21311320,1427135966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:42:15.486394,,1376743,vcf,1382890,vcf,165.0
,,2015-03-23 18:37:36.278689,rodeo_normal,1427135976.0,0,1.0,main_w2_handler0,2210200,9017399,False,,3296757.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964795,18964796,"""30""",32.0,,,,21311320,1427135966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:39:40.762896,,1366930,vcf,1362980,vcf,10.0
,,2015-03-23 18:37:42.614570,rodeo_normal,1427136212.0,0,1.0,main_w1_handler0,2210200,9017408,False,Job output deleted by user before job completed.,3296823.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964868,18964883,"""30""",32.0,,,,21311320,1427136192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:43:35.426472,,1386055,vcf,1364836,vcf,20.0
,,2015-03-23 18:37:38.914526,rodeo_normal,1427136184.0,0,1.0,main_w1_handler0,2210200,9017403,False,,3296815.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964818,18964825,"""30""",32.0,,,,21311320,1427136170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:43:06.912949,,1372884,vcf,1615187,vcf,14.0
,,2015-03-23 18:37:35.593028,rodeo_normal,1427136165.0,0,1.0,main_w2_handler1,2210200,9017398,False,,3296809.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964793,18964794,"""30""",32.0,,,,21311320,1427136139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:42:46.807252,,1372658,vcf,1352601,vcf,26.0
,,2015-03-23 18:37:31.708005,rodeo_normal,1427136203.0,0,1.0,main_w1_handler1,2210200,9017395,False,,3296821.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18964787,18964788,"""30""",32.0,,,,21311320,1427136192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 18:43:25.056419,,1404070,vcf,1349662,vcf,11.0
,,2015-03-23 19:06:48.048629,rodeo_normal,1427137650.0,0,1.0,main_w2_handler1,2210200,9017744,False,,3297386.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,18965766,18965764,"""30""",32.0,,,,21311320,1427137623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-23 19:07:39.111206,,1645394,vcf,1636699,vcf,27.0
