create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-05-04 00:16:18.092932,slurm_normal,1462321013.0,0,1.0,main_w1_handler0,2689649,12763150,False,,31723,bed,136018,bed,6963156.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b531c82419cf6dcdf5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52fb695e81e2212f8'}]","""1e-09""","""false""","""false""","""""",32.0,,30025999,1462321010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-04 00:16:55.977746,83068.0,3.0
2016-05-05 17:02:08.334829,slurm_normal,1462467764.0,0,1.0,main_w1_handler0,2626384,12795720,False,,764074,bed,2098365,bed,6995577.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ae38cac1b8096e6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ab5d5031ff7705e'}]","""1e-09""","""false""","""false""","""""",32.0,,28884603,1462467759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-05 17:02:45.289690,74845.0,5.0
2016-05-05 17:27:24.439421,slurm_normal,1462469301.0,0,1.0,main_w2_handler0,2626384,12796388,False,,7085004,bed,2098365,bed,6995924.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f0722e9c6fa3a1e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ab5d5031ff7705e'}]","""1e-09""","""false""","""false""","""""",32.0,,28884603,1462469297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-05 17:28:27.506023,74845.0,4.0
2016-05-05 17:27:02.143915,slurm_normal,1462469331.0,0,1.0,main_w2_handler0,2626384,12796381,False,,12864704,bed,7620068,bed,6995933.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542963fac0aacf804'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54bcc787d773c5b5d'}]","""1e-09""","""false""","""false""","""""",32.0,,28884603,1462469320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-05 17:29:04.983116,74845.0,11.0
2016-05-05 18:08:48.659709,slurm_normal,1462471772.0,0,1.0,main_w2_handler1,2626384,12796993,False,,1883696,bed,2098365,bed,6996639.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/__lt__Cheetah.Template.Template object at 0x7fa3160fa210__gt__.len""","""<Cheetah.Template.Template object at 0x7fa3160fa210>""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af1adfbd6135bfcb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ab5d5031ff7705e'}]","""1e-09""","""false""","""false""","""""",32.0,,28884603,1462471768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-05 18:09:35.362983,74845.0,4.0
2016-05-05 18:05:52.788576,slurm_normal,1462471586.0,0,1.0,main_w2_handler1,2626384,12796967,False,,3601175,bed,7620068,bed,6996605.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/__lt__Cheetah.Template.Template object at 0x7fa33b5a92d0__gt__.len""","""<Cheetah.Template.Template object at 0x7fa33b5a92d0>""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e728813d774326e8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54bcc787d773c5b5d'}]","""1e-09""","""false""","""false""","""""",32.0,,28884603,1462471583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-05 18:06:28.468717,74845.0,3.0
2016-05-05 18:11:57.307435,slurm_normal,1462471970.0,0,1.0,main_w2_handler1,2626384,12797025,False,,1116703,bed,7620068,bed,6996684.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6075098848de02e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54bcc787d773c5b5d'}]","""1e-09""","""false""","""false""","""""",32.0,,28884603,1462471967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-05 18:12:52.292376,74845.0,3.0
2016-03-18 15:12:12.544572,slurm_normal,1458314037.0,0,1.0,main_w2_handler0,2638684,12181148,False,,1152030,bed,2775454,bed,6396187.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23908383,,23908257,,"""1e-09""","""False""","""False""","""""",32.0,,28500702,1458314016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-03-18 15:14:00.661477,38813.0,21.0
2016-05-14 05:20:31.065838,slurm_normal,1463203268.0,0,1.0,main_w2_handler1,2626384,12895184,False,,5075469,bed,5396231,bed,7091409.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec3a422a40a3061e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed9ca70978b8067d'}]","""1e-09""","""false""","""false""","""""",32.0,,28884603,1463203263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-14 05:21:11.216697,74845.0,5.0
2016-05-14 08:28:43.475823,slurm_normal,1463214648.0,0,1.0,main_w1_handler0,2478539,12895486,False,,177978,bed,217258,bed,7091722.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2609270fa27ffff'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cedbfa2f8d74bc99'}]","""1e-09""","""false""","""false""","""""",32.0,,30217829,1463214644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-14 08:30:52.943214,70907.0,4.0
2016-05-14 07:58:12.671031,slurm_normal,1463212756.0,0,1.0,main_w2_handler1,2478539,12895450,False,,414810,bed,414810,bed,7091689.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53dc1909447eafe51'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53dc1909447eafe51'}]","""1e-09""","""false""","""false""","""""",32.0,,30217829,1463212751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-14 07:59:17.742747,70907.0,5.0
2016-05-20 18:02:25.277498,slurm_normal,1463767395.0,0,1.0,main_w2_handler1,2702444,12950565,False,,5032810,bed,5602040,bed,7144102.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51443331afa0679c3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5939b184aabf30e0f'}]","""1e-09""","""false""","""false""","""""",32.0,,30346526,1463767392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-20 18:03:18.183251,84255.0,3.0
2016-04-04 12:14:43.410323,slurm_normal,1459772099.0,0,1.0,main_w1_handler0,2478539,12332751,False,,3125175,bed,3769579,bed,6539077.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24134988,,24134974,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459772094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 12:15:02.482127,70907.0,5.0
2016-04-04 15:46:47.264619,slurm_normal,1459784823.0,0,1.0,main_w1_handler2,2478539,12335329,False,,3125175,bed,3182658,bed,6541483.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24134790,,24139056,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459784820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 15:47:08.666117,70907.0,3.0
2016-04-04 15:46:27.849497,slurm_normal,1459784822.0,0,1.0,main_w1_handler2,2478539,12335328,False,,3769579,bed,3182658,bed,6541482.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24134789,,24139056,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459784818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 15:47:04.428318,70907.0,4.0
2016-04-04 15:51:18.427106,slurm_normal,1459785120.0,0,1.0,main_w2_handler0,2478539,12335357,False,,4786319,bed,3769579,bed,6541518.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24139091,,24134789,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459785116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 15:52:06.031134,70907.0,4.0
2016-04-04 15:43:45.097144,slurm_normal,1459784644.0,0,1.0,main_w1_handler2,2478539,12335293,False,,3125175,bed,3769579,bed,6541451.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24134790,,24134789,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459784640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 15:44:05.469680,70907.0,4.0
2016-04-04 15:50:57.295461,slurm_normal,1459785069.0,0,1.0,main_w1_handler0,2478539,12335353,False,,3399815,bed,5071061,bed,6541511.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24135237,,24135238,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459785065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 15:51:15.563923,70907.0,4.0
2016-04-04 15:43:22.227675,slurm_normal,1459784617.0,0,1.0,main_w2_handler0,2478539,12335288,False,,3769579,bed,3125175,bed,6541445.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24134789,,24134790,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459784612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 15:43:41.699406,70907.0,5.0
2016-04-04 15:49:46.543987,slurm_normal,1459785005.0,0,1.0,main_w2_handler0,2478539,12335347,False,,3399815,bed,3769579,bed,6541506.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24135237,,24134789,,"""1e-09""","""False""","""False""","""""",32.0,,29350808,1459784998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-04 15:50:08.361463,70907.0,7.0
2016-04-11 18:46:11.089911,slurm_normal,1460400421.0,0,1.0,main_w1_handler1,2665713,12420730,False,,38282,bed,77584,bed,6621890.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24259220,,24258630,,"""1e-09""","""False""","""False""","""""",32.0,,29550187,1460400403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-11 18:47:04.238766,82318.0,18.0
2016-04-09 12:54:13.204011,slurm_normal,1460206496.0,0,1.0,main_w1_handler0,2478539,12399745,False,,1970999,bed,4469977,bed,6599673.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24228978,,24228827,,"""1e-09""","""False""","""False""","""""",32.0,,29520830,1460206492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-09 12:54:59.819744,70907.0,4.0
2016-04-11 18:21:36.716647,slurm_normal,1460399021.0,0,1.0,main_w2_handler1,2665713,12420439,False,,77584,bed,38306,bed,6621710.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24258630,,24258617,,"""1e-09""","""False""","""False""","""""",32.0,,29550187,1460398934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-11 18:23:46.894230,82318.0,87.0
2016-04-12 18:24:05.335785,slurm_normal,1460486108.0,0,1.0,main_w1_handler0,2644056,12434175,False,,329845,bed,46205,bed,6633894.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",24212048,,24166797,,"""1e-09""","""False""","""False""","""""",32.0,,29163485,1460485984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 18:35:12.245232,,124.0
2016-04-12 18:24:57.741580,slurm_normal,1460485752.0,0,1.0,main_w2_handler1,2644056,12434181,False,,329845,bed,35323,bed,6633821.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",24212048,,24276132,,"""1e-09""","""False""","""False""","""""",32.0,,29163485,1460485745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 18:29:14.346656,,7.0
2016-04-12 18:23:35.750735,slurm_normal,1460485856.0,0,1.0,main_w1_handler1,2644056,12434169,False,,329845,bed,152507,bed,6633855.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",24212048,,24276129,,"""1e-09""","""False""","""False""","""""",32.0,,29163485,1460485851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 18:31:03.892234,,5.0
2016-04-12 18:23:06.185762,slurm_normal,1460485636.0,0,1.0,main_w1_handler2,2644056,12434162,False,,329845,bed,152582,bed,6633776.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",24212048,,24213184,,"""1e-09""","""False""","""False""","""""",32.0,,29163485,1460485628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 18:27:20.820841,,8.0
2016-04-12 18:24:33.048030,slurm_normal,1460486194.0,0,1.0,main_w1_handler0,2644056,12434180,False,,329845,bed,76501,bed,6633951.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",24212048,,24184805,,"""1e-09""","""False""","""False""","""""",32.0,,29163485,1460486187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 18:36:38.799259,,7.0
2016-04-12 22:59:44.893070,slurm_normal,1460502018.0,0,1.0,main_w2_handler0,2644056,12434810,False,,329845,bed,86529,bed,6634864.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7a535b62dcd297a'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460502015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 23:00:19.305681,,3.0
2016-04-12 22:54:16.792789,slurm_normal,1460501686.0,0,1.0,main_w2_handler1,2644056,12434771,False,,316819,bed,152507,bed,6634828.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b7018f414aedb70'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460501683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 22:54:48.999556,,3.0
2016-04-12 23:06:50.599222,slurm_normal,1460502437.0,0,1.0,main_w1_handler2,2644056,12434873,False,,316819,bed,46205,bed,6634904.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5311b4f73a376c6c6'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460502434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 23:07:18.465488,,3.0
2016-04-12 22:58:30.868801,slurm_normal,1460501937.0,0,1.0,main_w1_handler2,2644056,12434804,False,,316819,bed,76501,bed,6634858.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5754ff729c0bc653c'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460501933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 22:58:58.885110,,4.0
2016-04-12 22:53:47.661441,slurm_normal,1460501657.0,0,1.0,main_w1_handler1,2644056,12434767,False,,316819,bed,35323,bed,6634821.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52bf92264c480b45c'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460501654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 22:54:19.189952,,3.0
2016-04-12 22:54:40.967315,slurm_normal,1460501721.0,0,1.0,main_w1_handler1,2644056,12434775,False,,316819,bed,18399,bed,6634833.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5054ac1ecea69cd30'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460501718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 22:55:22.822694,,3.0
2016-04-12 22:56:50.384793,slurm_normal,1460501867.0,0,1.0,main_w1_handler1,2665713,12434792,False,,77584,bed,38282,bed,6634847.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f1f2355e23c4ca45'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593941280584e91d2'}]","""1e-09""","""false""","""false""","""""",32.0,,29568774,1460501862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 22:57:49.987548,82318.0,5.0
