bams,bams1,bams1_filetype,bams2,bams2_filetype,bams3,bams3_filetype,bams4,bams4_filetype,bams5,bams5_filetype,bams6,bams6_filetype,bams7,bams7_filetype,bams8,bams8_filetype,bams_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bams.values,parameters.chromInfo,parameters.dbkey,parameters.duplicate,parameters.failed,parameters.input.values,parameters.overlap,parameters.proper,parameters.q,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
860078042,860078042,bam,1065874337.0,bam,,,,,,,,,,,,,bam,2018-03-05 13:55:19.439005,slurm_normal,1520258894.0,0,7680.0,1.0,main_w3_handler0,3444613,18610575,False,,2760163,bed,12706233,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34120038}, {'src': 'hda', 'id': 34120042}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34216532}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44053761,1520258148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-05 14:08:15.748309,122465,746.0
492583364,492583364,bam,464150716.0,bam,533275699.0,bam,572893445.0,bam,,,,,,,,,bam,2018-03-07 09:24:21.726932,slurm_normal,1520415155.0,0,7680.0,1.0,main_w4_handler1,3436128,18636618,False,,1050914,bed,12732816,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34224409}, {'src': 'hda', 'id': 34224410}, {'src': 'hda', 'id': 34224411}, {'src': 'hda', 'id': 34224412}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 34260658}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44370632,1520414690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-07 09:32:37.454802,121284,465.0
452135499,452135499,bam,454947043.0,bam,575099711.0,bam,775313957.0,bam,1108004105.0,bam,1593005364.0,bam,1316021102.0,bam,817060203.0,bam,bam,2018-03-07 13:24:06.469903,slurm_normal,1520429726.0,0,7680.0,1.0,main_w4_handler1,3449807,18639199,False,,853893,bed,12735371,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34176862}, {'src': 'hda', 'id': 34176864}, {'src': 'hda', 'id': 34176865}, {'src': 'hda', 'id': 34176866}, {'src': 'hda', 'id': 34179234}, {'src': 'hda', 'id': 34179235}, {'src': 'hda', 'id': 34179236}, {'src': 'hda', 'id': 34179237}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 34244734}]","""1e-09""","""false""","""3""","""false""","""false""","""""",32.0,,43945109,1520429057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-07 13:35:28.702191,115477,669.0
1079743865,1079743865,bam,1516742114.0,bam,,,,,,,,,,,,,bam,2018-03-08 10:11:25.803770,slurm_normal,1520504820.0,0,7680.0,1.0,main_w3_handler0,3455679,18654688,False,,3593988,bed,12750694,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34274908}, {'src': 'hda', 'id': 34274909}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34289870}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44435095,1520503920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-08 10:27:02.596943,123568,900.0
300966812,300966812,bam,292327451.0,bam,,,,,,,,,,,,,bam,2018-03-09 18:39:02.018019,slurm_normal,1520621277.0,0,7680.0,1.0,main_w4_handler0,3076453,18675430,False,,885351,bed,12771560,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29653621}, {'src': 'hda', 'id': 29654488}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""false""","[{'src': 'hda', 'id': 34328881}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44520137,1520620770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-09 18:47:59.730186,104228,507.0
3286387717,3286387717,bam,1110021770.0,bam,1560196585.0,bam,1231500526.0,bam,1571298339.0,bam,1527605915.0,bam,,,,,bam,2018-02-22 20:55:06.679792,slurm_normal,1519334979.0,0,7680.0,1.0,main_w3_handler0,3436128,18489095,False,,1825850,bed,12584322,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33966306}, {'src': 'hda', 'id': 33966307}, {'src': 'hda', 'id': 33966308}, {'src': 'hda', 'id': 33966310}, {'src': 'hda', 'id': 33966315}, {'src': 'hda', 'id': 33966316}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34022017}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44055908,1519332928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-22 21:30:07.668544,121284,2051.0
728521453,728521453,bam,742700541.0,bam,1045822293.0,bam,686167585.0,bam,,,,,,,,,bam,2018-02-24 20:21:42.037841,slurm_normal,1519504451.0,0,7680.0,1.0,main_w4_handler0,3436128,18508199,False,,1468498,bed,12604379,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34047384}, {'src': 'hda', 'id': 34047385}, {'src': 'hda', 'id': 34047386}, {'src': 'hda', 'id': 34047387}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 34049824}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44119645,1519503725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-24 20:34:13.163251,121284,726.0
945063955,945063955,bam,985150847.0,bam,982655402.0,bam,,,,,,,,,,,bam,2018-02-25 08:32:33.750811,slurm_normal,1519549990.0,0,7680.0,1.0,main_w4_handler0,3436128,18511125,False,,6971342,bed,12607178,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34050476}, {'src': 'hda', 'id': 34050477}, {'src': 'hda', 'id': 34050479}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 34054127}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44119645,1519547581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-25 09:13:11.209022,121284,2409.0
1001478036,1001478036,bam,,,,,,,,,,,,,,,bam,2018-02-26 18:05:21.769820,slurm_normal,1519668374.0,0,7680.0,1.0,main_w3_handler0,3320392,18525078,False,,144535,bed,12621069,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33289890}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34076437}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44175929,1519668333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-26 18:06:15.444842,115950,41.0
1001478036,1001478036,bam,,,,,,,,,,,,,,,bam,2018-02-26 18:17:03.485698,slurm_normal,1519669127.0,0,7680.0,1.0,main_w4_handler1,3320392,18525222,False,,457063,bed,12621256,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33289890}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34076842}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44175929,1519669048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-26 18:18:48.148155,115950,79.0
1001478036,1001478036,bam,,,,,,,,,,,,,,,bam,2018-02-26 19:08:08.042276,slurm_normal,1519672144.0,0,7680.0,1.0,main_w3_handler0,3320392,18525839,False,,119782,bed,12621868,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33289890}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34078070}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44175929,1519672096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-26 19:09:07.260431,115950,48.0
1001478036,1001478036,bam,,,,,,,,,,,,,,,bam,2018-02-26 19:08:09.442592,slurm_normal,1519672121.0,0,7680.0,1.0,main_w4_handler1,3320392,18525840,False,,51136,bed,12621869,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33289890}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34078073}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44175929,1519672099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-26 19:08:43.379476,115950,22.0
1001478036,1001478036,bam,1060107298.0,bam,,,,,,,,,,,,,bam,2018-02-26 19:53:19.247444,slurm_normal,1519674958.0,0,7680.0,1.0,main_w3_handler1,3320392,18526365,False,,537004,bed,12622436,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33289890}, {'src': 'hda', 'id': 33289909}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34079216}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44175929,1519674820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-26 19:56:00.730213,115950,138.0
1001478036,1001478036,bam,1060107298.0,bam,,,,,,,,,,,,,bam,2018-02-26 20:40:13.804009,slurm_normal,1519678617.0,0,7680.0,1.0,main_w3_handler0,3320392,18527339,False,,1557693,bed,12623153,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 33289890}, {'src': 'hda', 'id': 33289909}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34081911}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44175929,1519678095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-26 20:57:08.063464,115950,522.0
375048041,375048041,bam,353309280.0,bam,,,,,,,,,,,,,bam,2018-02-27 04:11:12.045441,slurm_normal,1519714315.0,0,7680.0,1.0,main_w3_handler0,3443717,18531192,False,,25267061,bed,12627628,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 34087011}, {'src': 'hda', 'id': 34087016}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","""true""","[{'src': 'hda', 'id': 34088111}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44184266,1519704711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-27 06:51:56.563922,122872,9604.0
616986747,616986747,bam,872127375.0,bam,940450613.0,bam,,,,,,,,,,,bam,2018-02-27 21:55:22.990289,slurm_normal,1519768583.0,0,7680.0,1.0,main_w4_handler1,3313949,18541073,False,,75986,bed,12637348,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33196427}, {'src': 'hda', 'id': 33196435}, {'src': 'hda', 'id': 33196437}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 34104785}]","""1e-09""","""false""","""3""","""false""","""false""","""""",32.0,,43945109,1519768536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-27 21:56:25.215934,115477,47.0
616986747,616986747,bam,1105478381.0,bam,872127375.0,bam,940450613.0,bam,,,,,,,,,bam,2018-02-27 22:09:11.200464,slurm_normal,1519769428.0,0,7680.0,1.0,main_w3_handler1,3313949,18541216,False,,75986,bed,12637496,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33196427}, {'src': 'hda', 'id': 33196429}, {'src': 'hda', 'id': 33196435}, {'src': 'hda', 'id': 33196437}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 34104785}]","""1e-09""","""false""","""3""","""false""","""false""","""""",32.0,,43945109,1519769362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-02-27 22:10:29.646380,115477,66.0
19094695556,19094695556,bam,,,,,,,,,,,,,,,bam,2018-03-01 14:42:32.785741,slurm_normal,1519927409.0,0,7680.0,1.0,main_w3_handler1,3423754,18565499,False,,2189924,bed,12661489,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33826483}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34143328}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44257734,1519925926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-01 18:04:40.711160,99849,1483.0
3223815639,3223815639,bam,3553498378.0,bam,,,,,,,,,,,,,bam,2018-03-01 14:29:54.052613,slurm_normal,1519928779.0,0,7680.0,1.0,main_w4_handler1,3436128,18565353,False,,4311013,bed,12662134,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33982226}, {'src': 'hda', 'id': 33982229}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34144761}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44259674,1519926965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-01 18:26:21.015352,121284,1814.0
3286387717,3286387717,bam,1571298339.0,bam,,,,,,,,,,,,,bam,2018-03-01 20:45:18.939705,slurm_normal,1519939623.0,0,7680.0,1.0,main_w4_handler0,3436128,18572464,False,,2341046,bed,12665260,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33966306}, {'src': 'hda', 'id': 33966315}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 34156598}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,44263498,1519938703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.27.0.0,2.27.0.0,,2018-03-01 21:30:40.785213,121284,920.0
