create_time,destination_id,end_epoch,exit_code,fastq,fastq2,fastq2_filetype,fastq_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_and_ignore_empty_lines,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.description,parameters.input_type.__current_case__,parameters.input_type.fastq,parameters.input_type.fastq2,parameters.input_type.input_type_selector,parameters.library_name,parameters.max_q,parameters.min_q,parameters.platform,parameters.platform_unit,parameters.predicted_insert_size,parameters.quality_format,parameters.read_group_name,parameters.run_date,parameters.sample_name,parameters.sequencing_center,parameters.strip_unpairied_mate_number,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-10 06:29:56.720019,rodeo_normal,1425969032.0,0,1115278,,,fastq,1.0,main_w1_handler1,2232405,8904927,False,,3085822.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798110,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425969029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 06:30:34.690228,,3.0
2015-03-10 06:29:57.127401,rodeo_normal,1425969088.0,0,2601096,,,fastq,1.0,main_w2_handler1,2232405,8904928,False,,3085846.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798114,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425969085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 06:31:32.717117,,3.0
2015-03-10 06:29:57.496276,rodeo_normal,1425969044.0,0,1976386,,,fastq,1.0,main_w1_handler1,2232405,8904929,False,,3085830.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798116,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425969041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 06:30:47.222149,,3.0
2015-03-10 06:29:57.786197,rodeo_normal,1425969057.0,0,1052618,,,fastq,1.0,main_w1_handler0,2232405,8904930,False,,3085836.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798119,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425969054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 06:30:59.754472,,3.0
2015-03-10 06:29:58.106283,rodeo_normal,1425969077.0,0,2383552,,,fastq,1.0,main_w1_handler0,2232405,8904931,False,,3085842.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798122,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425969074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 06:31:19.046993,,3.0
2015-03-10 06:29:58.389245,rodeo_normal,1425969101.0,0,3260696,,,fastq,1.0,main_w2_handler1,2232405,8904932,False,,3085850.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798123,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425969098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 06:31:44.053057,,3.0
2015-03-10 06:29:58.678040,rodeo_normal,1425969058.0,0,3612384,,,fastq,1.0,main_w1_handler1,2232405,8904933,False,,3085838.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798128,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425969054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 06:31:00.393291,,4.0
2015-03-10 09:49:49.981672,rodeo_normal,1425981002.0,0,5086,,,fastq,1.0,main_w1_handler0,2232405,8905638,False,,3087614.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18798096,,se,"""Exp2""","""93""","""0""","""454""","""""","""314""","""Standard""","""Exp2""","""""","""Exp2""","""""","""False""","""LENIENT""",32.0,,21684833,1425980999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 09:50:05.314586,,3.0
2015-03-10 11:14:18.624812,rodeo_normal,1425986075.0,0,1279,,,fastq,1.0,main_w2_handler1,2232405,8906339,False,,3088792.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18800574,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""SF2-Nef""","""""","""False""","""LENIENT""",32.0,,21684833,1425986070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 11:14:37.359569,,5.0
2015-03-10 20:15:48.811746,rodeo_normal,1426018624.0,0,213499524,213499524.0,fastqillumina,fastqillumina,1.0,main_w1_handler1,2231973,8911632,False,,3097884.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18809112,18809112.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""Input R1a""","""""","""False""","""SILENT""",32.0,,21672666,1426018559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 20:17:06.358685,60693.0,65.0
2015-03-10 22:00:11.611274,rodeo_normal,1426024862.0,0,213499524,213499524.0,fastqillumina,fastqillumina,1.0,main_w2_handler1,2231973,8912373,False,,3099551.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18808910,18809112.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""Input R1b""","""""","""False""","""SILENT""",32.0,,21672666,1426024817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 22:01:04.774915,60693.0,45.0
2015-03-10 22:04:24.809950,rodeo_normal,1426025133.0,0,248449461,248449461.0,fastqillumina,fastqillumina,1.0,main_w1_handler0,2231973,8912380,False,,3099574.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18809521,18809676.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""Input R1b""","""""","""False""","""SILENT""",32.0,,21672666,1426025074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 22:05:36.274513,60693.0,59.0
2015-03-10 22:06:23.383637,rodeo_normal,1426025231.0,0,247519600,247519600.0,fastqillumina,fastqillumina,1.0,main_w1_handler1,2231973,8912381,False,,3099583.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18809916,18810039.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""MaxiK R1a""","""""","""False""","""SILENT""",32.0,,21672666,1426025190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-10 22:07:13.332365,60693.0,41.0
2015-03-11 05:24:58.635211,rodeo_normal,1426051558.0,0,283470794,283470794.0,fastqillumina,fastqillumina,1.0,main_w1_handler0,2231973,8914098,False,,3104673.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18810372,18809830.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""MaxK R1b""","""""","""False""","""SILENT""",32.0,,21672666,1426051505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 05:26:00.263049,60693.0,53.0
2015-03-11 07:11:16.238049,rodeo_normal,1426057942.0,0,330875326,330875326.0,fastqillumina,fastqillumina,1.0,main_w1_handler1,2231973,8914414,False,,3105281.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812774,18812772.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426057884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:12:24.588039,60693.0,58.0
2015-03-11 07:04:10.173990,rodeo_normal,1426057503.0,0,183881384,183881384.0,fastqillumina,fastqillumina,1.0,main_w1_handler1,2231973,8914399,False,,3105250.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812768,18812769.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426057458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:05:05.257339,60693.0,45.0
2015-03-11 07:06:44.491046,rodeo_normal,1426057673.0,0,213605825,213605825.0,fastqillumina,fastqillumina,1.0,main_w2_handler1,2231973,8914405,False,,3105263.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812770,18812766.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426057611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:07:56.935381,60693.0,62.0
2015-03-11 07:09:05.197361,rodeo_normal,1426057801.0,0,284682240,284682240.0,fastqillumina,fastqillumina,1.0,main_w1_handler1,2231973,8914409,False,,3105269.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812771,18812776.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426057751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:10:03.268126,60693.0,50.0
2015-03-11 07:16:37.136007,rodeo_normal,1426058251.0,0,203772966,203772966.0,fastqillumina,fastqillumina,1.0,main_w1_handler0,2231973,8914442,False,,3105343.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812830,18812831.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426058204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:17:32.056217,60693.0,47.0
2015-03-11 07:18:03.326826,rodeo_normal,1426058335.0,0,242030922,242030922.0,fastqillumina,fastqillumina,1.0,main_w2_handler1,2231973,8914443,False,,3105347.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812833,18812829.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426058294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:18:59.069965,60693.0,41.0
2015-03-11 07:19:28.729011,rodeo_normal,1426058420.0,0,232337154,232337154.0,fastqillumina,fastqillumina,1.0,main_w2_handler0,2231973,8914447,False,,3105357.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812838,18812839.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426058377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:20:24.375956,60693.0,43.0
2015-03-11 07:20:55.290365,rodeo_normal,1426058512.0,0,272638935,272638935.0,fastqillumina,fastqillumina,1.0,main_w1_handler1,2231973,8914450,False,,3105367.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,18812840,18812834.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,21672666,1426058461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-11 07:21:52.625416,60693.0,51.0
2015-12-09 13:12:03.921298,slurm_normal,1449666752.0,0,652238,,,fastqsanger,1.0,main_w2_handler1,2533311,11126340,False,,5391817.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22364061,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,26691303,1449666747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-09 13:12:38.563693,74898.0,5.0
2015-12-09 13:12:05.903449,slurm_normal,1449666753.0,0,652238,,,fastqsanger,1.0,main_w2_handler1,2533310,11126344,False,,5391818.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22364052,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,26690781,1449666747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-09 13:12:38.862660,74911.0,6.0
2015-06-19 08:08:27.464296,slurm_normal,1434701464.0,0,1276859377,,,fastq,1.0,main_w2_handler1,2170723,9690460,False,,3999560.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18852901,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,23668017,1434701341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-19 08:11:07.770374,41185.0,123.0
2015-03-27 11:11:49.471867,rodeo_normal,1427454747.0,0,167976227,,,fastq,1.0,main_w1_handler1,2251010,9058519,False,,3343829.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,19024520,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,22065527,1427454726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-27 11:12:29.629130,,21.0
2015-06-19 08:01:06.761513,slurm_normal,1434701088.0,0,1403495709,,,fastq,1.0,main_w1_handler1,2170723,9690410,False,,3999526.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18856756,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,23668017,1434700893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-19 08:04:52.195610,41185.0,195.0
2015-06-19 07:58:51.170165,slurm_normal,1434700919.0,0,1295135577,,,fastq,1.0,main_w1_handler1,2170723,9690403,False,,3999519.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18856266,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,23668017,1434700755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-19 08:02:02.593271,41185.0,164.0
2015-06-19 08:03:04.301797,slurm_normal,1434701373.0,0,1276859377,,,fastqsanger,1.0,main_w1_handler2,2170723,9690418,False,,3999534.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20050095,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,23668017,1434701010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-19 08:09:36.570333,41185.0,363.0
2015-03-31 09:49:40.556998,rodeo_normal,1427795534.0,0,2029753149,,,fastq,1.0,main_w2_handler1,2255082,9099502,False,,3385837.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,19080994,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,22170389,1427795400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-31 09:52:18.698287,,134.0
2015-03-31 10:39:11.940293,rodeo_normal,1427798516.0,0,1930618365,,,fastq,1.0,main_w2_handler1,2255082,9099848,False,,3386159.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""""","""mm9""","""""",0,19080972,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""Stat5_IgG""","""""","""False""","""LENIENT""",32.0,,22170389,1427798369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-31 10:42:00.597054,,147.0
2015-04-01 10:43:56.886580,rodeo_normal,1427885054.0,0,5930435,,,fastqsanger,1.0,main_w1_handler0,2252890,9112471,False,,3397982.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,19048090,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,21994468,1427885051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-04-01 10:44:17.387945,,3.0
2015-05-06 00:53:04.785849,slurm_normal,1430873689.0,0,876247981,,,fastq,1.0,main_w1_handler1,2294879,9404897,False,,3735674.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,19595041,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""MMB30Col11""","""""","""False""","""LENIENT""",32.0,,22902959,1430873607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-05-06 00:54:53.972155,63175.0,82.0
