chromInfo,chromInfo_filetype,count,count_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_alignreport,input_alignreport_filetype,input_fasta,input_fasta_filetype,input_groups,input_groups_filetype,input_names,input_names_filetype,input_qfile,input_qfile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.count.values,parameters.criteria,parameters.dbkey,parameters.end,parameters.input_alignreport.values,parameters.input_fasta.values,parameters.input_groups.values,parameters.input_names.values,parameters.input_qfile.values,parameters.maxambig,parameters.maxhomop,parameters.maxlength,parameters.minlength,parameters.optimize,parameters.start,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-04-14 17:34:02.882465,slurm_normal,1492191283.0,0,1.0,main_w4_handler0,3073222,15588482,False,,,,0,fasta,,,,,0.0,qual,9710313.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221144}]",,,"[{'src': 'hda', 'id': 29221145}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:48.452426,22693,4.0
,,,,2017-04-14 17:33:59.446555,slurm_normal,1492191259.0,0,1.0,main_w3_handler0,3073222,15588474,False,,,,0,fasta,,,,,0.0,qual,9710304.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221120}]",,,"[{'src': 'hda', 'id': 29221121}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:21.596793,22693,5.0
,,,,2017-04-14 17:33:58.940953,slurm_normal,1492191259.0,0,1.0,main_w3_handler1,3073222,15588473,False,,,,0,fasta,,,,,0.0,qual,9710305.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221116}]",,,"[{'src': 'hda', 'id': 29221117}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:22.002660,22693,5.0
,,,,2017-04-14 17:34:00.002298,slurm_normal,1492191275.0,0,1.0,main_w3_handler0,3073222,15588476,False,,,,0,fasta,,,,,0.0,qual,9710310.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221124}]",,,"[{'src': 'hda', 'id': 29221125}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:38.498836,22693,6.0
,,,,2017-04-14 17:34:01.800286,slurm_normal,1492191275.0,0,1.0,main_w3_handler1,3073222,15588480,False,,,,0,fasta,,,,,0.0,qual,9710309.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221136}]",,,"[{'src': 'hda', 'id': 29221137}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:38.553575,22693,6.0
,,,,2017-04-14 17:34:02.390179,slurm_normal,1492191277.0,0,1.0,main_w4_handler0,3073222,15588481,False,,,,0,fasta,,,,,0.0,qual,9710312.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29221140}]",,,"[{'src': 'hda', 'id': 29221141}]","""0""","""6""","""275""","""-1""",,"""-1""",32.0,,37332718,1492191272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-14 17:34:42.029539,22693,5.0
,,,,2017-04-18 10:20:37.597617,slurm_normal,1492510883.0,0,1.0,main_w3_handler1,3077160,15612747,False,,,,178970913,fasta,,,,,,,9731627.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256736}]",,,,"""-1""","""-1""","""610""","""599""",,"""-1""",32.0,,37330514,1492510862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 10:21:29.902592,80831,21.0
,,,,2017-04-18 10:20:37.994063,slurm_normal,1492510889.0,0,1.0,main_w4_handler1,3077160,15612748,False,,,,207283993,fasta,,,,,,,9731626.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256770}]",,,,"""-1""","""-1""","""610""","""599""",,"""-1""",32.0,,37330514,1492510858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 10:21:35.539348,80831,31.0
,,,,2017-04-18 10:20:37.106323,slurm_normal,1492510883.0,0,1.0,main_w4_handler0,3077160,15612746,False,,,,193316220,fasta,,,,,,,9731629.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256692}]",,,,"""-1""","""-1""","""610""","""599""",,"""-1""",32.0,,37330514,1492510865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 10:21:34.273132,80831,18.0
,,,,2017-04-18 10:20:38.290472,slurm_normal,1492510900.0,0,1.0,main_w4_handler0,3077160,15612749,False,,,,186462739,fasta,,,,,,,9731630.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256801}]",,,,"""-1""","""-1""","""610""","""599""",,"""-1""",32.0,,37330514,1492510875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 10:21:47.569542,80831,25.0
,,,,2017-04-18 11:29:53.166557,slurm_normal,1492515014.0,0,1.0,main_w4_handler1,3077160,15613128,False,,,,1201,html,,,,,,,9731914.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29257313}]",,,,"""9""","""260""","""603""","""595""",,"""-1""",32.0,,37330514,1492515008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 11:30:46.210640,80831,6.0
,,,,2017-04-18 11:30:52.349989,slurm_normal,1492515090.0,0,1.0,main_w4_handler0,3077160,15613134,False,,,,186462739,fasta,,,,,,,9731918.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256801}]",,,,"""9""","""260""","""603""","""595""",,"""-1""",32.0,,37330514,1492515069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 11:31:33.066226,80831,21.0
,,,,2017-04-18 11:30:50.817296,slurm_normal,1492515090.0,0,1.0,main_w4_handler0,3077160,15613132,False,,,,178970913,fasta,,,,,,,9731917.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256736}]",,,,"""9""","""260""","""603""","""595""",,"""-1""",32.0,,37330514,1492515066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 11:31:37.582791,80831,24.0
,,,,2017-04-18 11:30:51.601894,slurm_normal,1492515110.0,0,1.0,main_w3_handler1,3077160,15613133,False,,,,207283993,fasta,,,,,,,9731921.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256770}]",,,,"""9""","""260""","""603""","""595""",,"""-1""",32.0,,37330514,1492515086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 11:32:07.170442,80831,24.0
,,,,2017-04-18 11:30:49.781627,slurm_normal,1492515115.0,0,1.0,main_w3_handler1,3077160,15613131,False,,,,193316220,fasta,,,,,,,9731920.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29256692}]",,,,"""9""","""260""","""603""","""595""",,"""-1""",32.0,,37330514,1492515086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 11:32:18.753068,80831,29.0
,,,,2017-04-18 12:41:45.879047,slurm_normal,1492519348.0,0,1.0,main_w3_handler0,3077160,15613622,False,,,,17520936,summary,,,,,,,9732297.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""4962""",,"[{'src': 'hda', 'id': 29258579}]",,,,"""-1""","""8""","""-1""","""-1""",,"""18734962""",32.0,,37330514,1492519341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 12:42:30.238440,80831,7.0
,,,,2017-04-18 12:56:24.883057,slurm_normal,1492520254.0,0,1.0,main_w4_handler0,3077160,15613692,False,,28440702.0,align.report,16553207,summary,,,23911685.0,names,,,9732379.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-3766""","[{'src': 'hda', 'id': 29258507}]","[{'src': 'hda', 'id': 29258739}]",,"[{'src': 'hda', 'id': 29257996}]",,"""-1""","""8""","""-1""","""-1""",,"""108""",32.0,,37330514,1492520222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-04-18 12:57:43.274123,80831,32.0
,,,,2017-06-07 00:17:47.129575,slurm_normal,1496794736.0,0,1.0,main_w3_handler0,3142617,16033663,False,,,,0,fasta,0.0,groups,,,,,10124429.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921901}]","[{'src': 'hda', 'id': 29921977}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:19:01.992856,107206,4.0
,,,,2017-06-07 00:17:39.015198,slurm_normal,1496794698.0,0,1.0,main_w3_handler0,3142617,16033649,False,,,,0,fasta,0.0,groups,,,,,10124421.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""-1""","""?""","""-1""",,"[{'src': 'hda', 'id': 29921874}]","[{'src': 'hda', 'id': 29921951}]",,,"""-1""","""-1""","""-1""","""-1""",,"""-1""",32.0,,38486693,1496794694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_screen_seqs/1.24.0,1.24.0,,2017-06-07 00:18:20.235171,107206,4.0
