chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.assume_sorted,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.duplicate_scoring_strategy,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.minimum_distance,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.remove_duplicates,parameters.skip_pairs_with_no_mate_cigar,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-08-14 18:02:03.328382,slurm_normal,1502739525.0,0,,1.0,main_w3_handler0,3219810,16578789,False,,259325376,bam,10650774.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870727}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:38:53.182091,110062.0,354.0
,,2017-08-14 18:02:03.712288,slurm_normal,1502739261.0,0,,1.0,main_w3_handler1,3219810,16578791,False,,249647463,bam,10650777.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870729}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:34:27.949810,110062.0,85.0
,,2017-08-14 18:02:01.067335,slurm_normal,1502739253.0,0,,1.0,main_w3_handler1,3219810,16578783,False,,560482133,bam,10650739.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870716}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:34:20.514683,110062.0,237.0
,,2017-08-14 18:02:08.740685,slurm_normal,1502739356.0,0,,1.0,main_w3_handler1,3219810,16578804,False,,265974285,bam,10650790.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870741}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:36:02.756060,110062.0,91.0
,,2017-08-14 18:02:04.514876,slurm_normal,1502740215.0,0,,1.0,main_w4_handler0,3219810,16578794,False,,489212960,bam,10650905.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870732}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:50:27.401529,110062.0,234.0
,,2017-08-14 18:02:03.898455,slurm_normal,1502739759.0,0,,1.0,main_w3_handler1,3219810,16578792,False,,318808394,bam,10650840.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870730}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:42:44.654406,110062.0,196.0
,,2017-08-14 18:02:09.137419,slurm_normal,1502739592.0,0,,1.0,main_w3_handler1,3219810,16578805,False,,410621301,bam,10650772.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870742}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:39:53.381536,110062.0,430.0
,,2017-08-14 18:02:06.670994,slurm_normal,1502739989.0,0,,1.0,main_w4_handler1,3219810,16578799,False,,263683466,bam,10650879.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870737}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:46:34.656675,110062.0,145.0
,,2017-08-14 18:02:04.901271,slurm_normal,1502740183.0,0,,1.0,main_w4_handler0,3219810,16578795,False,,619997410,bam,10650908.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870733}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:49:46.301606,110062.0,186.0
,,2017-08-14 18:02:05.828477,slurm_normal,1502739887.0,0,,1.0,main_w4_handler1,3219810,16578797,False,,321593578,bam,10650863.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870735}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:44:55.964184,110062.0,138.0
,,2017-08-14 18:02:07.457873,slurm_normal,1502740104.0,0,,1.0,main_w3_handler0,3219810,16578800,False,,384833356,bam,10650885.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870738}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502739900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:48:29.924071,110062.0,204.0
,,2017-08-14 18:02:08.342512,slurm_normal,1502740276.0,0,,1.0,main_w3_handler1,3219810,16578803,False,,418651544,bam,10650918.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870740}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502740089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:51:20.625752,110062.0,187.0
,,2017-08-14 18:02:07.917968,slurm_normal,1502740308.0,0,,1.0,main_w4_handler0,3219810,16578802,False,,360058747,bam,10650932.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870739}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502740190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:51:51.358080,110062.0,118.0
,,2017-08-14 18:02:06.229624,slurm_normal,1502740319.0,0,,1.0,main_w4_handler0,3219810,16578798,False,,364344187,bam,10650921.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30870736}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39863307.0,1502740116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-14 19:52:06.877740,110062.0,203.0
,,2017-08-15 16:27:52.031088,slurm_normal,1502819440.0,0,,1.0,main_w3_handler1,3221851,16586800,False,,3023002935,bam,10658664.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30881976}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39637695.0,1502818479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-15 17:50:42.124895,109297.0,961.0
,,2017-12-16 00:57:26.102367,slurm_normal,1513388080.0,0,,1.0,main_w3_handler1,3359742,17823419,False,,11173547751,bam,11891934,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""hg38""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 32955138}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""true""","""LENIENT""",32.0,,42560731.0,1513385856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-12-16 01:34:43.671208,113650.0,2224.0
,,2017-08-16 13:43:15.932697,slurm_normal,1502891189.0,0,,1.0,main_w3_handler1,2998466,16593828,False,,502815752,bam,10665661.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30884472}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39813678.0,1502891007.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-16 13:46:33.826896,32860.0,182.0
,,2017-08-16 16:10:23.108789,slurm_normal,1502904686.0,0,,1.0,main_w3_handler0,3223908,16594944,False,,727385602,bam,10667482.roundup,slurm,,132112168.0,corral-repl,,"""64f1fe74829d11e7993d005056ba2773""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30894124}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1502904335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-16 17:31:30.039655,109297.0,351.0
,,2017-08-17 02:56:56.223397,slurm_normal,1502943748.0,0,,1.0,main_w3_handler0,3224129,16598567,False,,708317037,bam,10670707.roundup,slurm,,132112168.0,corral-repl,,"""b881b27882f711e7becb005056ba2773""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30899718}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1502943513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-17 04:22:31.633400,109297.0,235.0
,,2017-08-17 02:56:06.328347,slurm_normal,1502946057.0,0,,1.0,main_w4_handler0,3224408,16598551,False,,1337631978,bam,10670786.roundup,slurm,,132112168.0,corral-repl,,"""9a78cb2c82f711e7bf51005056ba2773""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30899695}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1502945686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-17 05:01:12.673643,109297.0,371.0
,,2017-08-17 14:34:50.206638,slurm_normal,1502988809.0,0,,1.0,main_w4_handler1,3224962,16601640,False,,1644932995,bam,10674793.roundup,slurm,,132112168.0,corral-repl,,"""3343957e835911e7993d005056ba2773""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30904820}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1502988244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-17 16:53:34.130163,109297.0,565.0
,,2017-08-19 19:51:15.009975,slurm_normal,1503175543.0,0,,1.0,main_w3_handler1,3226864,16614943,False,,484682731,bam,10686841.roundup,slurm,,132112168.0,corral-repl,,"""bef5a9d0851711e79281005056ba55fb""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30924208}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1503175378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-19 20:45:46.411233,109297.0,165.0
,,2017-08-19 19:52:53.754299,slurm_normal,1503179087.0,0,,1.0,main_w3_handler1,3226275,16614962,False,,1533917642,bam,10686980.roundup,slurm,,132112168.0,corral-repl,,"""fb0e887e851711e79ebf005056ba2773""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30924237}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1503178666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-19 21:44:51.223555,109297.0,421.0
,,2017-08-19 19:54:25.531111,slurm_normal,1503183869.0,0,,1.0,main_w4_handler1,3226281,16614978,False,,2289475187,bam,10687206.roundup,slurm,,132112168.0,corral-repl,,"""30565b60851811e79ebf005056ba2773""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""""","""ce10""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30924262}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,,1503183212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-19 23:04:31.915960,109297.0,657.0
,,2017-08-20 04:24:19.100312,slurm_normal,1503203085.0,0,,1.0,main_w3_handler1,3226992,16615907,False,,33270354,bam,10687693.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""TOTAL_MAPPED_REFERENCE_LENGTH""",,"[{'src': 'hda', 'id': 30924973}]",,"""-1""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""true""","""LENIENT""",32.0,,39966148.0,1503203068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,2.7.1.0,,2017-08-20 04:24:46.626067,110324.0,17.0
