create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_unaffected,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.families,parameters.filter.__current_case__,parameters.filter.filter,parameters.filter.filter_selector,parameters.gt_pl_max,parameters.infile,parameters.infile.values,parameters.max_priority,parameters.min_genotypequality,parameters.min_kindreds,parameters.pattern_only,parameters.report.__current_case__,parameters.report.report_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-19 13:18:17.479903,slurm_normal,1505827211.0,0,1.0,main_w4_handler0,3259353,16865503,False,181228544,gemini.sqlite,,10932583.roundup,slurm,,132112168.0,corral-repl,,"""f72bf3089d3c11e7bb91005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31306505}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505827207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-19 13:20:14.294437,90150.0,4.0
2017-09-19 13:34:04.543392,slurm_normal,1505828137.0,0,1.0,main_w3_handler0,3259376,16865717,False,181228544,gemini.sqlite,,10932767.roundup,slurm,,132112168.0,corral-repl,,"""3229c8ca9d3f11e790b8005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31306813}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505828133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-19 13:35:40.226925,90150.0,4.0
2017-09-19 13:26:58.960119,slurm_normal,1505827740.0,0,1.0,main_w4_handler0,3259362,16865619,False,181228544,gemini.sqlite,,10932693.roundup,slurm,,132112168.0,corral-repl,,"""3510d8ea9d3e11e7befd005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31306641}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505827735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-19 13:29:01.951308,90150.0,5.0
2017-09-19 13:48:01.144828,slurm_normal,1505828957.0,0,1.0,main_w3_handler0,3259408,16865846,False,181228544,gemini.sqlite,,10932893.roundup,slurm,,132112168.0,corral-repl,,"""2582b29c9d4111e7865a005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31306969}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505828953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-19 13:49:19.117285,90150.0,4.0
2017-09-20 07:59:07.525945,slurm_normal,1505894444.0,0,1.0,main_w3_handler1,3259330,16872240,False,181228544,gemini.sqlite,,10937544.roundup,slurm,,132112168.0,corral-repl,,"""9254e6229dd911e7a8de005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31318015}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505894431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 08:00:46.220264,90150.0,13.0
2017-09-20 08:14:39.216728,slurm_normal,1505895451.0,0,1.0,main_w3_handler0,3260088,16872348,False,181228544,gemini.sqlite,,10937677.roundup,slurm,,132112168.0,corral-repl,,"""bd7131889ddb11e78e5f005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31318164}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505895447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 08:18:47.917616,90150.0,4.0
2017-09-20 08:30:02.644612,slurm_normal,1505896282.0,0,1.0,main_w4_handler1,3259330,16872470,False,181228544,gemini.sqlite,,10937770.roundup,slurm,,132112168.0,corral-repl,,"""e3d8908a9ddd11e7a8ba005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31318338}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505896277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 08:31:23.197232,90150.0,5.0
2017-09-20 08:54:48.230391,slurm_normal,1505897800.0,0,1.0,main_w4_handler0,3260169,16872695,False,181228544,gemini.sqlite,,10937988.roundup,slurm,,132112168.0,corral-repl,,"""5644129a9de111e7b9cc005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31318744}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505897796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 08:56:41.325755,90150.0,4.0
2017-09-20 08:43:14.719626,slurm_normal,1505897096.0,0,1.0,main_w3_handler1,3260140,16872580,False,181228544,gemini.sqlite,,10937881.roundup,slurm,,132112168.0,corral-repl,,"""af6e01e89ddf11e7adc5005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31318522}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505897089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 08:44:57.327423,90150.0,7.0
2017-09-20 09:10:37.509950,slurm_normal,1505898720.0,0,1.0,main_w4_handler0,3260188,16872839,False,181228544,gemini.sqlite,,10938129.roundup,slurm,,132112168.0,corral-repl,,"""8e7156f89de311e792a4005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31318941}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505898716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 09:12:04.196206,90150.0,4.0
2017-09-20 09:03:18.059353,slurm_normal,1505898376.0,0,1.0,main_w3_handler0,3260179,16872781,False,181228544,gemini.sqlite,,10938096.roundup,slurm,,132112168.0,corral-repl,,"""895e0c5c9de211e782e8005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31318868}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505898372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 09:06:28.480483,90150.0,4.0
2017-09-20 09:37:00.855184,slurm_normal,1505900322.0,0,1.0,main_w3_handler1,3260257,16873248,False,181228544,gemini.sqlite,,10938496.roundup,slurm,,132112168.0,corral-repl,,"""38f513dc9de711e7bd93005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31319583}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505900318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 09:38:46.190787,90150.0,4.0
2017-09-20 09:50:29.296661,slurm_normal,1505901200.0,0,1.0,main_w3_handler0,3260273,16873401,False,181228544,gemini.sqlite,,10938699.roundup,slurm,,132112168.0,corral-repl,,"""180a06809de911e7a678005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31319774}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505901195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 09:53:31.805610,90150.0,5.0
2017-09-20 11:43:44.779509,slurm_normal,1505907947.0,0,1.0,main_w4_handler0,3260384,16874578,False,181228544,gemini.sqlite,,10939648.roundup,slurm,,132112168.0,corral-repl,,"""e58f76309df811e7ac21005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31321268}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505907943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 11:45:52.339132,90150.0,4.0
2017-09-20 09:58:52.431115,slurm_normal,1505901608.0,0,1.0,main_w3_handler1,3260286,16873475,False,181228544,gemini.sqlite,,10938751.roundup,slurm,,132112168.0,corral-repl,,"""4316ffbc9dea11e7b4ea005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31319865}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505901604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 10:00:14.687887,90150.0,4.0
2017-09-20 10:06:38.748983,slurm_normal,1505902188.0,0,1.0,main_w3_handler1,3260299,16873516,False,181228544,gemini.sqlite,,10938864.roundup,slurm,,132112168.0,corral-repl,,"""5c303a269deb11e7a7bd005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31319919}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505902184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 10:10:55.590509,90150.0,4.0
2017-09-20 10:24:49.532704,slurm_normal,1505903223.0,0,1.0,main_w4_handler0,3260315,16873776,False,181228544,gemini.sqlite,,10939059.roundup,slurm,,132112168.0,corral-repl,,"""ed120b449ded11e7a923005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31320215}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505903218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 10:27:05.462267,90150.0,5.0
2017-09-20 10:35:34.308753,slurm_normal,1505903839.0,0,1.0,main_w3_handler1,3260323,16873856,False,181228544,gemini.sqlite,,10939134.roundup,slurm,,132112168.0,corral-repl,,"""6d10edaa9def11e79006005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31320309}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505903831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 10:37:26.889522,90150.0,8.0
2017-09-20 11:31:14.901100,slurm_normal,1505907170.0,0,1.0,main_w4_handler1,3260364,16874309,False,181228544,gemini.sqlite,,10939507.roundup,slurm,,132112168.0,corral-repl,,"""2e5ca6fa9df711e7b3dc005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31320904}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505907166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 11:32:51.613122,90150.0,4.0
2017-09-20 11:56:46.550008,slurm_normal,1505908772.0,0,1.0,main_w3_handler1,3260398,16874765,False,181228544,gemini.sqlite,,10939849.roundup,slurm,,132112168.0,corral-repl,,"""c367c4709dfa11e79971005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31321485}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505908767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-20 11:59:40.230927,90150.0,5.0
2017-09-21 08:45:41.932244,slurm_normal,1505983663.0,0,1.0,main_w4_handler1,3261514,16887050,False,181228544,gemini.sqlite,,10953813.roundup,slurm,,132112168.0,corral-repl,,"""37f290329ea911e78f20005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0""","""?""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31344701}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505983659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-21 08:47:46.190195,90150.0,4.0
2017-09-21 08:37:31.434178,slurm_normal,1505983229.0,0,1.0,main_w3_handler0,3261507,16886969,False,181228544,gemini.sqlite,,10953700.roundup,slurm,,132112168.0,corral-repl,,"""18bf409e9ea811e7b836005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31344602}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1505983217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-21 08:40:40.047876,90150.0,12.0
2017-09-22 12:26:27.815282,slurm_normal,1506084243.0,0,1.0,main_w4_handler0,3263136,16898683,False,181228544,gemini.sqlite,,10967635.roundup,slurm,,132112168.0,corral-repl,,"""3f63618c9f9111e7baee005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31366206}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1506084236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-22 12:44:08.402609,90150.0,7.0
2017-09-22 13:43:03.071985,slurm_normal,1506088392.0,0,1.0,main_w3_handler0,3263237,16899672,False,181228544,gemini.sqlite,,10968504.roundup,slurm,,132112168.0,corral-repl,,"""f2710bda9f9b11e7a1c1005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31367456}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1506088387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-22 13:53:23.142689,90150.0,5.0
2017-09-22 15:00:25.682668,slurm_normal,1506092586.0,0,1.0,main_w4_handler1,3263337,16900507,False,181228544,gemini.sqlite,,10969364.roundup,slurm,,132112168.0,corral-repl,,"""b96dab449fa611e79a25005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31368770}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1506092578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-22 15:03:14.066752,90150.0,8.0
2017-09-26 03:22:06.420691,slurm_normal,1506396145.0,0,1.0,main_w3_handler0,3042033,16931110,False,4565469184,gemini.sqlite,,11000692.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""0""","""1""","""true""",0,all,32.0,,39042320.0,1506396136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-26 03:22:28.006561,102626.0,9.0
2017-09-26 12:13:37.359226,slurm_normal,1506428167.0,0,1.0,main_w3_handler0,3266952,16934626,False,181228544,gemini.sqlite,,11004104.roundup,slurm,,132112168.0,corral-repl,,"""1daefb3ea2b411e78a64005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31423949}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1506428158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-26 12:16:11.209488,90150.0,9.0
2017-09-26 13:47:34.507307,slurm_normal,1506433838.0,0,1.0,main_w3_handler1,3267135,16935956,False,181228544,gemini.sqlite,,11005348.roundup,slurm,,132112168.0,corral-repl,,"""3d2bd04ca2c111e79977005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31426555}]","""1""","""0""","""1""","""false""",0,all,32.0,,,1506433826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-09-26 13:50:40.631513,90150.0,12.0
2017-10-12 04:40:08.261893,slurm_normal,1507783219.0,0,1.0,main_w3_handler0,3282544,17083962,False,271224832,gemini.sqlite,,11139941.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""0""","""hg19""","""""",0,,no,"""-1""",,"[{'src': 'hda', 'id': 31658586}]","""1""","""0""","""1""","""false""",0,all,32.0,,41207958.0,1507783210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_comp_hets/gemini_comp_hets/0.18.1.0,0.18.1.0,,2017-10-12 04:40:20.605372,54965.0,9.0
