create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.relabel,parameters.sizeout,parameters.sorting_mode.__current_case__,parameters.sorting_mode.infile,parameters.sorting_mode.maxsize,parameters.sorting_mode.minsize,parameters.sorting_mode.sorting_mode_select,parameters.topn,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-08 14:18:12.790846,slurm_normal,1454941305.0,0,1.0,main_w2_handler0,2215219,11749199,False,11731010,fasta,,6003533.roundup,slurm,,132112168.0,corral-repl,,"""c82f38cece6e11e58ea7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23238570,,,sortbyabundance,"""""",32.0,,26689588,1454941299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-08 14:21:52.271448,60032,6.0
2016-02-08 15:33:57.473545,slurm_normal,1454945839.0,0,1.0,main_w2_handler1,2215219,11750488,False,10672472,fasta,,6004582.roundup,slurm,,132112168.0,corral-repl,,"""5c2b9d9cce7911e5927d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23240644,,,sortbyabundance,"""""",32.0,,26689588,1454945834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-08 15:37:43.039439,60032,5.0
2016-02-08 15:48:25.187276,slurm_normal,1454946725.0,0,1.0,main_w1_handler1,2215219,11750609,False,11136170,fasta,,6004818.roundup,slurm,,132112168.0,corral-repl,,"""5e976f50ce7b11e5abc4005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23240813,,,sortbyabundance,"""""",32.0,,26689588,1454946719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-08 15:52:12.856558,60032,6.0
2016-02-08 16:05:53.297303,slurm_normal,1454947915.0,0,1.0,main_w2_handler1,2215219,11750772,False,10911865,fasta,,6005110.roundup,slurm,,132112168.0,corral-repl,,"""d2481db2ce7d11e58ea7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23241116,,,sortbyabundance,"""""",32.0,,26689588,1454947909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-08 16:12:04.125063,60032,6.0
2016-02-08 19:21:03.499698,slurm_normal,1454959654.0,0,1.0,main_w2_handler0,2215219,11752403,False,10575692,fasta,,6007569.roundup,slurm,,132112168.0,corral-repl,,"""152df2eece9911e582a0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23243414,,,sortbyabundance,"""""",32.0,,27571111,1454959619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-08 19:27:39.337102,60032,35.0
2016-02-08 20:13:24.880208,slurm_normal,1454962645.0,0,1.0,main_w2_handler1,2215219,11752824,False,9548849,fasta,,6008251.roundup,slurm,,132112168.0,corral-repl,,"""6536bff8cea011e5b656005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23244122,,,sortbyabundance,"""""",32.0,,27571111,1454962637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-08 20:17:35.678042,60032,8.0
2016-02-09 11:13:31.134846,slurm_normal,1455016708.0,0,1.0,main_w2_handler1,2593537,11758331,False,19978393,fasta,,6013516.roundup,slurm,,132112168.0,corral-repl,,"""257b6444cf1e11e583c0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23251000,,,sortbyabundance,"""""",32.0,,26689588,1455016701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-09 11:18:32.122919,60032,7.0
2016-01-21 05:34:21.960175,slurm_normal,1453354479.0,0,1.0,main_w1_handler0,2215219,11568174,False,6724690,fasta,,5834138.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""False""",0,22982650,,,sortbylength,"""""",32.0,,27571111,1453354474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-01-21 05:34:42.202766,60032,5.0
2016-01-21 09:38:38.323128,slurm_normal,1453369135.0,0,1.0,main_w1_handler0,2419723,11568848,False,51711061,fasta,,5834761.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""False""",0,22988530,,,sortbylength,"""""",32.0,,27606093,1453369129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-01-21 09:38:59.913042,38749,6.0
2016-02-09 18:56:41.954943,slurm_normal,1455044357.0,0,1.0,main_w2_handler0,2593537,11766064,False,10692516,fasta,,6020279.roundup,slurm,,132112168.0,corral-repl,,"""d9e7179ecf5e11e5b14b005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""True""",1,23260275,,,sortbyabundance,"""""",32.0,,26689588,1455044346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-09 18:59:24.145424,60032,11.0
2016-02-22 17:28:00.432838,slurm_normal,1456168957.0,0,1.0,main_w2_handler1,2604489,11901612,False,4403245080,fasta,,6140829.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""True""",1,23460033,,,sortbyabundance,"""""",32.0,,28104360,1456168228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.1.3.2,1.1.3.2,,2016-02-22 19:22:44.676554,77870,729.0
