create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile_control,infile_control_filetype,infile_treatment,infile_treatment_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bdgcmp_options.__current_case__,parameters.bdgcmp_options.bdgcmp_options_selector,parameters.bdgcmp_options.pseudocount,parameters.chromInfo,parameters.dbkey,parameters.infile_control.values,parameters.infile_treatment.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-04 00:28:56.841099,slurm_normal,1517704213.0,0,,1.0,main_w3_handler1,3405998,18248919,False,57623282,bedgraph,25843181,bedgraph,,12330598,slurm,,132112168.0,corral-repl,,"""6143018e094211e88171005056ba2773""",0,FE,0.0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""","[{'src': 'hda', 'id': 33657508}]","[{'src': 'hda', 'id': 33657507}]",32.0,,,1517704184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-04 00:30:14.830402,119794.0,29.0
2018-02-04 00:40:23.353262,slurm_normal,1517704909.0,0,,1.0,main_w3_handler0,3405998,18248959,False,57623282,bedgraph,25843181,bedgraph,,12330637,slurm,,132112168.0,corral-repl,,"""fb4c811e094311e8abb3005056ba55fb""",0,FE,0.0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""","[{'src': 'hda', 'id': 33657568}]","[{'src': 'hda', 'id': 33657567}]",32.0,,,1517704881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-04 00:41:56.961565,119794.0,28.0
2018-02-08 19:27:24.650852,slurm_normal,1518118120.0,0,7680.0,1.0,main_w4_handler0,2922150,18320535,False,80527060,bedgraph,260361004,bedgraph,,12404357,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33735626}]","[{'src': 'hda', 'id': 33735625}]",32.0,,43532373.0,1518118057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-08 19:28:42.436851,46988.0,63.0
2018-02-09 18:05:21.449180,slurm_normal,1518199569.0,0,7680.0,1.0,main_w4_handler0,2922150,18331831,False,49073560,bedgraph,136467702,bedgraph,,12416238,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33778120}]","[{'src': 'hda', 'id': 33778119}]",32.0,,43532373.0,1518199529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-09 18:06:11.310378,46988.0,40.0
2018-02-13 11:22:15.161692,slurm_normal,1518521151.0,0,7680.0,1.0,main_w4_handler0,2936266,18363955,False,333966832,bedgraph,590483538,bedgraph,,12448850,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33826817}]","[{'src': 'hda', 'id': 33826816}]",32.0,,42540200.0,1518520949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-13 11:25:54.763682,68782.0,202.0
2018-02-15 14:30:20.526524,slurm_normal,1518705744.0,0,7680.0,1.0,main_w3_handler1,3428280,18397266,False,3068264850,bedgraph,1237075813,bedgraph,,12482566,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33868375}]","[{'src': 'hda', 'id': 33868374}]",32.0,,43902623.0,1518705029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-15 14:42:27.705577,52910.0,715.0
2018-02-15 08:55:27.415117,slurm_normal,1518685612.0,0,7680.0,1.0,main_w4_handler0,3428280,18394116,False,2810474886,bedgraph,1507916025,bedgraph,,12479486,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33869374}]","[{'src': 'hda', 'id': 33869373}]",32.0,,43902623.0,1518684937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-15 09:06:54.580897,52910.0,675.0
2018-02-15 14:30:49.476893,slurm_normal,1518705722.0,0,7680.0,1.0,main_w3_handler1,3428280,18397268,False,2549951603,bedgraph,864756906,bedgraph,,12482570,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33869355}]","[{'src': 'hda', 'id': 33869354}]",32.0,,43902623.0,1518705056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-15 14:42:04.506169,52910.0,666.0
2018-02-15 14:30:33.149721,slurm_normal,1518705754.0,0,7680.0,1.0,main_w3_handler1,3428280,18397267,False,3064458667,bedgraph,1104048959,bedgraph,,12482567,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33865589}]","[{'src': 'hda', 'id': 33865588}]",32.0,,43902623.0,1518705040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-15 14:42:36.584109,52910.0,714.0
2018-02-15 14:31:16.831170,slurm_normal,1518706333.0,0,7680.0,1.0,main_w4_handler0,3428280,18397271,False,2549968323,bedgraph,861573996,bedgraph,,12482763,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33869369}]","[{'src': 'hda', 'id': 33869368}]",32.0,,43902623.0,1518705728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-15 14:52:14.536774,52910.0,605.0
2018-02-15 14:29:59.850259,slurm_normal,1518705965.0,0,7680.0,1.0,main_w4_handler1,3428280,18397264,False,3419184966,bedgraph,1935421759,bedgraph,,12482561,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33866719}]","[{'src': 'hda', 'id': 33866718}]",32.0,,43902623.0,1518705010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-15 14:46:06.667193,52910.0,955.0
2018-02-15 14:31:04.857503,slurm_normal,1518706599.0,0,7680.0,1.0,main_w3_handler0,3428280,18397270,False,2566098076,bedgraph,2292073794,bedgraph,,12482770,slurm,,132112168.0,corral-repl,,,5,subtract,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33869362}]","[{'src': 'hda', 'id': 33869361}]",32.0,,43902623.0,1518705753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-15 14:56:47.664126,52910.0,846.0
2018-02-17 13:08:15.240863,slurm_normal,1518873541.0,0,7680.0,1.0,main_w3_handler1,3293662,18420904,False,2244493095,bedgraph,1537097535,bedgraph,,12509173,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33915172}]","[{'src': 'hda', 'id': 33915171}]",32.0,,43685191.0,1518872908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-17 13:19:04.120212,112327.0,633.0
2018-02-22 21:14:26.013259,slurm_normal,1519334094.0,0,7680.0,1.0,main_w4_handler1,3437604,18489258,False,25372673,bedgraph,20615773,bedgraph,,12584524,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022125}]","[{'src': 'hda', 'id': 34022123}]",32.0,,42881389.0,1519334073.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:14:56.009141,91117.0,21.0
2018-02-22 21:22:19.319428,slurm_normal,1519334584.0,0,7680.0,1.0,main_w4_handler1,3437604,18489317,False,86671253,bedgraph,85531150,bedgraph,,12584599,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022160}]","[{'src': 'hda', 'id': 34022159}]",32.0,,42881389.0,1519334546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:23:09.049111,91117.0,38.0
2018-02-22 21:15:21.492258,slurm_normal,1519334191.0,0,7680.0,1.0,main_w4_handler1,3437604,18489263,False,126561017,bedgraph,126250297,bedgraph,,12584540,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022155}]","[{'src': 'hda', 'id': 34022154}]",32.0,,42881389.0,1519334132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:16:32.731437,91117.0,59.0
2018-02-22 21:14:56.102598,slurm_normal,1519334147.0,0,7680.0,1.0,main_w4_handler0,3437604,18489259,False,112771592,bedgraph,106275687,bedgraph,,12584528,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022135}]","[{'src': 'hda', 'id': 34022134}]",32.0,,42881389.0,1519334102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:15:50.708487,91117.0,45.0
2018-02-22 21:37:47.196737,slurm_normal,1519335537.0,0,7680.0,1.0,main_w3_handler1,3437604,18489450,False,116955515,bedgraph,119747459,bedgraph,,12584770,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022201}]","[{'src': 'hda', 'id': 34022200}]",32.0,,42881389.0,1519335474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:38:58.608355,91117.0,63.0
2018-02-22 21:38:19.222252,slurm_normal,1519335545.0,0,7680.0,1.0,main_w3_handler1,3437604,18489456,False,89693374,bedgraph,89474411,bedgraph,,12584776,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022218}]","[{'src': 'hda', 'id': 34022217}]",32.0,,42881389.0,1519335505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:39:08.017380,91117.0,40.0
2018-02-22 21:36:53.310991,slurm_normal,1519335456.0,0,7680.0,1.0,main_w4_handler0,3437604,18489437,False,78265276,bedgraph,79135372,bedgraph,,12584761,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022167}]","[{'src': 'hda', 'id': 34022166}]",32.0,,42881389.0,1519335420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:37:38.673194,91117.0,36.0
2018-02-22 21:37:15.934025,slurm_normal,1519335474.0,0,7680.0,1.0,main_w3_handler0,3437604,18489443,False,66355677,bedgraph,62281085,bedgraph,,12584767,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022179}]","[{'src': 'hda', 'id': 34022178}]",32.0,,42881389.0,1519335443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:37:55.735619,91117.0,31.0
2018-02-22 21:38:08.385828,slurm_normal,1519335528.0,0,7680.0,1.0,main_w3_handler0,3437604,18489454,False,64459816,bedgraph,63155648,bedgraph,,12584775,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022209}]","[{'src': 'hda', 'id': 34022208}]",32.0,,42881389.0,1519335495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:38:50.442247,91117.0,33.0
2018-02-22 21:37:34.314428,slurm_normal,1519335535.0,0,7680.0,1.0,main_w4_handler0,3437604,18489448,False,163145390,bedgraph,168152808,bedgraph,,12584768,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022188}]","[{'src': 'hda', 'id': 34022187}]",32.0,,42881389.0,1519335465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 21:38:56.363217,91117.0,70.0
2018-02-22 21:38:33.018601,slurm_normal,1519339288.0,0,7680.0,1.0,main_w3_handler1,3437604,18489459,False,145748750,bedgraph,151656561,bedgraph,,12585419,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 34022227}]","[{'src': 'hda', 'id': 34022226}]",32.0,,42881389.0,1519339223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-22 22:41:31.138742,91117.0,65.0
2018-02-27 23:32:35.591656,slurm_normal,1519774384.0,0,7680.0,1.0,main_w3_handler0,3431943,18542056,False,21581772,bedgraph,35930741,bedgraph,,12638405,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34106641}]","[{'src': 'hda', 'id': 34106640}]",32.0,,42881389.0,1519774367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-27 23:33:06.591974,91117.0,17.0
2018-02-27 23:32:24.462029,slurm_normal,1519774369.0,0,7680.0,1.0,main_w3_handler1,3431943,18542054,False,16006221,bedgraph,22307045,bedgraph,,12638401,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34106635}]","[{'src': 'hda', 'id': 34106634}]",32.0,,42881389.0,1519774355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-27 23:32:51.388686,91117.0,14.0
2018-02-27 23:32:43.096197,slurm_normal,1519774405.0,0,7680.0,1.0,main_w4_handler1,3431943,18542057,False,59644298,bedgraph,57482254,bedgraph,,12638406,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34106646}]","[{'src': 'hda', 'id': 34106645}]",32.0,,42881389.0,1519774371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2018-02-27 23:33:27.435672,91117.0,34.0
2017-06-20 16:43:50.191844,slurm_normal,1497978377.0,0,,1.0,main_w3_handler1,3040492,16145236,False,189633484,bedgraph,299818547,bedgraph,,10224333.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30099034}]","[{'src': 'hda', 'id': 30099033}]",32.0,,37854590.0,1497978260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-20 17:10:36.998595,91117.0,117.0
2017-06-01 18:35:20.522981,slurm_normal,1496342788.0,0,,1.0,main_w3_handler0,3133539,15991356,False,670582082,bedgraph,938584723,bedgraph,,10086191.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29852439}]","[{'src': 'hda', 'id': 29852438}]",32.0,,37854590.0,1496342133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-01 18:46:32.269595,91117.0,655.0
2017-06-02 19:07:18.987119,slurm_normal,1496430550.0,0,,1.0,main_w3_handler1,3040492,16001881,False,235380412,bedgraph,302465960,bedgraph,,10096050.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29869660}]","[{'src': 'hda', 'id': 29869659}]",32.0,,37854590.0,1496430446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-02 19:09:11.500481,91117.0,104.0
2017-06-05 16:55:20.434417,slurm_normal,1496681754.0,0,,1.0,main_w4_handler0,3040492,16017551,False,1457039,bedgraph,744782,bedgraph,,10109918.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29895183}]","[{'src': 'hda', 'id': 29895182}]",32.0,,37854590.0,1496681735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-05 16:55:57.417409,91117.0,19.0
2017-04-12 18:24:01.169485,slurm_normal,1492022981.0,0,,1.0,main_w3_handler0,3040492,15567789,False,1145860195,bedgraph,2589678449,bedgraph,,9691217.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29190861}]","[{'src': 'hda', 'id': 29190860}]",32.0,,35868784.0,1492022093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-12 18:51:42.159568,91117.0,888.0
2017-04-12 18:24:21.880894,slurm_normal,1492024547.0,0,,1.0,main_w3_handler1,3040492,15567792,False,307343560,bedgraph,736376220,bedgraph,,9691386.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29190843}]","[{'src': 'hda', 'id': 29190842}]",32.0,,35868784.0,1492023743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-12 19:15:51.325486,91117.0,804.0
2017-04-12 18:23:37.767059,slurm_normal,1492025169.0,0,,1.0,main_w3_handler0,3040492,15567775,False,1937500687,bedgraph,5459555374,bedgraph,,9691355.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29190893}]","[{'src': 'hda', 'id': 29190892}]",32.0,,35868784.0,1492023130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-12 19:26:26.077024,91117.0,2039.0
2017-04-12 21:45:36.619819,slurm_normal,1492035266.0,0,,1.0,main_w4_handler1,3040492,15569103,False,952379395,bedgraph,2211716836,bedgraph,,9692488.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29192992}]","[{'src': 'hda', 'id': 29192990}]",32.0,,35868784.0,1492034717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-12 22:14:32.469910,91117.0,549.0
2017-06-20 20:31:12.750826,slurm_normal,1497992223.0,0,,1.0,main_w4_handler0,3163601,16147634,False,2270922325,bedgraph,2309947254,bedgraph,,10226436.roundup,slurm,,132112168.0,corral-repl,,,2,logFE,1.0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30084483}]","[{'src': 'hda', 'id': 30084500}]",32.0,,38818926.0,1497990687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-20 20:57:12.905736,69475.0,1536.0
2017-04-17 02:15:04.786506,slurm_normal,1492395471.0,0,,1.0,main_w3_handler1,2804648,15602739,False,433861822,bedgraph,481873072,bedgraph,,9722909.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242331}]","[{'src': 'hda', 'id': 29242330}]",32.0,,37346133.0,1492395334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 02:17:54.778291,79084.0,137.0
2017-04-17 02:15:05.519818,slurm_normal,1492395587.0,0,,1.0,main_w4_handler1,2804648,15602741,False,390262696,bedgraph,451270166,bedgraph,,9722915.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242339}]","[{'src': 'hda', 'id': 29242338}]",32.0,,37346133.0,1492395467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 02:19:48.600124,79084.0,120.0
2017-04-17 03:44:52.944977,slurm_normal,1492400840.0,0,,1.0,main_w3_handler1,2804648,15602998,False,456463224,bedgraph,458522339,bedgraph,,9723173.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242893}]","[{'src': 'hda', 'id': 29242892}]",32.0,,37346133.0,1492400706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 03:47:21.436154,79084.0,134.0
2017-04-17 02:15:03.892255,slurm_normal,1492395459.0,0,,1.0,main_w4_handler1,2804648,15602736,False,431263561,bedgraph,488438823,bedgraph,,9722906.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242312}]","[{'src': 'hda', 'id': 29242311}]",32.0,,37346133.0,1492395322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 02:17:41.580990,79084.0,137.0
2017-04-17 02:15:04.565553,slurm_normal,1492395451.0,0,,1.0,main_w3_handler0,2804648,15602738,False,420154619,bedgraph,460189548,bedgraph,,9722908.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242327}]","[{'src': 'hda', 'id': 29242326}]",32.0,,37346133.0,1492395330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 02:17:33.543952,79084.0,121.0
2017-04-17 02:15:04.304519,slurm_normal,1492395456.0,0,,1.0,main_w4_handler1,2804648,15602737,False,420641333,bedgraph,494294618,bedgraph,,9722907.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242322}]","[{'src': 'hda', 'id': 29242321}]",32.0,,37346133.0,1492395322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 02:17:38.240320,79084.0,134.0
2017-04-17 02:15:05.050983,slurm_normal,1492395611.0,0,,1.0,main_w4_handler1,2804648,15602740,False,446124965,bedgraph,504166772,bedgraph,,9722914.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242335}]","[{'src': 'hda', 'id': 29242334}]",32.0,,37346133.0,1492395467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 02:20:14.042658,79084.0,144.0
2017-04-17 03:22:56.617012,slurm_normal,1492399500.0,0,,1.0,main_w4_handler1,2804648,15602919,False,447212572,bedgraph,564777561,bedgraph,,9723089.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29242783}]","[{'src': 'hda', 'id': 29242772}]",32.0,,37346133.0,1492399389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-17 03:25:02.297217,79084.0,111.0
