create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageType,parameters.advancedOpt.colors,parameters.advancedOpt.outFileNameData,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotType,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.scaleRegions.__current_case__,parameters.scaleRegions.endLabel,parameters.scaleRegions.showScaleRegionsOpt,parameters.scaleRegions.startLabel,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-12 02:04:09.815638,slurm_normal,1460426736.0,0,1.0,main_w1_handler2,2636780,12425201,False,,6625611.roundup,slurm,,812565,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,True,5,,fill,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24264790,,1,png,True,yes,1,TES,yes,TSS,32.0,,29253200,1460426677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 02:05:39.982459,62982.0,59.0
2016-04-12 01:24:41.347193,slurm_normal,1460424331.0,0,1.0,main_w2_handler1,2662005,12424897,False,,6625313.roundup,slurm,,95182,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,sum,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24264813,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460424323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 01:25:33.386053,3720.0,8.0
2016-04-12 01:41:31.646723,slurm_normal,1460425325.0,0,1.0,main_w2_handler1,2662005,12424981,False,,6625408.roundup,slurm,,73500,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,sum,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24264932,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460425315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 01:42:09.137886,3720.0,10.0
2016-04-12 03:43:02.147852,slurm_normal,1460432644.0,0,1.0,main_w2_handler1,2662005,12425842,False,,6626263.roundup,slurm,,103211,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24265411,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460432622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 03:44:09.085715,3720.0,22.0
2016-04-12 01:35:27.362207,slurm_normal,1460424958.0,0,1.0,main_w1_handler1,2662005,12424947,False,,6625369.roundup,slurm,,105151,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,sum,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24264881,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460424952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 01:36:02.263134,3720.0,6.0
2016-04-12 01:44:49.548613,slurm_normal,1460425548.0,0,1.0,main_w1_handler2,2662005,12425008,False,,6625432.roundup,slurm,,81979,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,sum,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24264947,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460425542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 01:45:52.095623,3720.0,6.0
2016-04-12 01:55:42.133718,slurm_normal,1460426200.0,0,1.0,main_w2_handler1,2662005,12425093,False,,6625525.roundup,slurm,,73500,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24264932,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460426178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 01:56:45.723004,3720.0,22.0
2016-04-12 02:01:09.141173,slurm_normal,1460426511.0,0,1.0,main_w1_handler2,2662005,12425183,False,,6625573.roundup,slurm,,114281,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24265016,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460426502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 02:01:55.171462,3720.0,9.0
2016-04-12 02:07:28.507658,slurm_normal,1460426971.0,0,1.0,main_w2_handler1,2636780,12425223,False,,6625651.roundup,slurm,,879973,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,True,5,,fill,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24264793,,1,png,True,yes,1,TES,yes,TSS,32.0,,29253200,1460426944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 02:09:34.098161,62982.0,27.0
2016-04-12 02:07:29.782896,slurm_normal,1460426919.0,0,1.0,main_w1_handler0,2636780,12425224,False,,6625643.roundup,slurm,,26069217,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,True,5,,fill,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24264796,,1,png,True,yes,1,TES,yes,TSS,32.0,,29253200,1460426875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 02:08:43.560121,62982.0,44.0
2016-04-12 02:20:40.848201,slurm_normal,1460427673.0,0,1.0,main_w2_handler0,2662005,12425339,False,,6625758.roundup,slurm,,91764,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24265358,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460427665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 02:21:19.583545,3720.0,8.0
2016-04-12 03:38:01.096959,slurm_normal,1460432321.0,0,1.0,main_w1_handler0,2662005,12425821,False,,6626238.roundup,slurm,,103211,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24265411,,0,,,no,0,,no,,32.0,,29491800,1460432314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 03:38:45.031690,3720.0,7.0
2016-04-12 03:54:14.675451,slurm_normal,1460433295.0,0,1.0,main_w2_handler0,2662005,12425897,False,,6626329.roundup,slurm,,103211,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24265411,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460433289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 03:54:58.909526,3720.0,6.0
2016-04-12 04:54:53.567641,slurm_normal,1460436947.0,0,1.0,main_w1_handler2,2666333,12426248,False,,6626635.roundup,slurm,,183568,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266706,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460436934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 04:55:55.327025,3720.0,13.0
2016-04-12 04:59:55.221799,slurm_normal,1460437240.0,0,1.0,main_w1_handler2,2666333,12426261,False,,6626662.roundup,slurm,,169709,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266722,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460437235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 05:00:45.284641,3720.0,5.0
2016-04-12 04:45:48.190433,slurm_normal,1460436400.0,0,1.0,main_w1_handler1,2662005,12426162,False,,6626563.roundup,slurm,,91511,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266580,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460436387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 04:46:44.941997,3720.0,13.0
2016-04-12 04:43:34.987310,slurm_normal,1460436287.0,0,1.0,main_w2_handler0,2662005,12426155,False,,6626555.roundup,slurm,,169709,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266593,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460436277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 04:44:50.292714,3720.0,10.0
2016-04-12 05:03:06.214718,slurm_normal,1460437426.0,0,1.0,main_w1_handler0,2666333,12426276,False,,6626675.roundup,slurm,,192644,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266739,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460437419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 05:03:49.167079,3720.0,7.0
2016-04-12 05:25:34.814163,slurm_normal,1460438781.0,0,1.0,main_w1_handler0,2666333,12426465,False,,6626814.roundup,slurm,,160250,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266970,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460438773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 05:26:25.006219,3720.0,8.0
2016-04-12 05:14:03.008427,slurm_normal,1460438084.0,0,1.0,main_w1_handler2,2666333,12426310,False,,6626733.roundup,slurm,,181249,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266809,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460438077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 05:14:50.235920,3720.0,7.0
2016-04-12 06:15:18.832431,slurm_normal,1460441767.0,0,1.0,main_w1_handler1,2664941,12426704,False,,6627101.roundup,slurm,,39415,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,False,True,5,H2A on regulated ME5_mean,lines,11,,,yes,0.0,2.0,none,,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",24253178,,1,pdf,False,yes,1,TES,yes,TSS,32.0,,29558395,1460441759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:16:10.239245,82047.0,8.0
2016-04-12 06:25:51.929768,slurm_normal,1460442391.0,0,1.0,main_w2_handler1,2666333,12426750,False,,6627147.roundup,slurm,,208530,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,#08088a,False,False,5,S2P Enriched Genes,lines,11,S5P,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24267234,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460442384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:26:33.994193,3720.0,7.0
2016-04-12 06:14:50.770032,slurm_normal,1460441765.0,0,1.0,main_w2_handler1,2664941,12426702,False,,6627100.roundup,slurm,,18004,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,False,True,5,H2A on regulated ME3,lines,11,,,yes,0.0,2.0,none,,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",24253179,,1,pdf,False,yes,1,TES,yes,TSS,32.0,,29558395,1460441736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:16:09.951547,82047.0,29.0
2016-04-12 06:07:50.928993,slurm_normal,1460441319.0,0,1.0,main_w1_handler1,2666333,12426676,False,,6627067.roundup,slurm,,211683,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24267228,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460441311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:08:43.122652,3720.0,8.0
2016-04-12 06:05:15.208048,slurm_normal,1460441175.0,0,1.0,main_w1_handler1,2666333,12426663,False,,6627057.roundup,slurm,,160250,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24267208,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460441165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:06:18.336614,3720.0,10.0
2016-04-12 05:28:57.871169,slurm_normal,1460438988.0,0,1.0,main_w1_handler1,2666333,12426476,False,,6626862.roundup,slurm,,195397,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24266989,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460438981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 05:29:51.576080,3720.0,7.0
2016-04-12 06:11:11.908938,slurm_normal,1460441520.0,0,1.0,main_w1_handler0,2666333,12426690,False,,6627082.roundup,slurm,,198944,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24267247,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460441513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:12:04.872112,3720.0,7.0
2016-04-12 06:20:08.002285,slurm_normal,1460442072.0,0,1.0,main_w2_handler0,2666333,12426715,False,,6627117.roundup,slurm,,160250,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,#ff0000,False,False,5,S31Ph Enriched Genes,lines,11,H3K4me3,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24267208,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460442054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:21:17.067859,3720.0,18.0
2016-04-12 06:33:48.318783,slurm_normal,1460442871.0,0,1.0,main_w2_handler0,2664941,12426809,False,,6627191.roundup,slurm,,26961,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,red blue,False,True,5,H2A on regulated NON MLLENL_mean,lines,11,,,yes,0.0,2.0,none,,,no,2.2,0.1,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",24253270,,1,pdf,False,yes,1,TES,yes,TSS,32.0,,29558395,1460442864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:34:35.637809,82047.0,7.0
2016-04-12 06:09:07.076928,slurm_normal,1460441389.0,0,1.0,main_w2_handler0,2666333,12426683,False,,6627076.roundup,slurm,,210503,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,,False,False,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24267237,,0,,,no,1,TES,yes,TSS,32.0,,29491800,1460441382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.2.0,2.2.2.0,,2016-04-12 06:09:51.973768,3720.0,7.0
