destination_id,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_slots,handler,job_runner_name,memtotal,parameters.analysis_type.algorithmic_options.algorithmic_options_selector,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.io_options.io_options_selector,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.fastq_input.fastq_input_selector,parameters.reference_source.index_a,parameters.reference_source.ref_file,parameters.rg.rg_selector,processor_count,ref_file,ref_file_filetype,overlapping_jobs,runtime
slurm_multi_dynamic_walltime,5959117.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,1631951.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,12303632.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,16842617.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,19295669.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,15842126.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,11683262.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,7099591.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,12746713.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,15502825.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,12.0
slurm_multi_dynamic_walltime,5626533.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,7799032.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,2121378.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,8722838.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,6.0
slurm_multi_dynamic_walltime,25030273.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,12.0
slurm_multi_dynamic_walltime,6020499.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,6.0
slurm_multi_dynamic_walltime,2369924.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,8318446.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
jetstream_tacc_multi,6583292.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,14903.0,uncompressed,0,8.0
jetstream_tacc_multi,6942711.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717412.0,,illumina,,,single,auto,,do_not_set,10.0,14903.0,uncompressed,0,7.0
jetstream_tacc_multi,18891539.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,14903.0,uncompressed,0,9.0
jetstream_tacc_multi,8137081.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,3856330.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,18026267.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,15274184.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
jetstream_tacc_multi,14161080.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,14903.0,uncompressed,0,7.0
jetstream_tacc_multi,17124790.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,17582403.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,19609124.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,19172204.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,20307700.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,7776316.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,20333295.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,19589692.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,13676432.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,11380091.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,8769462.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,17399065.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,22036733.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,5192050.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,6.0
slurm_multi_dynamic_walltime,12832892.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,171354.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,6.0
slurm_multi_dynamic_walltime,18278966.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,17737450.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,8774565.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,18512294.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,11362076.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,11222781.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,33719554.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,14.0
slurm_multi_dynamic_walltime,18929528.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,1736193.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,8881487.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,2483242.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,8366582.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,1338663.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,2365677.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,2824448.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,1595035.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,5347651.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,1544225.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,7157168.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,2636340.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,30343.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,2500217.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,1475785.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,2174117.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,15346030.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,17154602.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,10601956.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,1676602.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,14409194.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,17393344.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,5206521.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,19876311.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,20272981.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,10.0
slurm_multi_dynamic_walltime,9609993.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,7.0
slurm_multi_dynamic_walltime,18341173.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,14589122.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,10804480.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,20463483.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,11.0
slurm_multi_dynamic_walltime,11913838.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,8.0
slurm_multi_dynamic_walltime,10016526.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
slurm_multi_dynamic_walltime,37577098.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,14.0
slurm_multi_dynamic_walltime,10272262.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,auto,,do_not_set,32.0,14903.0,uncompressed,0,9.0
jetstream_tacc_multi,25390880.0,uncompressed,25389640.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,17.0
slurm_multi_dynamic_walltime,6641285050.0,compressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,,hg19,do_not_set,32.0,,none,0,5545.0
jetstream_tacc_multi,261473075.0,uncompressed,261473075.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,paired,auto,,do_not_set,10.0,5599.0,uncompressed,0,65.0
jetstream_iu_multi,24144275.0,uncompressed,24143463.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,65.0
jetstream_tacc_multi,32246969.0,uncompressed,32247479.0,uncompressed,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717412.0,,illumina,,,paired,,hg19,do_not_set,10.0,,none,0,107.0
jetstream_tacc_multi,261473075.0,uncompressed,261473075.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,paired,auto,,do_not_set,10.0,5618.0,uncompressed,0,74.0
jetstream_tacc_multi,261473075.0,uncompressed,261473075.0,uncompressed,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,paired,auto,,do_not_set,10.0,5563.0,uncompressed,0,76.0
jetstream_tacc_multi,7008014984.0,compressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,,hg19,do_not_set,10.0,,none,0,5251.0
jetstream_tacc_multi,372237526.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,,hg19,do_not_set,10.0,,none,0,194.0
jetstream_tacc_multi,22220777.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,865.0
jetstream_tacc_multi,21189100.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,803.0
jetstream_tacc_multi,20837784.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,829.0
jetstream_tacc_multi,21855166.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,843.0
jetstream_tacc_multi,22548360.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,835.0
jetstream_iu_multi,24859723.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,1050.0
jetstream_iu_multi,22935462.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_iu,30717280.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,977.0
jetstream_tacc_multi,7008014984.0,compressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,,hg19,do_not_set,10.0,,none,0,5201.0
jetstream_tacc_multi,24181169.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,851.0
jetstream_tacc_multi,22933720.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,858.0
jetstream_tacc_multi,20252982.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,859.0
jetstream_tacc_multi,23032815.0,uncompressed,,none,10.0,main_w3_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,841.0
jetstream_tacc_multi,22934438.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,801.0
jetstream_tacc_multi,21976384.0,uncompressed,,none,10.0,main_w4_handler2,pulsar_jetstream_tacc,30717400.0,,illumina,,,single,auto,,do_not_set,10.0,835714844.0,uncompressed,0,838.0
