destination_id,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_slots,handler,job_runner_name,memtotal,parameters.analysis_type.algorithmic_options.algorithmic_options_selector,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.io_options.io_options_selector,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.fastq_input.fastq_input_selector,parameters.reference_source.index_a,parameters.reference_source.ref_file,parameters.rg.rg_selector,processor_count,ref_file,ref_file_filetype,overlapping_jobs,runtime
slurm_multi,762758144.0,uncompressed,762758144.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,auto,,do_not_set,32.0,4540317.0,uncompressed,0,254.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,auto,,do_not_set,32.0,4540317.0,uncompressed,0,266.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,auto,,set_picard,32.0,4540317.0,uncompressed,0,248.0
slurm_multi,762758144.0,uncompressed,762758144.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired,auto,,set_picard,32.0,4540317.0,uncompressed,0,251.0
slurm_multi,904343881.0,uncompressed,904343881.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,auto,,set,32.0,4540317.0,uncompressed,0,301.0
slurm_multi,904343881.0,uncompressed,904343881.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,auto,,set_picard,32.0,4540317.0,uncompressed,0,294.0
slurm_multi,904343881.0,uncompressed,904343881.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,auto,,set,32.0,4540317.0,uncompressed,0,289.0
slurm_multi,904343881.0,uncompressed,904343881.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,auto,,set,32.0,4540317.0,uncompressed,1,286.0
slurm_multi,904343881.0,uncompressed,904343881.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,auto,,set_picard,32.0,4540317.0,uncompressed,0,294.0
slurm_multi,795263288.0,uncompressed,795263288.0,uncompressed,6.0,main_w3_handler2,slurm,132109816.0,,illumina,,,paired,,sacCer3,do_not_set,32.0,,none,2,272.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,auto,,set,32.0,4540317.0,uncompressed,0,250.0
slurm_multi,762758144.0,uncompressed,762758144.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,auto,,set_picard,32.0,4540317.0,uncompressed,0,245.0
slurm_multi,27763436.0,uncompressed,22968176.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,626108213.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,single,,hg_g1k_v37,do_not_set,32.0,,none,0,174.0
slurm_multi,413358801.0,uncompressed,413358801.0,uncompressed,6.0,main_w4_handler2,slurm,132109816.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,325.0
slurm_multi,23696484.0,uncompressed,18123990.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,1,65.0
slurm_multi,25389640.0,uncompressed,25390880.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,32.0
slurm_multi,1237025353.0,uncompressed,1240594799.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,mm10,do_not_set,32.0,,none,5,3311.0
slurm_multi,24143463.0,uncompressed,24144275.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,20.0
slurm_multi,32247479.0,uncompressed,32246969.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,23.0
slurm_multi,23557552.0,uncompressed,19699398.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,15143925.0,uncompressed,12591301.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,20.0
slurm_multi,626108213.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,,hg_g1k_v37,do_not_set,32.0,,none,0,216.0
slurm_multi,17846564.0,uncompressed,13790550.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,25.0
slurm_multi,10708761.0,uncompressed,8755165.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,11.0
slurm_multi,22520671.0,uncompressed,15919041.0,uncompressed,6.0,main_w4_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,27.0
slurm_multi,18897334.0,uncompressed,15540384.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,15.0
slurm_multi,22511186.0,uncompressed,18779960.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,79.0
slurm_multi,28148081.0,uncompressed,23911247.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,1,21.0
slurm_multi,22031586.0,uncompressed,18211212.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,20.0
slurm_multi,17027457.0,uncompressed,15010309.0,uncompressed,6.0,main_w3_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,73.0
slurm_multi,21698726.0,uncompressed,18567072.0,uncompressed,6.0,main_w4_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,25.0
slurm_multi,22121057.0,uncompressed,14356971.0,uncompressed,6.0,main_w4_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,12008000.0,uncompressed,10185958.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,12.0
slurm_multi,23902303.0,uncompressed,18737853.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,76.0
slurm_multi,21476298.0,uncompressed,18835088.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,41.0
slurm_multi,26161651.0,uncompressed,19625005.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,58.0
slurm_multi,22402409.0,uncompressed,19559295.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,16350850.0,uncompressed,12740722.0,uncompressed,6.0,main_w3_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,19.0
slurm_multi,21395258.0,uncompressed,16248674.0,uncompressed,6.0,main_w3_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,18.0
slurm_multi,15866266.0,uncompressed,13214340.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,13.0
slurm_multi,24420068.0,uncompressed,18452198.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,20.0
slurm_multi,24764069.0,uncompressed,21089517.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,19670635.0,uncompressed,15576313.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,19.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,auto,,do_not_set,32.0,4752888.0,uncompressed,0,239.0
slurm_multi,9757891.0,uncompressed,7865601.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,16.0
slurm_multi,30271626.0,uncompressed,22667942.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,24.0
slurm_multi,28703867.0,uncompressed,19503093.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,27.0
slurm_multi,1737077.0,uncompressed,1624571.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,9.0
slurm_multi,27021375.0,uncompressed,22637159.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,40.0
slurm_multi,26958973.0,uncompressed,19912225.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,14359046.0,uncompressed,12689856.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,24689266.0,uncompressed,22203312.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,20.0
slurm_multi,17288252.0,uncompressed,14803144.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,13.0
slurm_multi,27305704.0,uncompressed,25354290.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,48.0
slurm_multi,10038775.0,uncompressed,9194873.0,uncompressed,6.0,main_w4_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,31.0
slurm_multi,19308287.0,uncompressed,16032897.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,47.0
slurm_multi,29290785.0,uncompressed,18896581.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,16.0
slurm_multi,7817973.0,uncompressed,7411299.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,54.0
slurm_multi,36120915.0,uncompressed,29960143.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,21.0
slurm_multi,18398408.0,uncompressed,13125458.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,19.0
slurm_multi,35154915.0,uncompressed,28517823.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,26.0
slurm_multi,17184093.0,uncompressed,13657915.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,1,18.0
slurm_multi,22188946.0,uncompressed,16901398.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,67.0
slurm_multi,27448384.0,uncompressed,21157248.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,18.0
slurm_multi,12760360.0,uncompressed,10715236.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,93.0
slurm_multi,20474524.0,uncompressed,12994868.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,345.0,uncompressed,345.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,vicPac1,do_not_set,32.0,,none,0,177.0
slurm_multi,22925906.0,uncompressed,18103218.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,32.0
slurm_multi,14964971.0,uncompressed,12186001.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,14.0
slurm_multi,8618477.0,uncompressed,8135129.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,29.0
slurm_multi,26275102.0,uncompressed,20265064.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,21.0
slurm_multi,30419911.0,uncompressed,23413057.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,21.0
slurm_multi,18226685.0,uncompressed,15235225.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,15.0
slurm_multi,12606217.0,uncompressed,9827211.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,13.0
slurm_multi,17820219.0,uncompressed,14373927.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,18.0
slurm_multi,21199770.0,uncompressed,18187198.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,21.0
slurm_multi,16549120.0,uncompressed,16369260.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,19.0
slurm_multi,14144654.0,uncompressed,11686574.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,18.0
slurm_multi,32103335.0,uncompressed,27664205.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,24.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,auto,,do_not_set,32.0,4752888.0,uncompressed,0,243.0
slurm_multi,25911034.0,uncompressed,22199484.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,35.0
slurm_multi,12806568.0,uncompressed,11885292.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,27552180.0,uncompressed,17590264.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,18.0
slurm_multi,27519457.0,uncompressed,23886719.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,24.0
slurm_multi,27219295.0,uncompressed,21408321.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,40.0
slurm_multi,30031536.0,uncompressed,23223392.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,26.0
slurm_multi,25704694.0,uncompressed,20148058.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,23.0
slurm_multi,17918060.0,uncompressed,12944678.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,416.0
slurm_multi,20496071.0,uncompressed,15540451.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,15.0
slurm_multi,17812766.0,uncompressed,12456856.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,14.0
slurm_multi,20706323.0,uncompressed,15893473.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,25.0
slurm_multi,23664790.0,uncompressed,18988158.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,23.0
slurm_multi,13411113.0,uncompressed,11653125.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,124.0
slurm_multi,12900561.0,uncompressed,11033943.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,12.0
slurm_multi,13141446.0,uncompressed,11878368.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,19.0
slurm_multi,15267627.0,uncompressed,12819213.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,14.0
slurm_multi,19082424.0,uncompressed,17202442.0,uncompressed,6.0,main_w4_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,48.0
slurm_multi,18139381.0,uncompressed,14296591.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,20.0
slurm_multi,18361404.0,uncompressed,15117332.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,15.0
slurm_multi,17017752.0,uncompressed,13706588.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,19.0
slurm_multi,21083825.0,uncompressed,16115847.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,18.0
slurm_multi,8833756.0,uncompressed,7772070.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,13.0
slurm_multi,19393645.0,uncompressed,12250951.0,uncompressed,6.0,main_w3_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,38.0
slurm_multi,23194621.0,uncompressed,18616029.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,18.0
slurm_multi,18017613.0,uncompressed,15719925.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,48.0
slurm_multi,12323651.0,uncompressed,10612479.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,40.0
slurm_multi,904343881.0,uncompressed,904343881.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,auto,,do_not_set,32.0,4752888.0,uncompressed,0,275.0
slurm_multi,23553561.0,uncompressed,20336391.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,17311965.0,uncompressed,13032011.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,242.0
slurm_multi,19708806.0,uncompressed,13081018.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,14.0
slurm_multi,20915273.0,uncompressed,17885097.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,16.0
slurm_multi,16201550.0,uncompressed,13529598.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,17.0
slurm_multi,21469292.0,uncompressed,16816562.0,uncompressed,6.0,main_w4_handler2,slurm,132109816.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,72.0
slurm_multi,11132012.0,uncompressed,10411408.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,13.0
slurm_multi,10737154.0,uncompressed,10006576.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,12.0
slurm_multi,22277986.0,uncompressed,19561788.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,24.0
slurm_multi,626108213.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,,hg19canon,do_not_set,32.0,,none,0,5.0
slurm_multi,17074182.0,uncompressed,11348352.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,canFam3,set_picard,32.0,,none,0,151.0
slurm_multi,345.0,uncompressed,,none,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,single,,hg38,do_not_set,32.0,,none,0,24.0
slurm_multi,762758144.0,uncompressed,762758144.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired,auto,,do_not_set,32.0,4752888.0,uncompressed,0,238.0
slurm_multi,2998406529.0,uncompressed,2998406529.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg19,do_not_set,32.0,,none,0,2283.0
slurm_multi,762758144.0,uncompressed,762758144.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,,illumina,,,paired,auto,,do_not_set,32.0,4752888.0,uncompressed,0,234.0
slurm_multi,4878634.0,uncompressed,4885890.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg38,set,32.0,,none,0,135.0
slurm_multi,1059960905.0,uncompressed,1059960905.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,,sacCer3,do_not_set,32.0,,none,1,361.0
slurm_multi,14229799.0,uncompressed,17025581.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,canFam3,set_picard,32.0,,none,0,15.0
slurm_multi,11306202.0,uncompressed,12990826.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,canFam3,set_picard,32.0,,none,0,34.0
slurm_multi,1657104492.0,uncompressed,1657560752.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,mm10,do_not_set,32.0,,none,9,5355.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,auto,,do_not_set,32.0,4540317.0,uncompressed,1,253.0
slurm_multi,16920679.0,uncompressed,21212025.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,canFam3,set_picard,32.0,,none,0,26.0
slurm_multi,16608047.0,uncompressed,20711161.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,canFam3,set_picard,32.0,,none,0,16.0
slurm_multi,10580295.0,uncompressed,12734609.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,canFam3,set_picard,32.0,,none,0,68.0
slurm_multi,1996324.0,uncompressed,28517823.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,canFam3,set_picard,32.0,,none,0,10.0
slurm_multi,25231336.0,uncompressed,20493096.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,canFam3,set_picard,32.0,,none,0,55.0
slurm_multi,148645152.0,uncompressed,148645152.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg_g1k_v37,do_not_set,32.0,,none,0,79.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w3_handler2,slurm,132111800.0,do_not_set,full,set,do_not_set,paired,auto,,do_not_set,32.0,4540317.0,uncompressed,0,253.0
slurm_multi,304142993.0,uncompressed,,none,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,single,auto,,do_not_set,32.0,16864.0,uncompressed,0,46.0
slurm_multi,778723929.0,uncompressed,778723929.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,do_not_set,full,set,do_not_set,paired,auto,,do_not_set,32.0,4752888.0,uncompressed,1,259.0
slurm_multi,148645152.0,uncompressed,148645152.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg38canon,do_not_set,32.0,,none,0,126.0
slurm_multi,6050405.0,uncompressed,6059371.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg38,set,32.0,,none,0,45.0
slurm_multi,4878634.0,uncompressed,4885890.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired_collection,,hg38,set,32.0,,none,0,55.0
slurm_multi,23819564.0,uncompressed,23819564.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,56.0
slurm_multi,1126492703.0,uncompressed,1126492703.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,742.0
slurm_multi,208773469.0,uncompressed,208773469.0,uncompressed,6.0,main_w4_handler2,slurm,132111800.0,,illumina,,,paired,auto,,do_not_set,32.0,16864.0,uncompressed,0,73.0
slurm_multi,40665085.0,uncompressed,40665085.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,1,54.0
slurm_multi,65149484.0,uncompressed,65149484.0,uncompressed,6.0,main_w4_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,1,68.0
slurm_multi,88871881.0,uncompressed,88871881.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,2,75.0
slurm_multi,40596739.0,uncompressed,40596739.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,66.0
slurm_multi,88706806.0,uncompressed,88706806.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg19,do_not_set,32.0,,none,0,69.0
slurm_multi,42134425.0,uncompressed,42134425.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,auto,,do_not_set,32.0,17032.0,uncompressed,0,19.0
slurm_multi,103110649.0,uncompressed,103887143.0,uncompressed,6.0,main_w3_handler2,slurm,132112168.0,,illumina,,,paired,,hg38,do_not_set,32.0,,none,0,59.0
