create_time,destination_id,exit_code,handler,history_id,id,imported,infile_control_cond1,infile_control_cond1_filetype,infile_control_cond2,infile_control_cond2_filetype,infile_pileup_cond1,infile_pileup_cond1_filetype,infile_pileup_cond2,infile_pileup_cond2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.depth1,parameters.depth2,parameters.infile_control_cond1,parameters.infile_control_cond2,parameters.infile_pileup_cond1,parameters.infile_pileup_cond2,parameters.maxgap,parameters.minlen,parameters.outputs,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-03 04:35:13.548414,slurm_normal,,main_w2_handler1,2557414,11690502,False,2204781325,bedgraph,1623448373,bedgraph,4760122035,bedgraph,2861165835,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5947253.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""hg38""","""1""","""1""",22984371,22984394,22984370,22984393,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,28058260,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-03 04:54:04.523919,70833,1130.975505
2016-01-22 15:36:21.068323,slurm_normal,,main_w1_handler0,2557147,11581291,False,1378692020,bedgraph,1524683081,bedgraph,4819268818,bedgraph,3128000602,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5847136.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997354,22997706,22997353,22997705,"""100""","""146""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,27628847,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-22 16:54:28.089216,76207,4687.020893
2016-02-15 23:52:11.747199,slurm_normal,,main_w2_handler0,2391887,11838567,False,7004272892,bedgraph,6310870185,bedgraph,3620112776,bedgraph,3425399031,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6083278.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""60179306""","""57217054""",23356613,23356610,23356614,23356612,"""60""","""120""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,27562728,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-16 00:43:04.815039,54005,3053.06784
2016-01-25 15:51:45.155929,slurm_normal,,main_w2_handler1,2557147,11597651,False,2517375882,bedgraph,1524683284,bedgraph,3475098982,bedgraph,4041583895,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5862791.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,22997684,22997314,22997683,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,27628847,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-25 16:17:08.552460,76207,1523.396531
2016-01-24 21:28:41.154885,slurm_normal,,main_w1_handler2,2557147,11592113,False,2517375882,bedgraph,1524683284,bedgraph,3475098982,bedgraph,4041583895,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857403.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,22997684,22997314,22997683,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,27628847,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-24 21:47:55.633672,76207,1154.478787
2016-01-28 22:28:59.606168,slurm_normal,,main_w1_handler0,2529237,11626641,False,3843420810,bedgraph,3488661909,bedgraph,2133784686,bedgraph,2959198087,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5890534.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""37""","""52""",23073628,23073293,23073657,23073724,"""50""","""100""","[""--ofile-cond2""]",,26702590,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-28 23:04:59.096955,74818,2159.490787
2016-02-01 18:57:19.934378,slurm_normal,,main_w2_handler0,2557147,11660661,False,2517375882,bedgraph,1524683284,bedgraph,3475098982,bedgraph,4041583895,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5920165.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,22997684,22997314,22997683,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,27781696,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-01 19:37:33.720274,76207,2413.7858960000003
2016-02-23 16:06:31.517378,slurm_normal,,main_w1_handler2,2597514,11911737,False,4800952588,bedgraph,4800952588,bedgraph,2241371602,bedgraph,2241371602,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6150975.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23309324,23474997,23309323,23474996,"""100""","""200""","[""--ofile-both-conditions""]",,28540250,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-23 20:24:59.990214,29072,15508.472836
2016-02-25 17:50:19.417534,slurm_normal,,main_w1_handler0,2295829,11943369,False,3462280794,bedgraph,2767139140,bedgraph,2767139140,bedgraph,2138045294,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6172851.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23469156,23469155,23469155,23484921,"""100""","""200""","[""--ofile-both-conditions""]",,26819022,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-25 18:09:08.240887,16545,1128.823353
2016-01-28 21:54:42.619809,slurm_normal,,main_w2_handler0,2529237,11626549,False,3843420810,bedgraph,3781308006,bedgraph,2133784686,bedgraph,2078145309,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5890370.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""36228000""","""36017388""",23073628,23073803,23073657,23073854,"""50""","""100""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,26702590,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-28 22:21:38.926309,74818,1616.3065000000001
2016-01-24 21:52:45.576995,slurm_normal,,main_w1_handler0,2557147,11592158,False,2517375882,bedgraph,1524683284,bedgraph,3475098982,bedgraph,4041583895,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857449.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997315,22997684,22997314,22997683,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,27628847,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-24 22:11:58.430512,76207,1152.853517
