bamInput,bamInput_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2984579373,bam,2017-10-25 07:46:42.202959,slurm_multi,,main_w3_handler2,3293678,17207300,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11268634,slurm,,corral-repl,,0,no,"""91731b30b95811e7b8a1005056ba2773""",,,"[{'src': 'hda', 'id': 31869317}]",,"""3""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",2,0.0,12000000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-10-25 09:02:55.659689,96567,4573.45673
2856069346,bam,2017-01-17 20:02:27.462661,slurm_multi,,main_w3_handler2,2955684,14792598,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8955109,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27958085}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,,35369557.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-17 20:17:04.985375,54621,877.5227140000001
3449689129,bam,2017-01-28 18:57:49.165234,slurm_multi,,main_w4_handler2,2532105,14898316,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9057251,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125497}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34638866.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 19:22:02.677794,74984,1453.5125600000001
2028208174,bam,2017-08-02 12:48:33.110402,slurm_multi,,main_w3_handler2,3180200,16487661,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10557625,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723225}]","""MergeSamFiles on data 1095 and data 1094: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 14:05:13.742987,96567,4600.632585
11428985257,bam,2016-12-22 09:22:30.941171,slurm_multi,,main_w4_handler2,2935690,14630916,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8807028,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27708430}]",,"""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,,2150570000,1.0,1x,,35034633.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2016-12-22 09:34:26.258997,97208,715.3178260000001
3166588494,bam,2017-08-10 09:57:46.431189,slurm_multi,,main_w4_handler2,3180200,16548124,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10618733,slurm,,corral-repl,,0,no,"""5a0fa19a7db211e78d10005056ba2773""",,,"[{'src': 'hda', 'id': 30823463}]","""MergeSamFiles on data 1357 and data 1356: Merged BAM dataset""","""3""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-10 10:08:44.779627,96567,658.348438
2200455390,bam,2017-08-03 07:53:32.277998,slurm_multi,,main_w3_handler2,3180200,16495411,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10564922,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 30731019}]",,"""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,39128503.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-03 08:01:49.801914,96567,497.52391600000004
4945300124,bam,2016-12-21 03:43:56.330597,slurm_multi,,main_w4_handler2,2917373,14620376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8797010,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27676342}]",,"""1""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bedgraph""","""""",1,,,,,no,,34822209.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2016-12-21 04:01:15.735657,81867,1039.40506
2356831191,bam,2017-08-02 12:48:38.343579,slurm_multi,,main_w4_handler2,3180200,16487676,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10559382,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723086}]","""MergeSamFiles on data 1039 and data 1038: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 16:47:10.445297,96567,14312.101718000002
1927151635,bam,2017-08-10 09:57:57.901545,slurm_multi,,main_w4_handler2,3180200,16548130,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10618901,slurm,,corral-repl,,0,no,"""5a0fa19a7db211e78d10005056ba2773""",,,"[{'src': 'hda', 'id': 30822949}]","""MergeSamFiles on data 1337 and data 1338: Merged BAM dataset""","""3""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-10 10:25:54.894407,96567,1676.992862
3449689129,bam,2017-01-28 13:32:49.797569,slurm_multi,,main_w3_handler2,2532105,14897329,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9056292,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125497}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 14:09:14.537495,74984,2184.739926
3108532458,bam,2017-08-02 12:48:38.045598,slurm_multi,,main_w4_handler2,3180200,16487675,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10559283,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723094}]","""MergeSamFiles on data 1045 and data 1044: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 16:26:07.305783,96567,13049.260185000001
2923764054,bam,2017-08-14 11:08:22.522009,slurm_multi,,main_w3_handler2,3219246,16574613,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10646065,slurm,,corral-repl,,0,no,"""e0ba68e880e011e7a53b005056ba55fb""",,,"[{'src': 'hda', 'id': 30863355}]",,"""3""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,12000000,specific,2811.6,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-14 11:59:02.123578,96567,3039.6015690000004
2258973061,bam,2017-08-10 09:57:54.518063,slurm_multi,,main_w4_handler2,3180200,16548128,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10618867,slurm,,corral-repl,,0,no,"""5a0fa19a7db211e78d10005056ba2773""",,,"[{'src': 'hda', 'id': 30822956}]","""MergeSamFiles on data 1343 and data 1344: Merged BAM dataset""","""3""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-10 10:17:32.871732,96567,1178.353669
1762687057,bam,2017-08-16 08:24:38.609923,slurm_multi,,main_w4_handler2,3219246,16591809,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10664313,slurm,,corral-repl,,0,no,"""547f0c30825c11e7bda3005056ba2773""",,,"[{'src': 'hda', 'id': 30876745}]",,"""3""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bedgraph""","""""",2,0.0,12000000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-16 10:22:39.140612,96567,7080.530689
3449689129,bam,2017-01-28 08:51:37.005583,slurm_multi,,main_w4_handler2,2532105,14896757,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9056025,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125497}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 12:07:06.937868,74984,11729.932285
2656834274,bam,2017-08-02 12:48:35.824534,slurm_multi,,main_w4_handler2,3180200,16487667,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10558653,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723153}]","""MergeSamFiles on data 1071 and data 1070: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 15:41:06.129363,96567,10350.304829
3294359804,bam,2017-01-28 13:32:50.259095,slurm_multi,,main_w4_handler2,2532105,14897330,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9056316,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125499}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 14:25:14.372125,74984,3144.11303
3449689129,bam,2017-01-28 21:52:19.726666,slurm_multi,,main_w3_handler2,2532105,14898732,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9057672,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28125497}]",,"""20""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""bigwig""","""""",0,,,,1.0,rpkm,,34695712.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-28 22:27:45.425971,74984,2125.699305
2146456180,bam,2017-02-22 23:40:54.789773,reserved_multi,,main_w4_handler2,3006707,15113389,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9268035.roundup,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28471643}]",,"""10""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bedgraph""","""""",0,,,,1.0,rpkm,,36196859.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-02-22 23:49:20.842441,5254,506.05266800000004
2743730426,bam,2017-10-25 07:46:16.828991,slurm_multi,,main_w3_handler2,3293678,17207293,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11267461,slurm,,corral-repl,,0,no,"""8f521dbab95811e7b8a1005056ba2773""",,,"[{'src': 'hda', 'id': 31869310}]",,"""3""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",2,0.0,12000000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-10-25 07:57:07.660016,96567,650.8310250000001
1582985146,bam,2017-08-02 12:48:36.409750,slurm_multi,,main_w4_handler2,3180200,16487669,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10559076,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723115}]","""MergeSamFiles on data 1063 and data 1062: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 16:10:09.892098,96567,12093.482348000001
2011301426,bam,2017-08-03 09:53:02.255770,slurm_multi,,main_w3_handler2,3180200,16495977,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10565602,slurm,,corral-repl,,0,no,"""88a983b2783111e7b5e9005056ba55fb""",,,"[{'src': 'hda', 'id': 30729759}]",,"""20""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-03 10:08:37.646341,96567,935.390571
1501177366,bam,2017-08-02 08:06:27.472596,slurm_multi,,main_w3_handler2,3180200,16484583,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10554147,slurm,,corral-repl,,0,no,"""7b179cda775911e7a24c005056ba2773""",,,"[{'src': 'hda', 'id': 30723071}]",,"""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",2,0.0,12000000,specific,1.0,1x,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 08:37:34.585115,96567,1867.112519
2154677769,bam,2017-08-03 09:39:36.706136,slurm_multi,,main_w3_handler2,3180200,16495883,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10565551,slurm,,corral-repl,,0,no,"""a9270706782f11e7918e005056ba55fb""",,,"[{'src': 'hda', 'id': 30744208}]",,"""5""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-03 10:00:44.006345,96567,1267.300209
2011301426,bam,2017-08-03 07:55:05.192971,slurm_multi,,main_w4_handler2,3180200,16495418,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10564943,slurm,,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 30729759}]",,"""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,39128503.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-03 08:10:35.010168,96567,929.8171970000001
2011301426,bam,2017-08-02 12:32:30.787377,slurm_multi,,main_w3_handler2,3180200,16487496,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10556756,slurm,,corral-repl,,0,no,"""a5d6c822777e11e7ab93005056ba55fb""",,,"[{'src': 'hda', 'id': 30729759}]","""MergeSamFiles on data 1165 and data 1164: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 12:41:03.277335,96567,512.489958
1493147749,bam,2017-08-02 12:48:36.135540,slurm_multi,,main_w3_handler2,3180200,16487668,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10558201,slurm,,corral-repl,,0,no,"""e16db678778011e7a09d005056ba55fb""",,,"[{'src': 'hda', 'id': 30723152}]","""MergeSamFiles on data 1069 and data 1068: Merged BAM dataset""","""1""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""bedgraph""","""""",0,,,,1.0,rpkm,,,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-08-02 15:00:18.593453,96567,7902.457913
2856069346,bam,2017-01-24 22:15:28.451186,slurm_multi,,main_w4_handler2,2955684,14860666,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9020337,slurm,,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27958085}]",,"""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1.0,1x,,35369557.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.3.6.0,2.3.6.0,,2017-01-24 22:27:53.184082,54621,744.7328960000001
