create_time,destination_id,exit_code,genomic_feature,genomic_feature_filetype,genomic_interval,genomic_interval_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genomic_feature.values,parameters.genomic_interval.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-25 22:33:54.103555,slurm_normal,,1402217245,bed,43550,bed,main_w3_handler0,2832345,13938517,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8160899.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56ab2fc5a29c3d8b4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b501d593978d5649a5'}]",,31887632,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-25 22:38:01.003400,52630,246.89984500000003
2016-09-07 14:02:40.505803,slurm_normal,,1402217245,bed,37013407,bed,main_w3_handler1,2813138,13798348,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8018909.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe76b881198e5e5f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6bb62b4c5a1d0a6'}]",,31887632,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-07 14:09:47.823852,52630,427.31804900000003
2016-09-25 22:33:17.772304,slurm_normal,,1402217245,bed,54305,bed,main_w3_handler1,2832345,13938507,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8160893.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56ab2fc5a29c3d8b4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b986c9ca01bd350'}]",,31887632,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-25 22:37:26.648653,52630,248.876349
2016-09-18 20:46:49.065860,slurm_normal,,1402217245,bed,16863,bed,main_w4_handler1,2817199,13876178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8099420.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58d92d55327d03d84'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55689281259ba6614'}]",,32918865,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-18 20:49:52.606791,71114,183.540931
2016-09-07 14:01:54.741842,slurm_normal,,1402217245,bed,2715285,bed,main_w4_handler0,2813141,13798331,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8019137.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59a9b12ca12c5c161'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cedfe147726c45f2'}]",,31887632,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-07 14:18:43.193876,52630,1008.452034
2016-09-12 05:44:36.361318,slurm_normal,,1010276937,bed,643113,interval,main_w3_handler1,2487731,13828153,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8050117.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8c6bc02a4899d5c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aab9afd390d9a1bc'}]",,31841585,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-12 05:47:21.131320,142,164.770002
2016-09-07 14:01:28.466087,slurm_normal,,1402217245,bed,2177546,bed,main_w4_handler0,2813141,13798319,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8018855.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59a9b12ca12c5c161'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a13423f677d78146'}]",,31887632,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-07 14:06:24.570171,52630,296.104084
2016-09-11 21:54:39.700366,slurm_normal,,1402217245,bed,17185,bed,main_w3_handler0,2817023,13826981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8048884.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c289b819c3396495'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50f6d311293fc324f'}]",,32712034,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-11 21:57:24.325764,70266,164.62539800000002
2016-09-18 20:48:40.024134,slurm_normal,,1402217245,bed,13259,bed,main_w3_handler1,2817199,13876193,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8099439.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58d92d55327d03d84'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f1a8778760dd6718'}]",,32918865,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-18 20:51:44.510805,71114,184.486671
2016-09-25 22:34:56.153869,slurm_normal,,1402217245,bed,370159,bed,main_w4_handler1,2832345,13938539,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8160960.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56ab2fc5a29c3d8b4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d56b88bc31db30aa'}]",,31887632,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-25 22:49:20.656751,52630,864.502882
2016-09-12 08:34:59.997762,slurm_normal,,1010276937,bed,643113,interval,main_w3_handler1,2487731,13829188,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8051147.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8c6bc02a4899d5c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aab9afd390d9a1bc'}]",,31841585,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-12 08:37:42.529286,142,162.53152400000002
2016-09-25 22:34:24.643301,slurm_normal,,1402217245,bed,110758,bed,main_w3_handler1,2832345,13938529,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8160979.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56ab2fc5a29c3d8b4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51a81c3a68a293501'}]",,31887632,error,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.0,1.0.0,,2016-09-25 22:55:44.651042,52630,1280.0077410000001
