chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.output_unmapped,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile,parameters.singlePaired.__current_case__,parameters.singlePaired.input1,parameters.singlePaired.input1.values,parameters.singlePaired.input2,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-09-21 07:35:36.619235,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2348043,10370913,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18097964944,fastqsanger,18097964944.0,fastqsanger,4651960,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,21161556.0,,21161557.0,,225,100,Yes,paired,,25248597,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-09-21 18:44:47.952462,61766,40151.333227
2323288.0,len,2015-08-27 21:51:24.029369,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2413497,10213399,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11286872882,fastqsanger,11286872882.0,fastqsanger,4483672,slurm,,corral-repl,74446956.0,fasta,,0,no,,,"""/galaxy-repl/main/files/012/221/dataset_12221620.dat""","""?""",1,8,0.0,No,,,,No,0.0,3000,30,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,3000,4,3000,No,30,20,False,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,20833292.0,1,20899221.0,,20899222.0,,186,20,Yes,paired,,24394724,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-08-28 00:54:06.551920,67002,10962.522551
,,2015-08-11 21:25:31.603915,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2404736,10095601,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5427591505,fastqsanger,5427591505.0,fastqsanger,4370664,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/bosTau7.len""","""bosTau7""",1,8,1.0,Yes,0.0,Yes,sensitive,No,0.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,5,5,fr-firststrand,500000,20,500000,Yes,70,50,True,1.0,,,,,,,No,2,2,0,25,2,full,0,1,no,0,indexed,bosTau7,,1,20727060.0,,20727063.0,,100,20,Yes,paired,,24636225,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-08-12 09:23:30.687019,67320,43079.083104000005
,,2016-05-14 21:24:28.802919,slurm_multi_dynamic_walltime,,,,main_w1_handler2,2706147,12898637,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10382651856,fastqsanger,,,7103122,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-secondstrand,500000,20,500000,No,70,50,false,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54614ab835ed25518'}]",,,,,,single,,30240673,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2016-05-17 04:53:47.681843,75528,199758.87892400002
2323288.0,len,2015-09-03 20:17:15.188705,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2413497,10254598,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18742421592,fastqsanger,18742421592.0,fastqsanger,4541942,slurm,,corral-repl,74446956.0,fasta,,0,no,,,"""/galaxy-repl/main/files/012/221/dataset_12221620.dat""","""?""",1,8,0.0,No,,,,No,0.0,3000,30,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,3000,4,3000,No,30,30,False,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,20833292.0,1,20997551.0,,20997552.0,,199,20,Yes,paired,,24394724,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-09-04 01:25:18.016695,67002,18482.82799
,,2015-07-20 22:12:37.223449,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2372242,9921626,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8007026407,fastqsanger,8500247030.0,fastqsanger,4209429,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,5,0.0,No,,,,No,0.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,0.0,No,,,fr-unstranded,500000,20,500000,Yes,70,50,False,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,1,20441334.0,,20441498.0,,300,20,Yes,paired,,23615699,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-07-21 08:36:26.081053,56038,37428.857604000004
,,2016-01-14 16:34:49.490594,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2556653,11506120,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10969552185,fastqsanger,10969552185.0,fastqsanger,5772626,slurm,,corral-repl,72911235.0,fasta,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,1.0,Yes,0.0,Yes,fast,Yes,0.0,20000,50,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,60,50,False,1.0,,,,,,,No,3,3,1000,25,2,full,0,1,no,1,history,,22773500.0,1,22773507.0,,22773513.0,,250,20,Yes,paired,,27351971,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2016-01-14 21:23:00.840703,73563,17291.350109000003
,,2016-04-06 22:18:20.182223,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2650706,12356992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3034084175,fastqsanger,3008199537.0,fastqsanger,6561530,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/cavPor3.len""","""cavPor3""",1,5,1.0,Yes,0.0,Yes,very-sensitive,No,0.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,5,5,fr-firststrand,500000,500,500000,Yes,70,50,True,1.0,,,,,,,No,5,5,0,25,2,full,0,1,no,0,indexed,cavPor3,,1,24171887.0,,24171888.0,,322,20,Yes,paired,,29454618,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2016-04-07 10:00:21.730721,81614,42121.548498000004
,,2015-12-21 14:55:44.913026,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2540658,11284907,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1601660984,fastqsanger,,,5563758,slurm,,corral-repl,3437193678.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,22596210.0,0,22517421.0,,,,,,,single,,26845513,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-12-21 18:06:00.683435,74899,11415.770409
,,2016-02-20 17:34:21.758221,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2606249,11885291,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3938891754,fastqsanger,3938891754.0,fastqsanger,6125267,slurm,,corral-repl,16227163712.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,20,50,False,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,23434179.0,1,23428620.0,,23428621.0,,300,20,Yes,paired,,27469957,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2016-02-20 20:29:35.608512,38914,10513.850291
,,2015-10-19 13:31:22.798248,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2462031,10639773,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7478549608,fastqsanger,,,4904075,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,False,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm10,,0,21487148.0,,,,,,,single,,25637824,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-10-19 14:49:04.441297,67110,4661.643049
,,2015-10-13 17:57:57.333783,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2462031,10561641,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7478549608,fastqsanger,,,4834575,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,1.0,Yes,0.0,Yes,very-sensitive,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,True,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm10,,0,21487148.0,,,,,,,single,,25637824,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-10-13 19:33:06.192699,67110,5708.858916
2323288.0,len,2015-08-27 10:44:34.123542,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2413497,10209577,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",28632642438,fastqsanger,28632642438.0,fastqsanger,4479464,slurm,,corral-repl,74446956.0,fasta,,0,no,,,"""/galaxy-repl/main/files/012/221/dataset_12221620.dat""","""?""",1,8,0.0,No,,,,No,0.0,3000,30,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,3000,4,3000,No,30,20,True,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,20833292.0,1,20899223.0,,20899224.0,,199,20,Yes,paired,,24339161,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-08-27 18:16:17.246531,67002,27103.122989000003
,,2016-01-30 11:46:17.658587,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2180354,11637327,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35363667529,fastqsanger,,,5900985,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,23089521.0,,,,,,,single,,27943145,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2016-01-30 22:39:53.125146,57510,39215.466559
,,2015-10-19 13:31:18.407136,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2462031,10639772,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7478549608,fastqsanger,,,4904073,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,False,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm10,,0,21487142.0,,,,,,,single,,25637824,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-10-19 14:49:11.714352,67110,4673.307216
,,2015-09-22 07:45:37.412927,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2445179,10379867,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23075011385,fastqsanger,23075011385.0,fastqsanger,4661103,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,21190872.0,,21190873.0,,225,100,Yes,paired,,25248597,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-09-22 21:10:03.324561,61766,48265.911634000004
,,2015-11-03 23:42:05.464246,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2459205,10811954,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3974323768,fastqsanger,,,5067524,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",1,8,0.0,No,,,,No,1.0,,,No,1.0,15,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,False,1.0,,,,,,,No,2,2,1000,18,2,full,0,1,no,0,indexed,rn5,,0,21379403.0,,,,,,,single,,26008155,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-11-04 00:18:17.044260,14091,2171.580014
,,2015-12-21 14:55:59.537078,slurm_multi_dynamic_walltime,,,,main_w2_handler2,2540658,11284912,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1596791861,fastqsanger,,,5568549,slurm,,corral-repl,3437193678.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,22596210.0,0,22517423.0,,,,,,,single,,26845513,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,0.9,,2015-12-21 20:45:04.755877,74899,20945.218799000002
