create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.option,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-23 12:09:59.877097,slurm_normal,,main_w4_handler1,2517706,13924466,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8212619305,bed,8146830.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b500ddeb135dd05263'}]","""""",,31121473,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-09-23 12:14:24.081512,37197,264.20441500000004
2016-10-04 09:45:00.371096,slurm_normal,,main_w4_handler1,2826140,14003206,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4637914797,bed,8221991.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b560bdc45660664306'}]","""""",,33054968,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-10-04 09:50:13.131598,79607,312.76050200000003
2016-06-22 11:02:42.930553,slurm_normal,,main_w2_handler0,2745464,13234849,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6024210061,bed,7419998.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e41699adf90bfb6c'}]","""""",,31018357,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-06-22 11:04:03.619697,86466,80.689144
2016-12-16 16:21:40.251124,slurm_normal,,main_w4_handler1,2932177,14594310,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",905237340,bed,8772868.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 27662990}]","""""",,34879291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-12-16 16:35:22.288943,86671,822.037819
2016-12-16 16:21:44.000278,slurm_normal,,main_w3_handler0,2932177,14594318,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",886277559,bed,8772887.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 27662998}]","""""",,34879291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-12-16 16:37:03.425643,86671,919.425365
2017-01-22 07:28:49.183090,slurm_normal,,main_w3_handler0,2964068,14838833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3085587796,bed,8999187.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28034670}]","""""",,35186312,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2017-01-22 07:31:24.850862,79460,155.667772
2016-12-16 16:21:41.279937,slurm_normal,,main_w4_handler1,2932177,14594312,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1200689315,bed,8772916.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 27662992}]","""""",,34879291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-12-16 16:38:59.229292,86671,1037.949355
2016-06-16 08:42:27.477206,slurm_normal,,main_w1_handler0,2740644,13180744,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1779820273,bed,7365277.roundup,slurm,,corral-repl,,"""410dff0c339e11e68967005056a51846""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50648b1b23b53164c'}]","""""",,30898864,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-06-16 08:43:58.373055,21292,90.89584900000001
2016-06-16 08:42:57.892440,slurm_normal,,main_w2_handler0,2740645,13180749,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2823726914,bed,7365281.roundup,slurm,,corral-repl,,"""533f5d56339e11e69a45005056a51846""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5112b524101267a7f'}]","""""",,30898864,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-06-16 08:44:54.671889,21292,116.77944900000001
2016-06-22 11:07:29.023948,slurm_normal,,main_w1_handler0,2745464,13234865,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6024210061,bed,7420021.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e41699adf90bfb6c'}]","""""",,31018357,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-06-22 11:09:05.940666,86466,96.916718
2017-01-22 09:10:59.108109,slurm_normal,,main_w3_handler1,2964068,14838996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3085587796,bed,8999335.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28034670}]","""""",,35186312,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2017-01-22 09:13:20.359765,79460,141.251656
2016-09-22 19:58:44.125764,slurm_normal,,main_w3_handler1,2517706,13920264,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8212619305,bed,8143326.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b500ddeb135dd05263'}]","""""",,31121473,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-09-22 22:14:33.948286,37197,8149.822522
2016-12-17 20:15:35.040354,slurm_normal,,main_w4_handler1,2932177,14599980,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",905237340,bed,8778210.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27671966}]","""""",,34879291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-12-17 20:28:36.582477,86671,781.5421230000001
2016-09-13 20:10:32.874344,slurm_normal,,main_w3_handler1,1116886,13845171,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",792518018,bed,8067961.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56276a992b9600653'}]","""""",,32446291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-09-13 20:12:21.456666,25954,108.582322
2016-12-17 20:15:33.741324,slurm_normal,,main_w3_handler0,2932177,14599976,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",852186206,bed,8778208.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27671962}]","""""",,34879291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.24.0,2.24.0,,2016-12-17 20:27:39.178077,86671,725.4367530000001
