create_time,destination_id,exit_code,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.adv.biasSpeedSamp,parameters.adv.consistentHits,parameters.adv.coverage,parameters.adv.dumpEq,parameters.adv.extraSensitive,parameters.adv.fldMax,parameters.adv.fldMean,parameters.adv.fldSD,parameters.adv.forgettingFactor,parameters.adv.gcSizeSamp,parameters.adv.incompatPrior,parameters.adv.initUniform,parameters.adv.maxOcc,parameters.adv.maxReadOcc,parameters.adv.minLen,parameters.adv.noBiasLengthThreshold,parameters.adv.noEffectiveLengthCorrection,parameters.adv.noFragLengthDist,parameters.adv.numAuxModelSamples,parameters.adv.numBiasSamples,parameters.adv.numBootstraps,parameters.adv.numGibbsSamples,parameters.adv.numPreAuxModelSamples,parameters.adv.perTranscriptPrior,parameters.adv.sensitive,parameters.adv.splitSpanningSeeds,parameters.adv.splitWidth,parameters.adv.strictIntersect,parameters.adv.useVBOpt,parameters.adv.vbPrior,parameters.adv.writeMappings,parameters.adv.writeUnmappedNames,parameters.chromInfo,parameters.dbkey,parameters.gcBias,parameters.geneMap.values,parameters.input_mate1|__identifier__,parameters.input_mate2|__identifier__,parameters.perfectHash,parameters.quasi_orphans.__current_case__,parameters.quasi_orphans.allowOrphans,parameters.quasi_orphans.type,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerLen,parameters.refTranscriptSource.ownFile.values,parameters.sasamp,parameters.seqBias,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-16 16:31:47.717834,slurm_normal,,103468062.0,gtf,main_w4_handler1,2980053,15315568,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,616177977.0,fastqsanger,9457073.roundup,slurm,,corral-repl,2094997873,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","""true""","[{'src': 'hda', 'id': 28481737}]",,,"""true""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28415410}]","""1""","""true""",0,,,"[{'src': 'hda', 'id': 28444662}]",,single,SR,,36664620,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-16 18:45:59.760484,36966,8052.04265
2017-05-15 20:40:43.945320,slurm_normal,,1530327528.0,gff3,main_w4_handler0,3106301,15842158,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2696284860.0,fastqsanger,9943047.roundup,slurm,,corral-repl,46906937,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 29583497}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603764}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29555574}]",,single,U,,37980692,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-15 20:49:10.576129,105593,506.63080900000006
2017-05-06 12:00:33.181503,slurm_normal,,,,main_w4_handler0,3096404,15766440,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9128839860.0,fastqsanger,9874064.roundup,slurm,,corral-repl,378001467,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29497510}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29461436}]",,single,U,,37298048,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-06 12:07:39.517863,86668,426.33636
2017-02-22 15:11:11.480195,slurm_normal,,,,main_w4_handler0,3004553,15108097,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2514336864.0,fastqsanger,9263070.roundup,slurm,,corral-repl,3273481150,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28463411}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28450750}]",,single,SF,,36207611,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-02-22 15:14:02.202662,100618,170.72246700000002
2017-05-06 12:08:58.585459,slurm_normal,,,,main_w4_handler1,3096404,15766522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,10665491859.0,fastqsanger,9874109.roundup,slurm,,corral-repl,378001467,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29497510}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29460261}]",,single,U,,37298048,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-06 12:13:47.091768,86668,288.50630900000004
2017-03-30 21:48:13.442323,slurm_normal,,74696961.0,gtf,main_w4_handler1,2946870,15439681,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,291457890.0,fastq,9571075.roundup,slurm,,corral-repl,937075534,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28980390}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28991058}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28990142}]",,single,U,,36815455,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-30 22:02:11.444917,91567,838.002594
2017-05-15 16:27:02.598717,slurm_normal,,1530327528.0,gff3,main_w3_handler0,3106301,15840198,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1972644326.0,fastqsanger,9941097.roundup,slurm,,corral-repl,46906937,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 29583497}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603764}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29555580}]",,single,U,,37980692,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-15 16:34:23.905535,105593,441.306818
2017-05-15 16:06:54.152727,slurm_normal,,1530327528.0,gff3,main_w4_handler0,3106301,15839972,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1972644326.0,fastqsanger,9940934.roundup,slurm,,corral-repl,46906937,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 29583497}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603764}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29555580}]",,single,U,,37980692,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-15 16:12:43.037484,105593,348.88475700000004
2017-03-08 19:28:49.918216,slurm_normal,,,,main_w3_handler1,3017848,15245903,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1820142431.0,fastqsanger,9391886.roundup,slurm,,corral-repl,3151425857,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28675724}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28676613}]",,single,U,,36517363,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-08 19:31:15.958965,96255,146.040749
2017-04-13 18:20:41.402666,slurm_normal,,,,main_w3_handler0,3059611,15580724,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2120152230.0,fasta,9702155.roundup,slurm,,corral-repl,2120152230,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29195582}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29195582}]",,single,SF,,37110105,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-13 18:37:20.607260,103594,999.204594
2017-05-02 22:39:40.538287,slurm_normal,,,,main_w4_handler0,1031595,15730242,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,616680152.0,fastq,9840789.roundup,slurm,,corral-repl,8282525768,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""","""false""",,,,"""false""",1,true,fmd,history,1,31,"[{'src': 'hda', 'id': 29442209}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29385987}]",,single,U,,37606711,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-03 10:06:13.534298,23857,41192.996011
2017-05-06 12:01:02.939557,slurm_normal,,,,main_w4_handler1,3096404,15766445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,10407254695.0,fastqsanger,9874063.roundup,slurm,,corral-repl,378001467,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29497510}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29461438}]",,single,U,,37298048,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-06 12:08:13.804823,86668,430.865266
2017-03-16 16:31:48.247461,slurm_normal,,103468062.0,gtf,main_w4_handler0,2980053,15315569,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,586620715.0,fastqsanger,9456599.roundup,slurm,,corral-repl,2094997873,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/Zea_mays_B73_RefGen_v2.len""","""Zea_mays_B73_RefGen_v2""","""true""","[{'src': 'hda', 'id': 28481737}]",,,"""true""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28415410}]","""1""","""true""",0,,,"[{'src': 'hda', 'id': 28444663}]",,single,SR,,36664620,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-16 17:06:53.355010,36966,2105.1075490000003
2017-03-22 13:09:40.591769,slurm_normal,,,,main_w3_handler1,3041122,15365774,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4071886806.0,fastqsanger,9504424.roundup,slurm,,corral-repl,2674706151,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28878121}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28876823}]",,single,U,,36695051,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-22 13:12:31.758530,65887,171.166761
2017-03-06 16:04:48.820877,slurm_normal,,112781930.0,gtf,main_w4_handler0,3010545,15221076,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4562625338.0,fastqsanger,4562625338.0,fastqsanger,,,9369854.roundup,slurm,,corral-repl,298240956,fasta,,1,false,0.7,false,true,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,true,0.001,false,true,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 28523650}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28523669}]","""1""","""true""",1,"[{'src': 'hda', 'id': 28519907}]","[{'src': 'hda', 'id': 28519908}]",,I,paired,SR,,36260211,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-06 16:09:43.412590,100453,294.591713
2018-03-09 15:21:55.313635,slurm_normal,,,,main_w3_handler0,3457255,18673290,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11639102519.0,fastqsanger,11639102519.0,fastqsanger,,,12769523,slurm,,corral-repl,2818033866,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34311969}]","""1""","""true""",1,"[{'src': 'hda', 'id': 34311962}]","[{'src': 'hda', 'id': 34311963}]",,I,paired,U,,43556871,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2018-03-09 15:24:41.005175,17286,165.69154
2017-05-13 16:28:39.200893,slurm_normal,,394068240.0,gff3,main_w3_handler0,3094820,15831636,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3588164567.0,fastqsanger,9933267.roundup,slurm,,corral-repl,3275298969,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29561294}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29561293}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29508477}]",,single,U,,37764987,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-13 16:33:32.048932,105260,292.848039
