create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.boxit,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.wordsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-23 10:53:03.663928,slurm_normal,,main_w3_handler0,3007104,15117045,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3865747,fasta,2737483,fasta,9271408.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28477172}]",,"[{'src': 'hda', 'id': 28477174}]","""50000""",,36240839,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-02-23 10:54:10.639943,,66.976015
2017-07-21 13:13:18.564082,slurm_normal,,main_w4_handler1,3198673,16384965,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2130494,fasta,2130954,fasta,10449449.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30553268}]",,"[{'src': 'hda', 'id': 30553278}]","""4""",,39427215,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-07-21 13:17:10.136966,,231.57288400000002
2018-01-17 10:39:53.572447,slurm_normal,,main_w4_handler1,3395076,18058435,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21294,fasta,89462026,fasta,12136251,slurm,,corral-repl,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33347105}]",,"[{'src': 'hda', 'id': 33347104}]","""4""",,43242990,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2018-01-17 10:40:44.061326,,50.488879000000004
2017-02-23 10:53:03.136681,slurm_normal,,main_w3_handler1,3007104,15117044,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3865747,fasta,4359919,fasta,9271409.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28477172}]",,"[{'src': 'hda', 'id': 28477173}]","""50000""",,36240839,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-02-23 10:54:24.025440,,80.88875900000001
2017-02-23 10:42:20.414276,slurm_normal,,main_w4_handler0,3007104,15117000,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3865747,fasta,4359919,fasta,9271372.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28477172}]",,"[{'src': 'hda', 'id': 28477173}]","""5000""",,36240839,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-02-23 10:43:36.535508,,76.121232
2016-09-17 16:06:35.037001,slurm_normal,,main_w4_handler1,2699327,13871683,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4914267,fasta,281301,fasta,8095001.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5571d843d95669018'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5675cd9360f2fc933'}]","""4000""",,33002663,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-17 16:07:50.795244,84107.0,75.75824300000001
2014-11-18 03:32:01.939289,rodeo_normal,,main_w2_handler0,2121556,8190185,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4154093,fasta,4201278,fasta,2039982.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17585494,,17585497,,"""4""",,19569421,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2014-11-18 03:32:40.914467,,38.975178
2017-12-12 10:21:06.339725,slurm_normal,,main_w3_handler1,3087951,17782700,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",38363599,fasta,31907,fasta,11853729,slurm,,corral-repl,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32873595}]",,"[{'src': 'hda', 'id': 32873616}]","""10000""",,41349205,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-12-12 15:12:53.923591,104764.0,17507.583866
2017-02-23 10:53:04.184878,slurm_normal,,main_w4_handler1,3007104,15117046,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3865747,fasta,5836635,fasta,9271414.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28477172}]",,"[{'src': 'hda', 'id': 28477176}]","""50000""",,36240839,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-02-23 10:55:30.562196,,146.377318
2015-05-11 05:06:39.613345,slurm_normal,,main_w1_handler1,2221443,9440606,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8383180,fasta,144834079,fasta,3766752.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/felCat5.len""","""felCat5""",19657179,,19657173,,"""4""",,21491959,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-05-11 05:08:35.126027,,115.51268200000001
2016-06-17 19:19:14.702167,slurm_normal,,main_w2_handler1,2742394,13195244,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2164602,fasta,2175362,fasta,7379881.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5246396b1ec0783e1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5030625a7694fb4d7'}]","""4""",,30932183,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-06-17 19:21:31.603326,,136.901159
2015-12-01 15:24:51.587497,slurm_normal,,main_w2_handler1,2522541,11053361,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5262427,fasta,5242734,fasta,5308044.roundup,slurm,,corral-repl,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22222741,,22222743,,"""2""",,26485510,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-12-01 15:26:37.292374,74359.0,105.70487700000001
2016-09-30 06:56:37.552945,slurm_normal,,main_w4_handler0,1465279,13980432,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2398661939,fasta,1790976747,tabular,8199877.roundup,slurm,,corral-repl,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025e3aced7f8c142'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f41cb92460691ba6'}]","""4""",,33331057,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-30 06:59:29.582840,35323.0,172.029895
