create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageType,parameters.advancedOpt.colors,parameters.advancedOpt.outFileNameData,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotType,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.scaleRegions.__current_case__,parameters.scaleRegions.endLabel,parameters.scaleRegions.showScaleRegionsOpt,parameters.scaleRegions.startLabel,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-09 16:03:43.833249,slurm_normal,,main_w1_handler1,2761858,13367167,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7579032.roundup,slurm,,279790809,deeptools_compute_matrix_archive,corral-repl,,"""b4617ddc45ee11e680bb005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b518d9724b1dbe2468'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-10 01:38:50.256569,29338,34506.42332
2016-07-13 03:48:06.145681,slurm_normal,,main_w1_handler0,2763127,13392639,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7604279.roundup,slurm,,71592076,deeptools_compute_matrix_archive,corral-repl,,"""9a1f585248ac11e6b0be005056a52a46""",1,mean,,false,true,5,,heatmap,11,,,yes,0.0,1.0,hclust,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b501fecd928b386d05'}]",1,png,false,yes,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-13 03:50:55.972221,29338,169.82654000000002
2016-07-10 02:43:13.221794,slurm_normal,,main_w1_handler0,2762028,13368972,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7581761.roundup,slurm,,294351723,deeptools_compute_matrix_archive,corral-repl,,"""09af1e58464811e6b0be005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b527609d87901f25d1'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-10 22:10:40.105344,29338,70046.88355
2016-07-09 16:04:35.764541,slurm_normal,,main_w1_handler0,2761859,13367175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7579311.roundup,slurm,,281718156,deeptools_compute_matrix_archive,corral-repl,,"""d3cd7c2a45ee11e6ae76005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c212da8498d41571'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-10 03:54:45.605921,29338,42609.841380000005
2016-07-12 16:05:06.155881,slurm_normal,,main_w1_handler1,2764252,13387221,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7622514.roundup,slurm,,432704383,deeptools_compute_matrix_archive,corral-repl,,"""62997ef6484a11e68574005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a8816d7f35350321'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-14 14:39:07.952589,29338,167641.796708
2016-07-12 15:14:43.310318,slurm_normal,,main_w1_handler1,2764154,13386308,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7604359.roundup,slurm,,167410062,deeptools_compute_matrix_archive,corral-repl,,"""5a2e8d30484311e68121005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51a804c478bea5c83'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-13 04:19:54.818921,29338,47111.508603
2016-07-09 02:08:52.769439,slurm_normal,,main_w1_handler0,2761080,13365632,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7575687.roundup,slurm,,453658346,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b511f281a31a5bd3d7'}]",0,,,no,0,,no,,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-09 02:12:43.774444,29338,231.005005
2016-07-09 15:49:03.662594,slurm_normal,,main_w2_handler1,2761842,13367065,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7578242.roundup,slurm,,259354661,deeptools_compute_matrix_archive,corral-repl,,"""a6dc64c645ec11e6bf7f005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0eef7d6ca444d2c'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-09 21:04:57.110909,29338,18953.448315
2016-07-10 02:45:49.123935,slurm_normal,,main_w2_handler1,2762033,13369016,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7582558.roundup,slurm,,303493847,deeptools_compute_matrix_archive,corral-repl,,"""6634c178464811e6af87005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b548c49f2e1346262f'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-11 01:07:52.496316,29338,80523.37238100001
2016-06-15 12:52:48.192340,slurm_normal,,main_w1_handler1,2736596,13168751,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7352780.roundup,slurm,,293959055,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,false,5,,fill,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54af8e565f0be4323'}]",1,eps,false,yes,1,TES,yes,TSS,,30822841,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-06-15 12:57:21.022191,42951,272.829851
2016-09-13 18:20:10.011049,slurm_normal,,main_w3_handler0,2813231,13844216,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8066937.roundup,slurm,,87618004,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,false,8,H3K27AC in PC3-PDEF vs PC3-SCR,overlapped_lines,11,,SCR PDEF,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53f4d7628983c2e27'}]",1,png,false,yes,1,TES,yes,TSS,,32824215,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-09-13 18:23:08.668730,85575,178.65768100000003
2016-07-13 14:57:34.410028,slurm_normal,,main_w1_handler1,2759629,13396032,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7607914.roundup,slurm,,310989637,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,true,5,,overlapped_lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb87470efb51ac4d'}]",0,,,no,1,end,yes,start,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-13 15:01:02.846180,29338,208.43615200000002
2016-07-17 14:54:38.041180,slurm_normal,,main_w1_handler0,2768106,13425252,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7652525.roundup,slurm,,401423465,deeptools_compute_matrix_archive,corral-repl,,"""5fd4781e4c2e11e6b67d005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b525020dcd35d67f3d'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-19 06:07:41.996206,29338,141183.955026
2016-09-30 10:04:48.609608,slurm_normal,,main_w4_handler1,2837437,13981311,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8203649.roundup,slurm,,135136571,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,false,5,5mC Rep1,lines,11,All Down No_Change Up,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e87baf1690bbefb6'}]",0,,,no,1,TES,yes,TSS,,32496435,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-09-30 18:31:11.150410,70838,30382.540802000003
2016-07-08 14:08:25.046319,slurm_normal,,main_w2_handler1,2761073,13361981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7572861.roundup,slurm,,144658653,deeptools_compute_matrix_archive,corral-repl,,"""6d593134451511e69db0005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fae45e5be17435dd'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-08 16:26:15.925153,29338,8270.878834000001
2016-06-09 10:04:21.394621,slurm_normal,,main_w1_handler0,2726385,13117942,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7302699.roundup,slurm,,645798567,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b548f0cec0c1f924aa'}]",1,pdf,false,yes,0,,no,,,30598208,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-06-09 10:07:56.925006,38685,215.53038500000002
